t_idx,time_label,node_idx,node_label,account_category,state_X,velocity_v,acceleration_a,jerk_j,snap_s,inertia_M,viscosity_C,external_force_F
0,2020-01,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,-75433.08,-75433.08,0.0,0.0,0.0,75433.08,7543.308,-569014955.8286
0,2020-01,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,143430.16,143430.16,0.0,0.0,0.0,143430.16,14343.016,2057221079.7626
0,2020-01,2,02_ACC_COGS_DPT_Prod_A,Expense,68432.69,68432.69,0.0,0.0,0.0,68432.69,6843.269,468303306.0636
0,2020-01,3,03_ACC_COGS_DPT_Prod_B,Expense,22442.71,22442.71,0.0,0.0,0.0,22442.71,2244.271,50367523.2144
0,2020-01,4,04_ACC_Cash_DPT_Admin,Asset,-64027.5,-64027.5,0.0,0.0,0.0,64027.5,6402.75,-409952075.625
0,2020-01,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,40741.12,40741.12,0.0,0.0,0.0,40741.12,4074.112,165983885.8854
0,2020-01,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,15842.57,15842.57,0.0,0.0,0.0,15842.57,1584.257,25098702.4205
0,2020-01,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,2515.41,2515.41,0.0,0.0,0.0,2515.41,251.541,632728.7468
0,2020-01,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,-10513.92,-10513.92,0.0,0.0,0.0,10513.92,1051.392,-11054251.3766
0,2020-01,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,-143430.16,-143430.16,0.0,0.0,0.0,143430.16,14343.016,-2057221079.7626
0,2020-01,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2020-01,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2020-01,12,12_ACC_Cash,Asset,1000000.0,0.0,0.0,0.0,0.0,1000000.0,100000.0,0.0
0,2020-01,13,13_ACC_Raw_Materials,Unknown,500000.0,0.0,0.0,0.0,0.0,500000.0,50000.0,0.0
0,2020-01,14,14_ACC_Finished_Goods,Unknown,500000.0,0.0,0.0,0.0,0.0,500000.0,50000.0,0.0
0,2020-01,15,15_ACC_Equity_Capital,Equity,2000000.0,0.0,0.0,0.0,0.0,2000000.0,200000.0,0.0
1,2020-02,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,-120231.59,-44798.51,30634.57,0.0,0.0,97832.335,9783.2335,2558777231.0389
1,2020-02,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,282219.69,138789.53,-4640.63,0.0,0.0,212824.925,21282.4925,1966145399.6008
1,2020-02,2,02_ACC_COGS_DPT_Prod_A,Expense,140683.45,72250.76,3818.07,0.0,0.0,104558.07,10455.807,1154650032.4882
1,2020-02,3,03_ACC_COGS_DPT_Prod_B,Expense,60256.14,37813.43,15370.72,0.0,0.0,41349.425,4134.9425,791926792.6138
1,2020-02,4,04_ACC_Cash_DPT_Admin,Asset,-107587.0,-43559.5,20468.0,0.0,0.0,85807.25,8580.725,1382530702.3625
1,2020-02,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,88163.41,47422.29,6681.17,0.0,0.0,64452.265,6445.2265,736263939.5487
1,2020-02,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,3329.08,-12513.49,-28356.06,0.0,0.0,9585.825,958.5825,-283811441.3774
1,2020-02,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,1274.35,-1241.06,-3756.47,0.0,0.0,1894.88,189.488,-7353225.8509
1,2020-02,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,-29926.65,-19412.73,-8898.81,0.0,0.0,20220.285,2022.0285,-219189567.6837
1,2020-02,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,-318180.88,-174750.72,-31320.56,0.0,0.0,230805.52,23080.552,-11262301217.4886
1,2020-02,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2020-02,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0
1,2020-02,12,12_ACC_Cash,Asset,1000000.0,0.0,0.0,0.0,0.0,1000000.0,100000.0,0.0
1,2020-02,13,13_ACC_Raw_Materials,Unknown,500000.0,0.0,0.0,0.0,0.0,500000.0,50000.0,0.0
1,2020-02,14,14_ACC_Finished_Goods,Unknown,500000.0,0.0,0.0,0.0,0.0,500000.0,50000.0,0.0
1,2020-02,15,15_ACC_Equity_Capital,Equity,2000000.0,0.0,0.0,0.0,0.0,2000000.0,200000.0,0.0
2,2020-03,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,-94749.68,25481.91,70280.42,39645.85,0.0,96804.7833,9680.4783,7050157908.3226
2,2020-03,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,315545.19,33325.5,-105464.03,-100823.4,0.0,247065.0133,24706.5013,-25233115467.9531
2,2020-03,2,02_ACC_COGS_DPT_Prod_A,Expense,203593.73,62910.28,-9340.48,-13158.55,0.0,137569.9567,13756.9957,-419512979.4971
2,2020-03,3,03_ACC_COGS_DPT_Prod_B,Expense,90949.61,30693.47,-7119.96,-22490.68,0.0,57882.82,5788.282,-234460903.1687
2,2020-03,4,04_ACC_Cash_DPT_Admin,Asset,-143887.88,-36300.88,7258.62,-13209.38,0.0,105167.46,10516.746,381603493.9687
2,2020-03,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,169228.43,81065.02,33642.73,26961.56,0.0,99377.6533,9937.7653,4148940704.6289
2,2020-03,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,-1846.49,-5175.57,7337.92,35693.98,0.0,7006.0467,700.6047,47783781.4616
2,2020-03,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,2541.98,1267.63,2508.69,6265.16,0.0,2110.58,211.058,5562334.3927
2,2020-03,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,-72789.56,-42862.91,-23450.18,-14551.37,0.0,37743.3767,3774.3377,-1046868072.3571
2,2020-03,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,-468585.33,-150404.45,24346.27,55666.83,0.0,310065.4567,31006.5457,2885414878.2851
2,2020-03,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2020-03,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2020-03,12,12_ACC_Cash,Asset,1000000.0,0.0,0.0,0.0,0.0,1000000.0,100000.0,0.0
2,2020-03,13,13_ACC_Raw_Materials,Unknown,500000.0,0.0,0.0,0.0,0.0,500000.0,50000.0,0.0
2,2020-03,14,14_ACC_Finished_Goods,Unknown,500000.0,0.0,0.0,0.0,0.0,500000.0,50000.0,0.0
2,2020-03,15,15_ACC_Equity_Capital,Equity,2000000.0,0.0,0.0,0.0,0.0,2000000.0,200000.0,0.0
3,2020-04,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,-138984.89,-44235.21,-69717.12,-139997.54,-179643.39,107349.81,10734.981,-7958983724.6282
3,2020-04,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,227273.44,-88271.75,-121597.25,-16133.22,84690.18,242117.12,24211.712,-31577986158.656
3,2020-04,2,02_ACC_COGS_DPT_Prod_A,Expense,237853.96,34260.23,-28650.05,-19309.57,-6151.02,162640.9575,16264.0958,-4102459903.2859
3,2020-04,3,03_ACC_COGS_DPT_Prod_B,Expense,109867.1,18917.49,-11775.98,-4656.02,17834.66,70878.89,7087.889,-700583321.7836
3,2020-04,4,04_ACC_Cash_DPT_Admin,Asset,-64039.31,79848.57,116149.45,108890.83,122100.21,94885.4225,9488.5423,11778536166.4397
3,2020-04,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,262357.01,93128.58,12063.56,-21579.17,-48540.73,140122.4925,14012.2493,2995316970.8819
3,2020-04,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,7356.63,9203.12,14378.69,7040.77,-28653.21,7093.6925,709.3693,108526415.7449
3,2020-04,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,1117.34,-1424.64,-2692.27,-5200.96,-11466.12,1862.27,186.227,-5279040.0862
3,2020-04,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,-90095.54,-17305.98,25556.93,49007.11,63558.48,50831.4175,5083.1417,1211126229.3856
3,2020-04,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,-552705.74,-84120.41,66284.04,41937.77,-13729.06,370725.5275,37072.5528,21454627356.7545
3,2020-04,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
3,2020-04,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
3,2020-04,12,12_ACC_Cash,Asset,1000000.0,0.0,0.0,0.0,0.0,1000000.0,100000.0,0.0
3,2020-04,13,13_ACC_Raw_Materials,Unknown,500000.0,0.0,0.0,0.0,0.0,500000.0,50000.0,0.0
3,2020-04,14,14_ACC_Finished_Goods,Unknown,500000.0,0.0,0.0,0.0,0.0,500000.0,50000.0,0.0
3,2020-04,15,15_ACC_Equity_Capital,Equity,2000000.0,0.0,0.0,0.0,0.0,2000000.0,200000.0,0.0
4,2020-05,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,-135414.38,3570.51,47805.72,117522.84,257520.38,122345.135,12234.5135,5892480719.9691
4,2020-05,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,169763.73,-57509.71,30762.04,152359.29,168492.51,248700.5125,24870.0513,6220265678.4729
4,2020-05,2,02_ACC_COGS_DPT_Prod_A,Expense,266741.28,28887.32,-5372.91,23277.14,42586.71,212218.105,21221.8105,-527187547.6427
4,2020-05,3,03_ACC_COGS_DPT_Prod_B,Expense,120697.46,10830.36,-8087.13,3688.85,8344.87,95442.5775,9544.2578,-668488784.4123
4,2020-05,4,04_ACC_Cash_DPT_Admin,Asset,-72922.8,-8883.49,-88732.06,-204881.51,-313772.34,97109.2475,9710.9248,-8702970478.6322
4,2020-05,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,339410.78,77053.77,-16074.81,-28138.37,-6559.2,214789.9075,21478.9908,-1797669739.8974
4,2020-05,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,33598.57,26241.94,17038.82,2660.13,-4380.64,11532.6925,1153.2693,226767494.0852
4,2020-05,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,3459.41,2342.07,3766.71,6458.98,11659.94,2098.27,209.827,8395004.1136
4,2020-05,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,-107622.19,-17526.65,-220.67,-25777.6,-74784.71,75108.485,7510.8485,-148214202.2475
4,2020-05,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,-617711.86,-65006.12,19114.29,-47169.75,-89107.52,489295.9525,48929.5953,6171821591.5383
4,2020-05,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2020-05,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2020-05,12,12_ACC_Cash,Asset,1000000.0,0.0,0.0,0.0,0.0,1000000.0,100000.0,0.0
4,2020-05,13,13_ACC_Raw_Materials,Unknown,500000.0,0.0,0.0,0.0,0.0,500000.0,50000.0,0.0
4,2020-05,14,14_ACC_Finished_Goods,Unknown,500000.0,0.0,0.0,0.0,0.0,500000.0,50000.0,0.0
4,2020-05,15,15_ACC_Equity_Capital,Equity,2000000.0,0.0,0.0,0.0,0.0,2000000.0,200000.0,0.0
5,2020-06,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,-125589.49,9824.89,6254.38,-41551.34,-159074.18,123684.61,12368.461,895089319.8861
5,2020-06,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,151758.8,-18004.93,39504.78,8742.74,-143616.55,216085.29,21608.529,8147341790.6382
5,2020-06,2,02_ACC_COGS_DPT_Prod_A,Expense,307094.58,40353.3,11465.98,16838.89,-6438.25,253820.8875,25382.0888,3934556261.6126
5,2020-06,3,03_ACC_COGS_DPT_Prod_B,Expense,134195.36,13497.9,2667.54,10754.67,7065.82,113927.3825,11392.7383,457683891.5387
5,2020-06,4,04_ACC_Cash_DPT_Admin,Asset,-103691.85,-30769.05,-21885.56,66846.5,271728.01,96135.46,9613.546,-2399778055.5089
5,2020-06,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,421313.41,81902.63,4848.86,20923.67,49062.04,298077.4075,29807.7407,3886667979.9136
5,2020-06,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,50743.36,17144.79,-9097.15,-26135.97,-28796.1,23386.2625,2338.6263,-172653081.9571
5,2020-06,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,1760.45,-1698.96,-4041.03,-7807.74,-14266.72,2219.795,221.9795,-9347392.4802
5,2020-06,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,-132933.38,-25311.19,-7784.54,-7563.87,18213.73,100860.1675,10086.0167,-1040439094.6129
5,2020-06,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,-704651.24,-86939.38,-21933.26,-41047.55,6122.2,585913.5425,58591.3543,-17944890077.0289
5,2020-06,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
