t_idx,time_label,node_idx,node_label,z_score_X,z_score_v,local_kl_drift,micro_anomaly_flag
0,2020-01,0,00_ACC_Accounts_Payable_DPT_Admin,0.0,0.0,0.0,0
0,2020-01,1,01_ACC_Accounts_Receivable_DPT_Admin,0.0,0.0,0.0,0
0,2020-01,2,02_ACC_COGS_DPT_Prod_A,0.0,0.0,0.0,0
0,2020-01,3,03_ACC_COGS_DPT_Prod_B,0.0,0.0,0.0,0
0,2020-01,4,04_ACC_Cash_DPT_Admin,0.0,0.0,0.0,0
0,2020-01,5,05_ACC_Finished_Goods_DPT_Prod_A,0.0,0.0,0.0,0
0,2020-01,6,06_ACC_Finished_Goods_DPT_Prod_B,0.0,0.0,0.0,0
0,2020-01,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,0.0,0.0,0.0,0
0,2020-01,8,08_ACC_Raw_Materials_DPT_Ops,0.0,0.0,0.0,0
0,2020-01,9,09_ACC_Sales_Revenue_DPT_Sales,0.0,0.0,0.0,0
0,2020-01,10,10_ACC_Work_In_Process_DPT_Prod_A,0.0,0.0,0.0,0
0,2020-01,11,11_ACC_Work_In_Process_DPT_Prod_B,0.0,0.0,0.0,0
0,2020-01,12,12_ACC_Cash,0.0,0.0,0.0,0
0,2020-01,13,13_ACC_Raw_Materials,0.0,0.0,0.0,0
0,2020-01,14,14_ACC_Finished_Goods,0.0,0.0,0.0,0
0,2020-01,15,15_ACC_Equity_Capital,0.0,0.0,0.0,0
1,2020-02,0,00_ACC_Accounts_Payable_DPT_Admin,0.0,0.0,0.0,0
1,2020-02,1,01_ACC_Accounts_Receivable_DPT_Admin,0.0,0.0,20.7233,1
1,2020-02,2,02_ACC_COGS_DPT_Prod_A,0.0,0.0,0.0,0
1,2020-02,3,03_ACC_COGS_DPT_Prod_B,0.0,0.0,0.0,0
1,2020-02,4,04_ACC_Cash_DPT_Admin,0.0,0.0,3.0564,1
1,2020-02,5,05_ACC_Finished_Goods_DPT_Prod_A,0.0,0.0,0.0,0
1,2020-02,6,06_ACC_Finished_Goods_DPT_Prod_B,0.0,0.0,0.0,0
1,2020-02,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,0.0,0.0,0.0375,0
1,2020-02,8,08_ACC_Raw_Materials_DPT_Ops,0.0,0.0,0.0223,0
1,2020-02,9,09_ACC_Sales_Revenue_DPT_Sales,0.0,0.0,0.0,0
1,2020-02,10,10_ACC_Work_In_Process_DPT_Prod_A,0.0,0.0,0.0,0
1,2020-02,11,11_ACC_Work_In_Process_DPT_Prod_B,0.0,0.0,0.0,0
1,2020-02,12,12_ACC_Cash,0.0,0.0,0.0,0
1,2020-02,13,13_ACC_Raw_Materials,0.0,0.0,0.0,0
1,2020-02,14,14_ACC_Finished_Goods,0.0,0.0,0.0,0
1,2020-02,15,15_ACC_Equity_Capital,0.0,0.0,0.0,0
2,2020-03,0,00_ACC_Accounts_Payable_DPT_Admin,1.0,5.5883,0.0,1
2,2020-03,1,01_ACC_Accounts_Receivable_DPT_Admin,1.0,46.4525,0.6931,1
2,2020-03,2,02_ACC_COGS_DPT_Prod_A,1.0,3.8928,0.0,1
2,2020-03,3,03_ACC_COGS_DPT_Prod_B,1.0001,0.0736,0.0,0
2,2020-03,4,04_ACC_Cash_DPT_Admin,1.0,1.7093,0.6871,0
2,2020-03,5,05_ACC_Finished_Goods_DPT_Prod_A,1.0,11.0709,0.0,1
2,2020-03,6,06_ACC_Finished_Goods_DPT_Prod_B,1.0001,0.4824,0.0,0
2,2020-03,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,0.9988,0.3357,0.0009,0
2,2020-03,8,08_ACC_Raw_Materials_DPT_Ops,1.0001,6.2704,0.0193,1
2,2020-03,9,09_ACC_Sales_Revenue_DPT_Sales,1.0,0.5547,0.0,0
2,2020-03,10,10_ACC_Work_In_Process_DPT_Prod_A,0.0,0.0,0.0,0
2,2020-03,11,11_ACC_Work_In_Process_DPT_Prod_B,1.0,1.0,0.0,0
