t_idx,src_idx,tgt_idx,value
0,0,8,75433.08
0,11,6,23117.47
0,10,5,97065.97
0,9,1,143430.16
0,8,10,69012.6
0,7,6,15167.81
0,8,11,16934.4
0,6,3,22442.71
0,5,2,68432.69
0,4,11,6183.07
0,4,10,28053.37
0,4,7,29791.06
0,7,5,12107.84
1,7,6,13320.93
1,11,6,11979.01
1,10,5,101241.42
1,9,1,174750.72
1,8,11,9160.63
1,8,10,68446.06
1,7,5,18431.63
1,4,10,32795.36
1,5,2,72250.76
1,4,11,2818.38
1,4,7,30511.5
1,4,0,13395.45
1,1,4,35961.19
1,0,8,58193.96
1,6,3,37813.43
2,7,5,15065.15
2,11,6,12319.14
2,10,5,128910.15
2,9,1,150404.45
2,8,10,90786.74
2,7,6,13198.76
2,6,3,30693.47
2,8,11,9072.23
2,4,11,3246.91
2,4,10,38123.41
2,4,7,29531.54
2,5,2,62910.28
2,4,0,82477.97
2,1,4,117078.95
2,0,8,56996.06
3,10,5,109688.86
3,9,1,84120.41
3,8,11,10611.73
3,8,10,75536.94
3,7,6,13466.67
3,7,5,17699.95
3,6,3,18917.49
3,11,6,14653.94
3,4,11,4042.21
3,4,10,34151.92
3,4,7,29741.98
3,4,0,24607.48
3,1,4,172392.16
3,0,8,68842.69
3,5,2,34260.23
4,11,6,20622.89
4,10,5,92672.63
4,9,1,65006.12
4,8,11,15723.13
4,8,10,64311.1
4,7,6,16449.41
4,7,5,13268.46
4,6,3,10830.36
4,4,11,4899.76
4,4,10,28361.53
4,4,7,32059.94
4,4,0,66078.09
4,1,4,122515.83
4,0,8,62507.58
4,5,2,28887.32
5,7,5,16964.33
5,10,5,105291.6
5,9,1,86939.38
5,8,11,11216.42
5,8,10,74545.84
5,7,6,14645.89
5,6,3,13497.9
5,11,6,15996.8
5,4,11,4780.38
5,4,10,30745.76
5,4,7,29911.26
5,4,0,70275.96
5,1,4,104944.31
5,0,8,60451.07
5,5,2,40353.3
6,10,5,97281.76
6,9,1,171223.56
6,8,11,19178.6
6,8,10,68341.68
6,7,6,17206.34
6,7,5,12103.05
6,6,3,34878.51
6,11,6,25829.29
6,4,11,6650.69
6,4,10,28940.08
6,4,7,29859.53
6,4,0,79308.43
6,1,4,77932.43
6,0,8,71707.14
6,5,2,71452.38
7,11,6,23650.5
7,10,5,108545.05
7,9,1,184561.56
7,8,11,17072.96
7,8,10,78493.63
7,7,6,16753.42
7,7,5,12849.59
7,6,3,38355.64
7,4,11,6577.54
7,4,10,30051.42
7,4,7,29344.54
7,4,0,74788.11
7,1,4,96217.88
7,0,8,60381.77
7,5,2,79511.86
8,7,5,18898.29
8,10,5,113377.71
8,9,1,143446.59
8,8,11,9010.57
8,11,6,12236.33
8,7,6,11059.11
8,6,3,28942.38
8,8,10,77234.14
8,4,11,3225.76
8,4,10,36143.57
8,4,7,29525.18
8,4,0,25787.07
8,1,4,146379.57
8,0,8,72715.66
8,5,2,60157.1
9,11,6,16306.8
9,10,5,115231.02
9,9,1,88749.03
9,8,11,11800.13
9,8,10,81400.1
9,7,6,14247.11
9,7,5,14454.21
9,6,3,17115.19
9,5,2,37559.08
9,4,11,4506.67
9,4,10,33830.92
9,4,7,30064.17
9,4,0,80801.17
9,1,4,183948.25
9,0,8,59022.33
10,10,5,104872.61
10,9,1,56977.24
10,11,6,13859.16
10,8,11,9757.04
10,8,10,75541.61
10,7,6,13541.23
10,7,5,14949.47
10,4,0,38349.82
10,5,2,24952.52
10,4,11,4102.12
10,4,10,29331.0
10,4,7,26975.48
10,1,4,143820.68
10,0,8,59674.66
10,6,3,11863.11
11,9,1,84135.89
11,8,11,12429.23
11,8,10,63418.55
11,6,3,13838.96
11,5,2,38957.58
11,4,0,92054.13
11,4,10,25229.54
11,4,7,23533.59
11,1,4,94425.86
11,0,8,64378.49
11,10,5,88648.09
11,4,11,3552.38
11,11,6,15981.61
