Entry_ID,Trans_Date,Account_Name,Dept_Name,Debit,Credit,Memo,Amount
E_000001,2020-01-01,ACC_Accounts_Receivable,DPT_Admin,756.96,0.0,Sales_Record_DR,756.96
E_000001,2020-01-01,ACC_Sales_Revenue,DPT_Sales,0.0,756.96,Sales_Record_CR,756.96
E_000002,2020-01-01,ACC_COGS,DPT_Ops,426.88,0.0,COGS_Record_DR,426.88
E_000002,2020-01-01,ACC_Inventory,DPT_Ops,0.0,426.88,COGS_Record_CR,426.88
E_000003,2020-01-01,ACC_Accounts_Receivable,DPT_Admin,1036.59,0.0,Sales_Record_DR,1036.59
E_000003,2020-01-01,ACC_Sales_Revenue,DPT_Sales,0.0,1036.59,Sales_Record_CR,1036.59
E_000004,2020-01-01,ACC_COGS,DPT_Ops,595.16,0.0,COGS_Record_DR,595.16
E_000004,2020-01-01,ACC_Inventory,DPT_Ops,0.0,595.16,COGS_Record_CR,595.16
E_000005,2020-01-01,ACC_Sales_Revenue,DPT_Sales,0.0,1471.19,Sales_Record_CR,1471.19
E_000005,2020-01-01,ACC_Accounts_Receivable,DPT_Admin,1471.19,0.0,Sales_Record_DR,1471.19
E_000006,2020-01-01,ACC_COGS,DPT_Ops,768.43,0.0,COGS_Record_DR,768.43
E_000006,2020-01-01,ACC_Inventory,DPT_Ops,0.0,768.43,COGS_Record_CR,768.43
E_000007,2020-01-01,ACC_Accounts_Payable,DPT_Admin,0.0,7765.85,Inventory_Purchase_CR,7765.85
E_000007,2020-01-01,ACC_Inventory,DPT_Ops,7765.85,0.0,Inventory_Purchase_DR,7765.85
E_000008,2020-01-02,ACC_Accounts_Receivable,DPT_Admin,1504.62,0.0,Sales_Record_DR,1504.62
E_000008,2020-01-02,ACC_Sales_Revenue,DPT_Sales,0.0,1504.62,Sales_Record_CR,1504.62
E_000009,2020-01-02,ACC_COGS,DPT_Ops,886.55,0.0,COGS_Record_DR,886.55
E_000009,2020-01-02,ACC_Inventory,DPT_Ops,0.0,886.55,COGS_Record_CR,886.55
E_000010,2020-01-02,ACC_Sales_Revenue,DPT_Sales,0.0,1087.44,Sales_Record_CR,1087.44
E_000010,2020-01-02,ACC_Accounts_Receivable,DPT_Admin,1087.44,0.0,Sales_Record_DR,1087.44
E_000011,2020-01-02,ACC_Inventory,DPT_Ops,0.0,607.93,COGS_Record_CR,607.93
E_000011,2020-01-02,ACC_COGS,DPT_Ops,607.93,0.0,COGS_Record_DR,607.93
E_000012,2020-01-02,ACC_Sales_Revenue,DPT_Sales,0.0,663.03,Sales_Record_CR,663.03
E_000012,2020-01-02,ACC_Accounts_Receivable,DPT_Admin,663.03,0.0,Sales_Record_DR,663.03
E_000013,2020-01-02,ACC_COGS,DPT_Ops,333.49,0.0,COGS_Record_DR,333.49
E_000013,2020-01-02,ACC_Inventory,DPT_Ops,0.0,333.49,COGS_Record_CR,333.49
E_000014,2020-01-02,ACC_Travel_Exp,DPT_Sales,734.36,0.0,Travel_Reimburse_DR,734.36
E_000014,2020-01-02,ACC_Cash,DPT_Admin,0.0,734.36,Travel_Reimburse_CR,734.36
E_000015,2020-01-03,ACC_Accounts_Receivable,DPT_Admin,664.64,0.0,Sales_Record_DR,664.64
E_000015,2020-01-03,ACC_Sales_Revenue,DPT_Sales,0.0,664.64,Sales_Record_CR,664.64
E_000016,2020-01-03,ACC_COGS,DPT_Ops,369.62,0.0,COGS_Record_DR,369.62
E_000016,2020-01-03,ACC_Inventory,DPT_Ops,0.0,369.62,COGS_Record_CR,369.62
E_000017,2020-01-03,ACC_Accounts_Receivable,DPT_Admin,664.03,0.0,Sales_Record_DR,664.03
E_000017,2020-01-03,ACC_Sales_Revenue,DPT_Sales,0.0,664.03,Sales_Record_CR,664.03
E_000018,2020-01-03,ACC_Inventory,DPT_Ops,0.0,346.65,COGS_Record_CR,346.65
E_000018,2020-01-03,ACC_COGS,DPT_Ops,346.65,0.0,COGS_Record_DR,346.65
E_000019,2020-01-03,ACC_Accounts_Receivable,DPT_Admin,881.3,0.0,Sales_Record_DR,881.3
E_000019,2020-01-03,ACC_Sales_Revenue,DPT_Sales,0.0,881.3,Sales_Record_CR,881.3
E_000020,2020-01-03,ACC_Inventory,DPT_Ops,0.0,511.98,COGS_Record_CR,511.98
E_000020,2020-01-03,ACC_COGS,DPT_Ops,511.98,0.0,COGS_Record_DR,511.98
E_000021,2020-01-04,ACC_Accounts_Receivable,DPT_Admin,401.27,0.0,Sales_Record_DR,401.27
E_000021,2020-01-04,ACC_Sales_Revenue,DPT_Sales,0.0,401.27,Sales_Record_CR,401.27
E_000022,2020-01-04,ACC_Inventory,DPT_Ops,0.0,207.04,COGS_Record_CR,207.04
E_000022,2020-01-04,ACC_COGS,DPT_Ops,207.04,0.0,COGS_Record_DR,207.04
E_000023,2020-01-04,ACC_Accounts_Receivable,DPT_Admin,638.87,0.0,Sales_Record_DR,638.87
E_000023,2020-01-04,ACC_Sales_Revenue,DPT_Sales,0.0,638.87,Sales_Record_CR,638.87
E_000024,2020-01-04,ACC_COGS,DPT_Ops,341.17,0.0,COGS_Record_DR,341.17
E_000024,2020-01-04,ACC_Inventory,DPT_Ops,0.0,341.17,COGS_Record_CR,341.17
E_000025,2020-01-04,ACC_Travel_Exp,DPT_Sales,923.29,0.0,Travel_Reimburse_DR,923.29
E_000025,2020-01-04,ACC_Cash,DPT_Admin,0.0,923.29,Travel_Reimburse_CR,923.29
E_000026,2020-01-05,ACC_Sales_Revenue,DPT_Sales,0.0,907.15,Sales_Record_CR,907.15
E_000026,2020-01-05,ACC_Accounts_Receivable,DPT_Admin,907.15,0.0,Sales_Record_DR,907.15
E_000027,2020-01-05,ACC_Inventory,DPT_Ops,0.0,462.85,COGS_Record_CR,462.85
E_000027,2020-01-05,ACC_COGS,DPT_Ops,462.85,0.0,COGS_Record_DR,462.85
E_000028,2020-01-05,ACC_Sales_Revenue,DPT_Sales,0.0,556.35,Sales_Record_CR,556.35
E_000028,2020-01-05,ACC_Accounts_Receivable,DPT_Admin,556.35,0.0,Sales_Record_DR,556.35
E_000029,2020-01-05,ACC_COGS,DPT_Ops,283.56,0.0,COGS_Record_DR,283.56
E_000029,2020-01-05,ACC_Inventory,DPT_Ops,0.0,283.56,COGS_Record_CR,283.56
E_000030,2020-01-05,ACC_Sales_Revenue,DPT_Sales,0.0,454.72,Sales_Record_CR,454.72
E_000030,2020-01-05,ACC_Accounts_Receivable,DPT_Admin,454.72,0.0,Sales_Record_DR,454.72
E_000031,2020-01-05,ACC_Inventory,DPT_Ops,0.0,254.81,COGS_Record_CR,254.81
E_000031,2020-01-05,ACC_COGS,DPT_Ops,254.81,0.0,COGS_Record_DR,254.81
E_000032,2020-01-06,ACC_Sales_Revenue,DPT_Sales,0.0,730.92,Sales_Record_CR,730.92
E_000032,2020-01-06,ACC_Accounts_Receivable,DPT_Admin,730.92,0.0,Sales_Record_DR,730.92
E_000033,2020-01-06,ACC_Inventory,DPT_Ops,0.0,404.65,COGS_Record_CR,404.65
E_000033,2020-01-06,ACC_COGS,DPT_Ops,404.65,0.0,COGS_Record_DR,404.65
E_000034,2020-01-06,ACC_Accounts_Receivable,DPT_Admin,821.9,0.0,Sales_Record_DR,821.9
E_000034,2020-01-06,ACC_Sales_Revenue,DPT_Sales,0.0,821.9,Sales_Record_CR,821.9
E_000035,2020-01-06,ACC_COGS,DPT_Ops,417.43,0.0,COGS_Record_DR,417.43
E_000035,2020-01-06,ACC_Inventory,DPT_Ops,0.0,417.43,COGS_Record_CR,417.43
E_000036,2020-01-06,ACC_Accounts_Receivable,DPT_Admin,452.47,0.0,Sales_Record_DR,452.47
E_000036,2020-01-06,ACC_Sales_Revenue,DPT_Sales,0.0,452.47,Sales_Record_CR,452.47
E_000037,2020-01-06,ACC_COGS,DPT_Ops,263.76,0.0,COGS_Record_DR,263.76
E_000037,2020-01-06,ACC_Inventory,DPT_Ops,0.0,263.76,COGS_Record_CR,263.76
E_000038,2020-01-06,ACC_Accounts_Receivable,DPT_Admin,643.46,0.0,Sales_Record_DR,643.46
E_000038,2020-01-06,ACC_Sales_Revenue,DPT_Sales,0.0,643.46,Sales_Record_CR,643.46
E_000039,2020-01-06,ACC_Inventory,DPT_Ops,0.0,358.88,COGS_Record_CR,358.88
E_000039,2020-01-06,ACC_COGS,DPT_Ops,358.88,0.0,COGS_Record_DR,358.88
E_000040,2020-01-06,ACC_Travel_Exp,DPT_Sales,296.64,0.0,Travel_Reimburse_DR,296.64
E_000040,2020-01-06,ACC_Cash,DPT_Admin,0.0,296.64,Travel_Reimburse_CR,296.64
E_000041,2020-01-07,ACC_Accounts_Receivable,DPT_Admin,504.83,0.0,Sales_Record_DR,504.83
E_000041,2020-01-07,ACC_Sales_Revenue,DPT_Sales,0.0,504.83,Sales_Record_CR,504.83
E_000042,2020-01-07,ACC_COGS,DPT_Ops,267.02,0.0,COGS_Record_DR,267.02
E_000042,2020-01-07,ACC_Inventory,DPT_Ops,0.0,267.02,COGS_Record_CR,267.02
E_000043,2020-01-07,ACC_Sales_Revenue,DPT_Sales,0.0,929.73,Sales_Record_CR,929.73
E_000043,2020-01-07,ACC_Accounts_Receivable,DPT_Admin,929.73,0.0,Sales_Record_DR,929.73
E_000044,2020-01-07,ACC_COGS,DPT_Ops,544.38,0.0,COGS_Record_DR,544.38
E_000044,2020-01-07,ACC_Inventory,DPT_Ops,0.0,544.38,COGS_Record_CR,544.38
E_000045,2020-01-07,ACC_Sales_Revenue,DPT_Sales,0.0,629.14,Sales_Record_CR,629.14
E_000045,2020-01-07,ACC_Accounts_Receivable,DPT_Admin,629.14,0.0,Sales_Record_DR,629.14
E_000046,2020-01-07,ACC_COGS,DPT_Ops,338.49,0.0,COGS_Record_DR,338.49
E_000046,2020-01-07,ACC_Inventory,DPT_Ops,0.0,338.49,COGS_Record_CR,338.49
E_000047,2020-01-08,ACC_Sales_Revenue,DPT_Sales,0.0,628.87,Sales_Record_CR,628.87
E_000047,2020-01-08,ACC_Accounts_Receivable,DPT_Admin,628.87,0.0,Sales_Record_DR,628.87
E_000048,2020-01-08,ACC_COGS,DPT_Ops,337.38,0.0,COGS_Record_DR,337.38
E_000048,2020-01-08,ACC_Inventory,DPT_Ops,0.0,337.38,COGS_Record_CR,337.38
E_000049,2020-01-08,ACC_Sales_Revenue,DPT_Sales,0.0,1678.28,Sales_Record_CR,1678.28
E_000049,2020-01-08,ACC_Accounts_Receivable,DPT_Admin,1678.28,0.0,Sales_Record_DR,1678.28
E_000050,2020-01-08,ACC_COGS,DPT_Ops,898.76,0.0,COGS_Record_DR,898.76
E_000050,2020-01-08,ACC_Inventory,DPT_Ops,0.0,898.76,COGS_Record_CR,898.76
E_000051,2020-01-08,ACC_Accounts_Receivable,DPT_Admin,795.69,0.0,Sales_Record_DR,795.69
E_000051,2020-01-08,ACC_Sales_Revenue,DPT_Sales,0.0,795.69,Sales_Record_CR,795.69
E_000052,2020-01-08,ACC_Inventory,DPT_Ops,0.0,453.69,COGS_Record_CR,453.69
E_000052,2020-01-08,ACC_COGS,DPT_Ops,453.69,0.0,COGS_Record_DR,453.69
E_000053,2020-01-08,ACC_Accounts_Payable,DPT_Admin,0.0,6942.29,Inventory_Purchase_CR,6942.29
E_000053,2020-01-08,ACC_Inventory,DPT_Ops,6942.29,0.0,Inventory_Purchase_DR,6942.29
E_000054,2020-01-09,ACC_Sales_Revenue,DPT_Sales,0.0,490.92,Sales_Record_CR,490.92
E_000054,2020-01-09,ACC_Accounts_Receivable,DPT_Admin,490.92,0.0,Sales_Record_DR,490.92
E_000055,2020-01-09,ACC_COGS,DPT_Ops,253.86,0.0,COGS_Record_DR,253.86
E_000055,2020-01-09,ACC_Inventory,DPT_Ops,0.0,253.86,COGS_Record_CR,253.86
E_000056,2020-01-09,ACC_Sales_Revenue,DPT_Sales,0.0,869.71,Sales_Record_CR,869.71
E_000056,2020-01-09,ACC_Accounts_Receivable,DPT_Admin,869.71,0.0,Sales_Record_DR,869.71
E_000057,2020-01-09,ACC_Inventory,DPT_Ops,0.0,449.07,COGS_Record_CR,449.07
E_000057,2020-01-09,ACC_COGS,DPT_Ops,449.07,0.0,COGS_Record_DR,449.07
E_000058,2020-01-09,ACC_Accounts_Receivable,DPT_Admin,365.31,0.0,Sales_Record_DR,365.31
E_000058,2020-01-09,ACC_Sales_Revenue,DPT_Sales,0.0,365.31,Sales_Record_CR,365.31
E_000059,2020-01-09,ACC_COGS,DPT_Ops,192.52,0.0,COGS_Record_DR,192.52
E_000059,2020-01-09,ACC_Inventory,DPT_Ops,0.0,192.52,COGS_Record_CR,192.52
E_000060,2020-01-09,ACC_Sales_Revenue,DPT_Sales,0.0,470.28,Sales_Record_CR,470.28
E_000060,2020-01-09,ACC_Accounts_Receivable,DPT_Admin,470.28,0.0,Sales_Record_DR,470.28
E_000061,2020-01-09,ACC_Inventory,DPT_Ops,0.0,267.34,COGS_Record_CR,267.34
E_000061,2020-01-09,ACC_COGS,DPT_Ops,267.34,0.0,COGS_Record_DR,267.34
E_000062,2020-01-09,ACC_Travel_Exp,DPT_Sales,67.56,0.0,Travel_Reimburse_DR,67.56
E_000062,2020-01-09,ACC_Cash,DPT_Admin,0.0,67.56,Travel_Reimburse_CR,67.56
E_000063,2020-01-10,ACC_Accounts_Receivable,DPT_Admin,1074.92,0.0,Sales_Record_DR,1074.92
E_000063,2020-01-10,ACC_Sales_Revenue,DPT_Sales,0.0,1074.92,Sales_Record_CR,1074.92
E_000064,2020-01-10,ACC_COGS,DPT_Ops,571.37,0.0,COGS_Record_DR,571.37
E_000064,2020-01-10,ACC_Inventory,DPT_Ops,0.0,571.37,COGS_Record_CR,571.37
E_000065,2020-01-10,ACC_Accounts_Receivable,DPT_Admin,856.76,0.0,Sales_Record_DR,856.76
E_000065,2020-01-10,ACC_Sales_Revenue,DPT_Sales,0.0,856.76,Sales_Record_CR,856.76
E_000066,2020-01-10,ACC_COGS,DPT_Ops,434.05,0.0,COGS_Record_DR,434.05
E_000066,2020-01-10,ACC_Inventory,DPT_Ops,0.0,434.05,COGS_Record_CR,434.05
E_000067,2020-01-10,ACC_Accounts_Receivable,DPT_Admin,763.84,0.0,Sales_Record_DR,763.84
E_000067,2020-01-10,ACC_Sales_Revenue,DPT_Sales,0.0,763.84,Sales_Record_CR,763.84
E_000068,2020-01-10,ACC_COGS,DPT_Ops,398.16,0.0,COGS_Record_DR,398.16
E_000068,2020-01-10,ACC_Inventory,DPT_Ops,0.0,398.16,COGS_Record_CR,398.16
E_000069,2020-01-10,ACC_Cash,DPT_Admin,0.0,1100.02,Travel_Reimburse_CR,1100.02
E_000069,2020-01-10,ACC_Travel_Exp,DPT_Sales,1100.02,0.0,Travel_Reimburse_DR,1100.02
E_000070,2020-01-11,ACC_Accounts_Receivable,DPT_Admin,442.84,0.0,Sales_Record_DR,442.84
E_000070,2020-01-11,ACC_Sales_Revenue,DPT_Sales,0.0,442.84,Sales_Record_CR,442.84
E_000071,2020-01-11,ACC_COGS,DPT_Ops,241.74,0.0,COGS_Record_DR,241.74
E_000071,2020-01-11,ACC_Inventory,DPT_Ops,0.0,241.74,COGS_Record_CR,241.74
E_000072,2020-01-11,ACC_Accounts_Receivable,DPT_Admin,599.85,0.0,Sales_Record_DR,599.85
E_000072,2020-01-11,ACC_Sales_Revenue,DPT_Sales,0.0,599.85,Sales_Record_CR,599.85
