Transaction_ID,Timestamp,Stock_ID,Buyer_ID,Seller_ID,Price,Volume,Memo
M_000033,2020-01-01T09:01:10,STK_004,USR_009,USR_004,1218.04,156,Normal
M_000005,2020-01-01T09:06:16,STK_001,USR_007,USR_004,3274.17,67,Normal
M_000010,2020-01-01T09:10:38,STK_001,USR_006,USR_004,3237.15,132,Normal
M_000020,2020-01-01T09:17:09,STK_003,USR_010,USR_002,1462.40,131,Normal
M_000011,2020-01-01T09:31:38,STK_002,USR_002,USR_010,221.31,53,Normal
M_000017,2020-01-01T09:34:58,STK_003,USR_010,USR_002,1464.74,127,Normal
M_000029,2020-01-01T09:41:10,STK_004,USR_002,USR_009,1223.59,11,Normal
M_000002,2020-01-01T09:49:38,STK_001,USR_004,USR_001,3291.09,331,Normal
M_000008,2020-01-01T09:58:06,STK_003,USR_004,USR_010,1468.17,88,Normal
M_000003,2020-01-01T10:27:22,STK_004,USR_008,USR_001,1234.81,205,Normal
M_000028,2020-01-01T10:40:12,STK_003,USR_004,USR_005,1466.30,108,Normal
M_000035,2020-01-01T10:43:42,STK_003,USR_001,USR_003,1467.84,306,Normal
M_000027,2020-01-01T10:43:52,STK_005,USR_003,USR_006,3725.53,226,Normal
M_000015,2020-01-01T10:49:51,STK_003,USR_007,USR_006,1456.04,234,Normal
M_000032,2020-01-01T10:56:44,STK_004,USR_004,USR_001,1231.38,204,Normal
M_000031,2020-01-01T11:09:05,STK_002,USR_008,USR_009,220.58,256,Normal
M_000007,2020-01-01T11:23:50,STK_005,USR_010,USR_005,3682.74,477,Normal
M_000021,2020-01-01T11:32:05,STK_004,USR_010,USR_005,1230.78,77,Normal
M_000006,2020-01-01T11:40:17,STK_004,USR_009,USR_001,1227.24,11,Normal
M_000001,2020-01-01T12:17:41,STK_002,USR_010,USR_003,221.68,262,Normal
M_000009,2020-01-01T12:24:12,STK_002,USR_007,USR_003,219.81,260,Normal
M_000026,2020-01-01T12:39:53,STK_003,USR_005,USR_002,1461.98,108,Normal
M_000034,2020-01-01T12:51:01,STK_005,USR_008,USR_009,3666.83,89,Normal
M_000025,2020-01-01T13:15:03,STK_001,USR_002,USR_008,3260.55,41,Normal
M_000023,2020-01-01T13:18:18,STK_004,USR_002,USR_005,1232.41,48,Normal
M_000013,2020-01-01T13:19:34,STK_005,USR_006,USR_005,3697.14,280,Normal
M_000012,2020-01-01T13:25:24,STK_001,USR_003,USR_007,3248.77,67,Normal
M_000016,2020-01-01T13:42:39,STK_004,USR_005,USR_001,1239.11,125,Normal
M_000022,2020-01-01T14:11:51,STK_005,USR_004,USR_009,3670.10,411,Normal
M_000018,2020-01-01T14:21:22,STK_002,USR_003,USR_002,222.01,53,Normal
M_000004,2020-01-01T14:25:26,STK_004,USR_005,USR_008,1227.21,205,Normal
M_000014,2020-01-01T14:31:16,STK_004,USR_010,USR_005,1224.51,205,Normal
M_000019,2020-01-01T14:44:39,STK_001,USR_002,USR_003,3242.05,473,Normal
M_000030,2020-01-01T14:56:09,STK_005,USR_001,USR_010,3706.52,57,Normal
M_000024,2020-01-01T14:59:53,STK_004,USR_008,USR_006,1226.40,220,Normal
M_000036,2020-01-02T09:31:13,STK_001,USR_009,USR_006,3301.61,132,Normal
M_000044,2020-01-02T09:39:37,STK_001,USR_002,USR_004,3323.67,47,Normal
M_000060,2020-01-02T09:56:08,STK_003,USR_009,USR_010,1458.29,462,Normal
M_000064,2020-01-02T09:59:02,STK_004,USR_009,USR_001,1232.25,123,Normal
