t_idx,node_idx,node_kl_drift,node_univariate_z_score,micro_anomaly_flag
0,0,0.0000,0.0000,0
0,1,0.0000,0.0000,0
0,2,0.0000,0.0000,0
0,3,0.0000,0.0000,0
0,4,0.0000,0.0000,0
0,5,0.0000,0.0000,0
0,6,0.0000,0.0000,0
0,7,0.0000,0.0000,0
0,8,0.0000,0.0000,0
1,0,0.0000,0.0000,0
1,1,0.0000,0.0000,0
1,2,3.7407,0.0000,1
1,3,0.0000,0.0000,0
1,4,0.0000,0.0000,0
1,5,0.0000,0.0000,0
1,6,0.0000,0.0000,0
1,7,0.0000,0.0000,0
1,8,20.7233,0.0000,1
2,0,0.0000,7.0259,1
2,1,0.0000,2.1172,0
2,2,0.6311,0.9227,0
2,3,0.0000,5.1691,1
2,4,0.0000,1.2798,0
2,5,0.0000,1.7115,0
2,6,0.0000,2.2793,0
2,7,0.0000,2.8805,0
2,8,0.6931,5.2402,1
3,0,0.0000,0.4525,0
3,1,0.0000,0.1688,0
3,2,0.0281,8.8871,1
3,3,0.0000,0.0912,0
3,4,0.0000,6.2420,1
3,5,0.0000,0.8995,0
3,6,0.0000,0.0636,0
3,7,0.0000,0.2759,0
3,8,0.4055,4.8465,1
4,0,0.0000,2.1790,0
4,1,0.0000,0.1798,0
4,2,0.3619,0.7976,0
4,3,0.0000,3.2556,1
4,4,0.0000,0.3524,0
4,5,0.0000,0.6072,0
4,6,0.0000,0.0722,0
4,7,0.0000,0.1180,0
4,8,0.2877,1.8516,0
5,0,0.0000,1.6024,0
5,1,0.0000,0.5586,0
5,2,0.2206,0.3501,0
5,3,0.0000,1.1185,0
5,4,0.0000,0.0772,0
5,5,0.0000,1.4366,0
5,6,0.0000,1.5479,0
5,7,0.0000,1.7330,0
5,8,0.2231,1.4009,0
6,0,0.0000,0.4437,0
6,1,0.0000,4.1241,1
6,2,0.0519,0.9780,0
6,3,0.0000,0.8019,0
6,4,0.0000,1.9390,0
6,5,0.0000,3.0289,1
6,6,0.0000,3.5167,1
6,7,0.0000,3.5843,1
6,8,0.1823,1.4422,0
7,0,0.0000,0.5762,0
7,1,0.0000,2.0365,0
7,2,0.0329,0.2631,0
7,3,0.0000,0.2069,0
7,4,0.0000,0.6081,0
7,5,0.0000,0.7038,0
7,6,0.0000,3.4113,1
7,7,0.0000,3.1752,1
7,8,0.0000,1.1581,0
8,0,0.0000,0.0848,0
8,1,0.0000,2.8082,0
8,2,0.0187,1.5885,0
8,3,0.0000,0.0189,0
8,4,0.0000,0.1169,0
8,5,0.0000,2.3172,0
8,6,0.0000,2.4752,0
8,7,0.0000,2.4609,0
8,8,0.0000,0.9676,0
9,0,0.0000,0.6723,0
9,1,0.0000,1.2935,0
9,2,0.0086,1.2829,0
9,3,0.0000,1.1336,0
9,4,0.0000,0.0593,0
9,5,0.0000,1.1337,0
9,6,0.0000,1.6486,0
9,7,0.0000,1.5949,0
9,8,0.0000,0.6162,0
10,0,0.0000,0.4844,0
10,1,0.0000,0.1384,0
10,2,0.0114,2.4863,0
10,3,0.0000,4.6062,1
10,4,0.0000,1.7560,0
10,5,0.0000,0.7881,0
10,6,0.0000,0.4154,0
10,7,0.0000,0.4639,0
10,8,0.0000,3.2508,1
11,0,0.0000,0.3691,0
11,1,0.0000,0.6606,0
11,2,0.0197,1.4920,0
11,3,0.0000,0.3559,0
11,4,0.0000,1.0381,0
11,5,0.0000,1.4724,0
11,6,0.0000,0.7819,0
11,7,0.0000,0.7096,0
11,8,0.0000,3.1044,1
12,0,0.0000,0.6819,0
12,1,0.0000,3.1619,1
12,2,0.0394,0.2934,0
12,3,0.0000,0.4905,0
12,4,0.0000,1.5032,0
12,5,0.0000,1.5853,0
12,6,0.0000,2.7361,0
12,7,0.0000,3.0746,1
12,8,0.0000,2.7624,0
13,0,0.0000,0.3493,0
13,1,0.0000,1.5595,0
13,2,0.0061,1.5185,0
13,3,0.0000,0.0577,0
13,4,0.0000,2.2181,0
13,5,0.0000,0.2208,0
13,6,0.0000,1.7664,0
13,7,0.0000,1.8877,0
13,8,0.0000,0.6783,0
14,0,0.0000,1.6752,0
14,1,0.0000,1.7013,0
14,2,0.0388,2.5262,0
14,3,0.0000,1.7028,0
14,4,0.0000,1.1423,0
14,5,0.0000,1.1698,0
14,6,0.0000,2.1095,0
14,7,0.0000,2.0921,0
14,8,0.0000,0.9104,0
15,0,0.0000,1.9727,0
15,1,0.0000,1.2581,0
15,2,0.0261,2.1310,0
15,3,0.0000,1.1032,0
15,4,0.0000,1.5210,0
15,5,0.0000,1.6753,0
15,6,0.0000,1.0969,0
15,7,0.0000,1.1013,0
15,8,0.0000,1.4577,0
16,0,0.0000,0.6695,0
16,1,0.0000,1.1638,0
16,2,0.0238,1.9799,0
16,3,0.0000,2.3896,0
16,4,0.0000,0.0367,0
16,5,0.0000,1.2111,0
16,6,0.0000,0.8421,0
16,7,0.0000,0.7070,0
16,8,0.0000,1.3561,0
17,0,0.0000,0.6247,0
17,1,0.0000,1.2631,0
17,2,0.0188,0.7738,0
17,3,0.0000,0.5307,0
17,4,0.0000,3.4484,1
17,5,0.0000,0.4585,0
17,6,0.0000,0.9625,0
17,7,0.0000,1.0509,0
17,8,0.0000,1.8351,0
18,0,0.0000,1.8340,0
18,1,0.0000,2.6636,0
18,2,0.0277,0.3148,0
18,3,0.0000,0.9372,0
18,4,0.0000,0.0215,0
18,5,0.0000,0.9643,0
18,6,0.0000,3.5242,1
18,7,0.0000,3.2734,1
18,8,0.0000,2.1379,0
19,0,0.0000,0.7072,0
19,1,0.0000,2.2395,0
19,2,0.0161,0.8372,0
19,3,0.0000,0.2118,0
19,4,0.0000,0.9877,0
19,5,0.0000,0.6755,0
