t_idx,node_idx,curvature,density
0,0,0.000000,39701.9200
0,1,0.000000,91053.3100
0,2,0.000000,30363.7300
0,3,0.000000,17652.4800
0,4,0.000000,5704.2300
0,5,0.000000,7007.0200
0,6,0.000000,51351.3900
0,7,0.000000,93797.2200
0,8,0.000000,93797.2200
1,0,0.000000,41692.7000
1,1,0.000000,94523.8300
1,2,0.000000,59312.8500
1,3,0.000000,18427.3500
1,4,0.000000,4750.2500
1,5,0.000000,3930.0500
1,6,0.000000,59773.4200
1,7,0.000000,106500.7400
1,8,0.000000,131763.6500
2,0,23941.360000,73361.2600
2,1,5903.060000,97827.7100
2,2,22410.420000,137289.7300
2,3,840.390000,20042.6100
2,4,820.500000,4616.7700
2,5,7248.630000,8101.7100
2,6,3034.850000,65160.6000
2,7,758.830000,118445.4300
2,8,14067.500000,182279.9200
3,0,72868.510000,44594.5700
3,1,18364.010000,95200.8400
3,2,82896.010000,150871.7000
3,3,3041.180000,18616.6900
3,4,3563.140000,8046.4300
3,5,7515.540000,4757.8300
3,6,12147.380000,58400.4000
3,7,21365.410000,109024.7100
3,8,30615.960000,220681.3300
4,0,83164.940000,85679.6800
4,1,13332.160000,92592.9900
4,2,117185.560000,198334.9900
4,3,1316.140000,15874.6300
4,4,5212.310000,6263.7800
4,5,5553.520000,6967.4700
4,6,6675.590000,58315.7900
4,7,6299.820000,105903.8100
4,8,47951.940000,223730.4400
5,0,41483.260000,86923.6100
5,1,7272.510000,84354.7100
5,2,23089.770000,195508.8500
5,3,3464.950000,16597.5200
5,4,1299.110000,5780.2400
5,5,791.440000,8385.6700
5,6,6451.470000,51779.7100
5,7,9705.720000,93077.1900
5,8,3894.110000,203474.0000
6,0,45575.690000,69566.7900
6,1,18001.290000,85090.0800
6,2,34843.290000,162376.7000
6,3,549.250000,16771.1600
6,4,1640.300000,3656.4000
6,5,1703.120000,11506.9900
6,6,4513.820000,40729.8100
6,7,7378.220000,72872.3500
6,8,9646.860000,178107.9800
7,0,67402.610000,72114.8600
7,1,23349.130000,61676.8600
7,2,51224.190000,161361.1000
7,3,481.120000,17425.9200
7,4,3130.630000,4663.1900
7,5,5595.130000,9033.1800
7,6,399.730000,29280.1800
7,7,1981.220000,54648.7300
7,8,11535.040000,145169.3600
8,0,31200.080000,90354.1300
8,1,20738.350000,64416.5700
8,2,685.890000,157011.7700
8,3,552.290000,17528.3900
8,4,0.010000,5669.9900
8,5,6296.910000,12856.2800
8,6,2707.290000,20537.8400
8,7,1391.740000,37816.8500
8,8,2715.660000,112298.5600
9,0,10146.150000,59516.8500
9,1,27080.810000,55306.6900
9,2,36283.760000,102990.7800
9,3,1470.800000,16160.0600
9,4,1077.360000,5599.4300
9,5,10818.200000,5861.1800
9,6,7615.610000,19411.1100
9,7,15961.870000,36946.8400
9,8,22655.820000,88695.6800
10,0,37159.400000,76897.9700
10,1,6685.950000,63941.7600
10,2,37083.140000,119797.4900
