t_idx,node_idx,fk_total_ripple,fk_max_impact,fk_max_impact_node,ik_strain_energy,ik_max_adjust,ik_max_adjust_node
0,0,41.5234,7.1486,1,21.6373,2.0101,1
0,1,41.5234,5.4815,6,16.9358,2.4223,0
0,2,41.5234,5.4439,6,17.4259,2.4142,0
0,3,41.5234,5.0424,5,19.9889,1.9201,1
0,4,41.5234,5.6605,8,16.5405,2.3966,7
0,5,41.5234,3.9361,8,19.2366,1.9408,3
0,6,41.5234,4.0193,1,17.1559,1.8815,1
0,7,41.5234,7.2422,4,21.9361,2.0606,4
0,8,41.5234,4.0951,9,16.2658,1.8742,9
0,9,41.5234,5.7592,8,17.3239,2.3877,7
0,10,41.5234,5.0115,11,20.1516,1.9451,2
0,11,41.5234,3.8990,16,19.4675,1.9521,10
0,12,41.5234,5.5924,16,16.3300,2.3758,20
0,13,41.5234,3.6542,14,21.8570,1.5982,5
0,14,41.5234,3.9458,18,18.6391,1.9670,17
0,15,41.5234,3.9117,18,19.0990,1.9432,22
0,16,41.5234,4.1847,21,16.5071,1.8615,21
0,17,41.5234,5.2743,14,19.9765,1.9156,9
0,18,41.5234,4.2393,19,16.0935,1.8610,19
0,19,41.5234,5.7796,18,16.5624,2.3735,24
0,20,41.5234,7.2718,12,21.2669,2.0887,12
0,21,41.5234,5.6365,16,16.9910,2.3688,20
0,22,41.5234,5.0851,15,19.7886,1.9224,21
0,23,41.5234,5.6634,18,16.4619,2.3520,24
0,24,41.5234,7.1628,19,20.9903,2.0475,23
1,0,41.5234,7.0624,1,22.1651,2.0004,1
1,1,41.5234,5.5461,6,17.1509,2.4235,0
1,2,41.5234,5.5568,6,17.4307,2.4267,0
1,3,41.5234,4.9849,4,20.2565,1.9558,1
1,4,41.5234,5.7257,8,16.4012,2.3751,7
1,5,41.5234,3.8718,8,19.6104,1.9388,3
1,6,41.5234,3.9919,1,16.8533,1.8737,2
1,7,41.5234,7.2381,4,21.5011,2.0617,4
1,8,41.5234,4.1265,9,16.2353,1.8705,9
1,9,41.5234,5.7585,8,17.2993,2.4061,7
1,10,41.5234,5.0617,11,20.0604,1.9370,2
1,11,41.5234,3.9907,16,19.1546,1.9399,10
1,12,41.5234,5.6057,16,16.6400,2.3820,20
1,13,41.5234,3.6848,15,21.9743,1.5961,5
1,14,41.5234,3.9653,18,18.8264,1.9648,17
1,15,41.5234,3.9653,18,18.7676,1.9593,22
1,16,41.5234,4.1484,21,16.3923,1.8607,21
1,17,41.5234,5.2159,14,19.9220,1.8781,9
1,18,41.5234,4.3326,19,15.9733,1.8472,19
1,19,41.5234,5.7801,18,16.2075,2.3447,24
1,20,41.5234,7.1547,12,21.6341,2.0536,12
1,21,41.5234,5.6735,16,17.0177,2.3861,20
1,22,41.5234,5.2177,15,19.7684,1.9023,21
1,23,41.5234,5.7059,18,16.6634,2.3581,24
1,24,41.5234,7.2307,19,21.3099,2.0244,23
2,0,41.5234,7.0920,2,0.0000,-0.0130,11
2,1,41.5234,5.4880,6,0.0000,-0.0047,11
2,2,41.5234,5.4769,6,0.0000,-0.0032,11
2,3,41.5234,4.9951,5,0.0000,-0.0022,11
2,4,41.5234,5.6775,8,0.0000,0.0054,11
2,5,41.5234,3.9928,8,0.0000,-0.0034,11
2,6,41.5234,4.0336,2,0.0000,0.0095,11
2,7,41.5234,7.1851,4,0.0000,0.0069,11
2,8,41.5234,4.1100,4,0.0000,-0.0039,11
2,9,41.5234,5.7099,8,0.0000,0.0018,11
2,10,41.5234,4.9569,12,0.0000,0.0050,11
2,11,41.5234,3.9666,16,0.0000,0.0131,21
2,12,41.5234,5.5967,16,0.0000,-0.0110,11
2,13,41.5234,3.6714,14,0.0000,-0.0077,11
2,14,41.5234,3.9313,18,0.0000,-0.0101,11
2,15,41.5234,3.9701,18,0.0000,0.0009,11
2,16,41.5234,4.1510,21,0.0000,-0.0004,11
2,17,41.5234,5.2272,14,0.0000,-0.0014,11
2,18,41.5234,4.2278,19,0.0000,0.0052,11
2,19,41.5234,5.7562,18,0.0000,0.0086,11
2,20,41.5234,7.2567,12,0.0000,-0.0065,11
2,21,41.5234,5.6932,16,0.0000,0.0092,11
2,22,41.5234,5.1810,15,0.0000,0.0024,11
