t_idx,node_idx,node_kl_drift,node_univariate_z_score,micro_anomaly_flag
0,0,0.0000,0.0000,0
0,1,0.0000,0.0000,0
0,2,0.0000,0.0000,0
0,3,0.0000,0.0000,0
0,4,0.0000,0.0000,0
0,5,0.0000,0.0000,0
0,6,0.0000,0.0000,0
0,7,0.0000,0.0000,0
0,8,0.0000,0.0000,0
0,9,0.0000,0.0000,0
0,10,0.0000,0.0000,0
0,11,0.0000,0.0000,0
0,12,0.0000,0.0000,0
0,13,0.0000,0.0000,0
0,14,0.0000,0.0000,0
0,15,0.0000,0.0000,0
0,16,0.0000,0.0000,0
0,17,0.0000,0.0000,0
0,18,0.0000,0.0000,0
0,19,0.0000,0.0000,0
0,20,0.0000,0.0000,0
0,21,0.0000,0.0000,0
0,22,0.0000,0.0000,0
0,23,0.0000,0.0000,0
0,24,0.0000,0.0000,0
1,0,0.0000,0.0000,0
1,1,0.0001,0.0000,0
1,2,0.0002,0.0000,0
1,3,0.0002,0.0000,0
1,4,0.0002,0.0000,0
1,5,0.0004,0.0000,0
1,6,0.0001,0.0000,0
1,7,0.0000,0.0000,0
1,8,0.0001,0.0000,0
1,9,0.0002,0.0000,0
1,10,0.0000,0.0000,0
1,11,0.0002,0.0000,0
1,12,0.0004,0.0000,0
1,13,0.0001,0.0000,0
1,14,0.0001,0.0000,0
1,15,0.0000,0.0000,0
1,16,0.0005,0.0000,0
1,17,0.0006,0.0000,0
1,18,0.0001,0.0000,0
1,19,0.0001,0.0000,0
1,20,0.0001,0.0000,0
1,21,0.0000,0.0000,0
1,22,0.0002,0.0000,0
1,23,0.0002,0.0000,0
1,24,0.0000,0.0000,0
2,0,0.0002,0.4545,0
2,1,0.0001,2.2857,0
2,2,0.0000,3.4321,1
2,3,0.0001,0.4237,0
2,4,0.0000,1.8966,0
2,5,0.0002,6.4545,1
2,6,0.0004,6.9140,1
2,7,0.0000,0.2703,0
2,8,0.0001,8.6774,1
2,9,0.0002,5.0909,1
2,10,0.0002,2.4951,0
2,11,0.0003,0.4920,0
2,12,0.0000,0.4000,0
2,13,0.0002,0.9581,0
2,14,0.0000,0.2746,0
2,15,0.0001,2.2405,0
2,16,0.0000,19.6400,1
2,17,0.0000,1.8400,0
2,18,0.0001,0.9437,0
2,19,0.0001,0.8909,0
2,20,0.0000,2.9444,0
2,21,0.0001,3.4062,1
2,22,0.0001,2.3451,0
2,23,0.0001,1.5479,0
2,24,0.0000,37.5714,1
3,0,0.0000,0.6821,0
3,1,0.0004,6.1993,1
3,2,0.0000,0.3361,0
3,3,0.0001,6.5868,1
3,4,0.0001,0.4557,0
3,5,0.0004,1.3659,0
3,6,0.0003,1.0518,0
3,7,0.0000,1.4336,0
3,8,0.0000,0.9332,0
3,9,0.0001,3.1439,1
3,10,0.0000,1.5234,0
3,11,0.0002,0.3016,0
3,12,0.0002,0.0591,0
3,13,0.0001,0.3705,0
3,14,0.0000,1.3289,0
3,15,0.0001,0.2212,0
3,16,0.0002,0.5537,0
3,17,0.0006,8.2380,1
3,18,0.0002,0.4241,0
3,19,0.0001,2.1122,0
3,20,0.0000,1.7594,0
3,21,0.0001,0.0810,0
3,22,0.0000,0.7942,0
3,23,0.0003,1.3594,0
3,24,0.0000,2.1218,0
4,0,0.0000,0.0177,0
4,1,0.0001,3.1344,1
4,2,0.0003,1.4196,0
4,3,0.0002,1.6844,0
4,4,0.0000,2.3514,0
4,5,0.0000,1.9399,0
4,6,0.0001,1.2543,0
4,7,0.0000,0.6407,0
4,8,0.0002,2.4965,0
4,9,0.0006,1.7504,0
4,10,0.0000,1.8966,0
4,11,0.0004,0.4305,0
4,12,0.0004,1.4049,0
4,13,0.0000,0.9069,0
4,14,0.0001,1.1388,0
4,15,0.0000,1.2751,0
4,16,0.0001,0.9363,0
4,17,0.0000,0.4299,0
4,18,0.0000,1.1806,0
4,19,0.0001,0.9826,0
4,20,0.0000,1.2836,0
4,21,0.0001,0.2368,0
4,22,0.0000,1.3855,0
4,23,0.0000,0.6272,0
4,24,0.0004,0.3159,0
5,0,0.0000,0.1772,0
5,1,0.0002,0.2822,0
5,2,0.0002,0.4130,0
5,3,0.0001,0.8288,0
5,4,0.0001,1.9928,0
5,5,0.0001,0.8923,0
5,6,0.0000,1.0486,0
5,7,0.0000,3.6189,1
5,8,0.0002,2.0089,0
5,9,0.0001,4.9898,1
5,10,0.0000,0.9007,0
5,11,0.0001,1.5950,0
5,12,0.0000,0.0134,0
5,13,0.0000,0.0657,0
5,14,0.0003,1.4953,0
5,15,0.0001,0.1240,0
5,16,0.0002,0.0514,0
5,17,0.0004,0.3957,0
5,18,0.0002,0.1940,0
5,19,0.0001,0.5471,0
5,20,0.0000,0.5414,0
5,21,0.0000,1.3159,0
5,22,0.0000,1.1322,0
5,23,0.0001,2.3149,0
5,24,0.0003,0.6471,0
6,0,0.0000,0.6438,0
6,1,0.0001,1.1471,0
6,2,0.0001,1.1152,0
6,3,0.0001,1.8659,0
6,4,0.0004,1.7470,0
6,5,0.0001,7.9169,1
6,6,0.0000,1.6122,0
6,7,0.0001,0.1097,0
6,8,0.0000,0.5590,0
6,9,0.0001,2.2623,0
6,10,0.0003,1.5980,0
6,11,0.0001,0.4501,0
6,12,0.0000,1.3916,0
6,13,0.0002,0.6635,0
6,14,0.0001,1.1117,0
6,15,0.0001,0.7349,0
6,16,0.0000,1.5976,0
6,17,0.0000,0.2733,0
6,18,0.0000,0.8826,0
6,19,0.0000,0.1864,0
6,20,0.0008,0.0069,0
6,21,0.0001,2.0317,0
6,22,0.0000,0.9687,0
6,23,0.0002,1.4027,0
6,24,0.0000,2.4866,0
7,0,0.0001,0.9111,0
7,1,0.0001,0.4235,0
