t_idx,time_label,node_idx,node_label,account_category,curvature,density
0,2020-01,0,00_GojoHorikawa,Unknown,0.0,14114.0
0,2020-01,1,01_GojoKarasuma,Unknown,0.0,31382.0
0,2020-01,2,02_GojoKurumayacho,Unknown,0.0,20990.0
0,2020-01,3,03_GojoMuromachi,Unknown,0.0,27267.0
0,2020-01,4,04_GojoShinmachi,Unknown,0.0,23047.0
0,2020-01,5,05_IchijoHorikawa,Unknown,0.0,7103.0
0,2020-01,6,06_IchijoKarasuma,Unknown,0.0,21936.0
0,2020-01,7,07_IchijoKurumayacho,Unknown,0.0,14061.0
0,2020-01,8,08_IchijoMuromachi,Unknown,0.0,17881.0
0,2020-01,9,09_IchijoShinmachi,Unknown,0.0,13468.0
0,2020-01,10,10_NijoHorikawa,Unknown,0.0,13594.0
0,2020-01,11,11_NijoKarasuma,Unknown,0.0,33498.0
0,2020-01,12,12_NijoKurumayacho,Unknown,0.0,23109.0
0,2020-01,13,13_NijoMuromachi,Unknown,0.0,28447.0
0,2020-01,14,14_NijoShinmachi,Unknown,0.0,22881.0
0,2020-01,15,15_SanjoHorikawa,Unknown,0.0,17770.0
0,2020-01,16,16_SanjoKarasuma,Unknown,0.0,39352.0
0,2020-01,17,17_SanjoKurumayacho,Unknown,0.0,27505.0
0,2020-01,18,18_SanjoMuromachi,Unknown,0.0,33967.0
0,2020-01,19,19_SanjoShinmachi,Unknown,0.0,28218.0
0,2020-01,20,20_ShijoHorikawa,Unknown,0.0,21964.0
0,2020-01,21,21_ShijoKarasuma,Unknown,0.0,45055.0
0,2020-01,22,22_ShijoKurumayacho,Unknown,0.0,31701.0
0,2020-01,23,23_ShijoMuromachi,Unknown,0.0,39533.0
0,2020-01,24,24_ShijoShinmachi,Unknown,0.0,33659.0
1,2020-02,0,00_GojoHorikawa,Unknown,0.0,8671.0
1,2020-02,1,01_GojoKarasuma,Unknown,0.0,23283.0
1,2020-02,2,02_GojoKurumayacho,Unknown,0.0,15629.0
1,2020-02,3,03_GojoMuromachi,Unknown,0.0,19322.0
1,2020-02,4,04_GojoShinmachi,Unknown,0.0,15262.0
1,2020-02,5,05_IchijoHorikawa,Unknown,0.0,2357.0
1,2020-02,6,06_IchijoKarasuma,Unknown,0.0,14247.0
1,2020-02,7,07_IchijoKurumayacho,Unknown,0.0,8766.0
1,2020-02,8,08_IchijoMuromachi,Unknown,0.0,10090.0
1,2020-02,9,09_IchijoShinmachi,Unknown,0.0,5872.0
1,2020-02,10,10_NijoHorikawa,Unknown,0.0,6218.0
1,2020-02,11,11_NijoKarasuma,Unknown,0.0,23442.0
1,2020-02,12,12_NijoKurumayacho,Unknown,0.0,15195.0
1,2020-02,13,13_NijoMuromachi,Unknown,0.0,17909.0
1,2020-02,14,14_NijoShinmachi,Unknown,0.0,12568.0
1,2020-02,15,15_SanjoHorikawa,Unknown,0.0,10085.0
1,2020-02,16,16_SanjoKarasuma,Unknown,0.0,28532.0
1,2020-02,17,17_SanjoKurumayacho,Unknown,0.0,19041.0
1,2020-02,18,18_SanjoMuromachi,Unknown,0.0,23251.0
1,2020-02,19,19_SanjoShinmachi,Unknown,0.0,17873.0
1,2020-02,20,20_ShijoHorikawa,Unknown,0.0,13891.0
1,2020-02,21,21_ShijoKarasuma,Unknown,0.0,33815.0
1,2020-02,22,22_ShijoKurumayacho,Unknown,0.0,23344.0
1,2020-02,23,23_ShijoMuromachi,Unknown,0.0,28673.0
1,2020-02,24,24_ShijoShinmachi,Unknown,0.0,23262.0
