t_idx,time_label,node_idx,node_label,account_category,z_score_X,z_score_v,local_kl_drift,micro_anomaly_flag
0,2020-01,0,00_GojoHorikawa,Unknown,0.0,0.0,0.0,0
0,2020-01,1,01_GojoKarasuma,Unknown,0.0,0.0,0.0,0
0,2020-01,2,02_GojoKurumayacho,Unknown,0.0,0.0,0.0,0
0,2020-01,3,03_GojoMuromachi,Unknown,0.0,0.0,0.0,0
0,2020-01,4,04_GojoShinmachi,Unknown,0.0,0.0,0.0,0
0,2020-01,5,05_IchijoHorikawa,Unknown,0.0,0.0,0.0,0
0,2020-01,6,06_IchijoKarasuma,Unknown,0.0,0.0,0.0,0
0,2020-01,7,07_IchijoKurumayacho,Unknown,0.0,0.0,0.0,0
0,2020-01,8,08_IchijoMuromachi,Unknown,0.0,0.0,0.0,0
0,2020-01,9,09_IchijoShinmachi,Unknown,0.0,0.0,0.0,0
0,2020-01,10,10_NijoHorikawa,Unknown,0.0,0.0,0.0,0
0,2020-01,11,11_NijoKarasuma,Unknown,0.0,0.0,0.0,0
0,2020-01,12,12_NijoKurumayacho,Unknown,0.0,0.0,0.0,0
0,2020-01,13,13_NijoMuromachi,Unknown,0.0,0.0,0.0,0
0,2020-01,14,14_NijoShinmachi,Unknown,0.0,0.0,0.0,0
0,2020-01,15,15_SanjoHorikawa,Unknown,0.0,0.0,0.0,0
0,2020-01,16,16_SanjoKarasuma,Unknown,0.0,0.0,0.0,0
0,2020-01,17,17_SanjoKurumayacho,Unknown,0.0,0.0,0.0,0
0,2020-01,18,18_SanjoMuromachi,Unknown,0.0,0.0,0.0,0
0,2020-01,19,19_SanjoShinmachi,Unknown,0.0,0.0,0.0,0
0,2020-01,20,20_ShijoHorikawa,Unknown,0.0,0.0,0.0,0
0,2020-01,21,21_ShijoKarasuma,Unknown,0.0,0.0,0.0,0
0,2020-01,22,22_ShijoKurumayacho,Unknown,0.0,0.0,0.0,0
0,2020-01,23,23_ShijoMuromachi,Unknown,0.0,0.0,0.0,0
0,2020-01,24,24_ShijoShinmachi,Unknown,0.0,0.0,0.0,0
1,2020-02,0,00_GojoHorikawa,Unknown,0.0,0.0,0.0003,0
1,2020-02,1,01_GojoKarasuma,Unknown,0.0,0.0,0.0006,0
1,2020-02,2,02_GojoKurumayacho,Unknown,0.0,0.0,0.0001,0
1,2020-02,3,03_GojoMuromachi,Unknown,0.0,0.0,0.0016,0
1,2020-02,4,04_GojoShinmachi,Unknown,0.0,0.0,0.0024,0
1,2020-02,5,05_IchijoHorikawa,Unknown,0.0,0.0,0.001,0
1,2020-02,6,06_IchijoKarasuma,Unknown,0.0,0.0,0.0007,0
1,2020-02,7,07_IchijoKurumayacho,Unknown,0.0,0.0,0.0009,0
1,2020-02,8,08_IchijoMuromachi,Unknown,0.0,0.0,0.009,0
1,2020-02,9,09_IchijoShinmachi,Unknown,0.0,0.0,0.0191,0
1,2020-02,10,10_NijoHorikawa,Unknown,0.0,0.0,0.0076,0
1,2020-02,11,11_NijoKarasuma,Unknown,0.0,0.0,0.0008,0
1,2020-02,12,12_NijoKurumayacho,Unknown,0.0,0.0,0.0031,0
1,2020-02,13,13_NijoMuromachi,Unknown,0.0,0.0,0.0014,0
1,2020-02,14,14_NijoShinmachi,Unknown,0.0,0.0,0.0029,0
1,2020-02,15,15_SanjoHorikawa,Unknown,0.0,0.0,0.0031,0
1,2020-02,16,16_SanjoKarasuma,Unknown,0.0,0.0,0.0001,0
1,2020-02,17,17_SanjoKurumayacho,Unknown,0.0,0.0,0.0015,0
1,2020-02,18,18_SanjoMuromachi,Unknown,0.0,0.0,0.0006,0
1,2020-02,19,19_SanjoShinmachi,Unknown,0.0,0.0,0.0021,0
1,2020-02,20,20_ShijoHorikawa,Unknown,0.0,0.0,0.0008,0
1,2020-02,21,21_ShijoKarasuma,Unknown,0.0,0.0,0.0003,0
1,2020-02,22,22_ShijoKurumayacho,Unknown,0.0,0.0,0.0008,0
1,2020-02,23,23_ShijoMuromachi,Unknown,0.0,0.0,0.0002,0
1,2020-02,24,24_ShijoShinmachi,Unknown,0.0,0.0,0.0003,0
2,2020-03,0,00_GojoHorikawa,Unknown,2.6717,2.6604,0.001,0
2,2020-03,1,01_GojoKarasuma,Unknown,3.2866,3.2687,0.0001,1
2,2020-03,2,02_GojoKurumayacho,Unknown,1.8174,1.8169,0.0,0
2,2020-03,3,03_GojoMuromachi,Unknown,4.0582,4.0732,0.0011,1
2,2020-03,4,04_GojoShinmachi,Unknown,6.4713,6.4286,0.0015,1
2,2020-03,5,05_IchijoHorikawa,Unknown,3.6659,3.6897,0.0004,1
2,2020-03,6,06_IchijoKarasuma,Unknown,1.2385,1.243,0.0005,0
2,2020-03,7,07_IchijoKurumayacho,Unknown,4.1533,4.1429,0.0005,1
2,2020-03,8,08_IchijoMuromachi,Unknown,98.3331,103.0,0.0009,1
2,2020-03,9,09_IchijoShinmachi,Unknown,7.5729,7.5714,0.0062,1
2,2020-03,10,10_NijoHorikawa,Unknown,2.9398,2.9429,0.0029,0
2,2020-03,11,11_NijoKarasuma,Unknown,0.003,0.0253,0.0002,0
2,2020-03,12,12_NijoKurumayacho,Unknown,4.4603,4.5,0.0007,1
2,2020-03,13,13_NijoMuromachi,Unknown,4.4795,4.375,0.0002,1
2,2020-03,14,14_NijoShinmachi,Unknown,22.2964,23.4,0.0006,1
2,2020-03,15,15_SanjoHorikawa,Unknown,0.2373,0.2477,0.0008,0
2,2020-03,16,16_SanjoKarasuma,Unknown,2.382,2.4035,0.0001,0
2,2020-03,17,17_SanjoKurumayacho,Unknown,0.4577,0.4639,0.0007,0
2,2020-03,18,18_SanjoMuromachi,Unknown,2.6166,2.6087,0.0002,0
2,2020-03,19,19_SanjoShinmachi,Unknown,0.3561,0.3491,0.0006,0
2,2020-03,20,20_ShijoHorikawa,Unknown,4.0517,4.0476,0.0002,1
2,2020-03,21,21_ShijoKarasuma,Unknown,27.7385,27.8571,0.0,1
2,2020-03,22,22_ShijoKurumayacho,Unknown,1.1744,1.1739,0.0001,0
2,2020-03,23,23_ShijoMuromachi,Unknown,6.9766,7.0,0.0001,1
2,2020-03,24,24_ShijoShinmachi,Unknown,2.6566,2.6522,0.0005,0
3,2020-04,0,00_GojoHorikawa,Unknown,0.3301,0.3278,0.0001,0
3,2020-04,1,01_GojoKarasuma,Unknown,0.0882,0.1027,0.0004,0
3,2020-04,2,02_GojoKurumayacho,Unknown,1.6828,1.6902,0.0,0
3,2020-04,3,03_GojoMuromachi,Unknown,0.8377,0.8572,0.0001,0
3,2020-04,4,04_GojoShinmachi,Unknown,3.0091,3.0041,0.0003,1
3,2020-04,5,05_IchijoHorikawa,Unknown,1.0547,1.0529,0.0025,0
3,2020-04,6,06_IchijoKarasuma,Unknown,0.7313,0.7378,0.001,0
3,2020-04,7,07_IchijoKurumayacho,Unknown,1.3935,1.3948,0.0004,0
3,2020-04,8,08_IchijoMuromachi,Unknown,1.3519,1.3728,0.0002,0
3,2020-04,9,09_IchijoShinmachi,Unknown,3.4348,3.4205,0.0149,1
3,2020-04,10,10_NijoHorikawa,Unknown,2.5547,2.5322,0.0105,0
3,2020-04,11,11_NijoKarasuma,Unknown,0.6485,0.6717,0.0002,0
3,2020-04,12,12_NijoKurumayacho,Unknown,0.9976,0.9899,0.0005,0
3,2020-04,13,13_NijoMuromachi,Unknown,4.3644,4.3768,0.0012,1
3,2020-04,14,14_NijoShinmachi,Unknown,1.1437,1.1211,0.0044,0
3,2020-04,15,15_SanjoHorikawa,Unknown,0.1844,0.2002,0.0021,0
3,2020-04,16,16_SanjoKarasuma,Unknown,1.0365,1.0343,0.0004,0
3,2020-04,17,17_SanjoKurumayacho,Unknown,0.2955,0.2927,0.0002,0
3,2020-04,18,18_SanjoMuromachi,Unknown,1.558,1.5611,0.0002,0
3,2020-04,19,19_SanjoShinmachi,Unknown,0.4117,0.4168,0.0007,0
3,2020-04,20,20_ShijoHorikawa,Unknown,1.7568,1.7591,0.0007,0
3,2020-04,21,21_ShijoKarasuma,Unknown,0.8729,0.8795,0.0002,0
3,2020-04,22,22_ShijoKurumayacho,Unknown,0.2685,0.2645,0.0,0
3,2020-04,23,23_ShijoMuromachi,Unknown,1.0292,1.0167,0.0002,0
3,2020-04,24,24_ShijoShinmachi,Unknown,0.2203,0.2252,0.0001,0
4,2020-05,0,00_GojoHorikawa,Unknown,0.1824,0.184,0.0,0
4,2020-05,1,01_GojoKarasuma,Unknown,2.4426,2.4108,0.0001,0
4,2020-05,2,02_GojoKurumayacho,Unknown,3.0838,3.0796,0.0001,1
