t_idx,time_label,node_idx,node_label,account_category,fk_echo_impact
0,2020-01,0,00_GojoHorikawa,Unknown,-66.6451
0,2020-01,1,01_GojoKarasuma,Unknown,-79.88
0,2020-01,2,02_GojoKurumayacho,Unknown,-44.6844
0,2020-01,3,03_GojoMuromachi,Unknown,13.7832
0,2020-01,4,04_GojoShinmachi,Unknown,-32.7542
0,2020-01,5,05_IchijoHorikawa,Unknown,22.5675
0,2020-01,6,06_IchijoKarasuma,Unknown,-41.7666
0,2020-01,7,07_IchijoKurumayacho,Unknown,-34.0119
0,2020-01,8,08_IchijoMuromachi,Unknown,12.1578
0,2020-01,9,09_IchijoShinmachi,Unknown,31.0974
0,2020-01,10,10_NijoHorikawa,Unknown,101.5515
0,2020-01,11,11_NijoKarasuma,Unknown,-35.3599
0,2020-01,12,12_NijoKurumayacho,Unknown,-5.6745
0,2020-01,13,13_NijoMuromachi,Unknown,-48.9745
0,2020-01,14,14_NijoShinmachi,Unknown,59.2144
0,2020-01,15,15_SanjoHorikawa,Unknown,115.1053
0,2020-01,16,16_SanjoKarasuma,Unknown,77.7947
0,2020-01,17,17_SanjoKurumayacho,Unknown,-63.009
0,2020-01,18,18_SanjoMuromachi,Unknown,-53.7157
0,2020-01,19,19_SanjoShinmachi,Unknown,-67.4602
0,2020-01,20,20_ShijoHorikawa,Unknown,6.3738
0,2020-01,21,21_ShijoKarasuma,Unknown,0.9754
0,2020-01,22,22_ShijoKurumayacho,Unknown,77.7572
0,2020-01,23,23_ShijoMuromachi,Unknown,12.5728
0,2020-01,24,24_ShijoShinmachi,Unknown,42.9851
1,2020-02,0,00_GojoHorikawa,Unknown,-29.9825
1,2020-02,1,01_GojoKarasuma,Unknown,2.2226
1,2020-02,2,02_GojoKurumayacho,Unknown,16.1405
1,2020-02,3,03_GojoMuromachi,Unknown,-6.1665
1,2020-02,4,04_GojoShinmachi,Unknown,-42.1835
1,2020-02,5,05_IchijoHorikawa,Unknown,61.1888
1,2020-02,6,06_IchijoKarasuma,Unknown,71.7723
1,2020-02,7,07_IchijoKurumayacho,Unknown,19.3599
1,2020-02,8,08_IchijoMuromachi,Unknown,43.3337
1,2020-02,9,09_IchijoShinmachi,Unknown,35.5748
1,2020-02,10,10_NijoHorikawa,Unknown,18.7918
1,2020-02,11,11_NijoKarasuma,Unknown,-177.6919
1,2020-02,12,12_NijoKurumayacho,Unknown,-10.1705
1,2020-02,13,13_NijoMuromachi,Unknown,-36.6613
1,2020-02,14,14_NijoShinmachi,Unknown,61.9045
1,2020-02,15,15_SanjoHorikawa,Unknown,-6.6909
1,2020-02,16,16_SanjoKarasuma,Unknown,-13.2017
1,2020-02,17,17_SanjoKurumayacho,Unknown,79.501
1,2020-02,18,18_SanjoMuromachi,Unknown,9.8417
1,2020-02,19,19_SanjoShinmachi,Unknown,56.1983
1,2020-02,20,20_ShijoHorikawa,Unknown,-58.1409
1,2020-02,21,21_ShijoKarasuma,Unknown,-44.0581
1,2020-02,22,22_ShijoKurumayacho,Unknown,-19.9759
1,2020-02,23,23_ShijoMuromachi,Unknown,26.4117
1,2020-02,24,24_ShijoShinmachi,Unknown,-57.3177
2,2020-03,0,00_GojoHorikawa,Unknown,42.0584
2,2020-03,1,01_GojoKarasuma,Unknown,-79.458
2,2020-03,2,02_GojoKurumayacho,Unknown,11.8706
2,2020-03,3,03_GojoMuromachi,Unknown,43.2338
2,2020-03,4,04_GojoShinmachi,Unknown,3.5101
2,2020-03,5,05_IchijoHorikawa,Unknown,133.2261
2,2020-03,6,06_IchijoKarasuma,Unknown,-8.3611
2,2020-03,7,07_IchijoKurumayacho,Unknown,38.2353
2,2020-03,8,08_IchijoMuromachi,Unknown,57.9877
2,2020-03,9,09_IchijoShinmachi,Unknown,40.6724
2,2020-03,10,10_NijoHorikawa,Unknown,8.5025
2,2020-03,11,11_NijoKarasuma,Unknown,-129.1968
2,2020-03,12,12_NijoKurumayacho,Unknown,82.0744
2,2020-03,13,13_NijoMuromachi,Unknown,-53.9705
2,2020-03,14,14_NijoShinmachi,Unknown,73.2906
2,2020-03,15,15_SanjoHorikawa,Unknown,44.7296
2,2020-03,16,16_SanjoKarasuma,Unknown,-58.892
2,2020-03,17,17_SanjoKurumayacho,Unknown,28.4417
2,2020-03,18,18_SanjoMuromachi,Unknown,-42.8029
2,2020-03,19,19_SanjoShinmachi,Unknown,-53.2663
2,2020-03,20,20_ShijoHorikawa,Unknown,33.4652
2,2020-03,21,21_ShijoKarasuma,Unknown,66.334
2,2020-03,22,22_ShijoKurumayacho,Unknown,-0.4087
2,2020-03,23,23_ShijoMuromachi,Unknown,-99.3765
2,2020-03,24,24_ShijoShinmachi,Unknown,-181.8996
3,2020-04,0,00_GojoHorikawa,Unknown,-6.7057
3,2020-04,1,01_GojoKarasuma,Unknown,-30.3589
3,2020-04,2,02_GojoKurumayacho,Unknown,58.7542
3,2020-04,3,03_GojoMuromachi,Unknown,61.8775
3,2020-04,4,04_GojoShinmachi,Unknown,35.5359
3,2020-04,5,05_IchijoHorikawa,Unknown,-11.2356
3,2020-04,6,06_IchijoKarasuma,Unknown,79.2499
3,2020-04,7,07_IchijoKurumayacho,Unknown,-8.7693
3,2020-04,8,08_IchijoMuromachi,Unknown,139.4811
3,2020-04,9,09_IchijoShinmachi,Unknown,102.9799
3,2020-04,10,10_NijoHorikawa,Unknown,-157.397
3,2020-04,11,11_NijoKarasuma,Unknown,-50.2326
3,2020-04,12,12_NijoKurumayacho,Unknown,-12.3648
3,2020-04,13,13_NijoMuromachi,Unknown,74.1465
3,2020-04,14,14_NijoShinmachi,Unknown,20.5743
3,2020-04,15,15_SanjoHorikawa,Unknown,6.586
3,2020-04,16,16_SanjoKarasuma,Unknown,-96.7664
3,2020-04,17,17_SanjoKurumayacho,Unknown,-53.1089
3,2020-04,18,18_SanjoMuromachi,Unknown,29.3306
3,2020-04,19,19_SanjoShinmachi,Unknown,5.0255
3,2020-04,20,20_ShijoHorikawa,Unknown,34.0209
3,2020-04,21,21_ShijoKarasuma,Unknown,-117.8915
3,2020-04,22,22_ShijoKurumayacho,Unknown,-17.0643
3,2020-04,23,23_ShijoMuromachi,Unknown,-67.5087
3,2020-04,24,24_ShijoShinmachi,Unknown,-18.1587
4,2020-05,0,00_GojoHorikawa,Unknown,23.9588
4,2020-05,1,01_GojoKarasuma,Unknown,70.275
4,2020-05,2,02_GojoKurumayacho,Unknown,-14.261
4,2020-05,3,03_GojoMuromachi,Unknown,-25.8503
4,2020-05,4,04_GojoShinmachi,Unknown,-69.7457
4,2020-05,5,05_IchijoHorikawa,Unknown,25.051
4,2020-05,6,06_IchijoKarasuma,Unknown,-72.0895
4,2020-05,7,07_IchijoKurumayacho,Unknown,3.45
4,2020-05,8,08_IchijoMuromachi,Unknown,-39.7354
4,2020-05,9,09_IchijoShinmachi,Unknown,-14.24
4,2020-05,10,10_NijoHorikawa,Unknown,69.0198
4,2020-05,11,11_NijoKarasuma,Unknown,158.285
4,2020-05,12,12_NijoKurumayacho,Unknown,16.5435
4,2020-05,13,13_NijoMuromachi,Unknown,-9.2201
4,2020-05,14,14_NijoShinmachi,Unknown,-39.5422
4,2020-05,15,15_SanjoHorikawa,Unknown,31.4763
4,2020-05,16,16_SanjoKarasuma,Unknown,-19.3827
4,2020-05,17,17_SanjoKurumayacho,Unknown,-40.1358
4,2020-05,18,18_SanjoMuromachi,Unknown,54.0341
4,2020-05,19,19_SanjoShinmachi,Unknown,-13.007
4,2020-05,20,20_ShijoHorikawa,Unknown,95.8755
