t_idx,src_idx,tgt_idx,value
0,8,2,455153.6
0,2,4,296204.25
0,6,3,280984.44
0,2,7,151809.68
1,2,7,465896.56
1,5,2,380022.61
1,2,4,48535.52
1,3,6,1066982.73
1,3,4,393725.59
1,2,6,153531.4
1,2,3,8553907.19
1,3,2,5080239.09
1,2,5,217433.37
2,2,5,207567.36
2,3,5,184441.95
3,1,3,75368779.32
3,4,2,968474.82
3,5,2,322292.33
3,6,2,21445.9
3,9,2,1076648.13
3,3,2,18057331.62
3,2,4,491903.65
3,2,7,1547.62
3,2,3,5742997.08
4,5,2,973454.41
4,0,3,14299314.12
4,3,2,22084462.869999997
4,8,2,395715.36
4,7,2,540282.96
4,2,3,16300912.5
4,3,4,477414.08
4,2,8,579953.22
4,6,2,350739.48
5,2,3,20953844.6
5,3,2,25414829.4
5,3,7,282261.21
5,8,2,156020.91
5,5,3,661341.52
5,3,9,300865.8
5,2,6,266878.3
6,9,3,528636.68
6,5,2,109541.76
6,2,3,22540209.38
6,3,2,20456150.73
6,2,6,104700.96
6,3,5,449074.55
6,8,2,76092.66
6,6,3,291467.55
7,3,2,21507717.51
7,2,3,22457627.13
7,3,8,1532625.63
7,3,7,139356.82
7,6,3,174966.66
7,9,3,51726.72
8,3,2,22704431.77
8,2,3,19816543.69
8,2,5,217820.7
8,4,2,1316388.42
8,2,7,118539.2
8,3,4,237200.64
9,6,3,94749.84
9,2,3,25248975.01
9,3,2,21716445.09
9,5,3,249426.6
9,3,5,68705.82
9,8,2,705839.8
9,3,4,1029908.82
9,3,8,92297.24
9,8,3,670394.28
10,3,8,265341.96
10,2,3,22204713.71
10,3,2,19605962.01
10,8,2,84427.2
10,4,2,566714.14
11,3,2,27849949.79
11,2,3,20449144.31
11,4,3,627403.24
11,2,8,172652.23
12,5,2,229623.17
12,2,3,24789077.94
12,3,2,20614625.26
12,7,2,333017.72
12,8,3,653083.62
12,3,4,1131549.72
12,2,5,157136.65
12,6,3,855246.72
13,5,2,737767.45
13,3,2,22087705.04
13,2,3,20061927.54
13,2,6,280489.44
13,3,1,15532792.8
13,3,8,306978.77
13,3,5,323446.08
14,3,7,333131.15
14,3,2,20062553.44
14,2,3,19471160.28
14,2,8,429020.1
14,2,9,196988.96
14,7,3,90071.1
14,9,2,359138.97
14,3,4,111152.16
15,3,2,24368904.12
15,2,3,27532227.78
15,2,6,641983.1799999999
15,3,8,632891.39
15,7,3,78502.84
15,8,2,101528.72
15,2,7,168409.44
16,2,5,477044.91
16,2,3,25773627.35
16,3,2,20802983.82
16,4,2,117548.28
16,9,2,290491.26
16,6,2,107448.99
16,4,3,70421.22
16,8,3,142869.87
17,2,3,19815224.08
17,3,2,22269678.23
17,3,8,341385.73
17,7,2,300355.8
17,8,2,409200.2
18,2,3,23538684.64
18,3,2,24498270.99
18,3,8,109352.12
18,9,3,150612.88
18,7,3,56639.52
18,6,3,246394.08
18,3,5,304793.23
18,3,6,738825.91
18,4,3,2952.3
19,2,3,21838900.83
19,3,2,23944204.209999997
19,3,5,238122.18
19,3,8,278659.98
20,2,9,1017608.35
20,2,1,20239045.61
20,3,2,33394094.0
20,2,3,26426748.08
20,2,8,141776.58
20,2,5,256712.0
20,8,2,202721.9
20,7,2,204858.99
20,2,6,109818.36
21,3,1,5462306.34
21,3,2,40385360.84
21,2,3,60109459.85
21,0,2,37014668.8
21,2,5,401761.68
22,3,2,53247691.11
22,2,3,44338766.4
22,6,3,80620.47
22,2,9,1587642.73
22,2,1,26667321.9
22,3,5,1190906.7
23,2,3,45311757.81
23,3,2,48051084.67
23,7,2,400505.68
23,9,2,296821.44
23,3,4,189008.16
23,3,8,201719.61
24,3,9,319701.6
24,2,3,45266430.43
24,3,2,41280662.8
24,3,7,760512.24
25,2,3,46501149.33
25,3,2,48611569.58
25,9,3,80389.82
25,0,3,12702634.36
25,2,5,400845.36
