t_idx,node_idx,fk_echo_impact
0,0,0.5949
0,1,1.3854
0,2,0.7828
0,3,5.9358
0,4,9.1512
0,5,14.0986
0,6,5.0749
0,7,7.3203
0,8,37.7582
0,9,17.5286
0,10,2.0048
0,11,7.5044
0,12,0.8211
0,13,34.0652
0,14,129.4322
0,15,14.6038
0,16,5.2332
0,17,38.7787
0,18,39.4717
0,19,18.1367
0,20,0.6258
0,21,1.4336
0,22,6.1586
0,23,9.5721
0,24,7.7611
1,0,0.6073
1,1,1.3857
1,2,0.8070
1,3,5.9044
1,4,9.0617
1,5,14.3222
1,6,5.1582
1,7,7.2314
1,8,37.5486
1,9,16.9153
1,10,2.0237
1,11,7.6312
1,12,0.8432
1,13,35.1859
1,14,129.5728
1,15,14.9408
1,16,5.4289
1,17,37.9533
1,18,39.0831
1,19,17.8397
1,20,0.6308
1,21,1.4666
1,22,6.2947
1,23,9.6643
1,24,7.7326
2,0,0.5914
2,1,1.3549
2,2,0.7990
2,3,5.7450
2,4,8.9913
2,5,14.0866
2,6,5.1228
2,7,7.1258
2,8,37.6799
2,9,16.7398
2,10,2.0428
2,11,7.6585
2,12,0.8334
2,13,34.9073
2,14,129.3755
2,15,15.0057
2,16,5.4334
2,17,36.8046
2,18,40.4297
2,19,18.0300
2,20,0.6437
2,21,1.5230
2,22,6.3662
2,23,10.0530
2,24,7.8905
3,0,0.5999
3,1,1.3801
3,2,0.8127
3,3,5.8458
3,4,9.2712
3,5,14.2500
3,6,5.2103
3,7,7.2662
3,8,38.0321
3,9,16.9249
3,10,2.0295
3,11,7.5217
3,12,0.8473
3,13,34.2557
3,14,129.3132
3,15,14.7602
3,16,5.3562
3,17,37.6172
3,18,39.7783
3,19,18.1316
3,20,0.6521
3,21,1.4733
3,22,6.1937
3,23,9.7643
3,24,7.9461
4,0,0.5852
4,1,1.3484
4,2,0.8385
4,3,5.7349
4,4,9.0592
4,5,14.1717
4,6,5.2712
4,7,7.1718
4,8,37.8615
4,9,17.0812
4,10,2.0615
4,11,7.7134
4,12,0.8386
4,13,34.9186
4,14,129.4688
4,15,14.6889
4,16,5.3599
4,17,37.8055
4,18,39.2266
4,19,17.9689
4,20,0.6380
4,21,1.4677
4,22,6.2615
4,23,9.8053
4,24,7.8868
5,0,0.5802
5,1,1.3403
5,2,0.8011
5,3,5.7736
5,4,9.0294
5,5,13.9817
5,6,5.0051
5,7,7.1817
5,8,37.7797
5,9,17.0410
5,10,1.9881
5,11,7.4695
5,12,0.8460
5,13,34.6198
5,14,129.4477
5,15,15.2167
5,16,5.6117
5,17,37.5427
5,18,39.6695
5,19,17.7938
5,20,0.6740
5,21,1.5662
5,22,6.4587
5,23,9.9172
5,24,7.8984
6,0,0.5798
6,1,1.3497
6,2,0.7894
6,3,5.7839
6,4,9.1439
6,5,13.8165
6,6,5.0588
6,7,7.2972
6,8,37.8060
6,9,17.2455
6,10,2.0038
6,11,7.5183
6,12,0.8431
6,13,34.0415
6,14,129.4326
6,15,14.5169
6,16,5.4087
6,17,38.1456
6,18,39.7303
6,19,18.2924
6,20,0.6435
6,21,1.4827
6,22,6.2506
6,23,10.0197
6,24,8.0333
7,0,0.5725
7,1,1.3440
7,2,0.7845
7,3,5.7613
7,4,9.0396
7,5,14.0402
7,6,5.0975
7,7,7.3277
7,8,37.5278
7,9,17.1380
7,10,1.9892
7,11,7.4507
7,12,0.8386
7,13,34.6598
7,14,129.5059
7,15,14.7646
7,16,5.3597
7,17,37.8376
7,18,39.6274
7,19,18.0585
7,20,0.6420
7,21,1.4872
7,22,6.4088
7,23,9.9989
7,24,7.9718
8,0,0.6041
8,1,1.3688
8,2,0.8109
8,3,5.7734
8,4,9.3526
8,5,13.9527
8,6,5.2067
8,7,7.3052
8,8,38.3440
8,9,17.1729
8,10,2.0107
8,11,7.5929
8,12,0.8470
8,13,34.4482
8,14,129.5523
8,15,14.7635
8,16,5.4259
8,17,37.5486
8,18,39.3646
8,19,17.7194
8,20,0.6572
8,21,1.4966
8,22,6.3665
8,23,9.8213
8,24,7.7280
9,0,0.5855
9,1,1.3605
9,2,0.8270
9,3,5.7676
9,4,8.9891
9,5,14.0494
9,6,5.2102
9,7,7.2328
9,8,37.6844
9,9,16.9923
9,10,2.0561
9,11,7.8182
9,12,0.8671
9,13,35.4470
9,14,129.6750
9,15,14.9821
9,16,5.5632
9,17,37.1005
9,18,39.3605
9,19,17.6108
9,20,0.6390
9,21,1.5025
9,22,6.2503
9,23,9.7767
9,24,7.8861
10,0,0.5894
10,1,1.3856
10,2,0.7931
10,3,5.8504
10,4,8.9580
10,5,14.1822
10,6,5.1817
10,7,7.0359
10,8,37.2357
10,9,16.5499
10,10,2.0171
10,11,7.6287
10,12,0.8594
10,13,35.0163
10,14,129.4695
10,15,15.1659
10,16,5.5615
10,17,37.3401
10,18,40.0528
10,19,17.9196
10,20,0.6501
10,21,1.5061
10,22,6.3688
10,23,10.0325
10,24,7.8833
11,0,0.5819
11,1,1.3462
11,2,0.7828
11,3,5.7416
11,4,9.0376
11,5,13.8878
11,6,4.9500
11,7,7.0838
11,8,37.4252
11,9,16.7987
11,10,2.0441
11,11,7.5945
11,12,0.8367
11,13,34.5596
11,14,129.4682
11,15,14.8761
11,16,5.4131
11,17,38.0281
11,18,39.9213
11,19,18.2679
