t_idx,node_idx,fk_total_ripple,fk_max_impact,fk_max_impact_node,ik_strain_energy,ik_max_adjust,ik_max_adjust_node
0,0,41.5234,7.0891,2,22.0453,1.9991,1
0,1,41.5234,5.5085,6,17.2791,2.4021,0
0,2,41.5234,5.4705,6,17.1937,2.4387,0
0,3,41.5234,5.0124,5,19.8389,1.9256,1
0,4,41.5234,5.5680,8,16.4318,2.3799,7
0,5,41.5234,3.8605,8,19.4195,1.9476,3
0,6,41.5234,4.0013,1,17.0608,1.8803,1
0,7,41.5234,7.2392,4,21.5858,2.0704,4
0,8,41.5234,4.1882,9,16.5264,1.8686,9
0,9,41.5234,5.6514,8,16.9872,2.3653,7
0,10,41.5234,5.0564,11,19.8891,1.9480,2
0,11,41.5234,3.8613,16,19.2828,1.9509,10
0,12,41.5234,5.5157,16,16.3615,2.3857,20
0,13,41.5234,3.6473,14,21.9486,1.6039,11
0,14,41.5234,3.9472,18,18.8963,1.9478,17
0,15,41.5234,4.0555,18,18.8679,1.9728,22
0,16,41.5234,4.2245,21,16.7196,1.8735,21
0,17,41.5234,5.1517,14,19.5821,1.9097,9
0,18,41.5234,4.2639,19,15.7999,1.8444,23
0,19,41.5234,5.7901,18,16.2785,2.3854,24
0,20,41.5234,7.2878,12,21.4132,2.0796,12
0,21,41.5234,5.6006,16,17.2564,2.3859,20
0,22,41.5234,5.2258,15,20.0082,1.9356,21
0,23,41.5234,5.8346,18,16.8113,2.3354,24
0,24,41.5234,7.3242,19,21.3204,2.0268,23
1,0,41.5234,7.0993,1,21.7776,2.0205,2
1,1,41.5234,5.5400,6,17.0607,2.4233,0
1,2,41.5234,5.5228,6,17.1922,2.4023,0
1,3,41.5234,5.1111,5,19.9453,1.9268,1
1,4,41.5234,5.5851,8,16.3800,2.4239,7
1,5,41.5234,3.8623,8,19.1704,1.9605,3
1,6,41.5234,3.9905,2,16.9623,1.8801,1
1,7,41.5234,7.3962,4,21.4533,2.0575,4
1,8,41.5234,4.0499,4,16.4989,1.8795,9
1,9,41.5234,5.6937,8,17.4672,2.3641,7
1,10,41.5234,5.1000,11,20.1918,1.9220,2
1,11,41.5234,3.9507,16,19.2308,1.9624,10
1,12,41.5234,5.6301,16,16.8181,2.3893,20
1,13,41.5234,3.7150,15,21.6160,1.5888,11
1,14,41.5234,3.9083,18,18.7874,1.9594,17
1,15,41.5234,3.9574,18,18.5416,1.9640,22
1,16,41.5234,4.0789,21,16.4873,1.8572,12
