t_idx,node_idx,net_flux_q,velocity_v,acceleration_a,inertia_M,viscosity_C,external_force_F
0,0,122.0000,0.0000,0.0000,122.0000,1000000.0000,0.0000
0,1,27.0000,0.0000,0.0000,27.0000,1000000.0000,0.0000
0,2,5.0000,0.0000,0.0000,5.0000,1000000.0000,0.0000
0,3,106.0000,0.0000,0.0000,106.0000,1000000.0000,0.0000
0,4,-191.0000,0.0000,0.0000,191.0000,1000000.0000,0.0000
0,5,-4.0000,0.0000,0.0000,4.0000,1000000.0000,0.0000
0,6,-205.0000,0.0000,0.0000,205.0000,1000000.0000,0.0000
0,7,198.0000,0.0000,0.0000,198.0000,1000000.0000,0.0000
0,8,143.0000,0.0000,0.0000,143.0000,1000000.0000,0.0000
0,9,-94.0000,0.0000,0.0000,94.0000,1000000.0000,0.0000
0,10,-59.0000,0.0000,0.0000,59.0000,1000000.0000,0.0000
0,11,140.0000,0.0000,0.0000,140.0000,1000000.0000,0.0000
0,12,130.0000,0.0000,0.0000,130.0000,1000000.0000,0.0000
0,13,-83.0000,0.0000,0.0000,83.0000,1000000.0000,0.0000
0,14,-235.0000,0.0000,0.0000,235.0000,1000000.0000,0.0000
0,15,-140.0000,0.0000,0.0000,140.0000,1000000.0000,0.0000
0,16,-230.0000,0.0000,0.0000,230.0000,1000000.0000,0.0000
0,17,239.0000,0.0000,0.0000,239.0000,1000000.0000,0.0000
0,18,250.0000,0.0000,0.0000,250.0000,1000000.0000,0.0000
0,19,-35.0000,0.0000,0.0000,35.0000,1000000.0000,0.0000
0,20,69.0000,0.0000,0.0000,69.0000,1000000.0000,0.0000
0,21,-93.0000,0.0000,0.0000,93.0000,1000000.0000,0.0000
0,22,48.0000,0.0000,0.0000,48.0000,1000000.0000,0.0000
0,23,-139.0000,0.0000,0.0000,139.0000,1000000.0000,0.0000
0,24,31.0000,0.0000,0.0000,31.0000,1000000.0000,0.0000
1,0,90.0000,-32.0000,0.0000,106.0000,0.0625,-2.0000
1,1,40.0000,13.0000,0.0000,33.5000,0.1538,2.0000
1,2,43.0000,38.0000,0.0000,24.0000,0.0526,2.0000
1,3,64.0000,-42.0000,0.0000,85.0000,0.0476,-2.0000
1,4,-151.0000,40.0000,0.0000,171.0000,0.0500,2.0000
1,5,46.0000,50.0000,0.0000,25.0000,0.0400,2.0000
1,6,-53.0000,152.0000,0.0000,129.0000,0.0132,2.0000
1,7,59.0000,-139.0000,0.0000,128.5000,0.0144,-2.0000
1,8,205.0000,62.0000,0.0000,174.0000,0.0323,2.0000
1,9,-131.0000,-37.0000,0.0000,112.5000,0.0541,-2.0000
1,10,13.0000,72.0000,0.0000,36.0000,0.0278,2.0000
1,11,70.0000,-70.0000,0.0000,105.0000,0.0286,-2.0000
1,12,-138.0000,-268.0000,0.0000,134.0000,0.0075,-2.0000
1,13,91.0000,174.0000,0.0000,87.0000,0.0115,2.0000
1,14,-18.0000,217.0000,0.0000,126.5000,0.0092,2.0000
1,15,26.0000,166.0000,0.0000,83.0000,0.0120,2.0000
1,16,-94.0000,136.0000,0.0000,162.0000,0.0147,2.0000
1,17,-104.0000,-343.0000,0.0000,171.5000,0.0058,-2.0000
1,18,-72.0000,-322.0000,0.0000,161.0000,0.0062,-2.0000
1,19,144.0000,179.0000,0.0000,89.5000,0.0112,2.0000
1,20,-75.0000,-144.0000,0.0000,72.0000,0.0139,-2.0000
1,21,-32.0000,61.0000,0.0000,62.5000,0.0328,2.0000
1,22,220.0000,172.0000,0.0000,134.0000,0.0116,2.0000
1,23,-182.0000,-43.0000,0.0000,160.5000,0.0465,-2.0000
1,24,-61.0000,-92.0000,0.0000,46.0000,0.0217,-2.0000
2,0,103.0000,13.0000,45.0000,105.0000,0.0529,4725.6875
2,1,-159.0000,-199.0000,-212.0000,75.3333,0.0103,-15972.7178
2,2,26.0000,-17.0000,-55.0000,24.6667,0.0435,-1357.4060
2,3,-179.0000,-243.0000,-201.0000,116.3333,0.0094,-23385.2914
2,4,50.0000,201.0000,161.0000,130.6667,0.0115,21039.6471
2,5,-84.0000,-130.0000,-180.0000,44.6667,0.0132,-8041.7136
2,6,69.0000,122.0000,-30.0000,109.0000,0.0152,-3268.1440
2,7,38.0000,-21.0000,118.0000,98.3333,0.0163,11602.9901
2,8,67.0000,-138.0000,-200.0000,138.3333,0.0120,-27668.3175
2,9,2.0000,133.0000,170.0000,75.6667,0.0137,12865.1553
2,10,48.0000,35.0000,-37.0000,40.0000,0.0340,-1478.8094
2,11,80.0000,10.0000,80.0000,96.6667,0.0281,7733.6143
2,12,98.0000,236.0000,504.0000,122.0000,0.0049,61489.1462
2,13,283.0000,192.0000,18.0000,152.3333,0.0116,2744.2176
2,14,-199.0000,-181.0000,-398.0000,150.6667,0.0061,-59966.4458
2,15,110.0000,84.0000,-82.0000,92.0000,0.0148,-7542.7605
2,16,-182.0000,-88.0000,-224.0000,168.6667,0.0109,-37782.2884
2,17,-220.0000,-116.0000,227.0000,187.6667,0.0070,42599.5190
2,18,237.0000,309.0000,631.0000,186.3333,0.0039,117577.5328
2,19,7.0000,-137.0000,-316.0000,62.0000,0.0077,-19593.0588
2,20,-172.0000,-97.0000,47.0000,105.3333,0.0167,4949.0489
2,21,197.0000,229.0000,168.0000,107.3333,0.0103,18034.3649
2,22,-215.0000,-435.0000,-607.0000,161.0000,0.0039,-97728.7029
2,23,56.0000,238.0000,281.0000,125.6667,0.0081,35314.2592
2,24,-61.0000,0.0000,92.0000,51.0000,0.0231,4692.0000
3,0,40.0000,-63.0000,-76.0000,88.7500,0.0339,-6747.1356
3,1,-108.0000,51.0000,250.0000,83.5000,0.0103,20875.5245
3,2,-25.0000,-51.0000,-34.0000,24.7500,0.0312,-843.0912
3,3,185.0000,364.0000,607.0000,133.5000,0.0046,81036.1625
3,4,146.0000,96.0000,-105.0000,134.5000,0.0132,-14121.2291
3,5,-81.0000,3.0000,133.0000,53.7500,0.0149,7148.7948
3,6,90.0000,21.0000,-101.0000,104.2500,0.0155,-10528.9247
3,7,-21.0000,-59.0000,-38.0000,79.0000,0.0189,-3003.1124
3,8,212.0000,145.0000,283.0000,156.7500,0.0097,44361.6530
3,9,-201.0000,-203.0000,-336.0000,107.0000,0.0083,-35953.6945
3,10,-35.0000,-83.0000,-118.0000,38.7500,0.0174,-4573.9474
3,11,85.0000,5.0000,-5.0000,93.7500,0.0306,-468.5969
3,12,136.0000,38.0000,-198.0000,125.5000,0.0056,-24848.7884
3,13,-426.0000,-709.0000,-901.0000,220.7500,0.0027,-198897.6789
3,14,188.0000,387.0000,568.0000,160.0000,0.0047,90881.8001
3,15,128.0000,18.0000,-66.0000,101.0000,0.0153,-6665.7237
3,16,-173.0000,9.0000,97.0000,169.7500,0.0125,16465.8627
3,17,-211.0000,9.0000,125.0000,193.5000,0.0070,24187.5634
3,18,-126.0000,-363.0000,-672.0000,171.2500,0.0037,-115081.3353
