t_idx,node_idx,curvature,density
0,0,0.000000,10470.0000
0,1,0.000000,16419.0000
0,2,0.000000,16423.0000
0,3,0.000000,17576.0000
0,4,0.000000,18355.0000
0,5,0.000000,24288.0000
0,6,0.000000,23065.0000
0,7,0.000000,11982.0000
0,8,0.000000,25293.0000
0,9,0.000000,18628.0000
0,10,0.000000,17541.0000
0,11,0.000000,24498.0000
0,12,0.000000,18348.0000
0,13,0.000000,25633.0000
0,14,0.000000,26733.0000
0,15,0.000000,26838.0000
0,16,0.000000,25340.0000
0,17,0.000000,19761.0000
0,18,0.000000,28000.0000
0,19,0.000000,20485.0000
0,20,0.000000,12123.0000
0,21,0.000000,18635.0000
0,22,0.000000,19584.0000
0,23,0.000000,20179.0000
0,24,0.000000,13461.0000
1,0,0.000000,9852.0000
1,1,0.000000,15278.0000
1,2,0.000000,15239.0000
1,3,0.000000,16242.0000
1,4,0.000000,17093.0000
1,5,0.000000,22616.0000
1,6,0.000000,21297.0000
1,7,0.000000,11355.0000
1,8,0.000000,23439.0000
1,9,0.000000,17165.0000
1,10,0.000000,16155.0000
1,11,0.000000,22726.0000
1,12,0.000000,17160.0000
1,13,0.000000,23963.0000
1,14,0.000000,24924.0000
1,15,0.000000,25238.0000
1,16,0.000000,23932.0000
1,17,0.000000,18336.0000
1,18,0.000000,25986.0000
1,19,0.000000,19048.0000
1,20,0.000000,11303.0000
1,21,0.000000,17374.0000
1,22,0.000000,18298.0000
1,23,0.000000,18968.0000
1,24,0.000000,12671.0000
2,0,45.000000,10531.0000
2,1,212.000000,16441.0000
2,2,55.000000,16496.0000
2,3,201.000000,17517.0000
2,4,161.000000,18378.0000
2,5,180.000000,24268.0000
2,6,30.000000,22927.0000
2,7,118.000000,12130.0000
2,8,200.000000,25765.0000
2,9,170.000000,18744.0000
2,10,37.000000,17578.0000
2,11,80.000000,24460.0000
2,12,504.000000,18328.0000
2,13,18.000000,25485.0000
2,14,398.000000,26915.0000
2,15,82.000000,26532.0000
2,16,224.000000,25610.0000
2,17,227.000000,19616.0000
2,18,631.000000,28127.0000
2,19,316.000000,20665.0000
2,20,47.000000,12120.0000
2,21,168.000000,18893.0000
2,22,607.000000,19453.0000
2,23,281.000000,20340.0000
2,24,92.000000,13601.0000
3,0,76.000000,10188.0000
3,1,250.000000,15870.0000
3,2,34.000000,15825.0000
3,3,607.000000,16467.0000
3,4,105.000000,17524.0000
3,5,133.000000,23445.0000
3,6,101.000000,22370.0000
3,7,38.000000,11695.0000
3,8,283.000000,24372.0000
3,9,336.000000,17899.0000
3,10,118.000000,16769.0000
3,11,5.000000,23531.0000
3,12,198.000000,17834.0000
3,13,901.000000,24768.0000
3,14,568.000000,25656.0000
3,15,66.000000,25884.0000
3,16,97.000000,24547.0000
3,17,125.000000,18929.0000
3,18,672.000000,27022.0000
3,19,343.000000,19655.0000
3,20,368.000000,11837.0000
3,21,412.000000,18056.0000
3,22,548.000000,18902.0000
3,23,454.000000,19796.0000
3,24,194.000000,13109.0000
4,0,125.000000,10444.0000
4,1,35.000000,16332.0000
4,2,323.000000,16413.0000
4,3,736.000000,17361.0000
4,4,148.000000,18430.0000
4,5,176.000000,24180.0000
4,6,94.000000,23089.0000
4,7,64.000000,12034.0000
4,8,387.000000,25660.0000
4,9,382.000000,18470.0000
