t_idx,src_idx,tgt_idx,weight,stress
0,0,1,2670.0000,0.0000
0,0,2,2586.0000,0.0000
0,1,0,2699.0000,0.0000
0,1,3,2730.0000,0.0000
0,1,6,2754.0000,0.0000
0,2,0,2740.0000,0.0000
0,2,6,2764.0000,0.0000
0,2,10,2817.0000,0.0000
0,3,1,2810.0000,0.0000
0,3,4,2953.0000,0.0000
0,3,5,2960.0000,0.0000
0,4,3,2968.0000,0.0000
0,4,7,3045.0000,0.0000
0,4,8,3099.0000,0.0000
0,5,3,3030.0000,0.0000
0,5,6,2908.0000,0.0000
0,5,8,3155.0000,0.0000
0,5,13,3187.0000,0.0000
0,6,1,2811.0000,0.0000
0,6,2,2708.0000,0.0000
0,6,5,2962.0000,0.0000
0,6,11,2946.0000,0.0000
0,7,4,3116.0000,0.0000
0,7,9,2937.0000,0.0000
0,8,4,3085.0000,0.0000
0,8,5,3131.0000,0.0000
0,8,9,3202.0000,0.0000
0,8,14,3272.0000,0.0000
0,9,7,2880.0000,0.0000
0,9,8,3304.0000,0.0000
0,9,17,3099.0000,0.0000
0,10,2,2813.0000,0.0000
0,10,11,2977.0000,0.0000
0,10,12,2989.0000,0.0000
0,11,6,3055.0000,0.0000
0,11,10,3033.0000,0.0000
0,11,13,3095.0000,0.0000
0,11,16,3156.0000,0.0000
0,12,10,2872.0000,0.0000
0,12,16,3026.0000,0.0000
0,12,20,3142.0000,0.0000
0,13,5,3084.0000,0.0000
0,13,11,3038.0000,0.0000
0,13,14,3219.0000,0.0000
0,13,15,3171.0000,0.0000
0,14,8,3199.0000,0.0000
0,14,13,3238.0000,0.0000
0,14,17,3349.0000,0.0000
0,14,18,3349.0000,0.0000
0,15,13,3292.0000,0.0000
0,15,16,3280.0000,0.0000
0,15,18,3404.0000,0.0000
0,15,22,3477.0000,0.0000
0,16,11,3101.0000,0.0000
0,16,12,3175.0000,0.0000
0,16,15,3217.0000,0.0000
0,16,21,3263.0000,0.0000
0,17,9,3044.0000,0.0000
0,17,14,3435.0000,0.0000
0,17,19,3140.0000,0.0000
0,18,14,3413.0000,0.0000
0,18,15,3415.0000,0.0000
0,18,19,3588.0000,0.0000
0,18,23,3572.0000,0.0000
0,19,17,3256.0000,0.0000
0,19,18,3589.0000,0.0000
0,19,24,3361.0000,0.0000
0,20,12,3089.0000,0.0000
0,20,21,2927.0000,0.0000
0,21,16,3270.0000,0.0000
0,21,20,2984.0000,0.0000
0,21,22,3187.0000,0.0000
0,22,15,3351.0000,0.0000
0,22,21,3154.0000,0.0000
0,22,23,3256.0000,0.0000
0,23,18,3452.0000,0.0000
0,23,22,3249.0000,0.0000
0,23,24,3486.0000,0.0000
0,24,19,3498.0000,0.0000
0,24,23,3481.0000,0.0000
1,0,1,2554.0000,0.0000
1,0,2,2522.0000,0.0000
1,1,0,2472.0000,0.0000
1,1,3,2599.0000,0.0000
1,1,6,2612.0000,0.0000
1,2,0,2457.0000,0.0000
1,2,6,2618.0000,0.0000
1,2,10,2593.0000,0.0000
1,3,1,2584.0000,0.0000
1,3,4,2792.0000,0.0000
1,3,5,2681.0000,0.0000
1,4,3,2671.0000,0.0000
1,4,7,2856.0000,0.0000
1,4,8,2912.0000,0.0000
1,5,3,2733.0000,0.0000
1,5,6,2822.0000,0.0000
1,5,8,2860.0000,0.0000
1,5,13,2932.0000,0.0000
1,6,1,2611.0000,0.0000
1,6,2,2542.0000,0.0000
1,6,5,2696.0000,0.0000
1,6,11,2779.0000,0.0000
1,7,4,2861.0000,0.0000
1,7,9,2739.0000,0.0000
1,8,4,2915.0000,0.0000
1,8,5,2882.0000,0.0000
1,8,9,3020.0000,0.0000
1,8,14,3074.0000,0.0000
1,9,7,2764.0000,0.0000
1,9,8,3069.0000,0.0000
1,9,17,2818.0000,0.0000
1,10,2,2552.0000,0.0000
1,10,11,2727.0000,0.0000
1,10,12,2755.0000,0.0000
1,11,6,2723.0000,0.0000
1,11,10,2673.0000,0.0000
1,11,13,2835.0000,0.0000
1,11,16,2936.0000,0.0000
1,12,10,2814.0000,0.0000
1,12,16,2878.0000,0.0000
1,12,20,2883.0000,0.0000
1,13,5,2923.0000,0.0000
1,13,11,2871.0000,0.0000
1,13,14,3046.0000,0.0000
1,13,15,3112.0000,0.0000
1,14,8,3086.0000,0.0000
1,14,13,3004.0000,0.0000
1,14,17,3224.0000,0.0000
1,14,18,3184.0000,0.0000
1,15,13,3051.0000,0.0000
1,15,16,3032.0000,0.0000
1,15,18,3218.0000,0.0000
1,15,22,3256.0000,0.0000
1,16,11,3013.0000,0.0000
1,16,12,2832.0000,0.0000
1,16,15,2987.0000,0.0000
