t_idx,time_label,node_idx,node_label,account_category,local_internal_energy_u,local_entropy_s,local_temperature_t,local_grad_t
0,2020-01,0,00_ACC_Accounts_Payable,Liability,55952.86,-0.0,0.0,0.0
0,2020-01,1,01_ACC_Accounts_Receivable,Asset,136333.87,-0.0,0.0,0.0
0,2020-01,2,02_ACC_COGS,Expense,52213.24,-0.0,0.0,0.0
0,2020-01,3,03_ACC_Cash,Asset,468318.29,1.5921,0.0,0.0
0,2020-01,4,04_ACC_Inventory,Asset,503739.62,-0.0,0.0,0.0
0,2020-01,5,05_ACC_Payroll_Exp,Expense,18973.66,-0.0,0.0,0.0
0,2020-01,6,06_ACC_Rent_Exp,Expense,6683.35,-0.0,0.0,0.0
0,2020-01,7,07_ACC_Sales_Revenue,Revenue,136333.87,-0.0,0.0,0.0
0,2020-01,8,08_ACC_Travel_Exp,Expense,6024.7,-0.0,0.0,0.0
0,2020-01,9,09_ACC_Equity_Capital,Equity,1000000.0,-0.0,0.0,0.0
1,2020-02,0,00_ACC_Accounts_Payable,Liability,62876.97,-0.0,3462.055,27448.91
1,2020-02,1,01_ACC_Accounts_Receivable,Asset,283301.78,-0.0,73483.955,-39245.345
1,2020-02,2,02_ACC_COGS,Expense,116993.03,-0.0,32389.895,-21245.805
1,2020-02,3,03_ACC_Cash,Asset,421860.43,1.9326,23228.93,-22743.78
1,2020-02,4,04_ACC_Inventory,Asset,481451.44,-0.0,11144.09,13563.77
1,2020-02,5,05_ACC_Payroll_Exp,Expense,37218.87,-0.0,9122.605,14106.325
1,2020-02,6,06_ACC_Rent_Exp,Expense,12052.11,-0.0,2684.38,20544.55
1,2020-02,7,07_ACC_Sales_Revenue,Revenue,305321.14,-0.0,84493.635,-11009.68
1,2020-02,8,08_ACC_Travel_Exp,Expense,15320.45,-0.0,4647.875,18581.055
1,2020-02,9,09_ACC_Equity_Capital,Equity,1000000.0,-0.0,0.0,0.0
2,2020-03,0,00_ACC_Accounts_Payable,Liability,79039.56,-0.0,9673.3789,13580.2956
2,2020-03,1,01_ACC_Accounts_Receivable,Asset,317771.11,-0.0,78674.557,-26509.512
2,2020-03,2,02_ACC_COGS,Expense,172080.01,-0.0,48988.7052,-35720.8049
2,2020-03,3,03_ACC_Cash,Asset,434115.72,1.5927,19659.153,13543.4519
2,2020-03,4,04_ACC_Inventory,Asset,472111.51,-0.0,13267.9003,32126.2835
2,2020-03,5,05_ACC_Payroll_Exp,Expense,52000.91,-0.0,13508.0044,6151.1487
2,2020-03,6,06_ACC_Rent_Exp,Expense,17855.72,-0.0,4562.2524,15096.9006
2,2020-03,7,07_ACC_Sales_Revenue,Revenue,405779.91,-0.0,111180.4491,-32505.8921
2,2020-03,8,08_ACC_Travel_Exp,Expense,18884.49,-0.0,5421.0244,14238.1287
2,2020-03,9,09_ACC_Equity_Capital,Equity,1000000.0,-0.0,0.0,0.0
3,2020-04,0,00_ACC_Accounts_Payable,Liability,94326.88,-0.0,14869.2904,4706.2751
3,2020-04,1,01_ACC_Accounts_Receivable,Asset,260609.44,-0.0,68435.1835,5662.5583
3,2020-04,2,02_ACC_COGS,Expense,199081.43,-0.0,56256.6032,-42142.549
3,2020-04,3,03_ACC_Cash,Asset,467093.88,1.518,20330.8016,13800.8719
3,2020-04,4,04_ACC_Inventory,Asset,504695.97,-0.0,14114.0542,42897.7851
3,2020-04,5,05_ACC_Payroll_Exp,Expense,70834.92,-0.0,19066.5687,1264.2329
3,2020-04,6,06_ACC_Rent_Exp,Expense,23161.03,-0.0,6176.5468,14154.2548
3,2020-04,7,07_ACC_Sales_Revenue,Revenue,456260.39,-0.0,122202.1237,-53766.9402
3,2020-04,8,08_ACC_Travel_Exp,Expense,25110.6,-0.0,6907.2906,13423.511
3,2020-04,9,09_ACC_Equity_Capital,Equity,1000000.0,-0.0,0.0,0.0
4,2020-05,0,00_ACC_Accounts_Payable,Liability,67397.55,-0.0,12158.3026,19211.7636
4,2020-05,1,01_ACC_Accounts_Receivable,Asset,240214.28,-0.0,28785.9456,52100.7183
4,2020-05,2,02_ACC_COGS,Expense,224858.6,-0.0,39989.9837,-18643.28
4,2020-05,3,03_ACC_Cash,Asset,475150.55,1.748,22181.6651,-38607.4728
4,2020-05,4,04_ACC_Inventory,Asset,527068.1,-0.0,21346.7037,9454.8789
4,2020-05,5,05_ACC_Payroll_Exp,Expense,86574.97,-0.0,18678.8765,3502.7886
4,2020-05,6,06_ACC_Rent_Exp,Expense,27833.76,-0.0,5893.2826,16288.3825
4,2020-05,7,07_ACC_Sales_Revenue,Revenue,547491.47,-0.0,87490.9443,-58704.9988
4,2020-05,8,08_ACC_Travel_Exp,Expense,33188.76,-0.0,6784.4453,15397.2198
