t_idx,time_label,node_idx,node_label,state_X,velocity_v,acceleration_a,inertia_M,viscosity_C,external_force_F
0,2020-W01,0,ACC_Accounts_Payable,-7765.85,-7765.85,0.0,7765.85,0.0,0.0
0,2020-W01,1,ACC_Inventory,12606.38,1605.95,0.0,12606.38,0.0,0.0
0,2020-W01,2,ACC_Cash,33927.52,-1649.55,0.0,33927.52,0.0,0.0
0,2020-W01,3,ACC_Travel_Exp,1649.55,1649.55,0.0,1649.55,0.0,0.0
0,2020-W01,4,ACC_COGS,6159.9,6159.9,0.0,6159.9,0.0,0.0
0,2020-W01,5,ACC_Sales_Revenue,-11688.16,-11688.16,0.0,11688.16,0.0,0.0
0,2020-W01,6,ACC_Accounts_Receivable,11688.16,11688.16,0.0,11688.16,0.0,0.0
0,2020-W01,7,ACC_Payroll_Exp,0.0,0.0,0.0,0.0,0.0,0.0
0,2020-W01,8,ACC_Rent_Exp,0.0,0.0,0.0,0.0,0.0,0.0
1,2020-W02,0,ACC_Accounts_Payable,-14708.14,-6942.29,823.56,11236.995,0.0024,9254322.743
1,2020-W02,1,ACC_Inventory,9113.41,-3492.97,-5098.92,10859.895,0.0004,-55373737.1835
1,2020-W02,2,ACC_Cash,31511.98,-2415.54,-765.99,32719.75,0.0026,-25063007.6095
1,2020-W02,3,ACC_Travel_Exp,4065.09,2415.54,765.99,2857.32,0.0026,2188684.8538
1,2020-W02,4,ACC_COGS,16595.16,10435.26,4275.36,11377.53,0.0005,48643041.5424
1,2020-W02,5,ACC_Sales_Revenue,-30192.64,-18504.48,-6816.32,20940.4,0.0003,-142736472.7575
1,2020-W02,6,ACC_Accounts_Receivable,30192.64,18504.48,6816.32,20940.4,0.0003,142736472.7575
1,2020-W02,7,ACC_Payroll_Exp,0.0,0.0,0.0,0.0,0.0071,0.0
1,2020-W02,8,ACC_Rent_Exp,0.0,0.0,0.0,0.0,0.0071,0.0
2,2020-W03,0,ACC_Accounts_Payable,-23711.67,-9003.53,-2061.24,15395.22,0.0012,-31733253.901
2,2020-W03,1,ACC_Inventory,4053.55,-5059.86,-1566.89,8591.1133,0.0004,-13461331.3489
2,2020-W03,2,ACC_Cash,29146.8,-2365.18,50.36,31528.7667,0.0029,1587781.9283
2,2020-W03,3,ACC_Travel_Exp,6430.27,2365.18,-50.36,4048.3033,0.0029,-203865.7948
2,2020-W03,4,ACC_COGS,30658.55,14063.39,3628.13,17804.5367,0.0003,64597177.9702
2,2020-W03,5,ACC_Sales_Revenue,-54171.84,-23979.2,-5474.72,32017.5467,0.0002,-175287107.8563
2,2020-W03,6,ACC_Accounts_Receivable,54171.84,23979.2,5474.72,32017.5467,0.0002,175287107.8563
2,2020-W03,7,ACC_Payroll_Exp,0.0,0.0,0.0,0.0,0.0051,0.0
2,2020-W03,8,ACC_Rent_Exp,0.0,0.0,0.0,0.0,0.0051,0.0
3,2020-W04,0,ACC_Accounts_Payable,-30909.39,-7197.72,1805.81,19273.7625,0.0013,34804744.0043
3,2020-W04,1,ACC_Inventory,-1839.54,-5893.09,-833.23,6903.22,0.0003,-5751972.0251
3,2020-W04,2,ACC_Cash,2368.61,-26778.19,-24413.01,24238.7275,0.0001,-591740299.3541
3,2020-W04,3,ACC_Travel_Exp,7551.45,1121.18,-1244.0,4924.09,0.0019,-6125565.8698
3,2020-W04,4,ACC_COGS,43749.36,13090.81,-972.58,24290.7425,0.0003,-23624686.0644
3,2020-W04,5,ACC_Sales_Revenue,-78681.97,-24510.13,-530.93,43683.6525,0.0002,-23192966.3594
3,2020-W04,6,ACC_Accounts_Receivable,78681.97,24510.13,530.93,43683.6525,0.0002,23192966.3594
3,2020-W04,7,ACC_Payroll_Exp,18973.66,18973.66,18973.66,4743.415,0.0001,89999945.7583
3,2020-W04,8,ACC_Rent_Exp,6683.35,6683.35,6683.35,1670.8375,0.0003,11166794.115
4,2020-W05,0,ACC_Accounts_Payable,-37301.91,-6392.52,805.2,22879.392,0.0011,18422479.2484
4,2020-W05,1,ACC_Inventory,-9847.16,-8007.62,-2114.53,7492.008,0.0003,-15842078.152
4,2020-W05,2,ACC_Cash,96.92,-2271.69,24506.5,19410.366,0.0001,475680134.1483
4,2020-W05,3,ACC_Travel_Exp,10487.17,2935.72,1814.54,6036.706,0.0016,10953849.1134
