t_idx,time_label,node_idx,node_label,account_category,z_score_X,z_score_v,local_kl_drift,micro_anomaly_flag
0,2020-01,0,00_ACC_Accounts_Payable,Liability,0.0,0.0,0.0,0
0,2020-01,1,01_ACC_Accounts_Receivable,Asset,0.0,0.0,0.0,0
0,2020-01,2,02_ACC_COGS,Expense,0.0,0.0,0.0,0
0,2020-01,3,03_ACC_Cash,Asset,0.0,0.0,0.0,0
0,2020-01,4,04_ACC_Inventory,Asset,0.0,0.0,0.0,0
0,2020-01,5,05_ACC_Payroll_Exp,Expense,0.0,0.0,0.0,0
0,2020-01,6,06_ACC_Rent_Exp,Expense,0.0,0.0,0.0,0
0,2020-01,7,07_ACC_Sales_Revenue,Revenue,0.0,0.0,0.0,0
0,2020-01,8,08_ACC_Travel_Exp,Expense,0.0,0.0,0.0,0
0,2020-01,9,09_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
1,2020-02,0,00_ACC_Accounts_Payable,Liability,0.0,0.0,0.0,0
1,2020-02,1,01_ACC_Accounts_Receivable,Asset,0.0,0.0,0.0,0
1,2020-02,2,02_ACC_COGS,Expense,0.0,0.0,0.0,0
1,2020-02,3,03_ACC_Cash,Asset,0.0,0.0,5.4616,1
1,2020-02,4,04_ACC_Inventory,Asset,0.0,0.0,0.0,0
1,2020-02,5,05_ACC_Payroll_Exp,Expense,0.0,0.0,0.0,0
1,2020-02,6,06_ACC_Rent_Exp,Expense,0.0,0.0,0.0,0
1,2020-02,7,07_ACC_Sales_Revenue,Revenue,0.0,0.0,0.0,0
1,2020-02,8,08_ACC_Travel_Exp,Expense,0.0,0.0,0.0,0
1,2020-02,9,09_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
2,2020-03,0,00_ACC_Accounts_Payable,Liability,1.0,0.6231,0.0,0
2,2020-03,1,01_ACC_Accounts_Receivable,Asset,1.0,20.1582,0.0,1
2,2020-03,2,02_ACC_COGS,Expense,1.0,0.5426,0.0,0
2,2020-03,3,03_ACC_Cash,Asset,6.1573,6.947,0.8465,1
2,2020-03,4,04_ACC_Inventory,Asset,0.0393,0.005,0.0,0
2,2020-03,5,05_ACC_Payroll_Exp,Expense,1.0001,10.5083,0.0,1
2,2020-03,6,06_ACC_Rent_Exp,Expense,1.0001,0.3384,0.0,0
2,2020-03,7,07_ACC_Sales_Revenue,Revenue,1.0,3.1973,0.0,1
2,2020-03,8,08_ACC_Travel_Exp,Expense,1.0004,2.5045,0.0,0
2,2020-03,9,09_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
3,2020-04,0,00_ACC_Accounts_Payable,Liability,0.7071,0.5199,0.0,0
3,2020-04,1,01_ACC_Accounts_Receivable,Asset,0.7071,3.2159,0.0,1
3,2020-04,2,02_ACC_COGS,Expense,0.7071,5.6469,0.0,1
3,2020-04,3,03_ACC_Cash,Asset,2.2297,2.2033,0.4662,0
3,2020-04,4,04_ACC_Inventory,Asset,4.154,3.9414,0.0,1
3,2020-04,5,05_ACC_Payroll_Exp,Expense,0.7071,0.8205,0.0,0
3,2020-04,6,06_ACC_Rent_Exp,Expense,0.7072,1.1825,0.0,0
3,2020-04,7,07_ACC_Sales_Revenue,Revenue,0.7071,3.0293,0.0,1
3,2020-04,8,08_ACC_Travel_Exp,Expense,0.7073,0.0293,0.0,0
3,2020-04,9,09_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
4,2020-05,0,00_ACC_Accounts_Payable,Liability,8.7602,9.5388,0.0,1
4,2020-05,1,01_ACC_Accounts_Receivable,Asset,0.7799,0.7405,0.0,0
4,2020-05,2,02_ACC_COGS,Expense,1.0835,1.4468,0.0,0
4,2020-05,3,03_ACC_Cash,Asset,0.2068,0.2516,0.1235,0
4,2020-05,4,04_ACC_Inventory,Asset,0.8751,0.9417,0.0,0
4,2020-05,5,05_ACC_Payroll_Exp,Expense,1.2794,0.8654,0.0,0
4,2020-05,6,06_ACC_Rent_Exp,Expense,1.5566,3.7018,0.0,1
4,2020-05,7,07_ACC_Sales_Revenue,Revenue,0.7517,0.3172,0.0,0
4,2020-05,8,08_ACC_Travel_Exp,Expense,0.6375,0.7328,0.0,0
4,2020-05,9,09_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
5,2020-06,0,00_ACC_Accounts_Payable,Liability,1.7039,1.4922,0.0,0
5,2020-06,1,01_ACC_Accounts_Receivable,Asset,0.278,0.3134,0.0,0
5,2020-06,2,02_ACC_COGS,Expense,0.7569,0.4103,0.0,0
5,2020-06,3,03_ACC_Cash,Asset,1.4053,1.4074,0.2125,0
5,2020-06,4,04_ACC_Inventory,Asset,0.3426,0.4496,0.0,0
5,2020-06,5,05_ACC_Payroll_Exp,Expense,1.5677,0.9338,0.0,0
5,2020-06,6,06_ACC_Rent_Exp,Expense,1.1978,0.0787,0.0,0
5,2020-06,7,07_ACC_Sales_Revenue,Revenue,1.3915,1.1902,0.0,0
5,2020-06,8,08_ACC_Travel_Exp,Expense,0.1197,1.9695,0.0,0
5,2020-06,9,09_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
6,2020-07,0,00_ACC_Accounts_Payable,Liability,0.139,0.4074,0.0,0
6,2020-07,1,01_ACC_Accounts_Receivable,Asset,5.1412,3.976,0.0,1
6,2020-07,2,02_ACC_COGS,Expense,8.9803,18.0102,0.0,1
6,2020-07,3,03_ACC_Cash,Asset,3.4552,3.7583,0.1071,1
6,2020-07,4,04_ACC_Inventory,Asset,4.3596,5.4601,0.0,1
6,2020-07,5,05_ACC_Payroll_Exp,Expense,0.9557,2.4142,0.0,0
6,2020-07,6,06_ACC_Rent_Exp,Expense,0.5642,5.6621,0.0,1
6,2020-07,7,07_ACC_Sales_Revenue,Revenue,1.0324,2.5265,0.0,0
6,2020-07,8,08_ACC_Travel_Exp,Expense,6.0616,0.6753,0.0,1
6,2020-07,9,09_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
7,2020-08,0,00_ACC_Accounts_Payable,Liability,0.6863,0.7311,0.0,0
7,2020-08,1,01_ACC_Accounts_Receivable,Asset,0.8654,1.2022,0.0,0
7,2020-08,2,02_ACC_COGS,Expense,0.8198,1.7283,0.0,0
7,2020-08,3,03_ACC_Cash,Asset,1.0361,0.927,0.1283,0
7,2020-08,4,04_ACC_Inventory,Asset,3.184,3.3074,0.0,1
7,2020-08,5,05_ACC_Payroll_Exp,Expense,5.9715,0.344,0.0,1
7,2020-08,6,06_ACC_Rent_Exp,Expense,11.0622,0.6867,0.0,1
7,2020-08,7,07_ACC_Sales_Revenue,Revenue,0.2756,1.6309,0.0,0
7,2020-08,8,08_ACC_Travel_Exp,Expense,2.0602,0.2569,0.0,0
7,2020-08,9,09_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
8,2020-09,0,00_ACC_Accounts_Payable,Liability,0.9717,0.9589,0.0,0
8,2020-09,1,01_ACC_Accounts_Receivable,Asset,1.3734,1.4693,0.0,0
8,2020-09,2,02_ACC_COGS,Expense,1.3053,0.0401,0.0,0
8,2020-09,3,03_ACC_Cash,Asset,1.3457,1.3153,0.0455,0
8,2020-09,4,04_ACC_Inventory,Asset,0.3673,0.3803,0.0,0
8,2020-09,5,05_ACC_Payroll_Exp,Expense,1.5437,1.753,0.0,0
8,2020-09,6,06_ACC_Rent_Exp,Expense,2.8663,2.9991,0.0,0
8,2020-09,7,07_ACC_Sales_Revenue,Revenue,1.0531,0.0602,0.0,0
8,2020-09,8,08_ACC_Travel_Exp,Expense,2.0947,5.5789,0.0,1
8,2020-09,9,09_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
9,2020-10,0,00_ACC_Accounts_Payable,Liability,0.5314,0.4602,0.0,0
9,2020-10,1,01_ACC_Accounts_Receivable,Asset,2.5777,3.0657,0.0,1
9,2020-10,2,02_ACC_COGS,Expense,2.8798,5.0594,0.0,1
9,2020-10,3,03_ACC_Cash,Asset,3.1519,2.9521,0.004,1
9,2020-10,4,04_ACC_Inventory,Asset,1.8903,1.884,0.0,0
9,2020-10,5,05_ACC_Payroll_Exp,Expense,2.2813,1.7557,0.0,0
9,2020-10,6,06_ACC_Rent_Exp,Expense,0.004,1.0698,0.0,0
9,2020-10,7,07_ACC_Sales_Revenue,Revenue,3.0846,4.5367,0.0,1
9,2020-10,8,08_ACC_Travel_Exp,Expense,1.8944,2.1129,0.0,0
9,2020-10,9,09_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
10,2020-11,0,00_ACC_Accounts_Payable,Liability,3.0211,2.5406,0.0,1
10,2020-11,1,01_ACC_Accounts_Receivable,Asset,1.1141,0.9631,0.0,0
10,2020-11,2,02_ACC_COGS,Expense,1.4134,1.5465,0.0,0
10,2020-11,3,03_ACC_Cash,Asset,0.6966,0.7451,0.0106,0
10,2020-11,4,04_ACC_Inventory,Asset,1.1495,1.1935,0.0,0
10,2020-11,5,05_ACC_Payroll_Exp,Expense,2.3131,1.554,0.0,0
10,2020-11,6,06_ACC_Rent_Exp,Expense,0.0526,0.8523,0.0,0
10,2020-11,7,07_ACC_Sales_Revenue,Revenue,1.4843,1.6304,0.0,0
10,2020-11,8,08_ACC_Travel_Exp,Expense,2.361,3.6594,0.0,1
10,2020-11,9,09_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
11,2020-12,0,00_ACC_Accounts_Payable,Liability,11.0165,10.5092,0.0,1
11,2020-12,1,01_ACC_Accounts_Receivable,Asset,1.6672,1.6422,0.0,0
11,2020-12,2,02_ACC_COGS,Expense,0.6052,0.3412,0.0,0
11,2020-12,3,03_ACC_Cash,Asset,0.8135,0.7797,0.0461,0
11,2020-12,4,04_ACC_Inventory,Asset,0.3133,0.4928,0.0,0
11,2020-12,5,05_ACC_Payroll_Exp,Expense,1.6222,1.4735,0.0,0
11,2020-12,6,06_ACC_Rent_Exp,Expense,3.3423,2.7319,0.0,1
11,2020-12,7,07_ACC_Sales_Revenue,Revenue,0.608,0.3728,0.0,0
11,2020-12,8,08_ACC_Travel_Exp,Expense,1.4888,1.4205,0.0,0
11,2020-12,9,09_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
