t_idx,time_label,component_idx,singular_value,explained_ratio,effective_rank
0,2020-W01,0,11688.16,0.375265,4
0,2020-W01,1,11648.77,0.374001,4
0,2020-W01,2,6159.9,0.197773,4
0,2020-W01,3,1649.55,0.052961,4
0,2020-W01,4,0.0,0.0,4
1,2020-W02,0,18504.48,0.443023,4
1,2020-W02,1,10435.26,0.249834,4
1,2020-W02,2,10413.43,0.249312,4
1,2020-W02,3,2415.54,0.057831,4
1,2020-W02,4,0.0,0.0,4
2,2020-W03,0,23979.2,0.444775,4
2,2020-W03,1,14063.39,0.260853,4
2,2020-W03,2,13505.3,0.250501,4
2,2020-W03,3,2365.18,0.04387,4
2,2020-W03,4,0.0,0.0,4
3,2020-W04,0,24510.13,0.357577,4
3,2020-W04,1,20147.555326,0.293931,4
3,2020-W04,2,13090.81,0.190981,4
3,2020-W04,3,10796.58,0.157511,4
3,2020-W04,4,0.0,0.0,4
4,2020-W05,0,25700.15,0.48228,5
4,2020-W05,1,14400.14,0.270228,5
4,2020-W05,2,9588.78,0.17994,5
4,2020-W05,3,2935.72,0.055091,5
4,2020-W05,4,664.03,0.012461,5
5,2020-W06,0,27839.6,0.466952,5
5,2020-W06,1,15803.99,0.265079,5
5,2020-W06,2,10714.26,0.179709,5
5,2020-W06,3,3035.08,0.050907,5
5,2020-W06,4,2226.96,0.037353,5
6,2020-W07,0,29035.09,0.469078,5
6,2020-W07,1,15889.94,0.256711,5
6,2020-W07,2,9199.1,0.148617,5
6,2020-W07,3,5236.2,0.084594,5
6,2020-W07,4,2537.84,0.041,5
7,2020-W08,0,26896.32,0.374521,5
7,2020-W08,1,15239.27,0.212201,5
7,2020-W08,2,10609.6,0.147735,5
7,2020-W08,3,10520.076453,0.146488,5
7,2020-W08,4,8549.96,0.119055,5
8,2020-W09,0,28035.54,0.333176,5
8,2020-W09,1,19062.020389,0.226534,5
8,2020-W09,2,16286.03,0.193544,5
8,2020-W09,3,11968.65,0.142236,5
8,2020-W09,4,8794.02,0.104509,5
9,2020-W10,0,22538.825523,0.276731,5
9,2020-W10,1,22433.93,0.275443,5
9,2020-W10,2,13310.12,0.163421,5
9,2020-W10,3,12397.23,0.152213,5
9,2020-W10,4,10766.67,0.132193,5
10,2020-W11,0,27310.23,0.373912,5
10,2020-W11,1,17534.1,0.240064,5
10,2020-W11,2,15107.61,0.206842,5
10,2020-W11,3,10848.98,0.148536,5
10,2020-W11,4,2238.28,0.030645,5
11,2020-W12,0,25087.29,0.339499,5
11,2020-W12,1,21201.15,0.286909,5
11,2020-W12,2,13497.5,0.182658,5
11,2020-W12,3,12180.44,0.164834,5
11,2020-W12,4,1928.7,0.026101,5
12,2020-W13,0,21618.78,0.284921,5
12,2020-W13,1,16918.91,0.22298,5
12,2020-W13,2,15921.080961,0.209829,5
12,2020-W13,3,11950.96,0.157506,5
12,2020-W13,4,9466.61,0.124764,5
13,2020-W14,0,22207.53,0.328646,5
13,2020-W14,1,17623.89,0.260814,5
13,2020-W14,2,14467.45,0.214102,5
13,2020-W14,3,10202.83,0.15099,5
13,2020-W14,4,3071.05,0.045448,5
14,2020-W15,0,15609.82,0.247989,5
14,2020-W15,1,14864.12,0.236142,5
14,2020-W15,2,13537.792586,0.215071,5
14,2020-W15,3,12283.91,0.195151,5
14,2020-W15,4,6649.97,0.105646,5
15,2020-W16,0,24307.65,0.410652,5
15,2020-W16,1,11006.06,0.185936,5
15,2020-W16,2,9451.790013,0.159678,5
15,2020-W16,3,9129.67,0.154236,5
15,2020-W16,4,5297.69,0.089499,5
16,2020-W17,0,47443.899978,0.485731,5
16,2020-W17,1,25616.7,0.262264,5
16,2020-W17,2,10305.44,0.105507,5
16,2020-W17,3,9244.52,0.094646,5
16,2020-W17,4,5064.61,0.051852,5
17,2020-W18,0,35675.42,0.432015,5
17,2020-W18,1,21580.660021,0.261333,5
17,2020-W18,2,10592.71,0.128273,5
17,2020-W18,3,8942.81,0.108294,5
17,2020-W18,4,5787.56,0.070085,5
18,2020-W19,0,25304.36,0.474345,5
18,2020-W19,1,10725.23,0.201051,5
18,2020-W19,2,10589.43,0.198505,5
18,2020-W19,3,5690.34,0.106669,5
18,2020-W19,4,1036.56,0.019431,5
19,2020-W20,0,24401.24,0.43312,5
19,2020-W20,1,12012.73,0.213225,5
19,2020-W20,2,10839.32,0.192397,5
19,2020-W20,3,6355.15,0.112803,5
19,2020-W20,4,2729.81,0.048454,5
20,2020-W21,0,24064.606985,0.35441,5
20,2020-W21,1,15955.9,0.23499,5
20,2020-W21,2,11811.32,0.173951,5
20,2020-W21,3,10502.53,0.154676,5
20,2020-W21,4,5566.04,0.081974,5
21,2020-W22,0,24550.95,0.322561,5
21,2020-W22,1,23930.820055,0.314413,5
21,2020-W22,2,14773.43,0.1941,5
21,2020-W22,3,8586.72,0.112816,5
21,2020-W22,4,4270.73,0.056111,5
22,2020-W23,0,19490.26,0.325839,5
22,2020-W23,1,13869.13,0.231865,5
22,2020-W23,2,11165.967032,0.186673,5
22,2020-W23,3,9771.75,0.163364,5
22,2020-W23,4,5518.56,0.092259,5
23,2020-W24,0,12666.39,0.306663,5
23,2020-W24,1,10976.12,0.265741,5
23,2020-W24,2,10282.18,0.24894,5
23,2020-W24,3,5635.52,0.13644,5
23,2020-W24,4,1743.67,0.042216,5
24,2020-W25,0,14081.1,0.244401,5
