t_idx,node_idx,curvature,density
0,0,0.000000,10587.0000
0,1,0.000000,16548.0000
0,2,0.000000,16333.0000
0,3,0.000000,17475.0000
0,4,0.000000,18317.0000
0,5,0.000000,24264.0000
0,6,0.000000,22849.0000
0,7,0.000000,12070.0000
0,8,0.000000,25407.0000
0,9,0.000000,18423.0000
0,10,0.000000,17354.0000
0,11,0.000000,24305.0000
0,12,0.000000,18239.0000
0,13,0.000000,25386.0000
0,14,0.000000,26715.0000
0,15,0.000000,26383.0000
0,16,0.000000,25330.0000
0,17,0.000000,19374.0000
0,18,0.000000,27756.0000
0,19,0.000000,20053.0000
0,20,0.000000,12039.0000
0,21,0.000000,18533.0000
0,22,0.000000,19475.0000
0,23,0.000000,20496.0000
0,24,0.000000,13507.0000
1,0,0.000000,10029.0000
1,1,0.000000,15506.0000
1,2,0.000000,15461.0000
1,3,0.000000,16181.0000
1,4,0.000000,17002.0000
1,5,0.000000,22608.0000
1,6,0.000000,21549.0000
1,7,0.000000,11194.0000
1,8,0.000000,23710.0000
1,9,0.000000,17289.0000
1,10,0.000000,16289.0000
1,11,0.000000,22856.0000
1,12,0.000000,16969.0000
1,13,0.000000,23909.0000
1,14,0.000000,24915.0000
1,15,0.000000,25156.0000
1,16,0.000000,23821.0000
1,17,0.000000,18210.0000
1,18,0.000000,26192.0000
1,19,0.000000,19198.0000
1,20,0.000000,11133.0000
1,21,0.000000,17110.0000
1,22,0.000000,18244.0000
1,23,0.000000,19198.0000
1,24,0.000000,12807.0000
2,0,331.000000,10548.0000
2,1,173.000000,16557.0000
2,2,39.000000,16362.0000
2,3,745.000000,17396.0000
2,4,643.000000,18068.0000
2,5,596.000000,24366.0000
2,6,1208.000000,22957.0000
2,7,33.000000,11857.0000
2,8,121.000000,25764.0000
2,9,406.000000,18401.0000
2,10,8.000000,17378.0000
2,11,313.000000,24440.0000
2,12,642.000000,18325.0000
2,13,200.000000,25420.0000
2,14,15.000000,26584.0000
2,15,31.000000,26546.0000
2,16,249.000000,25539.0000
2,17,14.000000,19234.0000
2,18,196.000000,28068.0000
2,19,20.000000,20401.0000
2,20,24.000000,11885.0000
2,21,10.000000,18719.0000
2,22,374.000000,19657.0000
2,23,49.000000,20563.0000
2,24,278.000000,13629.0000
3,0,18.000000,10321.0000
3,1,194.000000,16070.0000
3,2,89.000000,16026.0000
3,3,362.000000,16619.0000
3,4,438.000000,17766.0000
3,5,128.000000,23132.0000
3,6,883.000000,22158.0000
3,7,53.000000,11785.0000
3,8,123.000000,24669.0000
3,9,217.000000,17946.0000
3,10,69.000000,16870.0000
3,11,251.000000,23423.0000
3,12,667.000000,17648.0000
3,13,187.000000,24666.0000
3,14,294.000000,25885.0000
3,15,7.000000,25849.0000
3,16,55.000000,24524.0000
3,17,242.000000,18880.0000
3,18,189.000000,26887.0000
3,19,13.000000,19671.0000
3,20,70.000000,11621.0000
3,21,549.000000,17877.0000
3,22,307.000000,18791.0000
3,23,224.000000,19684.0000
3,24,319.000000,13186.0000
4,0,17.000000,10423.0000
4,1,136.000000,16463.0000
4,2,7.000000,16547.0000
4,3,114.000000,17420.0000
4,4,349.000000,18261.0000
4,5,82.000000,24090.0000
4,6,315.000000,23126.0000
4,7,23.000000,12140.0000
