t_idx,src_idx,tgt_idx,weight,stress
0,0,1,2684.0000,0.0000
0,0,2,2568.0000,0.0000
0,1,0,2666.0000,0.0000
0,1,3,2773.0000,0.0000
0,1,6,2744.0000,0.0000
0,2,0,2669.0000,0.0000
0,2,6,2742.0000,0.0000
0,2,10,2855.0000,0.0000
0,3,1,2809.0000,0.0000
0,3,4,2930.0000,0.0000
0,3,5,2992.0000,0.0000
0,4,3,2983.0000,0.0000
0,4,7,3128.0000,0.0000
0,4,8,3044.0000,0.0000
0,5,3,2988.0000,0.0000
0,5,6,2845.0000,0.0000
0,5,8,3080.0000,0.0000
0,5,13,3129.0000,0.0000
0,6,1,2872.0000,0.0000
0,6,2,2749.0000,0.0000
0,6,5,2950.0000,0.0000
0,6,11,3054.0000,0.0000
0,7,4,3097.0000,0.0000
0,7,9,2896.0000,0.0000
0,8,4,3135.0000,0.0000
0,8,5,3177.0000,0.0000
0,8,9,3194.0000,0.0000
0,8,14,3266.0000,0.0000
0,9,7,2949.0000,0.0000
0,9,8,3238.0000,0.0000
0,9,17,3079.0000,0.0000
0,10,2,2750.0000,0.0000
0,10,11,2929.0000,0.0000
0,10,12,2884.0000,0.0000
0,11,6,2893.0000,0.0000
0,11,10,2946.0000,0.0000
0,11,13,3110.0000,0.0000
0,11,16,3108.0000,0.0000
0,12,10,2990.0000,0.0000
0,12,16,3106.0000,0.0000
0,12,20,3048.0000,0.0000
0,13,5,3103.0000,0.0000
0,13,11,3177.0000,0.0000
0,13,14,3222.0000,0.0000
0,13,15,3194.0000,0.0000
0,14,8,3273.0000,0.0000
0,14,13,3255.0000,0.0000
0,14,17,3452.0000,0.0000
0,14,18,3424.0000,0.0000
0,15,13,3196.0000,0.0000
0,15,16,3251.0000,0.0000
0,15,18,3353.0000,0.0000
0,15,22,3339.0000,0.0000
0,16,11,3088.0000,0.0000
0,16,12,3047.0000,0.0000
0,16,15,3238.0000,0.0000
0,16,21,3253.0000,0.0000
0,17,9,3067.0000,0.0000
0,17,14,3416.0000,0.0000
0,17,19,3201.0000,0.0000
0,18,14,3407.0000,0.0000
0,18,15,3414.0000,0.0000
0,18,19,3536.0000,0.0000
0,18,23,3645.0000,0.0000
0,19,17,3159.0000,0.0000
0,19,18,3483.0000,0.0000
0,19,24,3301.0000,0.0000
0,20,12,3164.0000,0.0000
0,20,21,2952.0000,0.0000
0,21,16,3239.0000,0.0000
0,21,20,2875.0000,0.0000
0,21,22,3093.0000,0.0000
0,22,15,3398.0000,0.0000
0,22,21,3121.0000,0.0000
0,22,23,3264.0000,0.0000
0,23,18,3494.0000,0.0000
0,23,22,3260.0000,0.0000
0,23,24,3439.0000,0.0000
0,24,19,3373.0000,0.0000
0,24,23,3394.0000,0.0000
1,0,1,2585.0000,0.0000
1,0,2,2503.0000,0.0000
1,1,0,2421.0000,0.0000
1,1,3,2628.0000,0.0000
1,1,6,2678.0000,0.0000
1,2,0,2520.0000,0.0000
1,2,6,2592.0000,0.0000
1,2,10,2643.0000,0.0000
1,3,1,2580.0000,0.0000
1,3,4,2652.0000,0.0000
1,3,5,2695.0000,0.0000
1,4,3,2795.0000,0.0000
1,4,7,2937.0000,0.0000
1,4,8,2890.0000,0.0000
1,5,3,2831.0000,0.0000
1,5,6,2806.0000,0.0000
1,5,8,2833.0000,0.0000
1,5,13,2941.0000,0.0000
1,6,1,2614.0000,0.0000
1,6,2,2637.0000,0.0000
1,6,5,2639.0000,0.0000
1,6,11,2758.0000,0.0000
1,7,4,2873.0000,0.0000
1,7,9,2722.0000,0.0000
1,8,4,2855.0000,0.0000
1,8,5,2901.0000,0.0000
1,8,9,3099.0000,0.0000
1,8,14,3044.0000,0.0000
1,9,7,2662.0000,0.0000
1,9,8,3037.0000,0.0000
1,9,17,2880.0000,0.0000
1,10,2,2566.0000,0.0000
1,10,11,2814.0000,0.0000
1,10,12,2700.0000,0.0000
1,11,6,2825.0000,0.0000
1,11,10,2763.0000,0.0000
1,11,13,2910.0000,0.0000
1,11,16,2963.0000,0.0000
1,12,10,2803.0000,0.0000
1,12,16,2911.0000,0.0000
1,12,20,2896.0000,0.0000
1,13,5,2962.0000,0.0000
1,13,11,2918.0000,0.0000
1,13,14,3077.0000,0.0000
1,13,15,3036.0000,0.0000
1,14,8,3051.0000,0.0000
1,14,13,3072.0000,0.0000
1,14,17,3166.0000,0.0000
1,14,18,3204.0000,0.0000
1,15,13,2993.0000,0.0000
1,15,16,3072.0000,0.0000
1,15,18,3283.0000,0.0000
1,15,22,3215.0000,0.0000
1,16,11,2905.0000,0.0000
1,16,12,2781.0000,0.0000
1,16,15,3126.0000,0.0000
1,16,21,3006.0000,0.0000
1,17,9,2889.0000,0.0000
1,17,14,3142.0000,0.0000
1,17,19,3089.0000,0.0000
1,18,14,3159.0000,0.0000
1,18,15,3215.0000,0.0000
1,18,19,3299.0000,0.0000
1,18,23,3369.0000,0.0000
1,19,17,3044.0000,0.0000
1,19,18,3368.0000,0.0000
1,19,24,3171.0000,0.0000
1,20,12,2878.0000,0.0000
1,20,21,2707.0000,0.0000
1,21,16,3057.0000,0.0000
1,21,20,2652.0000,0.0000
1,21,22,2883.0000,0.0000
1,22,15,3216.0000,0.0000
1,22,21,2805.0000,0.0000
1,22,23,3033.0000,0.0000
1,23,18,3295.0000,0.0000
1,23,22,3092.0000,0.0000
1,23,24,3193.0000,0.0000
1,24,19,3227.0000,0.0000
1,24,23,3216.0000,0.0000
2,0,1,2634.0000,0.0101
2,0,2,2663.0000,3.9231
2,1,0,2622.0000,0.6408
2,1,3,2815.0000,1.5793
2,1,6,2794.0000,2.5152
2,2,0,2629.0000,0.4631
2,2,6,2704.0000,0.4933
2,2,10,2817.0000,0.6415
2,3,1,2856.0000,1.4105
2,3,4,2913.0000,0.8777
2,3,5,2981.0000,0.9259
2,4,3,2818.0000,0.7553
2,4,7,2997.0000,0.3717
2,4,8,3143.0000,2.2857
2,5,3,3013.0000,1.3185
2,5,6,2847.0000,1.1026
