t_idx,node_idx,node_kl_drift,node_univariate_z_score,micro_anomaly_flag
0,0,0.0000,0.0000,0
0,1,0.0000,0.0000,0
0,2,0.0000,0.0000,0
0,3,0.0000,0.0000,0
0,4,0.0000,0.0000,0
0,5,0.0000,0.0000,0
0,6,0.0000,0.0000,0
0,7,0.0000,0.0000,0
0,8,0.0000,0.0000,0
0,9,0.0000,0.0000,0
0,10,0.0000,0.0000,0
0,11,0.0000,0.0000,0
0,12,0.0000,0.0000,0
0,13,0.0000,0.0000,0
0,14,0.0000,0.0000,0
0,15,0.0000,0.0000,0
0,16,0.0000,0.0000,0
0,17,0.0000,0.0000,0
0,18,0.0000,0.0000,0
0,19,0.0000,0.0000,0
0,20,0.0000,0.0000,0
0,21,0.0000,0.0000,0
0,22,0.0000,0.0000,0
0,23,0.0000,0.0000,0
0,24,0.0000,0.0000,0
1,0,0.0000,0.0000,0
1,1,0.0004,0.0000,0
1,2,0.0000,0.0000,0
1,3,0.0000,0.0000,0
1,4,0.0000,0.0000,0
1,5,0.0003,0.0000,0
1,6,0.0004,0.0000,0
1,7,0.0000,0.0000,0
1,8,0.0003,0.0000,0
1,9,0.0001,0.0000,0
1,10,0.0001,0.0000,0
1,11,0.0001,0.0000,0
1,12,0.0000,0.0000,0
1,13,0.0001,0.0000,0
1,14,0.0001,0.0000,0
1,15,0.0001,0.0000,0
1,16,0.0002,0.0000,0
1,17,0.0002,0.0000,0
1,18,0.0000,0.0000,0
1,19,0.0000,0.0000,0
1,20,0.0000,0.0000,0
1,21,0.0000,0.0000,0
1,22,0.0002,0.0000,0
1,23,0.0000,0.0000,0
1,24,0.0000,0.0000,0
2,0,0.0003,0.1217,0
2,1,0.0000,0.3385,0
2,2,0.0000,2.4800,0
2,3,0.0000,1.7452,0
2,4,0.0007,2.1647,0
2,5,0.0003,0.0254,0
2,6,0.0001,0.6942,0
2,7,0.0000,2.1750,0
2,8,0.0001,7.9388,1
2,9,0.0001,0.3833,0
2,10,0.0004,3.1616,1
2,11,0.0001,0.5642,0
2,12,0.0001,3.3564,1
2,13,0.0002,2.6338,0
2,14,0.0002,4.3636,1
2,15,0.0001,3.8267,1
2,16,0.0008,1.6542,0
2,17,0.0001,2.2222,0
2,18,0.0001,1.8989,0
2,19,0.0001,3.2963,1
2,20,0.0000,2.6923,0
2,21,0.0000,3.1036,1
2,22,0.0001,0.2952,0
2,23,0.0001,4.3611,1
2,24,0.0000,7.6923,1
3,0,0.0003,0.7826,0
3,1,0.0000,3.0636,1
3,2,0.0002,1.3651,0
3,3,0.0002,1.3829,0
3,4,0.0001,0.8338,0
3,5,0.0005,0.4807,0
3,6,0.0002,0.6177,0
3,7,0.0001,0.9918,0
3,8,0.0002,1.8825,0
3,9,0.0000,0.2026,0
3,10,0.0001,1.6920,0
3,11,0.0001,2.2052,0
3,12,0.0002,0.0056,0
3,13,0.0001,0.0821,0
3,14,0.0001,9.2422,1
3,15,0.0002,2.8102,0
3,16,0.0001,2.4171,0
3,17,0.0000,8.0868,1
3,18,0.0000,0.9104,0
3,19,0.0000,2.4504,0
3,20,0.0000,1.7161,0
3,21,0.0002,0.9051,0
3,22,0.0001,1.4644,0
3,23,0.0000,0.0209,0
3,24,0.0000,0.4174,0
4,0,0.0000,1.3851,0
4,1,0.0001,1.6254,0
4,2,0.0002,1.2351,0
4,3,0.0002,0.7502,0
4,4,0.0000,1.9078,0
4,5,0.0002,0.3490,0
4,6,0.0003,0.5648,0
4,7,0.0002,0.1973,0
4,8,0.0001,2.7999,0
4,9,0.0004,2.8992,0
4,10,0.0004,1.0663,0
4,11,0.0002,1.4376,0
4,12,0.0006,0.6887,0
4,13,0.0001,0.6069,0
4,14,0.0000,0.0777,0
4,15,0.0001,0.7890,0
4,16,0.0003,1.0663,0
4,17,0.0001,2.2612,0
4,18,0.0001,0.5031,0
4,19,0.0001,0.0478,0
4,20,0.0000,0.3462,0
4,21,0.0000,0.0309,0
4,22,0.0001,0.0570,0
4,23,0.0000,2.1930,0
4,24,0.0000,0.0146,0
5,0,0.0000,1.6504,0
5,1,0.0000,0.2175,0
5,2,0.0002,0.6179,0
5,3,0.0001,0.3430,0
5,4,0.0000,1.3873,0
5,5,0.0002,0.2698,0
5,6,0.0000,0.0383,0
5,7,0.0002,0.5054,0
5,8,0.0000,0.4188,0
5,9,0.0002,0.9646,0
5,10,0.0001,2.1849,0
5,11,0.0002,0.7378,0
5,12,0.0002,0.7492,0
5,13,0.0001,3.4170,1
5,14,0.0001,0.3901,0
5,15,0.0001,0.4848,0
5,16,0.0000,0.7625,0
5,17,0.0000,0.5561,0
5,18,0.0000,0.3434,0
5,19,0.0000,0.9313,0
5,20,0.0000,0.4952,0
5,21,0.0002,0.4815,0
5,22,0.0000,1.4023,0
5,23,0.0003,2.1758,0
5,24,0.0002,1.1900,0
6,0,0.0000,0.0822,0
6,1,0.0000,1.4494,0
6,2,0.0001,0.7879,0
6,3,0.0006,0.2621,0
6,4,0.0000,0.6399,0
6,5,0.0001,1.0479,0
6,6,0.0002,0.6528,0
6,7,0.0000,1.8821,0
6,8,0.0000,1.0608,0
6,9,0.0000,2.0224,0
6,10,0.0000,1.5634,0
6,11,0.0000,0.7420,0
6,12,0.0000,0.0216,0
6,13,0.0002,1.6768,0
6,14,0.0002,1.0671,0
6,15,0.0000,0.3627,0
6,16,0.0001,0.0429,0
6,17,0.0001,0.2256,0
6,18,0.0002,0.5603,0
6,19,0.0000,0.7852,0
6,20,0.0000,0.5402,0
6,21,0.0000,0.0143,0
6,22,0.0001,0.5950,0
6,23,0.0001,0.6951,0
6,24,0.0000,0.7237,0
7,0,0.0002,0.8562,0
7,1,0.0001,2.6457,0
