t_idx,time_label,node_idx,node_label,account_category,ik_suggested_delta,ik_strain_energy
0,2024-01-01 10:00:00,0,00_Motor_Cortex,Unknown,376.4969,126711.769
0,2024-01-01 10:00:00,1,01_Parietal_Lobe,Unknown,166.7896,126711.769
0,2024-01-01 10:00:00,2,02_Prefrontal_Cortex,Unknown,168.1338,126711.769
0,2024-01-01 10:00:00,3,03_Temporal_Lobe,Unknown,166.1032,126711.769
0,2024-01-01 10:00:00,4,04_Visual_Cortex,Unknown,167.3189,126711.769
1,2024-01-01 10:00:10,0,00_Motor_Cortex,Unknown,373.8669,125511.9341
1,2024-01-01 10:00:10,1,01_Parietal_Lobe,Unknown,166.7143,125511.9341
1,2024-01-01 10:00:10,2,02_Prefrontal_Cortex,Unknown,167.4059,125511.9341
1,2024-01-01 10:00:10,3,03_Temporal_Lobe,Unknown,166.801,125511.9341
1,2024-01-01 10:00:10,4,04_Visual_Cortex,Unknown,166.1519,125511.9341
2,2024-01-01 10:00:20,0,00_Motor_Cortex,Unknown,1210.4628,402.3049
2,2024-01-01 10:00:20,1,01_Parietal_Lobe,Unknown,-339.9331,402.3049
2,2024-01-01 10:00:20,2,02_Prefrontal_Cortex,Unknown,-1763.5297,402.3049
2,2024-01-01 10:00:20,3,03_Temporal_Lobe,Unknown,2911.7341,402.3049
2,2024-01-01 10:00:20,4,04_Visual_Cortex,Unknown,-2023.8405,402.3049
3,2024-01-01 10:00:30,0,00_Motor_Cortex,Unknown,1210.5325,397.042
3,2024-01-01 10:00:30,1,01_Parietal_Lobe,Unknown,-1000.5625,397.042
3,2024-01-01 10:00:30,2,02_Prefrontal_Cortex,Unknown,-275.9909,397.042
3,2024-01-01 10:00:30,3,03_Temporal_Lobe,Unknown,60.2331,397.042
3,2024-01-01 10:00:30,4,04_Visual_Cortex,Unknown,6.0136,397.042
4,2024-01-01 10:00:40,0,00_Motor_Cortex,Unknown,1215.6957,442.7198
4,2024-01-01 10:00:40,1,01_Parietal_Lobe,Unknown,-1056.8777,442.7198
4,2024-01-01 10:00:40,2,02_Prefrontal_Cortex,Unknown,22.5261,442.7198
4,2024-01-01 10:00:40,3,03_Temporal_Lobe,Unknown,54.5243,442.7198
4,2024-01-01 10:00:40,4,04_Visual_Cortex,Unknown,-235.6962,442.7198
5,2024-01-01 10:00:50,0,00_Motor_Cortex,Unknown,1216.3147,1251.7412
5,2024-01-01 10:00:50,1,01_Parietal_Lobe,Unknown,-894.8792,1251.7412
5,2024-01-01 10:00:50,2,02_Prefrontal_Cortex,Unknown,-343.8549,1251.7412
5,2024-01-01 10:00:50,3,03_Temporal_Lobe,Unknown,-161.7911,1251.7412
5,2024-01-01 10:00:50,4,04_Visual_Cortex,Unknown,184.176,1251.7412
6,2024-01-01 10:01:00,0,00_Motor_Cortex,Unknown,1214.669,872.8809
6,2024-01-01 10:01:00,1,01_Parietal_Lobe,Unknown,-684.5916,872.8809
6,2024-01-01 10:01:00,2,02_Prefrontal_Cortex,Unknown,-96.0683,872.8809
6,2024-01-01 10:01:00,3,03_Temporal_Lobe,Unknown,-52.1339,872.8809
6,2024-01-01 10:01:00,4,04_Visual_Cortex,Unknown,-381.8879,872.8809
7,2024-01-01 10:01:10,0,00_Motor_Cortex,Unknown,1214.9429,597.8679
7,2024-01-01 10:01:10,1,01_Parietal_Lobe,Unknown,-498.1217,597.8679
7,2024-01-01 10:01:10,2,02_Prefrontal_Cortex,Unknown,-90.2094,597.8679
7,2024-01-01 10:01:10,3,03_Temporal_Lobe,Unknown,-144.0317,597.8679
7,2024-01-01 10:01:10,4,04_Visual_Cortex,Unknown,-482.7623,597.8679
8,2024-01-01 10:01:20,0,00_Motor_Cortex,Unknown,1211.5872,579.4081
8,2024-01-01 10:01:20,1,01_Parietal_Lobe,Unknown,-262.5852,579.4081
8,2024-01-01 10:01:20,2,02_Prefrontal_Cortex,Unknown,-106.4797,579.4081
8,2024-01-01 10:01:20,3,03_Temporal_Lobe,Unknown,-244.9426,579.4081
8,2024-01-01 10:01:20,4,04_Visual_Cortex,Unknown,-597.681,579.4081
9,2024-01-01 10:01:30,0,00_Motor_Cortex,Unknown,1212.9055,637.7068
9,2024-01-01 10:01:30,1,01_Parietal_Lobe,Unknown,-313.8603,637.7068
9,2024-01-01 10:01:30,2,02_Prefrontal_Cortex,Unknown,-131.9325,637.7068
9,2024-01-01 10:01:30,3,03_Temporal_Lobe,Unknown,-203.0791,637.7068
9,2024-01-01 10:01:30,4,04_Visual_Cortex,Unknown,-564.0114,637.7068
10,2024-01-01 10:01:40,0,00_Motor_Cortex,Unknown,1214.4399,670.4007
10,2024-01-01 10:01:40,1,01_Parietal_Lobe,Unknown,-317.8783,670.4007
10,2024-01-01 10:01:40,2,02_Prefrontal_Cortex,Unknown,-147.7503,670.4007
10,2024-01-01 10:01:40,3,03_Temporal_Lobe,Unknown,-197.9804,670.4007
10,2024-01-01 10:01:40,4,04_Visual_Cortex,Unknown,-550.846,670.4007
11,2024-01-01 10:01:50,0,00_Motor_Cortex,Unknown,1215.6859,734.2976
11,2024-01-01 10:01:50,1,01_Parietal_Lobe,Unknown,-335.8821,734.2976
11,2024-01-01 10:01:50,2,02_Prefrontal_Cortex,Unknown,-140.4341,734.2976
11,2024-01-01 10:01:50,3,03_Temporal_Lobe,Unknown,-168.0433,734.2976
11,2024-01-01 10:01:50,4,04_Visual_Cortex,Unknown,-571.3038,734.2976
12,2024-01-01 10:02:00,0,00_Motor_Cortex,Unknown,1212.2958,511.6508
12,2024-01-01 10:02:00,1,01_Parietal_Lobe,Unknown,-283.7995,511.6508
12,2024-01-01 10:02:00,2,02_Prefrontal_Cortex,Unknown,-347.1991,511.6508
12,2024-01-01 10:02:00,3,03_Temporal_Lobe,Unknown,-272.6855,511.6508
