src_idx,src_label,tgt_idx,tgt_label,optimal_lag,max_correlation
0,00_Motor_Cortex,0,00_Motor_Cortex,0,1.0
0,00_Motor_Cortex,1,01_Parietal_Lobe,57,0.9999
0,00_Motor_Cortex,2,02_Prefrontal_Cortex,58,1.0
0,00_Motor_Cortex,3,03_Temporal_Lobe,58,1.0
0,00_Motor_Cortex,4,04_Visual_Cortex,58,1.0
1,01_Parietal_Lobe,0,00_Motor_Cortex,58,1.0
1,01_Parietal_Lobe,1,01_Parietal_Lobe,58,1.0
1,01_Parietal_Lobe,2,02_Prefrontal_Cortex,0,0.9805
1,01_Parietal_Lobe,3,03_Temporal_Lobe,0,0.982
1,01_Parietal_Lobe,4,04_Visual_Cortex,0,0.9807
2,02_Prefrontal_Cortex,0,00_Motor_Cortex,58,1.0
2,02_Prefrontal_Cortex,1,01_Parietal_Lobe,58,1.0
2,02_Prefrontal_Cortex,2,02_Prefrontal_Cortex,0,1.0
2,02_Prefrontal_Cortex,3,03_Temporal_Lobe,0,0.9736
2,02_Prefrontal_Cortex,4,04_Visual_Cortex,0,0.971
3,03_Temporal_Lobe,0,00_Motor_Cortex,53,0.7087
3,03_Temporal_Lobe,1,01_Parietal_Lobe,0,0.982
3,03_Temporal_Lobe,2,02_Prefrontal_Cortex,58,1.0
3,03_Temporal_Lobe,3,03_Temporal_Lobe,0,1.0
3,03_Temporal_Lobe,4,04_Visual_Cortex,58,1.0
4,04_Visual_Cortex,0,00_Motor_Cortex,58,1.0
4,04_Visual_Cortex,1,01_Parietal_Lobe,58,1.0
4,04_Visual_Cortex,2,02_Prefrontal_Cortex,0,0.971
4,04_Visual_Cortex,3,03_Temporal_Lobe,0,0.9795
4,04_Visual_Cortex,4,04_Visual_Cortex,0,1.0
