Entry_ID,Trans_Date,Account_Name,Dept_Name,Debit,Credit,Memo,Amount
E_000001,2020-01-01,ACC_Accounts_Receivable,DPT_Admin,756.96,0.0,Sales_Record_DR,756.96
E_000001,2020-01-01,ACC_Sales_Revenue,DPT_Sales,0.0,756.96,Sales_Record_CR,756.96
E_000002,2020-01-01,ACC_Inventory,DPT_Ops,0.0,447.99,COGS_Record_CR,447.99
E_000002,2020-01-01,ACC_COGS,DPT_Ops,447.99,0.0,COGS_Record_DR,447.99
E_000003,2020-01-01,ACC_Sales_Revenue,DPT_Sales,0.0,1036.59,Sales_Record_CR,1036.59
E_000003,2020-01-01,ACC_Accounts_Receivable,DPT_Admin,1036.59,0.0,Sales_Record_DR,1036.59
E_000004,2020-01-01,ACC_COGS,DPT_Ops,645.24,0.0,COGS_Record_DR,645.24
E_000004,2020-01-01,ACC_Inventory,DPT_Ops,0.0,645.24,COGS_Record_CR,645.24
E_000005,2020-01-01,ACC_Accounts_Receivable,DPT_Admin,1471.19,0.0,Sales_Record_DR,1471.19
E_000005,2020-01-01,ACC_Sales_Revenue,DPT_Sales,0.0,1471.19,Sales_Record_CR,1471.19
E_000006,2020-01-01,ACC_Inventory,DPT_Ops,0.0,686.99,COGS_Record_CR,686.99
E_000006,2020-01-01,ACC_COGS,DPT_Ops,686.99,0.0,COGS_Record_DR,686.99
E_000007,2020-01-01,ACC_Accounts_Payable,DPT_Admin,0.0,7765.85,Inventory_Purchase_CR,7765.85
E_000007,2020-01-01,ACC_Inventory,DPT_Ops,7765.85,0.0,Inventory_Purchase_DR,7765.85
E_000008,2020-01-02,ACC_Accounts_Receivable,DPT_Admin,1504.62,0.0,Sales_Record_DR,1504.62
E_000008,2020-01-02,ACC_Sales_Revenue,DPT_Sales,0.0,1504.62,Sales_Record_CR,1504.62
E_000009,2020-01-02,ACC_Inventory,DPT_Ops,0.0,1004.57,COGS_Record_CR,1004.57
E_000009,2020-01-02,ACC_COGS,DPT_Ops,1004.57,0.0,COGS_Record_DR,1004.57
E_000010,2020-01-02,ACC_Accounts_Receivable,DPT_Admin,1087.44,0.0,Sales_Record_DR,1087.44
E_000010,2020-01-02,ACC_Sales_Revenue,DPT_Sales,0.0,1087.44,Sales_Record_CR,1087.44
E_000011,2020-01-02,ACC_Inventory,DPT_Ops,0.0,627.62,COGS_Record_CR,627.62
E_000011,2020-01-02,ACC_COGS,DPT_Ops,627.62,0.0,COGS_Record_DR,627.62
E_000012,2020-01-02,ACC_Sales_Revenue,DPT_Sales,0.0,663.03,Sales_Record_CR,663.03
E_000012,2020-01-02,ACC_Accounts_Receivable,DPT_Admin,663.03,0.0,Sales_Record_DR,663.03
E_000013,2020-01-02,ACC_COGS,DPT_Ops,271.14,0.0,COGS_Record_DR,271.14
E_000013,2020-01-02,ACC_Inventory,DPT_Ops,0.0,271.14,COGS_Record_CR,271.14
E_000014,2020-01-02,ACC_Cash,DPT_Admin,0.0,734.36,Travel_Reimburse_CR,734.36
E_000014,2020-01-02,ACC_Travel_Exp,DPT_Sales,734.36,0.0,Travel_Reimburse_DR,734.36
E_000015,2020-01-03,ACC_Sales_Revenue,DPT_Sales,0.0,664.64,Sales_Record_CR,664.64
E_000015,2020-01-03,ACC_Accounts_Receivable,DPT_Admin,664.64,0.0,Sales_Record_DR,664.64
E_000016,2020-01-03,ACC_COGS,DPT_Ops,377.76,0.0,COGS_Record_DR,377.76
E_000016,2020-01-03,ACC_Inventory,DPT_Ops,0.0,377.76,COGS_Record_CR,377.76
E_000017,2020-01-03,ACC_Sales_Revenue,DPT_Sales,0.0,664.03,Sales_Record_CR,664.03
E_000017,2020-01-03,ACC_Accounts_Receivable,DPT_Admin,664.03,0.0,Sales_Record_DR,664.03
E_000018,2020-01-03,ACC_COGS,DPT_Ops,395.07,0.0,COGS_Record_DR,395.07
E_000018,2020-01-03,ACC_Inventory,DPT_Ops,0.0,395.07,COGS_Record_CR,395.07
E_000019,2020-01-03,ACC_Sales_Revenue,DPT_Sales,0.0,881.3,Sales_Record_CR,881.3
E_000019,2020-01-03,ACC_Accounts_Receivable,DPT_Admin,881.3,0.0,Sales_Record_DR,881.3
E_000020,2020-01-03,ACC_Inventory,DPT_Ops,0.0,463.44,COGS_Record_CR,463.44
E_000020,2020-01-03,ACC_COGS,DPT_Ops,463.44,0.0,COGS_Record_DR,463.44
E_000021,2020-01-04,ACC_Sales_Revenue,DPT_Sales,0.0,401.27,Sales_Record_CR,401.27
E_000021,2020-01-04,ACC_Accounts_Receivable,DPT_Admin,401.27,0.0,Sales_Record_DR,401.27
E_000022,2020-01-04,ACC_COGS,DPT_Ops,257.95,0.0,COGS_Record_DR,257.95
E_000022,2020-01-04,ACC_Inventory,DPT_Ops,0.0,257.95,COGS_Record_CR,257.95
E_000023,2020-01-04,ACC_Sales_Revenue,DPT_Sales,0.0,638.87,Sales_Record_CR,638.87
E_000023,2020-01-04,ACC_Accounts_Receivable,DPT_Admin,638.87,0.0,Sales_Record_DR,638.87
E_000024,2020-01-04,ACC_COGS,DPT_Ops,400.98,0.0,COGS_Record_DR,400.98
E_000024,2020-01-04,ACC_Inventory,DPT_Ops,0.0,400.98,COGS_Record_CR,400.98
E_000025,2020-01-05,ACC_Sales_Revenue,DPT_Sales,0.0,907.15,Sales_Record_CR,907.15
E_000025,2020-01-05,ACC_Accounts_Receivable,DPT_Admin,907.15,0.0,Sales_Record_DR,907.15
E_000026,2020-01-05,ACC_COGS,DPT_Ops,455.46,0.0,COGS_Record_DR,455.46
E_000026,2020-01-05,ACC_Inventory,DPT_Ops,0.0,455.46,COGS_Record_CR,455.46
E_000027,2020-01-05,ACC_Sales_Revenue,DPT_Sales,0.0,556.35,Sales_Record_CR,556.35
E_000027,2020-01-05,ACC_Accounts_Receivable,DPT_Admin,556.35,0.0,Sales_Record_DR,556.35
E_000028,2020-01-05,ACC_COGS,DPT_Ops,258.48,0.0,COGS_Record_DR,258.48
E_000028,2020-01-05,ACC_Inventory,DPT_Ops,0.0,258.48,COGS_Record_CR,258.48
E_000029,2020-01-05,ACC_Sales_Revenue,DPT_Sales,0.0,454.72,Sales_Record_CR,454.72
E_000029,2020-01-05,ACC_Accounts_Receivable,DPT_Admin,454.72,0.0,Sales_Record_DR,454.72
E_000030,2020-01-05,ACC_COGS,DPT_Ops,227.81,0.0,COGS_Record_DR,227.81
E_000030,2020-01-05,ACC_Inventory,DPT_Ops,0.0,227.81,COGS_Record_CR,227.81
E_000031,2020-01-05,ACC_Cash,DPT_Admin,0.0,450.01,Travel_Reimburse_CR,450.01
E_000031,2020-01-05,ACC_Travel_Exp,DPT_Sales,450.01,0.0,Travel_Reimburse_DR,450.01
E_000032,2020-01-06,ACC_Accounts_Receivable,DPT_Admin,730.92,0.0,Sales_Record_DR,730.92
E_000032,2020-01-06,ACC_Sales_Revenue,DPT_Sales,0.0,730.92,Sales_Record_CR,730.92
E_000033,2020-01-06,ACC_COGS,DPT_Ops,367.79,0.0,COGS_Record_DR,367.79
E_000033,2020-01-06,ACC_Inventory,DPT_Ops,0.0,367.79,COGS_Record_CR,367.79
E_000034,2020-01-06,ACC_Sales_Revenue,DPT_Sales,0.0,821.9,Sales_Record_CR,821.9
E_000034,2020-01-06,ACC_Accounts_Receivable,DPT_Admin,821.9,0.0,Sales_Record_DR,821.9
E_000035,2020-01-06,ACC_COGS,DPT_Ops,527.78,0.0,COGS_Record_DR,527.78
E_000035,2020-01-06,ACC_Inventory,DPT_Ops,0.0,527.78,COGS_Record_CR,527.78
E_000036,2020-01-06,ACC_Accounts_Receivable,DPT_Admin,452.47,0.0,Sales_Record_DR,452.47
E_000036,2020-01-06,ACC_Sales_Revenue,DPT_Sales,0.0,452.47,Sales_Record_CR,452.47
E_000037,2020-01-06,ACC_COGS,DPT_Ops,243.35,0.0,COGS_Record_DR,243.35
E_000037,2020-01-06,ACC_Inventory,DPT_Ops,0.0,243.35,COGS_Record_CR,243.35
E_000038,2020-01-06,ACC_Sales_Revenue,DPT_Sales,0.0,643.46,Sales_Record_CR,643.46
E_000038,2020-01-06,ACC_Accounts_Receivable,DPT_Admin,643.46,0.0,Sales_Record_DR,643.46
E_000039,2020-01-06,ACC_Inventory,DPT_Ops,0.0,445.23,COGS_Record_CR,445.23
E_000039,2020-01-06,ACC_COGS,DPT_Ops,445.23,0.0,COGS_Record_DR,445.23
E_000040,2020-01-06,ACC_Travel_Exp,DPT_Sales,373.02,0.0,Travel_Reimburse_DR,373.02
E_000040,2020-01-06,ACC_Cash,DPT_Admin,0.0,373.02,Travel_Reimburse_CR,373.02
E_000041,2020-01-07,ACC_Sales_Revenue,DPT_Sales,0.0,504.83,Sales_Record_CR,504.83
E_000041,2020-01-07,ACC_Accounts_Receivable,DPT_Admin,504.83,0.0,Sales_Record_DR,504.83
E_000042,2020-01-07,ACC_Inventory,DPT_Ops,0.0,297.14,COGS_Record_CR,297.14
E_000042,2020-01-07,ACC_COGS,DPT_Ops,297.14,0.0,COGS_Record_DR,297.14
E_000043,2020-01-07,ACC_Accounts_Receivable,DPT_Admin,929.73,0.0,Sales_Record_DR,929.73
E_000043,2020-01-07,ACC_Sales_Revenue,DPT_Sales,0.0,929.73,Sales_Record_CR,929.73
E_000044,2020-01-07,ACC_Inventory,DPT_Ops,0.0,612.24,COGS_Record_CR,612.24
E_000044,2020-01-07,ACC_COGS,DPT_Ops,612.24,0.0,COGS_Record_DR,612.24
E_000045,2020-01-07,ACC_Sales_Revenue,DPT_Sales,0.0,629.14,Sales_Record_CR,629.14
E_000045,2020-01-07,ACC_Accounts_Receivable,DPT_Admin,629.14,0.0,Sales_Record_DR,629.14
E_000046,2020-01-07,ACC_COGS,DPT_Ops,287.95,0.0,COGS_Record_DR,287.95
E_000046,2020-01-07,ACC_Inventory,DPT_Ops,0.0,287.95,COGS_Record_CR,287.95
E_000047,2020-01-07,ACC_Travel_Exp,DPT_Sales,296.64,0.0,Travel_Reimburse_DR,296.64
E_000047,2020-01-07,ACC_Cash,DPT_Admin,0.0,296.64,Travel_Reimburse_CR,296.64
E_000048,2020-01-08,ACC_Sales_Revenue,DPT_Sales,0.0,628.87,Sales_Record_CR,628.87
E_000048,2020-01-08,ACC_Accounts_Receivable,DPT_Admin,628.87,0.0,Sales_Record_DR,628.87
E_000049,2020-01-08,ACC_Inventory,DPT_Ops,0.0,306.15,COGS_Record_CR,306.15
E_000049,2020-01-08,ACC_COGS,DPT_Ops,306.15,0.0,COGS_Record_DR,306.15
E_000050,2020-01-08,ACC_Accounts_Receivable,DPT_Admin,1678.28,0.0,Sales_Record_DR,1678.28
E_000050,2020-01-08,ACC_Sales_Revenue,DPT_Sales,0.0,1678.28,Sales_Record_CR,1678.28
E_000051,2020-01-08,ACC_COGS,DPT_Ops,1101.95,0.0,COGS_Record_DR,1101.95
E_000051,2020-01-08,ACC_Inventory,DPT_Ops,0.0,1101.95,COGS_Record_CR,1101.95
E_000052,2020-01-08,ACC_Sales_Revenue,DPT_Sales,0.0,795.69,Sales_Record_CR,795.69
E_000052,2020-01-08,ACC_Accounts_Receivable,DPT_Admin,795.69,0.0,Sales_Record_DR,795.69
E_000053,2020-01-08,ACC_Inventory,DPT_Ops,0.0,342.39,COGS_Record_CR,342.39
E_000053,2020-01-08,ACC_COGS,DPT_Ops,342.39,0.0,COGS_Record_DR,342.39
E_000054,2020-01-08,ACC_Inventory,DPT_Ops,6942.29,0.0,Inventory_Purchase_DR,6942.29
E_000054,2020-01-08,ACC_Accounts_Payable,DPT_Admin,0.0,6942.29,Inventory_Purchase_CR,6942.29
E_000055,2020-01-09,ACC_Accounts_Receivable,DPT_Admin,490.92,0.0,Sales_Record_DR,490.92
E_000055,2020-01-09,ACC_Sales_Revenue,DPT_Sales,0.0,490.92,Sales_Record_CR,490.92
E_000056,2020-01-09,ACC_Inventory,DPT_Ops,0.0,250.1,COGS_Record_CR,250.1
E_000056,2020-01-09,ACC_COGS,DPT_Ops,250.1,0.0,COGS_Record_DR,250.1
E_000057,2020-01-09,ACC_Accounts_Receivable,DPT_Admin,869.71,0.0,Sales_Record_DR,869.71
E_000057,2020-01-09,ACC_Sales_Revenue,DPT_Sales,0.0,869.71,Sales_Record_CR,869.71
E_000058,2020-01-09,ACC_Inventory,DPT_Ops,0.0,440.58,COGS_Record_CR,440.58
E_000058,2020-01-09,ACC_COGS,DPT_Ops,440.58,0.0,COGS_Record_DR,440.58
E_000059,2020-01-09,ACC_Sales_Revenue,DPT_Sales,0.0,365.31,Sales_Record_CR,365.31
E_000059,2020-01-09,ACC_Accounts_Receivable,DPT_Admin,365.31,0.0,Sales_Record_DR,365.31
E_000060,2020-01-09,ACC_COGS,DPT_Ops,175.38,0.0,COGS_Record_DR,175.38
E_000060,2020-01-09,ACC_Inventory,DPT_Ops,0.0,175.38,COGS_Record_CR,175.38
E_000061,2020-01-09,ACC_Sales_Revenue,DPT_Sales,0.0,470.28,Sales_Record_CR,470.28
E_000061,2020-01-09,ACC_Accounts_Receivable,DPT_Admin,470.28,0.0,Sales_Record_DR,470.28
E_000062,2020-01-09,ACC_COGS,DPT_Ops,284.55,0.0,COGS_Record_DR,284.55
E_000062,2020-01-09,ACC_Inventory,DPT_Ops,0.0,284.55,COGS_Record_CR,284.55
E_000063,2020-01-10,ACC_Sales_Revenue,DPT_Sales,0.0,1074.92,Sales_Record_CR,1074.92
E_000063,2020-01-10,ACC_Accounts_Receivable,DPT_Admin,1074.92,0.0,Sales_Record_DR,1074.92
E_000064,2020-01-10,ACC_Inventory,DPT_Ops,0.0,485.15,COGS_Record_CR,485.15
E_000064,2020-01-10,ACC_COGS,DPT_Ops,485.15,0.0,COGS_Record_DR,485.15
E_000065,2020-01-10,ACC_Accounts_Receivable,DPT_Admin,856.76,0.0,Sales_Record_DR,856.76
E_000065,2020-01-10,ACC_Sales_Revenue,DPT_Sales,0.0,856.76,Sales_Record_CR,856.76
E_000066,2020-01-10,ACC_COGS,DPT_Ops,405.63,0.0,COGS_Record_DR,405.63
E_000066,2020-01-10,ACC_Inventory,DPT_Ops,0.0,405.63,COGS_Record_CR,405.63
E_000067,2020-01-10,ACC_Sales_Revenue,DPT_Sales,0.0,763.84,Sales_Record_CR,763.84
E_000067,2020-01-10,ACC_Accounts_Receivable,DPT_Admin,763.84,0.0,Sales_Record_DR,763.84
E_000068,2020-01-10,ACC_COGS,DPT_Ops,392.49,0.0,COGS_Record_DR,392.49
E_000068,2020-01-10,ACC_Inventory,DPT_Ops,0.0,392.49,COGS_Record_CR,392.49
E_000069,2020-01-10,ACC_Accounts_Receivable,DPT_Admin,709.22,0.0,Sales_Record_DR,709.22
E_000069,2020-01-10,ACC_Sales_Revenue,DPT_Sales,0.0,709.22,Sales_Record_CR,709.22
E_000070,2020-01-10,ACC_Inventory,DPT_Ops,0.0,419.86,COGS_Record_CR,419.86
E_000070,2020-01-10,ACC_COGS,DPT_Ops,419.86,0.0,COGS_Record_DR,419.86
E_000071,2020-01-10,ACC_Cash,DPT_Admin,0.0,409.41,Travel_Reimburse_CR,409.41
E_000071,2020-01-10,ACC_Travel_Exp,DPT_Sales,409.41,0.0,Travel_Reimburse_DR,409.41
E_000072,2020-01-11,ACC_Sales_Revenue,DPT_Sales,0.0,599.85,Sales_Record_CR,599.85
E_000072,2020-01-11,ACC_Accounts_Receivable,DPT_Admin,599.85,0.0,Sales_Record_DR,599.85
