t_idx,node_idx,node_kl_drift,node_univariate_z_score,micro_anomaly_flag
0,0,0.0000,0.0000,0
0,1,0.0000,0.0000,0
0,2,0.0000,0.0000,0
0,3,0.0000,0.0000,0
0,4,0.0000,0.0000,0
0,5,0.0000,0.0000,0
0,6,0.0000,0.0000,0
0,7,0.0000,0.0000,0
0,8,0.0000,0.0000,0
1,0,0.0000,0.0000,0
1,1,0.0000,0.0000,0
1,2,6.4599,0.0000,1
1,3,0.0000,0.0000,0
1,4,0.0000,0.0000,0
1,5,0.0000,0.0000,0
1,6,0.0000,0.0000,0
1,7,0.0000,0.0000,0
1,8,20.7233,0.0000,1
2,0,0.0000,2.4416,0
2,1,0.0000,2.6950,0
2,2,0.2740,16.3836,1
2,3,0.0000,0.3686,0
2,4,0.0000,14.9119,1
2,5,0.0000,1.2450,0
2,6,0.0000,3.3403,1
2,7,0.0000,3.3599,1
2,8,0.6931,17.7826,1
3,0,0.0000,0.3822,0
3,1,0.0000,0.1363,0
3,2,0.0579,2.9400,0
3,3,0.0000,0.3651,0
3,4,0.0000,0.6295,0
3,5,0.0000,0.9582,0
3,6,0.0000,0.2404,0
3,7,0.0000,0.2230,0
3,8,0.4055,4.1432,1
4,0,0.0000,1.6628,0
4,1,0.0000,0.4326,0
4,2,0.1194,1.8984,0
4,3,0.0000,0.3601,0
4,4,0.0000,2.3683,0
4,5,0.0000,0.1274,0
4,6,0.0000,0.0799,0
4,7,0.0000,0.0945,0
4,8,0.2877,2.3194,0
5,0,0.0000,1.2047,0
5,1,0.0000,0.6186,0
5,2,0.0913,0.9893,0
5,3,0.0000,1.8688,0
5,4,0.0000,3.0266,1
5,5,0.0000,0.3454,0
5,6,0.0000,1.0779,0
5,7,0.0000,1.0140,0
5,8,0.2231,1.5675,0
6,0,0.0000,0.6231,0
6,1,0.0000,2.4504,0
6,2,0.0128,1.4481,0
6,3,0.0000,0.6713,0
6,4,0.0000,2.7141,0
6,5,0.0000,0.7460,0
6,6,0.0000,2.2951,0
6,7,0.0000,2.5224,0
6,8,0.1823,1.7624,0
7,0,0.0000,2.0231,0
7,1,0.0000,2.1297,0
7,2,0.1563,0.3570,0
7,3,0.0000,0.6133,0
7,4,0.0000,2.4529,0
7,5,0.0000,0.0903,0
7,6,0.0000,2.7814,0
7,7,0.0000,2.7836,0
7,8,0.1542,1.2670,0
8,0,0.0000,1.1399,0
8,1,0.0000,2.8861,0
8,2,0.0160,0.0041,0
8,3,0.0000,0.3975,0
8,4,0.0000,0.1959,0
8,5,0.0000,0.3178,0
8,6,0.0000,2.8286,0
8,7,0.0000,2.8453,0
8,8,0.1335,0.9683,0
9,0,0.0000,0.7759,0
9,1,0.0000,1.0651,0
9,2,0.0357,1.0874,0
9,3,0.0000,2.1692,0
9,4,0.0000,1.0391,0
9,5,0.0000,1.9011,0
9,6,0.0000,1.6429,0
9,7,0.0000,1.6007,0
9,8,0.1178,0.4028,0
10,0,0.0000,1.4600,0
10,1,0.0000,0.6342,0
10,2,0.0609,1.9643,0
10,3,0.0000,0.4833,0
10,4,0.0000,0.0851,0
10,5,0.0000,1.9012,0
10,6,0.0000,0.9731,0
10,7,0.0000,0.9810,0
10,8,0.1054,0.1923,0
11,0,0.0000,0.5010,0
11,1,0.0000,0.2716,0
11,2,0.0058,0.7736,0
11,3,0.0000,0.1904,0
11,4,0.0000,1.6554,0
11,5,0.0000,0.4139,0
11,6,0.0000,0.0446,0
11,7,0.0000,0.0856,0
11,8,0.0953,0.6062,0
12,0,0.0000,0.7416,0
12,1,0.0000,0.6573,0
12,2,0.0306,0.3214,0
12,3,0.0000,0.1613,0
12,4,0.0000,0.0922,0
12,5,0.0000,0.2680,0
12,6,0.0000,0.6374,0
12,7,0.0000,0.5884,0
12,8,0.0870,0.3756,0
13,0,0.0000,1.3384,0
13,1,0.0000,0.6708,0
13,2,0.0288,0.7180,0
13,3,0.0000,0.8133,0
13,4,0.0000,0.5222,0
13,5,0.0000,0.9278,0
13,6,0.0000,0.6208,0
13,7,0.0000,0.5987,0
13,8,0.0000,0.5773,0
14,0,0.0000,1.3792,0
14,1,0.0000,1.2512,0
14,2,0.0721,1.1997,0
14,3,0.0000,0.9004,0
14,4,0.0000,0.5009,0
14,5,0.0000,1.0869,0
14,6,0.0000,1.4030,0
14,7,0.0000,1.5179,0
14,8,0.0000,0.8932,0
15,0,0.0000,1.1764,0
15,1,0.0000,1.0571,0
15,2,0.0568,0.9605,0
15,3,0.0000,1.7254,0
15,4,0.0000,0.3411,0
15,5,0.0000,3.9494,1
15,6,0.0000,1.1083,0
15,7,0.0000,1.1090,0
15,8,0.0000,0.6252,0
16,0,0.0000,1.2923,0
16,1,0.0000,0.8705,0
16,2,0.0557,1.4189,0
16,3,0.0000,1.5653,0
16,4,0.0000,0.9096,0
16,5,0.0000,1.0248,0
16,6,0.0000,0.9107,0
16,7,0.0000,0.9719,0
16,8,0.0000,0.2251,0
17,0,0.0000,0.8233,0
17,1,0.0000,0.1800,0
17,2,0.0177,1.1200,0
17,3,0.0000,1.3567,0
17,4,0.0000,0.4461,0
17,5,0.0000,1.9505,0
17,6,0.0000,0.1215,0
17,7,0.0000,0.1484,0
17,8,0.0000,0.8132,0
18,0,0.0000,1.3761,0
18,1,0.0000,0.0965,0
18,2,0.0377,0.1014,0
18,3,0.0000,0.3214,0
18,4,0.0000,1.9624,0
18,5,0.0000,0.7440,0
18,6,0.0000,0.3926,0
18,7,0.0000,0.4043,0
18,8,0.0000,1.1450,0
19,0,0.0000,0.1580,0
19,1,0.0000,0.9664,0
19,2,0.0117,0.0467,0
19,3,0.0000,2.3299,0
19,4,0.0000,0.7363,0
19,5,0.0000,1.3763,0
