t_idx,time_label,node_idx,node_label,account_category,ik_suggested_delta,ik_strain_energy
0,2020-01,0,00_ACC_Accounts_Payable,Liability,0.0,29024205.0245
0,2020-01,1,01_ACC_Accounts_Receivable,Asset,4934.4014,29024205.0245
0,2020-01,2,02_ACC_COGS,Expense,0.0,29024205.0245
0,2020-01,3,03_ACC_Cash,Asset,0.0,29024205.0245
0,2020-01,4,04_ACC_Inventory,Asset,0.0,29024205.0245
0,2020-01,5,05_ACC_Payroll_Exp,Expense,0.0,29024205.0245
0,2020-01,6,06_ACC_Rent_Exp,Expense,0.0,29024205.0245
0,2020-01,7,07_ACC_Sales_Revenue,Revenue,5805.1781,29024205.0245
0,2020-01,8,08_ACC_Travel_Exp,Expense,0.0,29024205.0245
0,2020-01,9,09_ACC_Equity_Capital,Equity,0.0,29024205.0245
1,2020-02,0,00_ACC_Accounts_Payable,Liability,1454.387,11840851.4518
1,2020-02,1,01_ACC_Accounts_Receivable,Asset,2012.9924,11840851.4518
1,2020-02,2,02_ACC_COGS,Expense,1050.7946,11840851.4518
1,2020-02,3,03_ACC_Cash,Asset,1711.0436,11840851.4518
1,2020-02,4,04_ACC_Inventory,Asset,1236.229,11840851.4518
1,2020-02,5,05_ACC_Payroll_Exp,Expense,1454.387,11840851.4518
1,2020-02,6,06_ACC_Rent_Exp,Expense,1454.387,11840851.4518
1,2020-02,7,07_ACC_Sales_Revenue,Revenue,2368.2264,11840851.4518
1,2020-02,8,08_ACC_Travel_Exp,Expense,1454.387,11840851.4518
1,2020-02,9,09_ACC_Equity_Capital,Equity,0.0,11840851.4518
2,2020-03,0,00_ACC_Accounts_Payable,Liability,-153670.1461,557.7695
2,2020-03,1,01_ACC_Accounts_Receivable,Asset,-1577513.5397,557.7695
2,2020-03,2,02_ACC_COGS,Expense,-497589.6163,557.7695
2,2020-03,3,03_ACC_Cash,Asset,468975.0841,557.7695
2,2020-03,4,04_ACC_Inventory,Asset,892390.0986,557.7695
2,2020-03,5,05_ACC_Payroll_Exp,Expense,-64586.2773,557.7695
2,2020-03,6,06_ACC_Rent_Exp,Expense,41316.7772,557.7695
2,2020-03,7,07_ACC_Sales_Revenue,Revenue,851760.5804,557.7695
2,2020-03,8,08_ACC_Travel_Exp,Expense,38917.0391,557.7695
2,2020-03,9,09_ACC_Equity_Capital,Equity,0.0,557.7695
3,2020-04,0,00_ACC_Accounts_Payable,Liability,-24326.3093,2.425
3,2020-04,1,01_ACC_Accounts_Receivable,Asset,28090.819,2.425
3,2020-04,2,02_ACC_COGS,Expense,-4903.2138,2.425
3,2020-04,3,03_ACC_Cash,Asset,-18218.84,2.425
3,2020-04,4,04_ACC_Inventory,Asset,6693.0919,2.425
3,2020-04,5,05_ACC_Payroll_Exp,Expense,7385.5728,2.425
3,2020-04,6,06_ACC_Rent_Exp,Expense,-1507.3238,2.425
3,2020-04,7,07_ACC_Sales_Revenue,Revenue,13293.1593,2.425
3,2020-04,8,08_ACC_Travel_Exp,Expense,-6506.9561,2.425
3,2020-04,9,09_ACC_Equity_Capital,Equity,0.0,2.425
4,2020-05,0,00_ACC_Accounts_Payable,Liability,-40682.1314,8.2291
4,2020-05,1,01_ACC_Accounts_Receivable,Asset,29671.1461,8.2291
4,2020-05,2,02_ACC_COGS,Expense,-2047.7117,8.2291
4,2020-05,3,03_ACC_Cash,Asset,-4753.7262,8.2291
4,2020-05,4,04_ACC_Inventory,Asset,6223.2277,8.2291
4,2020-05,5,05_ACC_Payroll_Exp,Expense,10082.7331,8.2291
4,2020-05,6,06_ACC_Rent_Exp,Expense,-2296.5435,8.2291
4,2020-05,7,07_ACC_Sales_Revenue,Revenue,9694.3399,8.2291
4,2020-05,8,08_ACC_Travel_Exp,Expense,-5891.334,8.2291
4,2020-05,9,09_ACC_Equity_Capital,Equity,0.0,8.2291
5,2020-06,0,00_ACC_Accounts_Payable,Liability,359.2678,8.7858
5,2020-06,1,01_ACC_Accounts_Receivable,Asset,6833.1469,8.7858
5,2020-06,2,02_ACC_COGS,Expense,-5687.7204,8.7858
5,2020-06,3,03_ACC_Cash,Asset,4700.0064,8.7858
5,2020-06,4,04_ACC_Inventory,Asset,-12949.2111,8.7858
5,2020-06,5,05_ACC_Payroll_Exp,Expense,5964.6657,8.7858
5,2020-06,6,06_ACC_Rent_Exp,Expense,-2320.5403,8.7858
5,2020-06,7,07_ACC_Sales_Revenue,Revenue,14814.9087,8.7858
5,2020-06,8,08_ACC_Travel_Exp,Expense,-11714.5236,8.7858
5,2020-06,9,09_ACC_Equity_Capital,Equity,0.0,8.7858
6,2020-07,0,00_ACC_Accounts_Payable,Liability,12508.8065,1198.8194
6,2020-07,1,01_ACC_Accounts_Receivable,Asset,19259.3284,1198.8194
6,2020-07,2,02_ACC_COGS,Expense,-21261.7198,1198.8194
6,2020-07,3,03_ACC_Cash,Asset,18077.8722,1198.8194
6,2020-07,4,04_ACC_Inventory,Asset,10200.6594,1198.8194
6,2020-07,5,05_ACC_Payroll_Exp,Expense,-20339.7014,1198.8194
6,2020-07,6,06_ACC_Rent_Exp,Expense,17189.4063,1198.8194
6,2020-07,7,07_ACC_Sales_Revenue,Revenue,2110.1702,1198.8194
6,2020-07,8,08_ACC_Travel_Exp,Expense,-37744.8217,1198.8194
6,2020-07,9,09_ACC_Equity_Capital,Equity,0.0,1198.8194
7,2020-08,0,00_ACC_Accounts_Payable,Liability,1383.917,770.6754
7,2020-08,1,01_ACC_Accounts_Receivable,Asset,12938.5288,770.6754
7,2020-08,2,02_ACC_COGS,Expense,4300.8357,770.6754
7,2020-08,3,03_ACC_Cash,Asset,8529.4363,770.6754
7,2020-08,4,04_ACC_Inventory,Asset,2593.8481,770.6754
7,2020-08,5,05_ACC_Payroll_Exp,Expense,-57364.6124,770.6754
7,2020-08,6,06_ACC_Rent_Exp,Expense,6664.1441,770.6754
7,2020-08,7,07_ACC_Sales_Revenue,Revenue,18129.2273,770.6754
7,2020-08,8,08_ACC_Travel_Exp,Expense,2824.6751,770.6754
7,2020-08,9,09_ACC_Equity_Capital,Equity,0.0,770.6754
8,2020-09,0,00_ACC_Accounts_Payable,Liability,-753.8571,5445.9799
8,2020-09,1,01_ACC_Accounts_Receivable,Asset,5825.2917,5445.9799
8,2020-09,2,02_ACC_COGS,Expense,-70351.8643,5445.9799
8,2020-09,3,03_ACC_Cash,Asset,3343.1937,5445.9799
8,2020-09,4,04_ACC_Inventory,Asset,-19529.6913,5445.9799
8,2020-09,5,05_ACC_Payroll_Exp,Expense,24744.7805,5445.9799
8,2020-09,6,06_ACC_Rent_Exp,Expense,35686.5922,5445.9799
8,2020-09,7,07_ACC_Sales_Revenue,Revenue,-14317.5123,5445.9799
8,2020-09,8,08_ACC_Travel_Exp,Expense,35353.067,5445.9799
8,2020-09,9,09_ACC_Equity_Capital,Equity,0.0,5445.9799
9,2020-10,0,00_ACC_Accounts_Payable,Liability,18231.3355,348815.7197
9,2020-10,1,01_ACC_Accounts_Receivable,Asset,23107.4057,348815.7197
9,2020-10,2,02_ACC_COGS,Expense,-35490.7393,348815.7197
9,2020-10,3,03_ACC_Cash,Asset,21292.0473,348815.7197
9,2020-10,4,04_ACC_Inventory,Asset,19945.7778,348815.7197
9,2020-10,5,05_ACC_Payroll_Exp,Expense,1804.2007,348815.7197
9,2020-10,6,06_ACC_Rent_Exp,Expense,-69750.3603,348815.7197
9,2020-10,7,07_ACC_Sales_Revenue,Revenue,-5102.5362,348815.7197
9,2020-10,8,08_ACC_Travel_Exp,Expense,25962.8688,348815.7197
9,2020-10,9,09_ACC_Equity_Capital,Equity,0.0,348815.7197
10,2020-11,0,00_ACC_Accounts_Payable,Liability,18186.3057,25664.1657
10,2020-11,1,01_ACC_Accounts_Receivable,Asset,22425.594,25664.1657
10,2020-11,2,02_ACC_COGS,Expense,-42073.1487,25664.1657
10,2020-11,3,03_ACC_Cash,Asset,21155.4483,25664.1657
10,2020-11,4,04_ACC_Inventory,Asset,17623.7085,25664.1657
10,2020-11,5,05_ACC_Payroll_Exp,Expense,9997.2334,25664.1657
10,2020-11,6,06_ACC_Rent_Exp,Expense,-66561.3402,25664.1657
10,2020-11,7,07_ACC_Sales_Revenue,Revenue,-8108.8117,25664.1657
10,2020-11,8,08_ACC_Travel_Exp,Expense,27355.0108,25664.1657
10,2020-11,9,09_ACC_Equity_Capital,Equity,0.0,25664.1657
11,2020-12,0,00_ACC_Accounts_Payable,Liability,17346.8192,7895.8627
11,2020-12,1,01_ACC_Accounts_Receivable,Asset,20128.3396,7895.8627
11,2020-12,2,02_ACC_COGS,Expense,-65166.6227,7895.8627
11,2020-12,3,03_ACC_Cash,Asset,19625.9764,7895.8627
11,2020-12,4,04_ACC_Inventory,Asset,9843.3713,7895.8627
11,2020-12,5,05_ACC_Payroll_Exp,Expense,29733.9944,7895.8627
11,2020-12,6,06_ACC_Rent_Exp,Expense,-37591.7963,7895.8627
11,2020-12,7,07_ACC_Sales_Revenue,Revenue,-18331.4999,7895.8627
11,2020-12,8,08_ACC_Travel_Exp,Expense,24411.418,7895.8627
11,2020-12,9,09_ACC_Equity_Capital,Equity,0.0,7895.8627
