t_idx,time_label,component_idx,node_idx,node_label,account_category,eigenvalue,explained_variance_ratio,vector_value
0,2020-01,0,0,00_ACC_Accounts_Payable,Liability,0.0,0.0,0.0
0,2020-01,0,1,01_ACC_Accounts_Receivable,Asset,0.0,0.0,0.0
0,2020-01,0,2,02_ACC_COGS,Expense,0.0,0.0,0.0
0,2020-01,0,3,03_ACC_Cash,Asset,0.0,0.0,0.0
0,2020-01,0,4,04_ACC_Inventory,Asset,0.0,0.0,0.0
0,2020-01,0,5,05_ACC_Payroll_Exp,Expense,0.0,0.0,0.0
0,2020-01,0,6,06_ACC_Rent_Exp,Expense,0.0,0.0,0.0
0,2020-01,0,7,07_ACC_Sales_Revenue,Revenue,0.0,0.0,0.0
0,2020-01,0,8,08_ACC_Travel_Exp,Expense,0.0,0.0,0.0
0,2020-01,0,9,09_ACC_Equity_Capital,Equity,0.0,0.0,0.0
0,2020-01,1,0,00_ACC_Accounts_Payable,Liability,0.0,0.0,0.0
0,2020-01,1,1,01_ACC_Accounts_Receivable,Asset,0.0,0.0,0.0
0,2020-01,1,2,02_ACC_COGS,Expense,0.0,0.0,0.0
0,2020-01,1,3,03_ACC_Cash,Asset,0.0,0.0,0.0
0,2020-01,1,4,04_ACC_Inventory,Asset,0.0,0.0,0.0
0,2020-01,1,5,05_ACC_Payroll_Exp,Expense,0.0,0.0,0.0
0,2020-01,1,6,06_ACC_Rent_Exp,Expense,0.0,0.0,0.0
0,2020-01,1,7,07_ACC_Sales_Revenue,Revenue,0.0,0.0,0.0
0,2020-01,1,8,08_ACC_Travel_Exp,Expense,0.0,0.0,0.0
0,2020-01,1,9,09_ACC_Equity_Capital,Equity,0.0,0.0,0.0
0,2020-01,2,0,00_ACC_Accounts_Payable,Liability,0.0,0.0,0.0
0,2020-01,2,1,01_ACC_Accounts_Receivable,Asset,0.0,0.0,0.0
0,2020-01,2,2,02_ACC_COGS,Expense,0.0,0.0,0.0
0,2020-01,2,3,03_ACC_Cash,Asset,0.0,0.0,0.0
0,2020-01,2,4,04_ACC_Inventory,Asset,0.0,0.0,0.0
0,2020-01,2,5,05_ACC_Payroll_Exp,Expense,0.0,0.0,0.0
0,2020-01,2,6,06_ACC_Rent_Exp,Expense,0.0,0.0,0.0
0,2020-01,2,7,07_ACC_Sales_Revenue,Revenue,0.0,0.0,0.0
0,2020-01,2,8,08_ACC_Travel_Exp,Expense,0.0,0.0,0.0
0,2020-01,2,9,09_ACC_Equity_Capital,Equity,0.0,0.0,0.0
1,2020-02,0,0,00_ACC_Accounts_Payable,Liability,0.0,0.0,0.0
1,2020-02,0,1,01_ACC_Accounts_Receivable,Asset,0.0,0.0,0.0
1,2020-02,0,2,02_ACC_COGS,Expense,0.0,0.0,0.0
1,2020-02,0,3,03_ACC_Cash,Asset,0.0,0.0,0.0
1,2020-02,0,4,04_ACC_Inventory,Asset,0.0,0.0,0.0
1,2020-02,0,5,05_ACC_Payroll_Exp,Expense,0.0,0.0,0.0
1,2020-02,0,6,06_ACC_Rent_Exp,Expense,0.0,0.0,0.0
1,2020-02,0,7,07_ACC_Sales_Revenue,Revenue,0.0,0.0,0.0
1,2020-02,0,8,08_ACC_Travel_Exp,Expense,0.0,0.0,0.0
1,2020-02,0,9,09_ACC_Equity_Capital,Equity,0.0,0.0,0.0
1,2020-02,1,0,00_ACC_Accounts_Payable,Liability,0.0,0.0,0.0
1,2020-02,1,1,01_ACC_Accounts_Receivable,Asset,0.0,0.0,0.0
1,2020-02,1,2,02_ACC_COGS,Expense,0.0,0.0,0.0
1,2020-02,1,3,03_ACC_Cash,Asset,0.0,0.0,0.0
1,2020-02,1,4,04_ACC_Inventory,Asset,0.0,0.0,0.0
1,2020-02,1,5,05_ACC_Payroll_Exp,Expense,0.0,0.0,0.0
1,2020-02,1,6,06_ACC_Rent_Exp,Expense,0.0,0.0,0.0
1,2020-02,1,7,07_ACC_Sales_Revenue,Revenue,0.0,0.0,0.0
1,2020-02,1,8,08_ACC_Travel_Exp,Expense,0.0,0.0,0.0
1,2020-02,1,9,09_ACC_Equity_Capital,Equity,0.0,0.0,0.0
1,2020-02,2,0,00_ACC_Accounts_Payable,Liability,0.0,0.0,0.0
1,2020-02,2,1,01_ACC_Accounts_Receivable,Asset,0.0,0.0,0.0
1,2020-02,2,2,02_ACC_COGS,Expense,0.0,0.0,0.0
1,2020-02,2,3,03_ACC_Cash,Asset,0.0,0.0,0.0
1,2020-02,2,4,04_ACC_Inventory,Asset,0.0,0.0,0.0
