t_idx,time_label,component_idx,singular_value,explained_ratio,effective_rank
0,2020-W01,0,11688.16,0.434974,4
0,2020-W01,1,7765.85,0.289006,4
0,2020-W01,2,5839.62,0.217321,4
0,2020-W01,3,1577.3,0.058699,4
0,2020-W01,4,0.0,0.0,4
1,2020-W02,0,18504.48,0.500544,4
1,2020-W02,1,10581.97,0.286241,4
1,2020-W02,2,6942.29,0.187788,4
1,2020-W02,3,940.0,0.025427,4
1,2020-W02,4,0.0,0.0,4
2,2020-W03,0,23979.2,0.508019,4
2,2020-W03,1,13742.18,0.291139,4
2,2020-W03,2,9003.53,0.190747,4
2,2020-W03,3,476.49,0.010095,4
2,2020-W03,4,0.0,0.0,4
3,2020-W04,0,24510.13,0.377492,4
3,2020-W04,1,20209.733673,0.311259,4
3,2020-W04,2,13011.32,0.200393,4
3,2020-W04,3,7197.72,0.110855,4
3,2020-W04,4,0.0,0.0,4
4,2020-W05,0,25700.15,0.527433,4
4,2020-W05,1,14224.42,0.291922,4
4,2020-W05,2,6392.52,0.131191,4
4,2020-W05,3,2409.76,0.049454,4
4,2020-W05,4,0.0,0.0,4
5,2020-W06,0,27839.6,0.515466,5
5,2020-W06,1,15296.15,0.283217,5
5,2020-W06,2,7142.84,0.132254,5
5,2020-W06,3,2873.47,0.053204,5
5,2020-W06,4,856.51,0.015859,5
6,2020-W07,0,29035.09,0.459171,5
6,2020-W07,1,16229.4,0.256658,5
6,2020-W07,2,8461.33,0.133811,5
6,2020-W07,3,6132.73,0.096985,5
6,2020-W07,4,3375.11,0.053375,5
7,2020-W08,0,26896.32,0.418208,5
7,2020-W08,1,15384.28,0.239208,5
7,2020-W08,2,7518.128154,0.116898,5
7,2020-W08,3,7441.53,0.115707,5
7,2020-W08,4,7073.07,0.109978,5
8,2020-W09,0,28035.54,0.354552,5
8,2020-W09,1,19020.7742,0.240546,5
8,2020-W09,2,15187.91,0.192074,5
8,2020-W09,3,8849.89,0.11192,5
8,2020-W09,4,7979.1,0.100908,5
9,2020-W10,0,22433.93,0.361596,5
9,2020-W10,1,12079.27,0.194697,5
9,2020-W10,2,12050.91,0.19424,5
9,2020-W10,3,8299.494576,0.133774,5
9,2020-W10,4,7177.78,0.115693,5
10,2020-W11,0,27310.23,0.35211,5
10,2020-W11,1,20637.41,0.266078,5
10,2020-W11,2,15235.52,0.196431,5
10,2020-W11,3,7232.65,0.09325,5
10,2020-W11,4,7145.820751,0.092131,5
11,2020-W12,0,25087.29,0.404675,5
11,2020-W12,1,13688.29,0.220801,5
11,2020-W12,2,13618.79,0.21968,5
11,2020-W12,3,8120.3,0.130986,5
11,2020-W12,4,1478.99,0.023857,5
12,2020-W13,0,18541.715372,0.267391,5
12,2020-W13,1,16918.91,0.243989,5
12,2020-W13,2,16257.31,0.234448,5
12,2020-W13,3,9657.75,0.139275,5
12,2020-W13,4,7967.31,0.114897,5
13,2020-W14,0,20354.47,0.278836,5
13,2020-W14,1,17623.89,0.24143,5
13,2020-W14,2,15345.871083,0.210223,5
13,2020-W14,3,10028.86,0.137385,5
13,2020-W14,4,9644.97,0.132126,5
14,2020-W15,0,32936.06,0.514598,5
14,2020-W15,1,12283.91,0.191926,5
14,2020-W15,2,9909.42,0.154826,5
14,2020-W15,3,6924.1,0.108183,5
14,2020-W15,4,1949.94,0.030466,5
15,2020-W16,0,22374.18,0.483631,5
15,2020-W16,1,9129.67,0.197343,5
15,2020-W16,2,7337.38,0.158602,5
15,2020-W16,3,5388.57,0.116477,5
15,2020-W16,4,2033.13,0.043947,5
16,2020-W17,0,29017.86,0.417564,5
16,2020-W17,1,19695.600881,0.283418,5
16,2020-W17,2,9244.52,0.133028,5
16,2020-W17,3,6870.29,0.098863,5
16,2020-W17,4,4664.95,0.067128,5
17,2020-W18,0,25290.46,0.405709,5
17,2020-W18,1,14402.027886,0.231037,5
17,2020-W18,2,10592.71,0.169928,5
17,2020-W18,3,6089.38,0.097686,5
17,2020-W18,4,5961.88,0.09564,5
18,2020-W19,0,26300.1,0.399249,5
18,2020-W19,1,15300.946455,0.232276,5
18,2020-W19,2,10589.43,0.160753,5
18,2020-W19,3,7150.16,0.108543,5
18,2020-W19,4,6533.27,0.099178,5
19,2020-W20,0,23076.84,0.365732,5
19,2020-W20,1,14117.914578,0.223747,5
19,2020-W20,2,12012.73,0.190383,5
19,2020-W20,3,7226.21,0.114524,5
19,2020-W20,4,6663.99,0.105614,5
20,2020-W21,0,21563.72,0.460304,5
20,2020-W21,1,10502.53,0.224189,5
20,2020-W21,2,7874.21,0.168085,5
20,2020-W21,3,5540.89,0.118277,5
20,2020-W21,4,1365.36,0.029145,5
21,2020-W22,0,18872.928646,0.320578,5
21,2020-W22,1,16964.09,0.288154,5
21,2020-W22,2,9848.96,0.167296,5
21,2020-W22,3,8586.72,0.145855,5
21,2020-W22,4,4598.84,0.078117,5
22,2020-W23,0,15174.29,0.358196,5
22,2020-W23,1,9771.75,0.230667,5
22,2020-W23,2,9246.09,0.218258,5
22,2020-W23,3,5708.42,0.13475,5
22,2020-W23,4,2462.54,0.058129,5
23,2020-W24,0,30258.583235,0.447488,5
23,2020-W24,1,12318.42,0.182174,5
23,2020-W24,2,10976.12,0.162323,5
23,2020-W24,3,8444.26,0.12488,5
23,2020-W24,4,5621.42,0.083134,5
24,2020-W25,0,14081.1,0.286586,5
24,2020-W25,1,11914.99,0.2425,5
24,2020-W25,2,8399.14,0.170944,5
24,2020-W25,3,7730.17,0.157329,5
24,2020-W25,4,7008.532315,0.142641,5
25,2020-W26,0,25407.627422,0.371603,5
25,2020-W26,1,14087.12,0.206033,5
25,2020-W26,2,11384.54,0.166506,5
25,2020-W26,3,9665.47,0.141364,5
25,2020-W26,4,7828.33,0.114494,5
26,2020-W27,0,21422.85,0.401775,5
26,2020-W27,1,11341.44,0.212703,5
26,2020-W27,2,9121.01,0.17106,5
26,2020-W27,3,8632.41,0.161897,5
26,2020-W27,4,2802.83,0.052566,5
27,2020-W28,0,22566.53,0.363692,5
27,2020-W28,1,12344.86,0.198955,5
27,2020-W28,2,11441.58,0.184398,5
27,2020-W28,3,8004.61408,0.129006,5
27,2020-W28,4,7690.83,0.123949,5
28,2020-W29,0,25312.48,0.335446,5
28,2020-W29,1,17217.138326,0.228165,5
28,2020-W29,2,12868.46,0.170535,5
28,2020-W29,3,12275.18,0.162673,5
28,2020-W29,4,7786.01,0.103182,5
29,2020-W30,0,29470.83,0.325988,5
29,2020-W30,1,23509.660501,0.260049,5
29,2020-W30,2,15883.18,0.17569,5
29,2020-W30,3,11746.43,0.129932,5
29,2020-W30,4,9794.56,0.108341,5
30,2020-W31,0,26061.35,0.383795,5
30,2020-W31,1,14468.26,0.213068,5
30,2020-W31,2,9789.221053,0.144162,5
30,2020-W31,3,8977.67,0.13221,5
30,2020-W31,4,8607.9,0.126765,5
31,2020-W32,0,26767.71,0.401486,5
31,2020-W32,1,14935.03,0.224009,5
31,2020-W32,2,13135.09,0.197012,5
31,2020-W32,3,9443.76,0.141646,5
31,2020-W32,4,2389.99,0.035847,5
32,2020-W33,0,30487.38,0.450448,5
32,2020-W33,1,16776.77,0.247875,5
32,2020-W33,2,12388.2,0.183034,5
32,2020-W33,3,7318.02,0.108123,5
32,2020-W33,4,712.02,0.01052,5
33,2020-W34,0,29286.0,0.419871,5
33,2020-W34,1,16828.9,0.241275,5
33,2020-W34,2,12930.32,0.185381,5
33,2020-W34,3,8647.2,0.123974,5
33,2020-W34,4,2057.53,0.029499,5
34,2020-W35,0,25857.41,0.277756,5
34,2020-W35,1,24322.83,0.261272,5
34,2020-W35,2,21286.974673,0.228661,5
34,2020-W35,3,14054.78,0.150974,5
34,2020-W35,4,7571.88,0.081336,5
35,2020-W36,0,28375.69,0.325783,5
35,2020-W36,1,18619.569338,0.213772,5
35,2020-W36,2,14909.57,0.171177,5
35,2020-W36,3,14791.84,0.169826,5
35,2020-W36,4,10403.42,0.119442,5
36,2020-W37,0,26557.73,0.340938,5
36,2020-W37,1,25426.76,0.326419,5
36,2020-W37,2,14035.37,0.180181,5
36,2020-W37,3,9642.02,0.123781,5
36,2020-W37,4,2234.18,0.028682,5
37,2020-W38,0,23837.32,0.307476,5
37,2020-W38,1,18494.66,0.238561,5
37,2020-W38,2,17192.415348,0.221763,5
37,2020-W38,3,10226.15,0.131906,5
37,2020-W38,4,7775.37,0.100294,5
38,2020-W39,0,27728.605847,0.288675,5
38,2020-W39,1,27068.15,0.281799,5
38,2020-W39,2,21794.69,0.226899,5
38,2020-W39,3,12298.63,0.128038,5
38,2020-W39,4,7164.65,0.074589,5
39,2020-W40,0,31903.51,0.451542,5
39,2020-W40,1,15114.76,0.213925,5
39,2020-W40,2,9675.302868,0.136938,5
39,2020-W40,3,7954.76,0.112587,5
39,2020-W40,4,6006.26,0.085009,5
40,2020-W41,0,26604.44,0.341129,5
40,2020-W41,1,17446.03,0.223698,5
40,2020-W41,2,15976.85394,0.204859,5
40,2020-W41,3,10271.14,0.131699,5
40,2020-W41,4,7690.88,0.098614,5
41,2020-W42,0,30768.61,0.510257,5
41,2020-W42,1,12689.88,0.210445,5
41,2020-W42,2,8028.18,0.133137,5
41,2020-W42,3,7160.75,0.118752,5
41,2020-W42,4,1652.81,0.02741,5
42,2020-W43,0,21190.61,0.319007,5
42,2020-W43,1,19665.598718,0.296049,5
42,2020-W43,2,11595.55,0.174561,5
42,2020-W43,3,7855.91,0.118264,5
42,2020-W43,4,6119.07,0.092118,5
43,2020-W44,0,22579.53,0.447676,5
43,2020-W44,1,8541.46,0.169348,5
43,2020-W44,2,8532.123797,0.169163,5
43,2020-W44,3,6876.54,0.136338,5
43,2020-W44,4,3907.61,0.077475,5
44,2020-W45,0,26042.4,0.415581,5
44,2020-W45,1,16421.753678,0.262056,5
44,2020-W45,2,8395.0,0.133966,5
44,2020-W45,3,7115.2,0.113543,5
44,2020-W45,4,4690.66,0.074853,5
45,2020-W46,0,21882.73,0.455791,5
45,2020-W46,1,11317.82,0.235736,5
45,2020-W46,2,8032.0,0.167297,5
45,2020-W46,3,6286.14,0.130933,5
45,2020-W46,4,491.79,0.010243,5
46,2020-W47,0,24738.1,0.408225,5
46,2020-W47,1,12271.51,0.202503,5
46,2020-W47,2,9501.33,0.15679,5
46,2020-W47,3,7329.901848,0.120957,5
46,2020-W47,4,6758.33,0.111525,5
47,2020-W48,0,18914.547469,0.338971,5
47,2020-W48,1,12467.79,0.223438,5
47,2020-W48,2,11347.89,0.203368,5
47,2020-W48,3,6896.79,0.123599,5
47,2020-W48,4,6172.81,0.110624,5
48,2020-W49,0,16344.37,0.302047,5
48,2020-W49,1,12581.93,0.232516,5
48,2020-W49,2,10601.68,0.195921,5
48,2020-W49,3,7925.886066,0.146472,5
48,2020-W49,4,6658.22,0.123045,5
49,2020-W50,0,18999.81,0.288908,5
49,2020-W50,1,17552.835823,0.266905,5
49,2020-W50,2,13770.37,0.20939,5
49,2020-W50,3,8419.53,0.128026,5
49,2020-W50,4,7021.74,0.106771,5
50,2020-W51,0,18887.83,0.323836,5
50,2020-W51,1,13140.41,0.225295,5
50,2020-W51,2,10720.44,0.183805,5
50,2020-W51,3,8127.736881,0.139352,5
50,2020-W51,4,7448.81,0.127712,5
51,2020-W52,0,18799.854518,0.351897,5
51,2020-W52,1,14116.88,0.264241,5
51,2020-W52,2,8167.7,0.152884,5
51,2020-W52,3,7511.15,0.140594,5
51,2020-W52,4,4828.69,0.090384,5
