Entry_ID,Trans_Date,Account_Name,Dept_Name,Debit,Credit,Memo
E_000001,2020-01-01,Sales_Revenue,DPT_Sales,0.0,756.96,Sales_Record_CR
E_000001,2020-01-01,Accounts_Receivable,DPT_Admin,756.96,0.0,Sales_Record_DR
E_000002,2020-01-01,Inventory,DPT_Ops,0.0,365.24,COGS_Record_CR
E_000002,2020-01-01,COGS,DPT_Ops,365.24,0.0,COGS_Record_DR
E_000003,2020-01-01,Sales_Revenue,DPT_Sales,0.0,1036.59,Sales_Record_CR
E_000003,2020-01-01,Accounts_Receivable,DPT_Admin,1036.59,0.0,Sales_Record_DR
E_000004,2020-01-01,Inventory,DPT_Ops,0.0,446.51,COGS_Record_CR
E_000004,2020-01-01,COGS,DPT_Ops,446.51,0.0,COGS_Record_DR
E_000005,2020-01-01,Sales_Revenue,DPT_Sales,0.0,1471.19,Sales_Record_CR
E_000005,2020-01-01,Accounts_Receivable,DPT_Admin,1471.19,0.0,Sales_Record_DR
E_000006,2020-01-01,Inventory,DPT_Ops,0.0,626.85,COGS_Record_CR
E_000006,2020-01-01,COGS,DPT_Ops,626.85,0.0,COGS_Record_DR
E_000007,2020-01-01,Accounts_Payable,DPT_Admin,0.0,11648.77,Inventory_Purchase_CR
E_000007,2020-01-01,Inventory,DPT_Ops,11648.77,0.0,Inventory_Purchase_DR
E_000008,2020-01-02,Sales_Revenue,DPT_Sales,0.0,1504.62,Sales_Record_CR
E_000008,2020-01-02,Accounts_Receivable,DPT_Admin,1504.62,0.0,Sales_Record_DR
E_000009,2020-01-02,Inventory,DPT_Ops,0.0,691.6,COGS_Record_CR
E_000009,2020-01-02,COGS,DPT_Ops,691.6,0.0,COGS_Record_DR
E_000010,2020-01-02,Sales_Revenue,DPT_Sales,0.0,1087.44,Sales_Record_CR
E_000010,2020-01-02,Accounts_Receivable,DPT_Admin,1087.44,0.0,Sales_Record_DR
E_000011,2020-01-02,Inventory,DPT_Ops,0.0,571.84,COGS_Record_CR
E_000011,2020-01-02,COGS,DPT_Ops,571.84,0.0,COGS_Record_DR
E_000012,2020-01-02,Sales_Revenue,DPT_Sales,0.0,663.03,Sales_Record_CR
E_000012,2020-01-02,Accounts_Receivable,DPT_Admin,663.03,0.0,Sales_Record_DR
E_000013,2020-01-02,Inventory,DPT_Ops,0.0,426.22,COGS_Record_CR
E_000013,2020-01-02,COGS,DPT_Ops,426.22,0.0,COGS_Record_DR
E_000014,2020-01-02,Cash,DPT_Admin,0.0,524.46,Travel_Reimburse_CR
E_000014,2020-01-02,Travel_Exp,DPT_Sales,524.46,0.0,Travel_Reimburse_DR
E_000015,2020-01-03,Sales_Revenue,DPT_Sales,0.0,664.64,Sales_Record_CR
E_000015,2020-01-03,Accounts_Receivable,DPT_Admin,664.64,0.0,Sales_Record_DR
E_000016,2020-01-03,Inventory,DPT_Ops,0.0,308.79,COGS_Record_CR
E_000016,2020-01-03,COGS,DPT_Ops,308.79,0.0,COGS_Record_DR
E_000017,2020-01-03,Sales_Revenue,DPT_Sales,0.0,664.03,Sales_Record_CR
E_000017,2020-01-03,Accounts_Receivable,DPT_Admin,664.03,0.0,Sales_Record_DR
E_000018,2020-01-03,Inventory,DPT_Ops,0.0,284.09,COGS_Record_CR
E_000018,2020-01-03,COGS,DPT_Ops,284.09,0.0,COGS_Record_DR
E_000019,2020-01-03,Sales_Revenue,DPT_Sales,0.0,881.3,Sales_Record_CR
E_000019,2020-01-03,Accounts_Receivable,DPT_Admin,881.3,0.0,Sales_Record_DR
E_000020,2020-01-03,Inventory,DPT_Ops,0.0,443.46,COGS_Record_CR
