t_idx,time_label,component_idx,singular_value,explained_ratio,effective_rank
0,2020-W01,0,9570561.481405,0.281651,13
0,2020-W01,1,9519041.120983,0.280135,13
0,2020-W01,2,4903306.256016,0.144299,13
0,2020-W01,3,3053116.953144,0.08985,13
0,2020-W01,4,2940805.504957,0.086545,13
1,2020-W02,0,12746715.749076,0.293267,13
1,2020-W02,1,12519593.836507,0.288041,13
1,2020-W02,2,5412747.36887,0.124532,13
1,2020-W02,3,4255322.042353,0.097903,13
1,2020-W02,4,3217769.424996,0.074032,13
2,2020-W03,0,15104788.84198,0.32636,14
2,2020-W03,1,14990698.394668,0.323895,14
2,2020-W03,2,4943940.521428,0.106821,14
2,2020-W03,3,3504863.324885,0.075727,14
2,2020-W03,4,2400935.907133,0.051876,14
3,2020-W04,0,11773521.139101,0.316405,13
3,2020-W04,1,11362026.266662,0.305346,13
3,2020-W04,2,3766200.39321,0.101214,13
3,2020-W04,3,3188890.473528,0.085699,13
3,2020-W04,4,2573124.08636,0.069151,13
4,2020-W05,0,15062934.956491,0.334326,12
4,2020-W05,1,14701858.342432,0.326312,12
4,2020-W05,2,4594727.579045,0.101981,12
4,2020-W05,3,3502890.799488,0.077748,12
4,2020-W05,4,2065807.209675,0.045851,12
5,2020-W06,0,55005248.340915,0.393325,15
5,2020-W06,1,53274420.334078,0.380948,15
5,2020-W06,2,11840437.401733,0.084667,15
5,2020-W06,3,8789605.934646,0.062852,15
5,2020-W06,4,4530439.899678,0.032396,15
6,2020-W07,0,13132708.397477,0.314912,14
6,2020-W07,1,11858131.602481,0.284349,14
6,2020-W07,2,4593179.175467,0.110141,14
6,2020-W07,3,4509070.784836,0.108124,14
6,2020-W07,4,2196272.823132,0.052665,14
7,2020-W08,0,15480445.143169,0.286729,14
7,2020-W08,1,15278585.168144,0.28299,14
7,2020-W08,2,7241153.63208,0.134121,14
7,2020-W08,3,6768827.712251,0.125372,14
7,2020-W08,4,3650758.660739,0.067619,14
8,2020-W09,0,11471698.270722,0.29642,15
8,2020-W09,1,10895546.258724,0.281533,15
8,2020-W09,2,5464787.303567,0.141206,15
8,2020-W09,3,3338242.440563,0.086258,15
8,2020-W09,4,2555925.192733,0.066043,15
9,2020-W10,0,10743666.858038,0.264758,13
9,2020-W10,1,10519994.898282,0.259246,13
9,2020-W10,2,4738463.678186,0.116771,13
9,2020-W10,3,4608772.896488,0.113575,13
9,2020-W10,4,3257559.155237,0.080277,13
10,2020-W11,0,16109569.656863,0.29713,14
10,2020-W11,1,15825597.464618,0.291892,14
10,2020-W11,2,6727151.748607,0.124078,14
10,2020-W11,3,4489574.412111,0.082807,14
10,2020-W11,4,3407804.665627,0.062855,14
11,2020-W12,0,19249339.719093,0.272979,13
11,2020-W12,1,18192881.73443,0.257997,13
11,2020-W12,2,9594321.043963,0.136059,13
11,2020-W12,3,8314494.490393,0.11791,13
11,2020-W12,4,6965688.521914,0.098782,13
12,2020-W13,0,13238976.619538,0.326862,14
12,2020-W13,1,12124248.298028,0.29934,14
12,2020-W13,2,4678238.647663,0.115503,14
12,2020-W13,3,4136178.97547,0.10212,14
12,2020-W13,4,1785639.258819,0.044086,14
13,2020-W14,0,12750712.182779,0.300162,14
13,2020-W14,1,12479771.759487,0.293784,14
13,2020-W14,2,5348437.033042,0.125906,14
13,2020-W14,3,3249131.610638,0.076487,14
13,2020-W14,4,2447370.447616,0.057613,14
14,2020-W15,0,11821577.211366,0.263032,14
14,2020-W15,1,11772102.68702,0.261931,14
14,2020-W15,2,5678937.870055,0.126357,14
14,2020-W15,3,4019253.179258,0.089429,14
14,2020-W15,4,3928211.025021,0.087403,14
15,2020-W16,0,15715036.285388,0.318734,14
15,2020-W16,1,15696760.372395,0.318363,14
15,2020-W16,2,4670089.630898,0.094719,14
15,2020-W16,3,3857290.764945,0.078234,14
15,2020-W16,4,3145836.287468,0.063804,14
16,2020-W17,0,14757075.763893,0.315346,14
16,2020-W17,1,14496541.736021,0.309778,14
16,2020-W17,2,4640327.904747,0.09916,14
16,2020-W17,3,3960165.598403,0.084625,14
16,2020-W17,4,2875869.028961,0.061455,14
17,2020-W18,0,8367159.946366,0.251139,13
17,2020-W18,1,8108330.415653,0.24337,13
17,2020-W18,2,5298535.379883,0.159035,13
17,2020-W18,3,4006549.85982,0.120256,13
17,2020-W18,4,2430481.464691,0.072951,13
18,2020-W19,0,13288382.643431,0.317875,14
18,2020-W19,1,13246820.921719,0.316881,14
18,2020-W19,2,4335601.978562,0.103713,14
18,2020-W19,3,2947366.553151,0.070505,14
18,2020-W19,4,2863022.362196,0.068487,14
19,2020-W20,0,12895695.978004,0.289053,14
19,2020-W20,1,12591000.071384,0.282223,14
19,2020-W20,2,5185472.33359,0.116231,14
19,2020-W20,3,4923174.602585,0.110351,14
19,2020-W20,4,2757185.038803,0.061801,14
20,2020-W21,0,16875560.1011,0.34255,14
20,2020-W21,1,16191358.255708,0.328661,14
20,2020-W21,2,5372258.212338,0.109049,14
20,2020-W21,3,3262148.303154,0.066217,14
20,2020-W21,4,2222626.191858,0.045116,14
21,2020-W22,0,8367530.079478,0.284181,13
21,2020-W22,1,7981968.335589,0.271086,13
21,2020-W22,2,3461526.451212,0.117561,13
21,2020-W22,3,2686298.103798,0.091233,13
21,2020-W22,4,2227548.024524,0.075653,13
22,2020-W23,0,10599683.766206,0.318058,14
22,2020-W23,1,10159401.284496,0.304847,14
22,2020-W23,2,3938985.200704,0.118195,14
22,2020-W23,3,3914917.546203,0.117472,14
22,2020-W23,4,1544221.172521,0.046336,14
23,2020-W24,0,10162849.765796,0.297248,14
23,2020-W24,1,10019080.870991,0.293043,14
23,2020-W24,2,4150025.930098,0.121382,14
23,2020-W24,3,2953717.028679,0.086392,14
23,2020-W24,4,1939453.55745,0.056726,14
24,2020-W25,0,26488173.970498,0.387067,13
24,2020-W25,1,25518920.047954,0.372904,13
24,2020-W25,2,5869534.352969,0.085771,13
24,2020-W25,3,5485755.975143,0.080162,13
24,2020-W25,4,1783062.902739,0.026056,13
25,2020-W26,0,10148937.149675,0.300603,13
25,2020-W26,1,9743638.968406,0.288599,13
25,2020-W26,2,4371498.525037,0.12948,13
25,2020-W26,3,3226019.655783,0.095552,13
25,2020-W26,4,2321811.953971,0.06877,13
26,2020-W27,0,24089513.890245,0.337304,14
26,2020-W27,1,23928036.251303,0.335043,14
26,2020-W27,2,8180551.307748,0.114545,14
26,2020-W27,3,7441096.584073,0.104191,14
26,2020-W27,4,2749776.831873,0.038503,14
27,2020-W28,0,23584219.76412,0.355769,13
27,2020-W28,1,21966859.481361,0.331371,13
27,2020-W28,2,6463544.232879,0.097503,13
27,2020-W28,3,5644622.282026,0.085149,13
27,2020-W28,4,3214905.923976,0.048497,13
28,2020-W29,0,10701017.898206,0.339135,14
28,2020-W29,1,10429535.806552,0.330532,14
28,2020-W29,2,2802204.324502,0.088807,14
28,2020-W29,3,2277304.519911,0.072172,14
28,2020-W29,4,1545005.924519,0.048964,14
29,2020-W30,0,9656692.757217,0.323024,13
29,2020-W30,1,8870954.964327,0.296741,13
29,2020-W30,2,3267229.00844,0.109291,13
29,2020-W30,3,2762689.508011,0.092414,13
29,2020-W30,4,1562424.254325,0.052264,13
30,2020-W31,0,10256780.872587,0.316883,13
30,2020-W31,1,10113579.4584,0.312459,13
30,2020-W31,2,3742391.619798,0.115621,13
30,2020-W31,3,3657524.877928,0.112999,13
30,2020-W31,4,1370033.727669,0.042327,13
31,2020-W32,0,12306449.602113,0.332757,15
31,2020-W32,1,11600814.018671,0.313677,15
31,2020-W32,2,4592601.269656,0.12418,15
31,2020-W32,3,4083412.089965,0.110412,15
31,2020-W32,4,1043078.778271,0.028204,15
32,2020-W33,0,20341323.732092,0.361577,12
32,2020-W33,1,20132193.601341,0.35786,12
32,2020-W33,2,4606818.648773,0.081888,12
32,2020-W33,3,4361834.261275,0.077534,12
32,2020-W33,4,2177262.201879,0.038702,12
33,2020-W34,0,8927415.649529,0.294899,14
33,2020-W34,1,8687936.883698,0.286989,14
33,2020-W34,2,3189054.220866,0.105344,14
33,2020-W34,3,3033663.085991,0.100211,14
33,2020-W34,4,2109265.533681,0.069675,14
34,2020-W35,0,11451783.38482,0.339948,14
34,2020-W35,1,11296016.502247,0.335324,14
34,2020-W35,2,2963053.984884,0.087959,14
34,2020-W35,3,2388493.080885,0.070903,14
34,2020-W35,4,1573131.797748,0.046699,14
35,2020-W36,0,12487869.982849,0.316034,14
35,2020-W36,1,12296083.78376,0.31118,14
35,2020-W36,2,4020481.39433,0.101747,14
35,2020-W36,3,3437865.506992,0.087003,14
35,2020-W36,4,2867135.741834,0.072559,14
36,2020-W37,0,7356797.133671,0.280949,13
36,2020-W37,1,7313763.215936,0.279306,13
36,2020-W37,2,3954149.134877,0.151005,13
36,2020-W37,3,2025102.937727,0.077337,13
36,2020-W37,4,1689700.737144,0.064528,13
37,2020-W38,0,7982040.011496,0.292372,13
37,2020-W38,1,7826279.117592,0.286667,13
37,2020-W38,2,3128853.396197,0.114606,13
37,2020-W38,3,2923495.165254,0.107084,13
37,2020-W38,4,1959272.481429,0.071766,13
38,2020-W39,0,25977989.321486,0.38427,13
38,2020-W39,1,25078162.102386,0.37096,13
38,2020-W39,2,4990700.314894,0.073823,13
38,2020-W39,3,4662666.214894,0.068971,13
38,2020-W39,4,2995193.693281,0.044305,13
39,2020-W40,0,11885327.07457,0.280829,14
39,2020-W40,1,11770707.133026,0.27812,14
39,2020-W40,2,5778971.844512,0.136547,14
39,2020-W40,3,5034685.723282,0.11896,14
39,2020-W40,4,3014767.31659,0.071233,14
40,2020-W41,0,7808415.72442,0.2767,14
40,2020-W41,1,7683567.471495,0.272276,14
40,2020-W41,2,3027230.499396,0.107273,14
40,2020-W41,3,2768567.053091,0.098107,14
40,2020-W41,4,2016267.530768,0.071449,14
41,2020-W42,0,10955486.075005,0.278095,13
41,2020-W42,1,10753234.449141,0.272961,13
41,2020-W42,2,4670673.904572,0.118561,13
41,2020-W42,3,4524840.087667,0.114859,13
41,2020-W42,4,2754486.423581,0.06992,13
42,2020-W43,0,9797632.966369,0.305051,12
42,2020-W43,1,9506283.296989,0.29598,12
42,2020-W43,2,3317979.46481,0.103306,12
42,2020-W43,3,2627984.141589,0.081823,12
42,2020-W43,4,2094585.351239,0.065215,12
43,2020-W44,0,6480462.917423,0.26443,13
43,2020-W44,1,6384138.378612,0.2605,13
43,2020-W44,2,2749868.073708,0.112206,13
43,2020-W44,3,2685958.391975,0.109598,13
43,2020-W44,4,1900342.7241,0.077542,13
44,2020-W45,0,11097149.959576,0.331154,14
44,2020-W45,1,10354160.87833,0.308983,14
44,2020-W45,2,3622988.82923,0.108115,14
44,2020-W45,3,3363778.213105,0.10038,14
44,2020-W45,4,1334199.319132,0.039814,14
45,2020-W46,0,4149717.817862,0.245306,13
45,2020-W46,1,4040147.396489,0.238829,13
45,2020-W46,2,2757353.53141,0.162998,13
45,2020-W46,3,1547160.592772,0.091459,13
45,2020-W46,4,1436028.554971,0.084889,13
46,2020-W47,0,9639170.720841,0.323843,13
46,2020-W47,1,9625977.904991,0.3234,13
46,2020-W47,2,2820275.493055,0.094752,13
46,2020-W47,3,2643118.911213,0.0888,13
46,2020-W47,4,1465612.65875,0.04924,13
47,2020-W48,0,8657759.373915,0.275311,13
47,2020-W48,1,8335158.603127,0.265052,13
47,2020-W48,2,3399803.793181,0.108111,13
47,2020-W48,3,2589509.883774,0.082345,13
47,2020-W48,4,2241095.385992,0.071265,13
48,2020-W49,0,8227296.186785,0.266443,13
48,2020-W49,1,8173459.754066,0.264699,13
48,2020-W49,2,4306670.07599,0.139473,13
48,2020-W49,3,2512749.474993,0.081376,13
48,2020-W49,4,2478576.024279,0.080269,13
49,2020-W50,0,7197165.393522,0.278631,13
49,2020-W50,1,7061420.176246,0.273376,13
49,2020-W50,2,2875281.377444,0.111314,13
49,2020-W50,3,2211878.901576,0.085631,13
49,2020-W50,4,2177776.70868,0.08431,13
50,2020-W51,0,14503619.848606,0.275497,13
50,2020-W51,1,14367370.321371,0.272909,13
50,2020-W51,2,6571443.354075,0.124825,13
50,2020-W51,3,6235222.240663,0.118438,13
50,2020-W51,4,2747593.204305,0.052191,13
51,2020-W52,0,6852533.376006,0.273597,13
51,2020-W52,1,6836993.305113,0.272977,13
51,2020-W52,2,3209090.749259,0.128127,13
51,2020-W52,3,2818174.036961,0.11252,13
51,2020-W52,4,1323933.050433,0.05286,13
