t_idx,time_label,node_idx,node_label,optimal_input_u,state_error_x
0,2020-W01,0,STK_001,479212.2484,0.0
0,2020-W01,1,USR_001,0.0,13618279.62
0,2020-W01,2,USR_002,0.0,1255275.37
0,2020-W01,3,USR_003,0.0,1168062.75
0,2020-W01,4,USR_004,0.0,243086.77
0,2020-W01,5,USR_006,0.0,2897712.58
0,2020-W01,6,USR_007,0.0,4856280.82
0,2020-W01,7,USR_008,0.0,326815.84
0,2020-W01,8,USR_009,0.0,23737.3
0,2020-W01,9,USR_010,0.0,1095242.15
0,2020-W01,10,STK_002,2159845.0877,0.0
0,2020-W01,11,USR_005,0.0,214549.9
0,2020-W01,12,STK_003,0.0,0.0
0,2020-W01,13,STK_004,0.0,0.0
0,2020-W01,14,STK_005,0.0,0.0
1,2020-W02,0,STK_001,-1301736.1801,0.0
1,2020-W02,1,USR_001,0.0,17795357.17
1,2020-W02,2,USR_002,0.0,7774306.01
1,2020-W02,3,USR_003,0.0,179222.87
1,2020-W02,4,USR_004,0.0,3746925.86
1,2020-W02,5,USR_006,0.0,1803802.04
1,2020-W02,6,USR_007,0.0,532740.92
1,2020-W02,7,USR_008,0.0,911901.16
1,2020-W02,8,USR_009,0.0,1205434.48
1,2020-W02,9,USR_010,0.0,550405.09
1,2020-W02,10,STK_002,348358.4536,0.0
1,2020-W02,11,USR_005,0.0,350047.7
1,2020-W02,12,STK_003,0.0,0.0
1,2020-W02,13,STK_004,0.0,0.0
1,2020-W02,14,STK_005,0.0,0.0
2,2020-W03,0,STK_001,1170922.7635,0.0
2,2020-W03,1,USR_001,0.0,7427295.35
2,2020-W03,2,USR_002,0.0,1283119.57
2,2020-W03,3,USR_003,0.0,344245.3
2,2020-W03,4,USR_004,0.0,7359903.23
2,2020-W03,5,USR_006,0.0,1249432.73
2,2020-W03,6,USR_007,0.0,3168335.03
2,2020-W03,7,USR_008,0.0,1131515.24
2,2020-W03,8,USR_009,0.0,1420739.42
2,2020-W03,9,USR_010,0.0,1254743.5
2,2020-W03,10,STK_002,490481.2854,0.0
2,2020-W03,11,USR_005,0.0,3267833.15
2,2020-W03,12,STK_003,0.0,0.0
2,2020-W03,13,STK_004,0.0,0.0
2,2020-W03,14,STK_005,0.0,0.0
3,2020-W04,0,STK_001,2993864.389,0.0
3,2020-W04,1,USR_001,0.0,11888461.6
3,2020-W04,2,USR_002,0.0,2158942.13
3,2020-W04,3,USR_003,0.0,90301.16
3,2020-W04,4,USR_004,0.0,1425736.01
3,2020-W04,5,USR_006,0.0,35635.41
3,2020-W04,6,USR_007,0.0,926392.02
3,2020-W04,7,USR_008,0.0,1131621.19
3,2020-W04,8,USR_009,0.0,3027023.35
3,2020-W04,9,USR_010,0.0,1602160.9
3,2020-W04,10,STK_002,2024010.6986,0.0
3,2020-W04,11,USR_005,0.0,1864327.51
3,2020-W04,12,STK_003,0.0,0.0
3,2020-W04,13,STK_004,0.0,0.0
3,2020-W04,14,STK_005,0.0,0.0
4,2020-W05,0,STK_001,3293453.6639,0.0
4,2020-W05,1,USR_001,0.0,8753194.11
4,2020-W05,2,USR_002,0.0,90739.49
4,2020-W05,3,USR_003,0.0,1083.11
4,2020-W05,4,USR_004,0.0,2364853.48
4,2020-W05,5,USR_006,0.0,2009252.08
4,2020-W05,6,USR_007,0.0,811164.96
4,2020-W05,7,USR_008,0.0,55.29
4,2020-W05,8,USR_009,0.0,5536859.08
4,2020-W05,9,USR_010,0.0,2477266.65
4,2020-W05,10,STK_002,659827.7574,0.0
4,2020-W05,11,USR_005,0.0,3280606.09
4,2020-W05,12,STK_003,0.0,0.0
4,2020-W05,13,STK_004,0.0,0.0
4,2020-W05,14,STK_005,0.0,0.0
