t_idx,time_label,component_idx,node_idx,node_label,eigenvalue,explained_variance_ratio,vector_value
0,2020-W01,0,0,STK_004,0.0,0.0,0.0
0,2020-W01,0,1,USR_003,0.0,0.0,0.0
0,2020-W01,0,2,USR_009,0.0,0.0,0.0
0,2020-W01,0,3,STK_005,0.0,0.0,0.0
0,2020-W01,0,4,USR_005,0.0,0.0,0.0
0,2020-W01,0,5,STK_003,0.0,0.0,0.0
0,2020-W01,0,6,USR_004,0.0,0.0,0.0
0,2020-W01,0,7,USR_007,0.0,0.0,0.0
0,2020-W01,0,8,STK_001,0.0,0.0,0.0
0,2020-W01,0,9,USR_008,0.0,0.0,0.0
0,2020-W01,0,10,USR_006,0.0,0.0,0.0
0,2020-W01,0,11,STK_002,0.0,0.0,0.0
0,2020-W01,0,12,USR_002,0.0,0.0,0.0
0,2020-W01,0,13,USR_010,0.0,0.0,0.0
0,2020-W01,0,14,USR_001,0.0,0.0,0.0
0,2020-W01,1,0,STK_004,0.0,0.0,0.0
0,2020-W01,1,1,USR_003,0.0,0.0,0.0
0,2020-W01,1,2,USR_009,0.0,0.0,0.0
0,2020-W01,1,3,STK_005,0.0,0.0,0.0
0,2020-W01,1,4,USR_005,0.0,0.0,0.0
0,2020-W01,1,5,STK_003,0.0,0.0,0.0
0,2020-W01,1,6,USR_004,0.0,0.0,0.0
0,2020-W01,1,7,USR_007,0.0,0.0,0.0
0,2020-W01,1,8,STK_001,0.0,0.0,0.0
0,2020-W01,1,9,USR_008,0.0,0.0,0.0
0,2020-W01,1,10,USR_006,0.0,0.0,0.0
0,2020-W01,1,11,STK_002,0.0,0.0,0.0
0,2020-W01,1,12,USR_002,0.0,0.0,0.0
0,2020-W01,1,13,USR_010,0.0,0.0,0.0
0,2020-W01,1,14,USR_001,0.0,0.0,0.0
0,2020-W01,2,0,STK_004,0.0,0.0,0.0
0,2020-W01,2,1,USR_003,0.0,0.0,0.0
0,2020-W01,2,2,USR_009,0.0,0.0,0.0
0,2020-W01,2,3,STK_005,0.0,0.0,0.0
0,2020-W01,2,4,USR_005,0.0,0.0,0.0
0,2020-W01,2,5,STK_003,0.0,0.0,0.0
0,2020-W01,2,6,USR_004,0.0,0.0,0.0
0,2020-W01,2,7,USR_007,0.0,0.0,0.0
0,2020-W01,2,8,STK_001,0.0,0.0,0.0
0,2020-W01,2,9,USR_008,0.0,0.0,0.0
0,2020-W01,2,10,USR_006,0.0,0.0,0.0
0,2020-W01,2,11,STK_002,0.0,0.0,0.0
0,2020-W01,2,12,USR_002,0.0,0.0,0.0
0,2020-W01,2,13,USR_010,0.0,0.0,0.0
0,2020-W01,2,14,USR_001,0.0,0.0,0.0
1,2020-W02,0,0,STK_004,0.0,0.0,0.0
1,2020-W02,0,1,USR_003,0.0,0.0,0.0
