t_idx,time_label,node_idx,node_label,fk_total_ripple,fk_max_impact,fk_max_impact_node,ik_strain_energy,ik_max_adjust,ik_max_adjust_node
0,E_000001,0,ACC_Sales_Revenue,18.5,8.5,1,49.99,0.0,0
0,E_000001,1,ACC_Accounts_Receivable,10.0,0.0,0,29.0242,4.9344,0
0,E_000001,2,ACC_Inventory,10.0,0.0,0,49.99,0.0,0
0,E_000001,3,ACC_COGS,10.0,0.0,0,49.99,0.0,0
0,E_000001,4,ACC_Accounts_Payable,10.0,0.0,0,49.99,0.0,0
0,E_000001,5,ACC_Cash,10.0,0.0,0,49.99,0.0,0
0,E_000001,6,ACC_Travel_Exp,10.0,0.0,0,49.99,0.0,0
0,E_000001,7,ACC_Payroll_Exp,10.0,0.0,0,49.99,0.0,0
0,E_000001,8,ACC_Rent_Exp,10.0,0.0,0,49.99,0.0,0
0,E_000001,9,ACC_Equity_Capital,10.0,0.0,0,49.99,0.0,0
1,E_000002,0,ACC_Sales_Revenue,10.0,0.0,0,49.99,0.0,0
1,E_000002,1,ACC_Accounts_Receivable,10.0,0.0,0,49.99,0.0,0
1,E_000002,2,ACC_Inventory,18.5,8.5,3,49.99,0.0,0
1,E_000002,3,ACC_COGS,10.0,0.0,0,29.0242,4.9344,2
1,E_000002,4,ACC_Accounts_Payable,10.0,0.0,0,49.99,0.0,0
1,E_000002,5,ACC_Cash,10.0,0.0,0,49.99,0.0,0
1,E_000002,6,ACC_Travel_Exp,10.0,0.0,0,49.99,0.0,0
1,E_000002,7,ACC_Payroll_Exp,10.0,0.0,0,49.99,0.0,0
1,E_000002,8,ACC_Rent_Exp,10.0,0.0,0,49.99,0.0,0
1,E_000002,9,ACC_Equity_Capital,10.0,0.0,0,49.99,0.0,0
2,E_000003,0,ACC_Sales_Revenue,18.5,8.5,1,0.0,-10.0,1
2,E_000003,1,ACC_Accounts_Receivable,10.0,0.0,0,0.0014,-66.6666,0
2,E_000003,2,ACC_Inventory,10.0,0.0,0,0.0001,-20.0177,0
2,E_000003,3,ACC_COGS,10.0,0.0,0,0.0001,20.0177,0
2,E_000003,4,ACC_Accounts_Payable,10.0,0.0,0,0.0,0.0,0
2,E_000003,5,ACC_Cash,10.0,0.0,0,0.0,0.0,0
2,E_000003,6,ACC_Travel_Exp,10.0,0.0,0,0.0,0.0,0
2,E_000003,7,ACC_Payroll_Exp,10.0,0.0,0,0.0,0.0,0
2,E_000003,8,ACC_Rent_Exp,10.0,0.0,0,0.0,0.0,0
2,E_000003,9,ACC_Equity_Capital,10.0,0.0,0,0.0,0.0,0
3,E_000004,0,ACC_Sales_Revenue,10.0,0.0,0,0.4166,-19.0068,3
