t_idx,node_idx,ik_suggested_delta,ik_strain_energy
0,0,0.0000,2902.4205
0,1,0.0000,2902.4205
0,2,0.0000,2902.4205
0,3,0.0000,2902.4205
0,4,0.0000,2902.4205
0,5,0.0000,2902.4205
0,6,0.0000,2902.4205
0,7,49.3440,2902.4205
0,8,58.0518,2902.4205
1,0,12.3623,1184.0851
1,1,14.5439,1184.0851
1,2,14.5439,1184.0851
1,3,17.1104,1184.0851
1,4,14.5439,1184.0851
1,5,14.5439,1184.0851
1,6,10.5079,1184.0851
1,7,20.1299,1184.0851
1,8,23.6823,1184.0851
2,0,-54.7920,0.0005
2,1,136.6595,0.0005
2,2,-103.8503,0.0005
2,3,-681.6645,0.0005
2,4,15.7967,0.0005
2,5,78.7600,0.0005
2,6,-36.7927,0.0005
2,7,577.8164,0.0005
2,8,68.0669,0.0005
3,0,127.5396,0.0003
3,1,-81.1544,0.0003
3,2,-46.4978,0.0003
3,3,-340.8168,0.0003
3,4,15.5344,0.0003
3,5,33.5678,0.0003
3,6,-118.4518,0.0003
3,7,198.7880,0.0003
3,8,211.4911,0.0003
4,0,-72.1202,0.0040
4,1,401.8590,0.0040
4,2,31.9792,0.0040
4,3,-90.1554,0.0040
4,4,-57.3316,0.0040
4,5,-160.8672,0.0040
4,6,-178.0234,0.0040
4,7,-164.5681,0.0040
4,8,289.2277,0.0040
5,0,-250.2018,0.2292
5,1,258.7415,0.2292
5,2,-497.4673,0.2292
5,3,-124.7885,0.2292
5,4,-164.9489,0.2292
5,5,835.9281,0.2292
5,6,-119.4775,0.2292
5,7,-307.3802,0.2292
5,8,369.5945,0.2292
6,0,-144.3140,0.0062
6,1,21.9610,0.0062
6,2,38.9563,0.0062
6,3,68.1013,0.0062
6,4,-167.0901,0.0062
6,5,16.8490,0.0062
6,6,-44.6949,0.0062
6,7,62.7628,0.0062
6,8,147.4685,0.0062
7,0,-130.1381,0.0056
7,1,28.2689,0.0056
7,2,-72.7210,0.0056
7,3,77.4515,0.0056
7,4,-14.1538,0.0056
