t_idx,time_label,node_idx,node_label,account_category,z_score_X,z_score_v,local_kl_drift,micro_anomaly_flag
0,2020-01,0,00_ACC_Accounts_Payable,Liability,0.0,0.0,0.0,0
0,2020-01,1,01_ACC_Accounts_Receivable,Asset,0.0,0.0,0.0,0
0,2020-01,2,02_ACC_COGS,Expense,0.0,0.0,0.0,0
0,2020-01,3,03_ACC_Cash,Asset,0.0,0.0,0.0,0
0,2020-01,4,04_ACC_Inventory,Asset,0.0,0.0,0.0,0
0,2020-01,5,05_ACC_Payroll_Exp,Expense,0.0,0.0,0.0,0
0,2020-01,6,06_ACC_Rent_Exp,Expense,0.0,0.0,0.0,0
0,2020-01,7,07_ACC_Sales_Revenue,Revenue,0.0,0.0,0.0,0
0,2020-01,8,08_ACC_Travel_Exp,Expense,0.0,0.0,0.0,0
0,2020-01,9,09_UNKNOWN_LEAK,Unknown,0.0,0.0,0.0,0
0,2020-01,10,10_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
1,2020-02,0,00_ACC_Accounts_Payable,Liability,0.0,0.0,0.0,0
1,2020-02,1,01_ACC_Accounts_Receivable,Asset,0.0,0.0,20.6428,1
1,2020-02,2,02_ACC_COGS,Expense,0.0,0.0,0.0,0
1,2020-02,3,03_ACC_Cash,Asset,0.0,0.0,8.3469,1
1,2020-02,4,04_ACC_Inventory,Asset,0.0,0.0,0.0,0
1,2020-02,5,05_ACC_Payroll_Exp,Expense,0.0,0.0,0.0,0
1,2020-02,6,06_ACC_Rent_Exp,Expense,0.0,0.0,0.0,0
1,2020-02,7,07_ACC_Sales_Revenue,Revenue,0.0,0.0,0.0,0
1,2020-02,8,08_ACC_Travel_Exp,Expense,0.0,0.0,0.0,0
1,2020-02,9,09_UNKNOWN_LEAK,Unknown,0.0,0.0,0.0,0
1,2020-02,10,10_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
2,2020-03,0,00_ACC_Accounts_Payable,Liability,1.0,0.747,0.0,0
2,2020-03,1,01_ACC_Accounts_Receivable,Asset,1.0,230.5071,0.6984,1
2,2020-03,2,02_ACC_COGS,Expense,1.0,0.231,0.0,0
2,2020-03,3,03_ACC_Cash,Asset,32.5831,95.3476,0.119,1
2,2020-03,4,04_ACC_Inventory,Asset,0.2119,0.178,0.0,0
2,2020-03,5,05_ACC_Payroll_Exp,Expense,1.0001,10.5083,0.0,1
2,2020-03,6,06_ACC_Rent_Exp,Expense,1.0001,0.3384,0.0,0
2,2020-03,7,07_ACC_Sales_Revenue,Revenue,1.0,0.5571,0.0,0
2,2020-03,8,08_ACC_Travel_Exp,Expense,1.0001,1.596,0.0,0
2,2020-03,9,09_UNKNOWN_LEAK,Unknown,0.9924,1.3412,0.0,0
2,2020-03,10,10_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
3,2020-04,0,00_ACC_Accounts_Payable,Liability,0.7071,0.7904,0.0,0
3,2020-04,1,01_ACC_Accounts_Receivable,Asset,0.7071,4.0764,0.4157,1
3,2020-04,2,02_ACC_COGS,Expense,0.7071,6.7541,0.0,1
3,2020-04,3,03_ACC_Cash,Asset,2.1554,2.1886,0.1787,0
3,2020-04,4,04_ACC_Inventory,Asset,4.4148,4.2098,0.0,1
3,2020-04,5,05_ACC_Payroll_Exp,Expense,0.7071,0.8205,0.0,0
3,2020-04,6,06_ACC_Rent_Exp,Expense,0.7072,1.1825,0.0,0
3,2020-04,7,07_ACC_Sales_Revenue,Revenue,0.7071,6.1802,0.0,1
3,2020-04,8,08_ACC_Travel_Exp,Expense,0.7072,3.278,0.0,1
3,2020-04,9,09_UNKNOWN_LEAK,Unknown,0.7111,1.4013,0.0,0
3,2020-04,10,10_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
4,2020-05,0,00_ACC_Accounts_Payable,Liability,10.4537,28.9494,0.0,1
4,2020-05,1,01_ACC_Accounts_Receivable,Asset,1.1799,1.1403,0.0068,0
4,2020-05,2,02_ACC_COGS,Expense,1.0854,1.334,0.0,0
4,2020-05,3,03_ACC_Cash,Asset,0.7919,0.807,0.1466,0
4,2020-05,4,04_ACC_Inventory,Asset,0.7959,0.8647,0.0,0
4,2020-05,5,05_ACC_Payroll_Exp,Expense,1.1553,0.4855,0.0,0
4,2020-05,6,06_ACC_Rent_Exp,Expense,1.5499,3.5556,0.0,1
4,2020-05,7,07_ACC_Sales_Revenue,Revenue,1.1142,1.5593,0.0,0
4,2020-05,8,08_ACC_Travel_Exp,Expense,1.2962,0.3184,0.0,0
4,2020-05,9,09_UNKNOWN_LEAK,Unknown,0.7111,1.4013,0.0,0
4,2020-05,10,10_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
5,2020-06,0,00_ACC_Accounts_Payable,Liability,1.2543,1.0902,0.0,0
5,2020-06,1,01_ACC_Accounts_Receivable,Asset,0.5895,0.6618,0.0016,0
5,2020-06,2,02_ACC_COGS,Expense,0.7354,0.3761,0.0,0
5,2020-06,3,03_ACC_Cash,Asset,0.3496,0.2864,0.0566,0
5,2020-06,4,04_ACC_Inventory,Asset,0.3126,0.4177,0.0,0
5,2020-06,5,05_ACC_Payroll_Exp,Expense,2.2631,0.4569,0.0,0
5,2020-06,6,06_ACC_Rent_Exp,Expense,1.209,0.1052,0.0,0
5,2020-06,7,07_ACC_Sales_Revenue,Revenue,0.7603,0.4244,0.0,0
5,2020-06,8,08_ACC_Travel_Exp,Expense,1.285,1.5274,0.0,0
5,2020-06,9,09_UNKNOWN_LEAK,Unknown,0.7071,0.7071,0.0,0
5,2020-06,10,10_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
6,2020-07,0,00_ACC_Accounts_Payable,Liability,0.0672,0.1193,0.0,0
6,2020-07,1,01_ACC_Accounts_Receivable,Asset,7.0374,4.2058,0.0,1
6,2020-07,2,02_ACC_COGS,Expense,16.1267,15.3887,0.0,1
6,2020-07,3,03_ACC_Cash,Asset,2.243,2.3139,0.0084,0
6,2020-07,4,04_ACC_Inventory,Asset,3.5858,4.3405,0.0,1
6,2020-07,5,05_ACC_Payroll_Exp,Expense,1.2134,6.9159,0.0,1
6,2020-07,6,06_ACC_Rent_Exp,Expense,0.5787,5.9442,0.0,1
6,2020-07,7,07_ACC_Sales_Revenue,Revenue,6.5021,15.7769,0.0,1
6,2020-07,8,08_ACC_Travel_Exp,Expense,1.9787,1.5179,0.0,0
6,2020-07,9,09_UNKNOWN_LEAK,Unknown,0.0,0.0,0.0,0
6,2020-07,10,10_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
7,2020-08,0,00_ACC_Accounts_Payable,Liability,0.3194,0.2014,0.0,0
7,2020-08,1,01_ACC_Accounts_Receivable,Asset,0.5833,1.132,0.0833,0
7,2020-08,2,02_ACC_COGS,Expense,1.0126,1.9576,0.0,0
7,2020-08,3,03_ACC_Cash,Asset,0.3704,0.2577,0.0067,0
7,2020-08,4,04_ACC_Inventory,Asset,3.6536,3.8201,0.0,1
7,2020-08,5,05_ACC_Payroll_Exp,Expense,2.5312,0.085,0.0,0
7,2020-08,6,06_ACC_Rent_Exp,Expense,10.4443,0.7088,0.0,1
7,2020-08,7,07_ACC_Sales_Revenue,Revenue,0.9363,1.8307,0.0,0
7,2020-08,8,08_ACC_Travel_Exp,Expense,0.0269,2.4315,0.0,0
7,2020-08,9,09_UNKNOWN_LEAK,Unknown,0.0,0.0,0.0,0
7,2020-08,10,10_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
8,2020-09,0,00_ACC_Accounts_Payable,Liability,0.6867,0.6506,0.0,0
8,2020-09,1,01_ACC_Accounts_Receivable,Asset,1.2445,1.542,0.0001,0
8,2020-09,2,02_ACC_COGS,Expense,1.3517,0.0281,0.0,0
8,2020-09,3,03_ACC_Cash,Asset,1.5587,1.45,0.0262,0
8,2020-09,4,04_ACC_Inventory,Asset,0.3423,0.3546,0.0,0
8,2020-09,5,05_ACC_Payroll_Exp,Expense,1.5358,1.753,0.0,0
8,2020-09,6,06_ACC_Rent_Exp,Expense,2.8669,2.9991,0.0,0
8,2020-09,7,07_ACC_Sales_Revenue,Revenue,1.3418,0.0602,0.0,0
8,2020-09,8,08_ACC_Travel_Exp,Expense,1.4917,0.1765,0.0,0
8,2020-09,9,09_UNKNOWN_LEAK,Unknown,0.2746,0.8102,0.0,0
8,2020-09,10,10_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
9,2020-10,0,00_ACC_Accounts_Payable,Liability,1.9378,1.922,0.0,0
9,2020-10,1,01_ACC_Accounts_Receivable,Asset,2.2278,3.264,0.0027,1
9,2020-10,2,02_ACC_COGS,Expense,2.9478,4.6546,0.0,1
9,2020-10,3,03_ACC_Cash,Asset,2.4138,2.3214,0.012,0
9,2020-10,4,04_ACC_Inventory,Asset,1.7449,1.7332,0.0,0
9,2020-10,5,05_ACC_Payroll_Exp,Expense,2.2975,1.7557,0.0,0
9,2020-10,6,06_ACC_Rent_Exp,Expense,0.0045,1.0698,0.0,0
9,2020-10,7,07_ACC_Sales_Revenue,Revenue,2.8336,4.5367,0.0,1
9,2020-10,8,08_ACC_Travel_Exp,Expense,1.4014,3.2683,0.0,1
9,2020-10,9,09_UNKNOWN_LEAK,Unknown,1.1932,1.3592,0.0,0
9,2020-10,10,10_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
10,2020-11,0,00_ACC_Accounts_Payable,Liability,4.4159,3.959,0.0,1
10,2020-11,1,01_ACC_Accounts_Receivable,Asset,0.9582,0.6059,0.0011,0
10,2020-11,2,02_ACC_COGS,Expense,1.3987,1.5423,0.0,0
10,2020-11,3,03_ACC_Cash,Asset,0.7804,0.7953,0.0209,0
10,2020-11,4,04_ACC_Inventory,Asset,1.1536,1.1931,0.0,0
10,2020-11,5,05_ACC_Payroll_Exp,Expense,2.3189,1.554,0.0,0
10,2020-11,6,06_ACC_Rent_Exp,Expense,0.052,0.8523,0.0,0
10,2020-11,7,07_ACC_Sales_Revenue,Revenue,1.4536,1.6304,0.0,0
10,2020-11,8,08_ACC_Travel_Exp,Expense,3.5606,2.3066,0.0,1
10,2020-11,9,09_UNKNOWN_LEAK,Unknown,0.9811,0.9602,0.0,0
10,2020-11,10,10_ACC_Equity_Capital,Equity,0.0,0.0,0.0,0
11,2020-12,0,00_ACC_Accounts_Payable,Liability,1.6693,1.5537,0.0,0
11,2020-12,1,01_ACC_Accounts_Receivable,Asset,2.4713,1.9439,0.0011,0
11,2020-12,2,02_ACC_COGS,Expense,0.592,0.3182,0.0,0
11,2020-12,3,03_ACC_Cash,Asset,1.6784,1.6846,0.0245,0
11,2020-12,4,04_ACC_Inventory,Asset,0.2698,0.4405,0.0,0
