t_idx,time_label,node_idx,node_label,curvature,density
0,2020-W01,0,ACC_Accounts_Payable,0.0,14368.82
0,2020-W01,1,ACC_Inventory,0.0,19442.49
0,2020-W01,2,ACC_Cash,0.0,641.86
0,2020-W01,3,ACC_Travel_Exp,0.0,641.86
0,2020-W01,4,ACC_COGS,0.0,5073.67
0,2020-W01,5,ACC_Sales_Revenue,0.0,9837.36
0,2020-W01,6,ACC_Accounts_Receivable,0.0,9837.36
0,2020-W01,7,ACC_Payroll_Exp,0.0,0.0
0,2020-W01,8,ACC_Rent_Exp,0.0,0.0
1,2020-W02,0,ACC_Accounts_Payable,0.0,16167.47
1,2020-W02,1,ACC_Inventory,0.0,26254.05
1,2020-W02,2,ACC_Cash,0.0,1482.65
1,2020-W02,3,ACC_Travel_Exp,0.0,1482.65
1,2020-W02,4,ACC_COGS,0.0,10086.58
1,2020-W02,5,ACC_Sales_Revenue,0.0,18985.61
1,2020-W02,6,ACC_Accounts_Receivable,0.0,18985.61
1,2020-W02,7,ACC_Payroll_Exp,0.0,0.0
1,2020-W02,8,ACC_Rent_Exp,0.0,0.0
2,2020-W03,0,ACC_Accounts_Payable,5430.45,12535.67
2,2020-W03,1,ACC_Inventory,3135.46,25340.17
2,2020-W03,2,ACC_Cash,86.12,2237.32
2,2020-W03,3,ACC_Travel_Exp,86.12,2237.32
2,2020-W03,4,ACC_COGS,2294.99,12804.5
2,2020-W03,5,ACC_Sales_Revenue,5132.01,23001.85
2,2020-W03,6,ACC_Accounts_Receivable,5132.01,23001.85
2,2020-W03,7,ACC_Payroll_Exp,0.0,0.0
2,2020-W03,8,ACC_Rent_Exp,0.0,0.0
3,2020-W04,0,ACC_Accounts_Payable,1343.11,10246.98
3,2020-W04,1,ACC_Inventory,2307.89,24804.62
3,2020-W04,2,ACC_Cash,24849.94,27841.93
3,2020-W04,3,ACC_Travel_Exp,2107.91,5099.9
3,2020-W04,4,ACC_COGS,964.78,14557.64
3,2020-W04,5,ACC_Sales_Revenue,1891.37,25126.72
3,2020-W04,6,ACC_Accounts_Receivable,1891.37,25126.72
3,2020-W04,7,ACC_Payroll_Exp,17935.15,17935.15
3,2020-W04,8,ACC_Rent_Exp,4806.88,4806.88
4,2020-W05,0,ACC_Accounts_Payable,5026.54,12984.83
4,2020-W05,1,ACC_Inventory,6043.5,28278.65
4,2020-W05,2,ACC_Cash,51223.85,2222.69
4,2020-W05,3,ACC_Travel_Exp,5739.79,2222.69
4,2020-W05,4,ACC_COGS,1016.96,15293.82
