t_idx,time_label,component_idx,node_idx,node_label,eigenvalue,explained_variance_ratio,vector_value
0,2020-W01,0,0,ACC_Accounts_Payable,0.0,0.0,0.0
0,2020-W01,0,1,ACC_Inventory,0.0,0.0,0.0
0,2020-W01,0,2,ACC_Cash,0.0,0.0,0.0
0,2020-W01,0,3,ACC_Travel_Exp,0.0,0.0,0.0
0,2020-W01,0,4,ACC_COGS,0.0,0.0,0.0
0,2020-W01,0,5,ACC_Sales_Revenue,0.0,0.0,0.0
0,2020-W01,0,6,ACC_Accounts_Receivable,0.0,0.0,0.0
0,2020-W01,0,7,ACC_Payroll_Exp,0.0,0.0,0.0
0,2020-W01,0,8,ACC_Rent_Exp,0.0,0.0,0.0
0,2020-W01,1,0,ACC_Accounts_Payable,0.0,0.0,0.0
0,2020-W01,1,1,ACC_Inventory,0.0,0.0,0.0
0,2020-W01,1,2,ACC_Cash,0.0,0.0,0.0
0,2020-W01,1,3,ACC_Travel_Exp,0.0,0.0,0.0
0,2020-W01,1,4,ACC_COGS,0.0,0.0,0.0
0,2020-W01,1,5,ACC_Sales_Revenue,0.0,0.0,0.0
0,2020-W01,1,6,ACC_Accounts_Receivable,0.0,0.0,0.0
0,2020-W01,1,7,ACC_Payroll_Exp,0.0,0.0,0.0
0,2020-W01,1,8,ACC_Rent_Exp,0.0,0.0,0.0
0,2020-W01,2,0,ACC_Accounts_Payable,0.0,0.0,0.0
0,2020-W01,2,1,ACC_Inventory,0.0,0.0,0.0
0,2020-W01,2,2,ACC_Cash,0.0,0.0,0.0
0,2020-W01,2,3,ACC_Travel_Exp,0.0,0.0,0.0
0,2020-W01,2,4,ACC_COGS,0.0,0.0,0.0
0,2020-W01,2,5,ACC_Sales_Revenue,0.0,0.0,0.0
0,2020-W01,2,6,ACC_Accounts_Receivable,0.0,0.0,0.0
0,2020-W01,2,7,ACC_Payroll_Exp,0.0,0.0,0.0
0,2020-W01,2,8,ACC_Rent_Exp,0.0,0.0,0.0
1,2020-W02,0,0,ACC_Accounts_Payable,0.0,0.0,0.0
1,2020-W02,0,1,ACC_Inventory,0.0,0.0,0.0
1,2020-W02,0,2,ACC_Cash,0.0,0.0,0.0
1,2020-W02,0,3,ACC_Travel_Exp,0.0,0.0,0.0
1,2020-W02,0,4,ACC_COGS,0.0,0.0,0.0
1,2020-W02,0,5,ACC_Sales_Revenue,0.0,0.0,0.0
1,2020-W02,0,6,ACC_Accounts_Receivable,0.0,0.0,0.0
1,2020-W02,0,7,ACC_Payroll_Exp,0.0,0.0,0.0
1,2020-W02,0,8,ACC_Rent_Exp,0.0,0.0,0.0
1,2020-W02,1,0,ACC_Accounts_Payable,0.0,0.0,0.0
1,2020-W02,1,1,ACC_Inventory,0.0,0.0,0.0
1,2020-W02,1,2,ACC_Cash,0.0,0.0,0.0
1,2020-W02,1,3,ACC_Travel_Exp,0.0,0.0,0.0
1,2020-W02,1,4,ACC_COGS,0.0,0.0,0.0
1,2020-W02,1,5,ACC_Sales_Revenue,0.0,0.0,0.0
1,2020-W02,1,6,ACC_Accounts_Receivable,0.0,0.0,0.0
1,2020-W02,1,7,ACC_Payroll_Exp,0.0,0.0,0.0
1,2020-W02,1,8,ACC_Rent_Exp,0.0,0.0,0.0
1,2020-W02,2,0,ACC_Accounts_Payable,0.0,0.0,0.0
1,2020-W02,2,1,ACC_Inventory,0.0,0.0,0.0
1,2020-W02,2,2,ACC_Cash,0.0,0.0,0.0
1,2020-W02,2,3,ACC_Travel_Exp,0.0,0.0,0.0
1,2020-W02,2,4,ACC_COGS,0.0,0.0,0.0
1,2020-W02,2,5,ACC_Sales_Revenue,0.0,0.0,0.0
1,2020-W02,2,6,ACC_Accounts_Receivable,0.0,0.0,0.0
1,2020-W02,2,7,ACC_Payroll_Exp,0.0,0.0,0.0
1,2020-W02,2,8,ACC_Rent_Exp,0.0,0.0,0.0
2,2020-W03,0,0,ACC_Accounts_Payable,10170646.7152,1.0,0.639626
2,2020-W03,0,1,ACC_Inventory,10170646.7152,1.0,-0.523319
2,2020-W03,0,2,ACC_Cash,10170646.7152,1.0,0.251514
2,2020-W03,0,3,ACC_Travel_Exp,10170646.7152,1.0,-0.251514
2,2020-W03,0,4,ACC_COGS,10170646.7152,1.0,-0.116307
2,2020-W03,0,5,ACC_Sales_Revenue,10170646.7152,1.0,-0.297464
2,2020-W03,0,6,ACC_Accounts_Receivable,10170646.7152,1.0,0.297464
2,2020-W03,0,7,ACC_Payroll_Exp,10170646.7152,1.0,0.0
2,2020-W03,0,8,ACC_Rent_Exp,10170646.7152,1.0,0.0
2,2020-W03,1,0,ACC_Accounts_Payable,0.0,0.0,-0.530696
2,2020-W03,1,1,ACC_Inventory,0.0,0.0,-0.220995
2,2020-W03,1,2,ACC_Cash,0.0,0.0,-0.188573
2,2020-W03,1,3,ACC_Travel_Exp,0.0,0.0,0.188573
2,2020-W03,1,4,ACC_COGS,0.0,0.0,-0.440993
2,2020-W03,1,5,ACC_Sales_Revenue,0.0,0.0,-0.449404
2,2020-W03,1,6,ACC_Accounts_Receivable,0.0,0.0,0.449404
2,2020-W03,1,7,ACC_Payroll_Exp,0.0,0.0,-0.0
2,2020-W03,1,8,ACC_Rent_Exp,0.0,0.0,-0.0
2,2020-W03,2,0,ACC_Accounts_Payable,0.0,0.0,-0.169155
2,2020-W03,2,1,ACC_Inventory,0.0,0.0,-0.015361
2,2020-W03,2,2,ACC_Cash,0.0,0.0,0.381306
2,2020-W03,2,3,ACC_Travel_Exp,0.0,0.0,-0.381306
2,2020-W03,2,4,ACC_COGS,0.0,0.0,-0.712865
2,2020-W03,2,5,ACC_Sales_Revenue,0.0,0.0,0.293416
2,2020-W03,2,6,ACC_Accounts_Receivable,0.0,0.0,-0.293416
2,2020-W03,2,7,ACC_Payroll_Exp,0.0,0.0,0.0
2,2020-W03,2,8,ACC_Rent_Exp,0.0,0.0,0.0
3,2020-W04,0,0,ACC_Accounts_Payable,374044912.32646,0.987334,-0.070274
3,2020-W04,0,1,ACC_Inventory,374044912.32646,0.987334,-0.01061
3,2020-W04,0,2,ACC_Cash,374044912.32646,0.987334,0.755762
3,2020-W04,0,3,ACC_Travel_Exp,374044912.32646,0.987334,0.009861
3,2020-W04,0,4,ACC_COGS,374044912.32646,0.987334,0.080884
3,2020-W04,0,5,ACC_Sales_Revenue,374044912.32646,0.987334,-0.16851
3,2020-W04,0,6,ACC_Accounts_Receivable,374044912.32646,0.987334,0.16851
3,2020-W04,0,7,ACC_Payroll_Exp,374044912.32646,0.987334,-0.566187
3,2020-W04,0,8,ACC_Rent_Exp,374044912.32646,0.987334,-0.199436
3,2020-W04,1,0,ACC_Accounts_Payable,4798448.65574,0.012666,0.676026
3,2020-W04,1,1,ACC_Inventory,4798448.65574,0.012666,-0.536333
3,2020-W04,1,2,ACC_Cash,4798448.65574,0.012666,0.072963
3,2020-W04,1,3,ACC_Travel_Exp,4798448.65574,0.012666,-0.261451
3,2020-W04,1,4,ACC_COGS,4798448.65574,0.012666,-0.139693
3,2020-W04,1,5,ACC_Sales_Revenue,4798448.65574,0.012666,-0.26486
3,2020-W04,1,6,ACC_Accounts_Receivable,4798448.65574,0.012666,0.26486
3,2020-W04,1,7,ACC_Payroll_Exp,4798448.65574,0.012666,0.139389
3,2020-W04,1,8,ACC_Rent_Exp,4798448.65574,0.012666,0.049099
3,2020-W04,2,0,ACC_Accounts_Payable,0.0,0.0,-0.18569
3,2020-W04,2,1,ACC_Inventory,0.0,0.0,-0.309812
3,2020-W04,2,2,ACC_Cash,0.0,0.0,-0.607709
3,2020-W04,2,3,ACC_Travel_Exp,0.0,0.0,-0.077868
3,2020-W04,2,4,ACC_COGS,0.0,0.0,-0.055985
3,2020-W04,2,5,ACC_Sales_Revenue,0.0,0.0,-0.140172
3,2020-W04,2,6,ACC_Accounts_Receivable,0.0,0.0,0.140172
3,2020-W04,2,7,ACC_Payroll_Exp,0.0,0.0,-0.654673
3,2020-W04,2,8,ACC_Rent_Exp,0.0,0.0,-0.152104
4,2020-W05,0,0,ACC_Accounts_Payable,751234530.341354,0.961076,-0.013221
4,2020-W05,0,1,ACC_Inventory,751234530.341354,0.961076,0.014286
4,2020-W05,0,2,ACC_Cash,751234530.341354,0.961076,0.800029
4,2020-W05,0,3,ACC_Travel_Exp,751234530.341354,0.961076,-0.001731
4,2020-W05,0,4,ACC_COGS,751234530.341354,0.961076,-0.001065
4,2020-W05,0,5,ACC_Sales_Revenue,751234530.341354,0.961076,-0.006877
4,2020-W05,0,6,ACC_Accounts_Receivable,751234530.341354,0.961076,-0.027473
4,2020-W05,0,7,ACC_Payroll_Exp,751234530.341354,0.961076,-0.564949
4,2020-W05,0,8,ACC_Rent_Exp,751234530.341354,0.961076,-0.199
4,2020-W05,1,0,ACC_Accounts_Payable,27350950.456167,0.034991,0.192797
4,2020-W05,1,1,ACC_Inventory,27350950.456167,0.034991,0.100339
4,2020-W05,1,2,ACC_Cash,27350950.456167,0.034991,0.045785
4,2020-W05,1,3,ACC_Travel_Exp,27350950.456167,0.034991,-0.035709
4,2020-W05,1,4,ACC_COGS,27350950.456167,0.034991,-0.293136
4,2020-W05,1,5,ACC_Sales_Revenue,27350950.456167,0.034991,0.59181
4,2020-W05,1,6,ACC_Accounts_Receivable,27350950.456167,0.034991,-0.711245
4,2020-W05,1,7,ACC_Payroll_Exp,27350950.456167,0.034991,0.080872
4,2020-W05,1,8,ACC_Rent_Exp,27350950.456167,0.034991,0.028487
4,2020-W05,2,0,ACC_Accounts_Payable,3074268.238712,0.003933,0.730446
4,2020-W05,2,1,ACC_Inventory,3074268.238712,0.003933,-0.526909
4,2020-W05,2,2,ACC_Cash,3074268.238712,0.003933,0.12629
4,2020-W05,2,3,ACC_Travel_Exp,3074268.238712,0.003933,-0.274822
4,2020-W05,2,4,ACC_COGS,3074268.238712,0.003933,-0.203538
4,2020-W05,2,5,ACC_Sales_Revenue,3074268.238712,0.003933,-0.148764
4,2020-W05,2,6,ACC_Accounts_Receivable,3074268.238712,0.003933,0.122244
4,2020-W05,2,7,ACC_Payroll_Exp,3074268.238712,0.003933,0.129452
4,2020-W05,2,8,ACC_Rent_Exp,3074268.238712,0.003933,0.045599
5,2020-W06,0,0,ACC_Accounts_Payable,563435990.216182,0.956325,-0.012986
5,2020-W06,0,1,ACC_Inventory,563435990.216182,0.956325,0.014115
5,2020-W06,0,2,ACC_Cash,563435990.216182,0.956325,0.800043
5,2020-W06,0,3,ACC_Travel_Exp,563435990.216182,0.956325,-0.001687
5,2020-W06,0,4,ACC_COGS,563435990.216182,0.956325,-0.001129
5,2020-W06,0,5,ACC_Sales_Revenue,563435990.216182,0.956325,-0.006918
5,2020-W06,0,6,ACC_Accounts_Receivable,563435990.216182,0.956325,-0.027504
5,2020-W06,0,7,ACC_Payroll_Exp,563435990.216182,0.956325,-0.564938
5,2020-W06,0,8,ACC_Rent_Exp,563435990.216182,0.956325,-0.198996
5,2020-W06,1,0,ACC_Accounts_Payable,20583167.776948,0.034936,0.212289
5,2020-W06,1,1,ACC_Inventory,20583167.776948,0.034936,0.085243
5,2020-W06,1,2,ACC_Cash,20583167.776948,0.034936,0.046963
5,2020-W06,1,3,ACC_Travel_Exp,20583167.776948,0.034936,-0.032802
5,2020-W06,1,4,ACC_COGS,20583167.776948,0.034936,-0.297532
5,2020-W06,1,5,ACC_Sales_Revenue,20583167.776948,0.034936,0.585957
5,2020-W06,1,6,ACC_Accounts_Receivable,20583167.776948,0.034936,-0.710638
