t_idx,time_label,component_idx,node_idx,node_label,eigenvalue,explained_variance_ratio,vector_value
0,2020-01,0,0,00_ACC_Input_From_Outside,0.0,0.0,0.0
0,2020-01,0,1,01_ACC_Output_To_Outside,0.0,0.0,0.0
0,2020-01,0,2,02_USR_001,0.0,0.0,0.0
0,2020-01,0,3,03_USR_002,0.0,0.0,0.0
0,2020-01,0,4,04_USR_003,0.0,0.0,0.0
0,2020-01,0,5,05_USR_004,0.0,0.0,0.0
0,2020-01,0,6,06_USR_005,0.0,0.0,0.0
0,2020-01,0,7,07_USR_006,0.0,0.0,0.0
0,2020-01,0,8,08_USR_007,0.0,0.0,0.0
0,2020-01,0,9,09_USR_008,0.0,0.0,0.0
0,2020-01,0,10,10_USR_009,0.0,0.0,0.0
0,2020-01,0,11,11_USR_010,0.0,0.0,0.0
0,2020-01,1,0,00_ACC_Input_From_Outside,0.0,0.0,0.0
0,2020-01,1,1,01_ACC_Output_To_Outside,0.0,0.0,0.0
0,2020-01,1,2,02_USR_001,0.0,0.0,0.0
0,2020-01,1,3,03_USR_002,0.0,0.0,0.0
0,2020-01,1,4,04_USR_003,0.0,0.0,0.0
0,2020-01,1,5,05_USR_004,0.0,0.0,0.0
0,2020-01,1,6,06_USR_005,0.0,0.0,0.0
0,2020-01,1,7,07_USR_006,0.0,0.0,0.0
0,2020-01,1,8,08_USR_007,0.0,0.0,0.0
0,2020-01,1,9,09_USR_008,0.0,0.0,0.0
0,2020-01,1,10,10_USR_009,0.0,0.0,0.0
0,2020-01,1,11,11_USR_010,0.0,0.0,0.0
0,2020-01,2,0,00_ACC_Input_From_Outside,0.0,0.0,0.0
0,2020-01,2,1,01_ACC_Output_To_Outside,0.0,0.0,0.0
0,2020-01,2,2,02_USR_001,0.0,0.0,0.0
0,2020-01,2,3,03_USR_002,0.0,0.0,0.0
0,2020-01,2,4,04_USR_003,0.0,0.0,0.0
0,2020-01,2,5,05_USR_004,0.0,0.0,0.0
0,2020-01,2,6,06_USR_005,0.0,0.0,0.0
0,2020-01,2,7,07_USR_006,0.0,0.0,0.0
0,2020-01,2,8,08_USR_007,0.0,0.0,0.0
0,2020-01,2,9,09_USR_008,0.0,0.0,0.0
0,2020-01,2,10,10_USR_009,0.0,0.0,0.0
0,2020-01,2,11,11_USR_010,0.0,0.0,0.0
1,2020-02,0,0,00_ACC_Input_From_Outside,0.0,0.0,0.0
1,2020-02,0,1,01_ACC_Output_To_Outside,0.0,0.0,0.0
1,2020-02,0,2,02_USR_001,0.0,0.0,0.0
1,2020-02,0,3,03_USR_002,0.0,0.0,0.0
1,2020-02,0,4,04_USR_003,0.0,0.0,0.0
1,2020-02,0,5,05_USR_004,0.0,0.0,0.0
1,2020-02,0,6,06_USR_005,0.0,0.0,0.0
1,2020-02,0,7,07_USR_006,0.0,0.0,0.0
1,2020-02,0,8,08_USR_007,0.0,0.0,0.0
1,2020-02,0,9,09_USR_008,0.0,0.0,0.0
1,2020-02,0,10,10_USR_009,0.0,0.0,0.0
1,2020-02,0,11,11_USR_010,0.0,0.0,0.0
1,2020-02,1,0,00_ACC_Input_From_Outside,0.0,0.0,0.0
1,2020-02,1,1,01_ACC_Output_To_Outside,0.0,0.0,0.0
1,2020-02,1,2,02_USR_001,0.0,0.0,0.0
1,2020-02,1,3,03_USR_002,0.0,0.0,0.0
1,2020-02,1,4,04_USR_003,0.0,0.0,0.0
1,2020-02,1,5,05_USR_004,0.0,0.0,0.0
1,2020-02,1,6,06_USR_005,0.0,0.0,0.0
1,2020-02,1,7,07_USR_006,0.0,0.0,0.0
1,2020-02,1,8,08_USR_007,0.0,0.0,0.0
1,2020-02,1,9,09_USR_008,0.0,0.0,0.0
1,2020-02,1,10,10_USR_009,0.0,0.0,0.0
1,2020-02,1,11,11_USR_010,0.0,0.0,0.0
1,2020-02,2,0,00_ACC_Input_From_Outside,0.0,0.0,0.0
1,2020-02,2,1,01_ACC_Output_To_Outside,0.0,0.0,0.0
1,2020-02,2,2,02_USR_001,0.0,0.0,0.0
1,2020-02,2,3,03_USR_002,0.0,0.0,0.0
1,2020-02,2,4,04_USR_003,0.0,0.0,0.0
1,2020-02,2,5,05_USR_004,0.0,0.0,0.0
1,2020-02,2,6,06_USR_005,0.0,0.0,0.0
1,2020-02,2,7,07_USR_006,0.0,0.0,0.0
1,2020-02,2,8,08_USR_007,0.0,0.0,0.0
1,2020-02,2,9,09_USR_008,0.0,0.0,0.0
1,2020-02,2,10,10_USR_009,0.0,0.0,0.0
1,2020-02,2,11,11_USR_010,0.0,0.0,0.0
2,2020-03,0,0,00_ACC_Input_From_Outside,2697898615445029.0,1.0,0.02317
2,2020-03,0,1,01_ACC_Output_To_Outside,2697898615445029.0,1.0,-0.00808
2,2020-03,0,2,02_USR_001,2697898615445029.0,1.0,0.099819
2,2020-03,0,3,03_USR_002,2697898615445029.0,1.0,-0.813069
2,2020-03,0,4,04_USR_003,2697898615445029.0,1.0,0.543194
2,2020-03,0,5,05_USR_004,2697898615445029.0,1.0,0.177559
2,2020-03,0,6,06_USR_005,2697898615445029.0,1.0,0.00202
2,2020-03,0,7,07_USR_006,2697898615445029.0,1.0,-0.013314
2,2020-03,0,8,08_USR_007,2697898615445029.0,1.0,0.015089
2,2020-03,0,9,09_USR_008,2697898615445029.0,1.0,0.004955
2,2020-03,0,10,10_USR_009,2697898615445029.0,1.0,-0.036181
2,2020-03,0,11,11_USR_010,2697898615445029.0,1.0,0.004837
2,2020-03,1,0,00_ACC_Input_From_Outside,0.141843,0.0,0.030267
2,2020-03,1,1,01_ACC_Output_To_Outside,0.141843,0.0,0.238602
2,2020-03,1,2,02_USR_001,0.141843,0.0,0.083755
2,2020-03,1,3,03_USR_002,0.141843,0.0,0.551709
2,2020-03,1,4,04_USR_003,0.141843,0.0,0.791341
2,2020-03,1,5,05_USR_004,0.141843,0.0,0.066433
2,2020-03,1,6,06_USR_005,0.141843,0.0,7e-06
2,2020-03,1,7,07_USR_006,0.141843,0.0,-0.006201
2,2020-03,1,8,08_USR_007,0.141843,0.0,-0.00108
