t_idx,time_label,node_idx,node_label,fk_total_ripple,fk_max_impact,fk_max_impact_node,ik_strain_energy,ik_max_adjust,ik_max_adjust_node
0,2020-W01,0,00_USR_001,10.0,0.0,0,49.99,0.0,0
0,2020-W01,1,01_USR_002,10.0,0.0,0,49.99,0.0,0
0,2020-W01,2,02_USR_003,18.5,5.6198,4,29.0242,4.9344,8
0,2020-W01,3,03_USR_004,10.0,0.0,0,29.0242,4.9344,6
0,2020-W01,4,04_USR_005,10.0,0.0,0,32.3793,3.6395,2
0,2020-W01,5,05_USR_006,10.0,0.0,0,49.99,0.0,0
0,2020-W01,6,06_USR_007,18.5,8.5,3,49.99,0.0,0
0,2020-W01,7,07_USR_008,10.0,0.0,0,43.7409,2.5199,2
0,2020-W01,8,08_USR_009,25.725,8.5,2,49.99,0.0,0
0,2020-W01,9,09_USR_010,10.0,0.0,0,49.99,0.0,0
1,2020-W02,0,00_USR_001,10.0,0.0,0,49.99,0.0,0
1,2020-W02,1,01_USR_002,10.0,0.0,0,49.99,0.0,0
1,2020-W02,2,02_USR_003,35.5476,13.8722,3,7.1422,2.1867,5
1,2020-W02,3,03_USR_004,33.8184,11.8895,2,8.2313,2.2838,2
1,2020-W02,4,04_USR_005,10.0,0.0,0,49.1587,0.9365,3
1,2020-W02,5,05_USR_006,38.2229,15.3081,2,47.4725,0.3348,2
1,2020-W02,6,06_USR_007,10.0,0.0,0,44.3428,2.307,3
1,2020-W02,7,07_USR_008,10.0,0.0,0,49.473,0.7477,2
1,2020-W02,8,08_USR_009,10.0,0.0,0,49.99,0.0,0
1,2020-W02,9,09_USR_010,10.0,0.0,0,49.99,0.0,0
2,2020-W03,0,00_USR_001,10.0,0.0,0,0.0,0.0,0
2,2020-W03,1,01_USR_002,10.0,0.0,0,0.0,0.0,0
2,2020-W03,2,02_USR_003,18.5,8.5,5,0.0,-5.0652,3
2,2020-W03,3,03_USR_004,18.5,8.5,5,0.0,-19.7427,2
2,2020-W03,4,04_USR_005,10.0,0.0,0,0.0,-131.8613,2
2,2020-W03,5,05_USR_006,10.0,0.0,0,0.0,19.5347,2
2,2020-W03,6,06_USR_007,10.0,0.0,0,0.0,-28.4997,2
2,2020-W03,7,07_USR_008,10.0,0.0,0,0.0,-99.4591,2
2,2020-W03,8,08_USR_009,10.0,0.0,0,0.0,-170.4397,2
2,2020-W03,9,09_USR_010,10.0,0.0,0,0.0,0.0,0
3,2020-W04,0,00_USR_001,10.0,0.0,0,0.0,0.0,0
3,2020-W04,1,01_USR_002,41.521,18.2403,3,0.0,-60.3039,2
3,2020-W04,2,02_USR_003,41.5153,17.5653,3,0.0,-5.2391,3
3,2020-W04,3,03_USR_004,41.5183,19.0746,2,0.0,31.4944,2
3,2020-W04,4,04_USR_005,41.5183,19.0746,2,0.0,-1844.5582,2
3,2020-W04,5,05_USR_006,41.5183,19.0746,2,0.0,112.9392,2
3,2020-W04,6,06_USR_007,41.5183,19.0746,2,0.0,-29.2155,2
3,2020-W04,7,07_USR_008,10.0,0.0,0,0.0,-102.4091,2
3,2020-W04,8,08_USR_009,10.0,0.0,0,0.0,-173.666,2
3,2020-W04,9,09_USR_010,41.5183,19.0746,2,0.0,-4209.1624,2
4,2020-W05,0,00_USR_001,41.1003,18.413,3,0.0,-6.1633,3
4,2020-W05,1,01_USR_002,10.0,0.0,0,0.0,-21.062,0
4,2020-W05,2,02_USR_003,41.1117,18.1284,3,0.0,-6.0262,3
4,2020-W05,3,03_USR_004,40.843,18.3761,2,0.0,9.9572,2
4,2020-W05,4,04_USR_005,10.0,0.0,0,0.0,-72.4715,2
4,2020-W05,5,05_USR_006,41.326,18.7733,2,0.0,40.2072,0
4,2020-W05,6,06_USR_007,41.326,18.7733,2,0.0,-26.3417,2
4,2020-W05,7,07_USR_008,41.326,18.7733,2,0.0,-97.9167,2
4,2020-W05,8,08_USR_009,41.326,18.7733,2,0.0,-391.283,2
4,2020-W05,9,09_USR_010,10.0,0.0,0,0.0,-1473.2411,0
5,2020-W06,0,00_USR_001,10.0,0.0,0,0.0,59.502,5
5,2020-W06,1,01_USR_002,10.0,0.0,0,0.0,48.5417,5
5,2020-W06,2,02_USR_003,40.6718,18.3288,3,0.0,5.4839,5
5,2020-W06,3,03_USR_004,40.551,18.1459,2,0.0,4.0959,5
5,2020-W06,4,04_USR_005,10.0,0.0,0,0.0,-25.9093,5
5,2020-W06,5,05_USR_006,40.9542,18.5623,3,0.0,-7.0491,6
5,2020-W06,6,06_USR_007,10.0,0.0,0,0.0,-14.4462,5
5,2020-W06,7,07_USR_008,10.0,0.0,0,0.0,-22.6047,5
5,2020-W06,8,08_USR_009,41.0569,18.5623,2,0.0,37.2664,5
5,2020-W06,9,09_USR_010,10.0,0.0,0,0.0,-84.3892,5
6,2020-W07,0,00_USR_001,10.0,0.0,0,0.0,-23.8342,5
6,2020-W07,1,01_USR_002,10.0,0.0,0,0.0,-26.5284,5
6,2020-W07,2,02_USR_003,41.5234,18.7969,3,0.0,3.7554,5
6,2020-W07,3,03_USR_004,41.5234,18.689,2,0.0,5.6158,5
6,2020-W07,4,04_USR_005,10.0,0.0,0,0.0,-20.9704,5
6,2020-W07,5,05_USR_006,41.5234,18.8265,2,0.0,7.1714,8
6,2020-W07,6,06_USR_007,41.5234,18.8265,3,0.0,16.5525,5
6,2020-W07,7,07_USR_008,10.0,0.0,0,0.0,-24.9451,5
6,2020-W07,8,08_USR_009,41.5234,18.8265,2,0.0,13.0668,5
6,2020-W07,9,09_USR_010,41.5234,18.8265,3,0.0,51.7709,5
7,2020-W08,0,00_USR_001,10.0,0.0,0,0.0,-38.3138,5
7,2020-W08,1,01_USR_002,10.0,0.0,0,0.0,-48.082,5
7,2020-W08,2,02_USR_003,40.0868,18.0183,3,0.0,11.2029,5
7,2020-W08,3,03_USR_004,39.2163,16.7186,2,0.0,8.4474,5
7,2020-W08,4,04_USR_005,10.0,0.0,0,0.0,-19.3358,5
7,2020-W08,5,05_USR_006,10.0,0.0,0,0.0,5.8568,6
7,2020-W08,6,06_USR_007,40.0868,18.0183,3,0.0,13.2054,5
7,2020-W08,7,07_USR_008,10.0,0.0,0,0.0,-26.06,5
7,2020-W08,8,08_USR_009,10.0,0.0,0,0.0,-10.1103,6
7,2020-W08,9,09_USR_010,40.0868,18.0183,3,0.0,82.6717,5
8,2020-W09,0,00_USR_001,10.0,0.0,0,0.0,36.9584,7
8,2020-W09,1,01_USR_002,10.0,0.0,0,0.0,-36.074,4
8,2020-W09,2,02_USR_003,40.9815,18.4187,3,0.0,7.0675,4
8,2020-W09,3,03_USR_004,41.1894,18.6653,2,0.0,11.4865,4
8,2020-W09,4,04_USR_005,41.1876,18.7313,2,0.0,-7.7185,7
8,2020-W09,5,05_USR_006,10.0,0.0,0,0.0,-10.3352,7
8,2020-W09,6,06_USR_007,10.0,0.0,0,0.0,-19.4956,7
8,2020-W09,7,07_USR_008,10.0,0.0,0,0.0,-11.2677,4
8,2020-W09,8,08_USR_009,10.0,0.0,0,0.0,-28.2894,4
8,2020-W09,9,09_USR_010,10.0,0.0,0,0.0,-81.527,4
9,2020-W10,0,00_USR_001,10.0,0.0,0,0.0,-33.5458,9
9,2020-W10,1,01_USR_002,10.0,0.0,0,0.0,-30.8929,5
9,2020-W10,2,02_USR_003,40.623,18.3928,3,0.0,-8.1819,9
9,2020-W10,3,03_USR_004,40.0741,17.4618,2,0.0,-5.5749,9
9,2020-W10,4,04_USR_005,10.0,0.0,0,0.0,-13.2987,9
9,2020-W10,5,05_USR_006,40.623,18.3928,3,0.0,-10.8831,7
9,2020-W10,6,06_USR_007,40.623,18.3928,3,0.0,-18.8485,9
9,2020-W10,7,07_USR_008,10.0,0.0,0,0.0,12.8843,9
9,2020-W10,8,08_USR_009,40.8621,15.2211,3,0.0,-43.1371,9
9,2020-W10,9,09_USR_010,10.0,0.0,0,0.0,-5.654,4
10,2020-W11,0,00_USR_001,10.0,0.0,0,0.0,-44.2842,7
10,2020-W11,1,01_USR_002,10.0,0.0,0,0.0,-59.559,7
10,2020-W11,2,02_USR_003,41.5234,18.9483,3,0.0,-7.0487,7
10,2020-W11,3,03_USR_004,41.5234,18.8613,2,0.0,-8.834,7
10,2020-W11,4,04_USR_005,41.5234,18.9483,2,0.0,-34.8074,7
10,2020-W11,5,05_USR_006,10.0,0.0,0,0.0,23.4019,7
10,2020-W11,6,06_USR_007,10.0,0.0,0,0.0,-23.4882,7
10,2020-W11,7,07_USR_008,10.0,0.0,0,0.0,-4.0021,6
10,2020-W11,8,08_USR_009,41.5234,18.9483,2,0.0,-41.7139,7
10,2020-W11,9,09_USR_010,10.0,0.0,0,0.0,7.504,7
11,2020-W12,0,00_USR_001,10.0,0.0,0,0.0,-42.819,7
11,2020-W12,1,01_USR_002,10.0,0.0,0,0.0,-56.5908,7
11,2020-W12,2,02_USR_003,41.2504,18.7942,3,0.0,-12.5555,7
11,2020-W12,3,03_USR_004,41.3543,18.9529,2,0.0,-11.6682,7
11,2020-W12,4,04_USR_005,41.4425,18.9529,3,0.0,-70.6787,7
11,2020-W12,5,05_USR_006,10.0,0.0,0,0.0,23.1177,7
11,2020-W12,6,06_USR_007,10.0,0.0,0,0.0,-25.7118,7
11,2020-W12,7,07_USR_008,10.0,0.0,0,0.0,-3.7194,6
11,2020-W12,8,08_USR_009,10.0,0.0,0,0.0,-45.3147,7
11,2020-W12,9,09_USR_010,10.0,0.0,0,0.0,5.6577,5
12,2020-W13,0,00_USR_001,10.0,0.0,0,0.0,-42.8957,7
12,2020-W13,1,01_USR_002,10.0,0.0,0,0.0,-56.7396,7
12,2020-W13,2,02_USR_003,40.4889,18.1984,3,0.0,9.2923,7
12,2020-W13,3,03_USR_004,39.852,17.3608,2,0.0,-9.2138,9
12,2020-W13,4,04_USR_005,10.0,0.0,0,0.0,-69.2012,7
12,2020-W13,5,05_USR_006,41.024,18.3138,2,0.0,23.2511,7
12,2020-W13,6,06_USR_007,40.4838,18.2486,3,0.0,-25.9939,7
12,2020-W13,7,07_USR_008,41.024,18.3138,2,0.0,-3.7203,6
12,2020-W13,8,08_USR_009,40.4838,18.2486,3,0.0,-46.7652,7
12,2020-W13,9,09_USR_010,10.0,0.0,0,0.0,6.2285,5
13,2020-W14,0,00_USR_001,10.0,0.0,0,0.0,-51.2992,7
13,2020-W14,1,01_USR_002,10.0,0.0,0,0.0,-52.922,7
13,2020-W14,2,02_USR_003,33.6457,13.294,3,0.0,-32.4987,7
13,2020-W14,3,03_USR_004,29.5496,7.8704,2,0.0,-46.3436,7
13,2020-W14,4,04_USR_005,10.0,0.0,0,0.0,-63.3614,7
13,2020-W14,5,05_USR_006,37.3268,13.4798,2,0.0,17.7617,7
13,2020-W14,6,06_USR_007,10.0,0.0,0,0.0,-27.6145,7
13,2020-W14,7,07_USR_008,10.0,0.0,0,0.0,-3.4654,6
13,2020-W14,8,08_USR_009,10.0,0.0,0,0.0,-55.257,7
13,2020-W14,9,09_USR_010,10.0,0.0,0,0.0,-20.2453,7
14,2020-W15,0,00_USR_001,10.0,0.0,0,0.0,-17.7769,5
14,2020-W15,1,01_USR_002,10.0,0.0,0,0.0,-24.1863,5
14,2020-W15,2,02_USR_003,40.7288,18.1067,3,0.0,8.127,7
14,2020-W15,3,03_USR_004,40.9279,18.2839,2,0.0,6.5135,7
14,2020-W15,4,04_USR_005,10.0,0.0,0,0.0,-13.5248,7
14,2020-W15,5,05_USR_006,10.0,0.0,0,0.0,-9.7214,7
14,2020-W15,6,06_USR_007,10.0,0.0,0,0.0,-24.1952,7
14,2020-W15,7,07_USR_008,41.2129,18.5863,3,0.0,-3.4238,9
14,2020-W15,8,08_USR_009,10.0,0.0,0,0.0,-12.5129,7
14,2020-W15,9,09_USR_010,41.0447,18.5189,2,0.0,-11.3983,7
15,2020-W16,0,00_USR_001,10.0,0.0,0,0.0,-18.2091,5
15,2020-W16,1,01_USR_002,10.0,0.0,0,0.0,-23.6041,5
15,2020-W16,2,02_USR_003,40.7917,17.9971,3,0.0,5.3053,7
15,2020-W16,3,03_USR_004,41.0763,18.2959,2,0.0,4.8555,7
15,2020-W16,4,04_USR_005,10.0,0.0,0,0.0,-16.2837,7
15,2020-W16,5,05_USR_006,10.0,0.0,0,0.0,-5.115,7
