src_idx,src_label,tgt_idx,tgt_label,optimal_lag,max_correlation
0,00_ACC_Input_From_Outside,0,00_ACC_Input_From_Outside,0,1.0
0,00_ACC_Input_From_Outside,1,01_ACC_Output_To_Outside,2,0.1205
0,00_ACC_Input_From_Outside,2,02_USR_001,1,0.2987
0,00_ACC_Input_From_Outside,3,03_USR_002,1,0.2847
0,00_ACC_Input_From_Outside,4,04_USR_003,2,0.2781
0,00_ACC_Input_From_Outside,5,05_USR_004,0,-0.1059
0,00_ACC_Input_From_Outside,6,06_USR_005,3,0.168
0,00_ACC_Input_From_Outside,7,07_USR_006,2,0.0671
0,00_ACC_Input_From_Outside,8,08_USR_007,1,0.1914
0,00_ACC_Input_From_Outside,9,09_USR_008,3,0.5761
0,00_ACC_Input_From_Outside,10,10_USR_009,3,0.3585
0,00_ACC_Input_From_Outside,11,11_USR_010,0,0.1809
1,01_ACC_Output_To_Outside,0,00_ACC_Input_From_Outside,0,-0.0042
1,01_ACC_Output_To_Outside,1,01_ACC_Output_To_Outside,0,1.0
1,01_ACC_Output_To_Outside,2,02_USR_001,1,0.485
1,01_ACC_Output_To_Outside,3,03_USR_002,0,0.0456
1,01_ACC_Output_To_Outside,4,04_USR_003,0,0.1887
1,01_ACC_Output_To_Outside,5,05_USR_004,3,0.3151
1,01_ACC_Output_To_Outside,6,06_USR_005,3,0.2359
1,01_ACC_Output_To_Outside,7,07_USR_006,1,0.4428
1,01_ACC_Output_To_Outside,8,08_USR_007,1,0.2355
1,01_ACC_Output_To_Outside,9,09_USR_008,1,0.1977
1,01_ACC_Output_To_Outside,10,10_USR_009,1,0.5526
1,01_ACC_Output_To_Outside,11,11_USR_010,0,0.1006
2,02_USR_001,0,00_ACC_Input_From_Outside,0,0.1823
2,02_USR_001,1,01_ACC_Output_To_Outside,1,0.0411
2,02_USR_001,2,02_USR_001,0,1.0
2,02_USR_001,3,03_USR_002,1,0.0312
2,02_USR_001,4,04_USR_003,2,0.3188
2,02_USR_001,5,05_USR_004,3,0.0903
2,02_USR_001,6,06_USR_005,1,0.2299
2,02_USR_001,7,07_USR_006,1,0.1591
2,02_USR_001,8,08_USR_007,0,0.3387
2,02_USR_001,9,09_USR_008,0,0.0908
2,02_USR_001,10,10_USR_009,0,0.417
2,02_USR_001,11,11_USR_010,3,0.619
3,03_USR_002,0,00_ACC_Input_From_Outside,0,0.1971
3,03_USR_002,1,01_ACC_Output_To_Outside,2,0.1185
3,03_USR_002,2,02_USR_001,2,0.5416
3,03_USR_002,3,03_USR_002,0,1.0
3,03_USR_002,4,04_USR_003,1,0.1702
3,03_USR_002,5,05_USR_004,3,0.134
