t_idx,time_label,src_idx,src_label,tgt_idx,tgt_label,weight,stress
0,2020-01,0,00_ACC_Input_From_Outside,2,02_USR_001,459789.9,0.0
0,2020-01,0,00_ACC_Input_From_Outside,3,03_USR_002,559269.31,0.0
0,2020-01,0,00_ACC_Input_From_Outside,6,06_USR_005,160426.68,0.0
0,2020-01,0,00_ACC_Input_From_Outside,7,07_USR_006,369199.12,0.0
0,2020-01,0,00_ACC_Input_From_Outside,8,08_USR_007,160426.68,0.0
0,2020-01,0,00_ACC_Input_From_Outside,9,09_USR_008,200755.23,0.0
0,2020-01,0,00_ACC_Input_From_Outside,10,10_USR_009,482600.62,0.0
0,2020-01,0,00_ACC_Input_From_Outside,11,11_USR_010,587780.68,0.0
0,2020-01,2,02_USR_001,1,01_ACC_Output_To_Outside,201851.9,0.0
0,2020-01,2,02_USR_001,5,05_USR_004,3843519.12,0.0
0,2020-01,3,03_USR_002,1,01_ACC_Output_To_Outside,36218.88,0.0
0,2020-01,4,04_USR_003,5,05_USR_004,31669245.81,0.0
0,2020-01,4,04_USR_003,6,06_USR_005,321761.4,0.0
0,2020-01,4,04_USR_003,8,08_USR_007,168223.0,0.0
0,2020-01,4,04_USR_003,10,10_USR_009,718694.76,0.0
0,2020-01,5,05_USR_004,4,04_USR_003,38581097.39,0.0
0,2020-01,5,05_USR_004,6,06_USR_005,456996.06,0.0
0,2020-01,5,05_USR_004,7,07_USR_006,581449.5,0.0
0,2020-01,5,05_USR_004,9,09_USR_008,216635.4,0.0
0,2020-01,5,05_USR_004,10,10_USR_009,561382.0,0.0
0,2020-01,6,06_USR_005,1,01_ACC_Output_To_Outside,9324.22,0.0
0,2020-01,6,06_USR_005,4,04_USR_003,774505.96,0.0
0,2020-01,6,06_USR_005,5,05_USR_004,737803.08,0.0
0,2020-01,7,07_USR_006,1,01_ACC_Output_To_Outside,7638.33,0.0
0,2020-01,7,07_USR_006,4,04_USR_003,1273697.37,0.0
0,2020-01,7,07_USR_006,5,05_USR_004,169828.56,0.0
0,2020-01,8,08_USR_007,5,05_USR_004,155032.64,0.0
0,2020-01,9,09_USR_008,1,01_ACC_Output_To_Outside,43857.21,0.0
0,2020-01,9,09_USR_008,4,04_USR_003,196961.07,0.0
0,2020-01,9,09_USR_008,5,05_USR_004,754180.14,0.0
0,2020-01,10,10_USR_009,1,01_ACC_Output_To_Outside,201851.9,0.0
0,2020-01,10,10_USR_009,5,05_USR_004,1369268.46,0.0
0,2020-01,11,11_USR_010,1,01_ACC_Output_To_Outside,166408.43,0.0
0,2020-01,11,11_USR_010,5,05_USR_004,1405373.24,0.0
1,2020-02,0,00_ACC_Input_From_Outside,2,02_USR_001,150402.2,0.0
1,2020-02,0,00_ACC_Input_From_Outside,3,03_USR_002,34129.42,0.0
1,2020-02,0,00_ACC_Input_From_Outside,6,06_USR_005,88128.32,0.0
1,2020-02,0,00_ACC_Input_From_Outside,7,07_USR_006,184325.2,0.0
1,2020-02,0,00_ACC_Input_From_Outside,8,08_USR_007,110470.85,0.0
1,2020-02,0,00_ACC_Input_From_Outside,9,09_USR_008,110470.85,0.0
1,2020-02,0,00_ACC_Input_From_Outside,10,10_USR_009,128059.67,0.0
1,2020-02,0,00_ACC_Input_From_Outside,11,11_USR_010,141906.77,0.0
1,2020-02,3,03_USR_002,1,01_ACC_Output_To_Outside,37220.57,0.0
1,2020-02,3,03_USR_002,4,04_USR_003,2649500.28,0.0
1,2020-02,4,04_USR_003,5,05_USR_004,35617480.52,0.0
1,2020-02,4,04_USR_003,8,08_USR_007,387470.85,0.0
1,2020-02,4,04_USR_003,9,09_USR_008,616225.06,0.0
1,2020-02,4,04_USR_003,10,10_USR_009,200493.92,0.0
1,2020-02,4,04_USR_003,11,11_USR_010,580510.17,0.0
1,2020-02,5,05_USR_004,4,04_USR_003,27790963.82,0.0
1,2020-02,5,05_USR_004,6,06_USR_005,1533202.66,0.0
1,2020-02,5,05_USR_004,8,08_USR_007,947835.0,0.0
1,2020-02,5,05_USR_004,9,09_USR_008,398441.7,0.0
1,2020-02,5,05_USR_004,11,11_USR_010,1956459.01,0.0
1,2020-02,6,06_USR_005,1,01_ACC_Output_To_Outside,37220.57,0.0
1,2020-02,6,06_USR_005,4,04_USR_003,764481.12,0.0
1,2020-02,6,06_USR_005,5,05_USR_004,929731.37,0.0
1,2020-02,7,07_USR_006,1,01_ACC_Output_To_Outside,37220.57,0.0
1,2020-02,7,07_USR_006,5,05_USR_004,909402.49,0.0
1,2020-02,8,08_USR_007,4,04_USR_003,1178200.76,0.0
1,2020-02,9,09_USR_008,1,01_ACC_Output_To_Outside,37220.57,0.0
1,2020-02,9,09_USR_008,4,04_USR_003,715538.25,0.0
1,2020-02,10,10_USR_009,1,01_ACC_Output_To_Outside,37220.57,0.0
1,2020-02,10,10_USR_009,4,04_USR_003,792131.68,0.0
1,2020-02,10,10_USR_009,5,05_USR_004,387044.74,0.0
1,2020-02,11,11_USR_010,1,01_ACC_Output_To_Outside,37220.57,0.0
1,2020-02,11,11_USR_010,4,04_USR_003,2067040.64,0.0
1,2020-02,11,11_USR_010,5,05_USR_004,782418.01,0.0
2,2020-03,0,00_ACC_Input_From_Outside,3,03_USR_002,81654.34,0.819
2,2020-03,0,00_ACC_Input_From_Outside,6,06_USR_005,87414.54,1.0197
2,2020-03,0,00_ACC_Input_From_Outside,7,07_USR_006,28639.12,2.6842
2,2020-03,0,00_ACC_Input_From_Outside,8,08_USR_007,140429.76,0.1994
