t_idx,time_label,node_idx,node_label,account_category,z_score_X,z_score_v,local_kl_drift,micro_anomaly_flag
0,2020-01,0,00_ACC_Input_From_Outside,Unknown,0.0,0.0,0.0,0
0,2020-01,1,01_ACC_Output_To_Outside,Unknown,0.0,0.0,0.0,0
0,2020-01,2,02_USR_001,Unknown,0.0,0.0,0.0,0
0,2020-01,3,03_USR_002,Unknown,0.0,0.0,0.0,0
0,2020-01,4,04_USR_003,Unknown,0.0,0.0,0.0,0
0,2020-01,5,05_USR_004,Unknown,0.0,0.0,0.0,0
0,2020-01,6,06_USR_005,Unknown,0.0,0.0,0.0,0
0,2020-01,7,07_USR_006,Unknown,0.0,0.0,0.0,0
0,2020-01,8,08_USR_007,Unknown,0.0,0.0,0.0,0
0,2020-01,9,09_USR_008,Unknown,0.0,0.0,0.0,0
0,2020-01,10,10_USR_009,Unknown,0.0,0.0,0.0,0
0,2020-01,11,11_USR_010,Unknown,0.0,0.0,0.0,0
1,2020-02,0,00_ACC_Input_From_Outside,Unknown,0.0,0.0,0.1717,0
1,2020-02,1,01_ACC_Output_To_Outside,Unknown,0.0,0.0,0.0,0
1,2020-02,2,02_USR_001,Unknown,0.0,0.0,0.0,0
1,2020-02,3,03_USR_002,Unknown,0.0,0.0,20.3631,1
1,2020-02,4,04_USR_003,Unknown,0.0,0.0,0.5197,0
1,2020-02,5,05_USR_004,Unknown,0.0,0.0,1.5527,0
1,2020-02,6,06_USR_005,Unknown,0.0,0.0,0.019,0
1,2020-02,7,07_USR_006,Unknown,0.0,0.0,2.1015,1
1,2020-02,8,08_USR_007,Unknown,0.0,0.0,20.7233,1
1,2020-02,9,09_USR_008,Unknown,0.0,0.0,1.4971,0
1,2020-02,10,10_USR_009,Unknown,0.0,0.0,12.8514,1
1,2020-02,11,11_USR_010,Unknown,0.0,0.0,14.2493,1
2,2020-03,0,00_ACC_Input_From_Outside,Unknown,1.3264,1.3251,0.5852,0
2,2020-03,1,01_ACC_Output_To_Outside,Unknown,1.0,0.3255,0.0,0
2,2020-03,2,02_USR_001,Unknown,0.9425,0.9252,0.7166,0
2,2020-03,3,03_USR_002,Unknown,35.2569,34.6144,0.6794,1
2,2020-03,4,04_USR_003,Unknown,10.8899,11.4962,17.6389,1
2,2020-03,5,05_USR_004,Unknown,1.1291,1.1455,0.0838,0
2,2020-03,6,06_USR_005,Unknown,122.5026,2.3716,0.0011,1
2,2020-03,7,07_USR_006,Unknown,2.2097,4.4718,3.8036,1
2,2020-03,8,08_USR_007,Unknown,27.107,20.5923,1.6584,1
