t_idx,time_label,src_idx,src_label,tgt_idx,tgt_label,stiffness_k,partial_corr
0,2020-01,0,00_ACC_Input_From_Outside,0,00_ACC_Input_From_Outside,0.0,0.0
0,2020-01,0,00_ACC_Input_From_Outside,1,01_ACC_Output_To_Outside,0.0,0.0
0,2020-01,0,00_ACC_Input_From_Outside,2,02_USR_001,0.0,0.0
0,2020-01,0,00_ACC_Input_From_Outside,3,03_USR_002,0.0,0.0
0,2020-01,0,00_ACC_Input_From_Outside,4,04_USR_003,0.0,0.0
0,2020-01,0,00_ACC_Input_From_Outside,5,05_USR_004,0.0,0.0
0,2020-01,0,00_ACC_Input_From_Outside,6,06_USR_005,0.0,0.0
0,2020-01,0,00_ACC_Input_From_Outside,7,07_USR_006,0.0,0.0
0,2020-01,0,00_ACC_Input_From_Outside,8,08_USR_007,0.0,0.0
0,2020-01,0,00_ACC_Input_From_Outside,9,09_USR_008,0.0,0.0
0,2020-01,0,00_ACC_Input_From_Outside,10,10_USR_009,0.0,0.0
0,2020-01,0,00_ACC_Input_From_Outside,11,11_USR_010,0.0,0.0
0,2020-01,1,01_ACC_Output_To_Outside,0,00_ACC_Input_From_Outside,0.0,0.0
0,2020-01,1,01_ACC_Output_To_Outside,1,01_ACC_Output_To_Outside,0.0,0.0
0,2020-01,1,01_ACC_Output_To_Outside,2,02_USR_001,0.0,0.0
0,2020-01,1,01_ACC_Output_To_Outside,3,03_USR_002,0.0,0.0
0,2020-01,1,01_ACC_Output_To_Outside,4,04_USR_003,0.0,0.0
0,2020-01,1,01_ACC_Output_To_Outside,5,05_USR_004,0.0,0.0
0,2020-01,1,01_ACC_Output_To_Outside,6,06_USR_005,0.0,0.0
0,2020-01,1,01_ACC_Output_To_Outside,7,07_USR_006,0.0,0.0
0,2020-01,1,01_ACC_Output_To_Outside,8,08_USR_007,0.0,0.0
0,2020-01,1,01_ACC_Output_To_Outside,9,09_USR_008,0.0,0.0
0,2020-01,1,01_ACC_Output_To_Outside,10,10_USR_009,0.0,0.0
0,2020-01,1,01_ACC_Output_To_Outside,11,11_USR_010,0.0,0.0
0,2020-01,2,02_USR_001,0,00_ACC_Input_From_Outside,0.0,0.0
0,2020-01,2,02_USR_001,1,01_ACC_Output_To_Outside,0.0,0.0
0,2020-01,2,02_USR_001,2,02_USR_001,0.0,0.0
0,2020-01,2,02_USR_001,3,03_USR_002,0.0,0.0
0,2020-01,2,02_USR_001,4,04_USR_003,0.0,0.0
0,2020-01,2,02_USR_001,5,05_USR_004,0.0,0.0
0,2020-01,2,02_USR_001,6,06_USR_005,0.0,0.0
0,2020-01,2,02_USR_001,7,07_USR_006,0.0,0.0
0,2020-01,2,02_USR_001,8,08_USR_007,0.0,0.0
0,2020-01,2,02_USR_001,9,09_USR_008,0.0,0.0
0,2020-01,2,02_USR_001,10,10_USR_009,0.0,0.0
0,2020-01,2,02_USR_001,11,11_USR_010,0.0,0.0
0,2020-01,3,03_USR_002,0,00_ACC_Input_From_Outside,0.0,0.0
0,2020-01,3,03_USR_002,1,01_ACC_Output_To_Outside,0.0,0.0
0,2020-01,3,03_USR_002,2,02_USR_001,0.0,0.0
0,2020-01,3,03_USR_002,3,03_USR_002,0.0,0.0
0,2020-01,3,03_USR_002,4,04_USR_003,0.0,0.0
0,2020-01,3,03_USR_002,5,05_USR_004,0.0,0.0
0,2020-01,3,03_USR_002,6,06_USR_005,0.0,0.0
0,2020-01,3,03_USR_002,7,07_USR_006,0.0,0.0
0,2020-01,3,03_USR_002,8,08_USR_007,0.0,0.0
0,2020-01,3,03_USR_002,9,09_USR_008,0.0,0.0
