t_idx,time_label,node_idx,node_label,state_X,velocity_v,acceleration_a,inertia_M,viscosity_C,external_force_F
0,2020-W01,0,00_USR_001,1813075543.72,0.0,0.0,1813075543.72,181307554.372,0.0
0,2020-W01,1,01_USR_002,1628792644.87,0.0,0.0,1628792644.87,162879264.487,0.0
0,2020-W01,2,02_USR_003,123649574.77,7139.67,0.0,123649574.77,12364957.477,88281715949.8124
0,2020-W01,3,03_USR_004,127009795.4,280984.44,0.0,127009795.4,12700979.54,3568777623498.3574
0,2020-W01,4,04_USR_005,5177033.08,296204.25,0.0,5177033.08,517703.308,153345920068.659
0,2020-W01,5,05_USR_006,6464219.55,0.0,0.0,6464219.55,646421.955,0.0
0,2020-W01,6,06_USR_007,6471204.37,-280984.44,0.0,6471204.37,647120.437,-181830773603.0002
0,2020-W01,7,07_USR_008,1666812.37,151809.68,0.0,1666812.37,166681.237,25303825250.9742
0,2020-W01,8,08_USR_009,6603617.56,-455153.6,0.0,6603617.56,660361.756,-300566030545.7216
0,2020-W01,9,09_USR_010,6755003.24,0.0,0.0,6755003.24,675500.324,0.0
1,2020-W02,0,00_USR_001,1813075543.72,0.0,0.0,1813075543.72,181307554.372,0.0
1,2020-W02,1,01_USR_002,1628792644.87,0.0,0.0,1628792644.87,162879264.487,0.0
1,2020-W02,2,02_USR_003,119670532.43,-3979042.34,-3986182.01,121660053.6,12166005.36,-533368167432062.5
1,2020-W02,3,03_USR_004,129022755.18,2012959.78,1731975.34,128016275.29,12801627.529,247490193255349.03
1,2020-W02,4,04_USR_005,5619294.19,442261.11,146056.86,5398163.635,539816.3635,1027178614411.9596
1,2020-W02,5,05_USR_006,6301630.31,-162589.24,-162589.24,6382924.93,638292.493,-1141574404680.3284
1,2020-W02,6,06_USR_007,7691718.5,1220514.13,1501498.57,7081461.435,708146.1435,11497106592409.402
1,2020-W02,7,07_USR_008,2132708.93,465896.56,314086.88,1899760.65,189976.065,685199090471.1084
1,2020-W02,8,08_USR_009,6603617.56,0.0,455153.6,6603617.56,660361.756,3005660305457.2163
1,2020-W02,9,09_USR_010,6755003.24,0.0,0.0,6755003.24,675500.324,0.0
2,2020-W03,0,00_USR_001,1813075543.72,0.0,0.0,1813075543.72,181307554.372,0.0
2,2020-W03,1,01_USR_002,1628792644.87,0.0,0.0,1628792644.87,162879264.487,0.0
2,2020-W03,2,02_USR_003,119462965.07,-207567.36,3771474.98,120927690.7567,12092769.0757,453565695925819.7
2,2020-W03,3,03_USR_004,128838313.23,-184441.95,-2197401.73,128290287.9367,12829028.7937,-284271511741539.4
2,2020-W03,4,04_USR_005,5619294.19,0.0,-442261.11,5471873.82,547187.382,-2419996989413.1406
2,2020-W03,5,05_USR_006,6693639.62,392009.31,554598.55,6486496.4933,648649.6493,3851678251249.653
2,2020-W03,6,06_USR_007,7691718.5,0.0,-1220514.13,7284880.4567,728488.0457,-8891299532722.518
2,2020-W03,7,07_USR_008,2132708.93,0.0,-465896.56,1977410.0767,197741.0077,-921268552428.3362
2,2020-W03,8,08_USR_009,6603617.56,0.0,0.0,6603617.56,660361.756,0.0
2,2020-W03,9,09_USR_010,6755003.24,0.0,0.0,6755003.24,675500.324,0.0
3,2020-W04,0,00_USR_001,1813075543.72,0.0,0.0,1813075543.72,181307554.372,0.0
3,2020-W04,1,01_USR_002,1553423865.55,-75368779.32,-75368779.32,1609950450.04,160995045.004,-1.3347400020371936e+17
3,2020-W04,2,02_USR_003,133672709.52,14209744.45,14417311.81,124113945.4475,12411394.5447,1965752196234958.5
3,2020-W04,3,03_USR_004,191892758.01,63054444.78,63238886.73,144190905.455,14419090.5455,1.0027660086143932e+16
3,2020-W04,4,04_USR_005,5142723.02,-476571.17,-476571.17,5389586.12,538958.612,-2825373499326.576
3,2020-W04,5,05_USR_006,6371347.29,-322292.33,-714301.64,6457709.1925,645770.9192,-4820879281057.149
3,2020-W04,6,06_USR_007,7670272.6,-21445.9,-21445.9,7381228.4925,738122.8492,-174126796940.0363
3,2020-W04,7,07_USR_008,2134256.55,1547.62,1547.62,2016621.695,201662.1695,3433060474.3775
3,2020-W04,8,08_USR_009,6603617.56,0.0,0.0,6603617.56,660361.756,0.0
3,2020-W04,9,09_USR_010,5678355.11,-1076648.13,-1076648.13,6485841.2075,648584.1208,-7681265688284.997
4,2020-W05,0,00_USR_001,1798776229.6,-14299314.12,-14299314.12,1809500715.19,180950071.519,-2.846208103955311e+16
4,2020-W05,1,01_USR_002,1553423865.55,0.0,75368779.32,1591108255.21,159110825.521,1.1991988696115272e+17
4,2020-W05,2,02_USR_003,141136498.88,7463789.36,-6745955.09,128485676.475,12848567.6475,-770859600709968.5
4,2020-W05,3,03_USR_004,199931107.68,8038349.67,-55016095.11,162421233.525,16242123.3525,-8805222164604250.0
