t_idx,time_label,node_idx,node_label,optimal_input_u,state_error_x
0,2020-01,0,00_ACC_Input_From_Outside,0.0,2980248.22
0,2020-01,1,01_ACC_Output_To_Outside,0.0,667150.87
0,2020-01,2,02_USR_001,0.0,13585581.12
0,2020-01,3,03_USR_002,0.0,523050.43
0,2020-01,4,04_USR_003,0.0,7948336.82
0,2020-01,5,05_USR_004,0.0,293309.3
0,2020-01,6,06_USR_005,0.0,582449.12
0,2020-01,7,07_USR_006,0.0,500515.64
0,2020-01,8,08_USR_007,0.0,173617.04
0,2020-01,9,09_USR_008,0.0,577607.79
0,2020-01,10,10_USR_009,0.0,191557.02
0,2020-01,11,11_USR_010,0.0,984000.99
1,2020-02,0,00_ACC_Input_From_Outside,0.0,947893.28
1,2020-02,1,01_ACC_Output_To_Outside,0.0,223323.42
1,2020-02,2,02_USR_001,0.0,9849597.8
1,2020-02,3,03_USR_002,0.0,2652591.43
1,2020-02,4,04_USR_003,0.0,1444323.97
1,2020-02,5,05_USR_004,0.0,5999174.94
1,2020-02,6,06_USR_005,0.0,110102.08
1,2020-02,7,07_USR_006,0.0,762297.86
1,2020-02,8,08_USR_007,0.0,267575.94
1,2020-02,9,09_USR_008,0.0,372378.79
1,2020-02,10,10_USR_009,0.0,887843.4
1,2020-02,11,11_USR_010,0.0,207803.27
2,2020-03,0,00_ACC_Input_From_Outside,0.0,617500.1
2,2020-03,1,01_ACC_Output_To_Outside,0.0,373009.62
2,2020-03,2,02_USR_001,0.0,13445904.41
2,2020-03,3,03_USR_002,0.0,53896627.5
2,2020-03,4,04_USR_003,0.0,50737903.44
2,2020-03,5,05_USR_004,0.0,751138.16
2,2020-03,6,06_USR_005,0.0,213843.58
2,2020-03,7,07_USR_006,0.0,46091.9
2,2020-03,8,08_USR_007,0.0,746817.18
2,2020-03,9,09_USR_008,0.0,958361.82
2,2020-03,10,10_USR_009,0.0,690438.2
2,2020-03,11,11_USR_010,0.0,213074.47
3,2020-04,0,00_ACC_Input_From_Outside,0.0,167794.1
3,2020-04,1,01_ACC_Output_To_Outside,0.0,1487083.22
3,2020-04,2,02_USR_001,0.0,10191372.64
3,2020-04,3,03_USR_002,0.0,179734.47
3,2020-04,4,04_USR_003,0.0,2064451.63
3,2020-04,5,05_USR_004,0.0,579032.44
3,2020-04,6,06_USR_005,0.0,622270.67
3,2020-04,7,07_USR_006,0.0,445676.14
3,2020-04,8,08_USR_007,0.0,179490.39
3,2020-04,9,09_USR_008,0.0,1372586.55
3,2020-04,10,10_USR_009,0.0,1025917.83
3,2020-04,11,11_USR_010,0.0,2047285.14
4,2020-05,0,00_ACC_Input_From_Outside,0.0,1445975.84
4,2020-05,1,01_ACC_Output_To_Outside,0.0,50616.3
4,2020-05,2,02_USR_001,0.0,29554265.67
4,2020-05,3,03_USR_002,0.0,8651519.09
4,2020-05,4,04_USR_003,0.0,38841623.22
4,2020-05,5,05_USR_004,0.0,3037137.02
4,2020-05,6,06_USR_005,0.0,836551.04
4,2020-05,7,07_USR_006,0.0,211096.95
4,2020-05,8,08_USR_007,0.0,1582108.57
4,2020-05,9,09_USR_008,0.0,490190.34
4,2020-05,10,10_USR_009,0.0,2029732.16
4,2020-05,11,11_USR_010,0.0,1147420.1
5,2020-06,0,00_ACC_Input_From_Outside,0.0,2334042.53
5,2020-06,1,01_ACC_Output_To_Outside,0.0,813523.69
5,2020-06,2,02_USR_001,0.0,23615146.35
5,2020-06,3,03_USR_002,0.0,168389.11
5,2020-06,4,04_USR_003,0.0,11616965.79
5,2020-06,5,05_USR_004,0.0,1905037.93
5,2020-06,6,06_USR_005,0.0,1101888.09
5,2020-06,7,07_USR_006,0.0,1395910.29
5,2020-06,8,08_USR_007,0.0,310416.69
5,2020-06,9,09_USR_008,0.0,157873.66
5,2020-06,10,10_USR_009,0.0,403143.53
5,2020-06,11,11_USR_010,0.0,1303126.52
6,2020-07,0,00_ACC_Input_From_Outside,0.0,1567932.56
6,2020-07,1,01_ACC_Output_To_Outside,0.0,81684.68
6,2020-07,2,02_USR_001,0.0,9780765.29
6,2020-07,3,03_USR_002,0.0,10386875.41
6,2020-07,4,04_USR_003,0.0,12274771.48
6,2020-07,5,05_USR_004,0.0,3933759.87
6,2020-07,6,06_USR_005,0.0,728048.97
6,2020-07,7,07_USR_006,0.0,966904.8
6,2020-07,8,08_USR_007,0.0,1436103.25
6,2020-07,9,09_USR_008,0.0,398471.18
6,2020-07,10,10_USR_009,0.0,280296.16
6,2020-07,11,11_USR_010,0.0,2102353.09
7,2020-08,0,00_ACC_Input_From_Outside,0.0,748117.94
7,2020-08,1,01_ACC_Output_To_Outside,0.0,398967.56
7,2020-08,2,02_USR_001,0.0,10030712.71
7,2020-08,3,03_USR_002,0.0,115544.35
7,2020-08,4,04_USR_003,0.0,9366570.77
7,2020-08,5,05_USR_004,0.0,7288630.64
7,2020-08,6,06_USR_005,0.0,576101.52
7,2020-08,7,07_USR_006,0.0,254341.18
7,2020-08,8,08_USR_007,0.0,289189.9
7,2020-08,9,09_USR_008,0.0,40826.67
7,2020-08,10,10_USR_009,0.0,264211.84
7,2020-08,11,11_USR_010,0.0,3156852.96
8,2020-09,0,00_ACC_Input_From_Outside,0.0,967304.84
8,2020-09,1,01_ACC_Output_To_Outside,0.0,239765.07
8,2020-09,2,02_USR_001,0.0,9837539.91
8,2020-09,3,03_USR_002,0.0,7856948.19
8,2020-09,4,04_USR_003,0.0,2847698.51
8,2020-09,5,05_USR_004,0.0,2404276.62
8,2020-09,6,06_USR_005,0.0,1465055.74
8,2020-09,7,07_USR_006,0.0,3220250.95
8,2020-09,8,08_USR_007,0.0,4518559.29
8,2020-09,9,09_USR_008,0.0,924633.7
8,2020-09,10,10_USR_009,0.0,575574.77
8,2020-09,11,11_USR_010,0.0,2725468.47
9,2020-10,0,00_ACC_Input_From_Outside,0.0,1629747.88
9,2020-10,1,01_ACC_Output_To_Outside,0.0,1103606.49
9,2020-10,2,02_USR_001,0.0,9932266.26
9,2020-10,3,03_USR_002,0.0,67943130.81
9,2020-10,4,04_USR_003,0.0,4897073.32
9,2020-10,5,05_USR_004,0.0,65981464.04
9,2020-10,6,06_USR_005,0.0,2914028.34
9,2020-10,7,07_USR_006,0.0,2975188.76
9,2020-10,8,08_USR_007,0.0,1320208.17
9,2020-10,9,09_USR_008,0.0,68802.7
9,2020-10,10,10_USR_009,0.0,33239.41
9,2020-10,11,11_USR_010,0.0,707050.72
10,2020-11,0,00_ACC_Input_From_Outside,0.0,1870368.64
10,2020-11,1,01_ACC_Output_To_Outside,0.0,44690.0
10,2020-11,2,02_USR_001,0.0,9973184.66
10,2020-11,3,03_USR_002,0.0,12112403.02
10,2020-11,4,04_USR_003,0.0,11940607.18
10,2020-11,5,05_USR_004,0.0,5274114.09
10,2020-11,6,06_USR_005,0.0,1788531.68
10,2020-11,7,07_USR_006,0.0,2566988.06
10,2020-11,8,08_USR_007,0.0,269506.74
10,2020-11,9,09_USR_008,0.0,716470.54
10,2020-11,10,10_USR_009,0.0,1841481.87
10,2020-11,11,11_USR_010,0.0,61794.34
11,2020-12,0,00_ACC_Input_From_Outside,0.0,2443980.58
11,2020-12,1,01_ACC_Output_To_Outside,0.0,1188971.62
11,2020-12,2,02_USR_001,0.0,10056625.34
11,2020-12,3,03_USR_002,0.0,209177.88
11,2020-12,4,04_USR_003,0.0,403993.38
11,2020-12,5,05_USR_004,0.0,5255100.65
11,2020-12,6,06_USR_005,0.0,55587.26
11,2020-12,7,07_USR_006,0.0,3389497.89
11,2020-12,8,08_USR_007,0.0,117931.46
11,2020-12,9,09_USR_008,0.0,313415.81
11,2020-12,10,10_USR_009,0.0,1608481.89
11,2020-12,11,11_USR_010,0.0,45592.36
12,2021-01,0,00_ACC_Input_From_Outside,0.0,2307170.56
12,2021-01,1,01_ACC_Output_To_Outside,0.0,24039.55
12,2021-01,2,02_USR_001,0.0,9677193.2
12,2021-01,3,03_USR_002,0.0,422137.81
12,2021-01,4,04_USR_003,0.0,5437093.12
12,2021-01,5,05_USR_004,0.0,1046595.97
12,2021-01,6,06_USR_005,0.0,869004.77
12,2021-01,7,07_USR_006,0.0,4997320.37
12,2021-01,8,08_USR_007,0.0,184136.67
12,2021-01,9,09_USR_008,0.0,447305.17
12,2021-01,10,10_USR_009,0.0,337092.83
12,2021-01,11,11_USR_010,0.0,2081626.02
13,2021-02,0,00_ACC_Input_From_Outside,0.0,1315993.35
13,2021-02,1,01_ACC_Output_To_Outside,0.0,437337.36
13,2021-02,2,02_USR_001,0.0,9917976.96
13,2021-02,3,03_USR_002,0.0,1223191.41
13,2021-02,4,04_USR_003,0.0,5353310.35
13,2021-02,5,05_USR_004,0.0,2545778.45
13,2021-02,6,06_USR_005,0.0,149082.7
13,2021-02,7,07_USR_006,0.0,2407486.41
13,2021-02,8,08_USR_007,0.0,53256.15
13,2021-02,9,09_USR_008,0.0,172829.1
13,2021-02,10,10_USR_009,0.0,1165154.11
13,2021-02,11,11_USR_010,0.0,69894.51
14,2021-03,0,00_ACC_Input_From_Outside,0.0,2645464.97
14,2021-03,1,01_ACC_Output_To_Outside,0.0,1000089.92
14,2021-03,2,02_USR_001,0.0,22654107.97
14,2021-03,3,03_USR_002,0.0,268898.25
14,2021-03,4,04_USR_003,0.0,112887.64
14,2021-03,5,05_USR_004,0.0,17386781.9
14,2021-03,6,06_USR_005,0.0,151872.67
14,2021-03,7,07_USR_006,0.0,1384062.0
14,2021-03,8,08_USR_007,0.0,1130690.34
14,2021-03,9,09_USR_008,0.0,204869.23
14,2021-03,10,10_USR_009,0.0,1192614.25
14,2021-03,11,11_USR_010,0.0,107315.2
15,2021-04,0,00_ACC_Input_From_Outside,0.0,1232968.63
15,2021-04,1,01_ACC_Output_To_Outside,0.0,1396459.58
15,2021-04,2,02_USR_001,0.0,9889126.28
15,2021-04,3,03_USR_002,0.0,269300.23
15,2021-04,4,04_USR_003,0.0,131294.22
15,2021-04,5,05_USR_004,0.0,92346.68
15,2021-04,6,06_USR_005,0.0,1022114.09
15,2021-04,7,07_USR_006,0.0,44509.79
15,2021-04,8,08_USR_007,0.0,1146561.87
15,2021-04,9,09_USR_008,0.0,6160.39
15,2021-04,10,10_USR_009,0.0,158869.58
15,2021-04,11,11_USR_010,0.0,60260.36
16,2021-05,0,00_ACC_Input_From_Outside,0.0,2990587.52
16,2021-05,1,01_ACC_Output_To_Outside,0.0,576290.82
16,2021-05,2,02_USR_001,0.0,9852355.26
16,2021-05,3,03_USR_002,0.0,2900545.36
16,2021-05,4,04_USR_003,0.0,409569.92
16,2021-05,5,05_USR_004,0.0,553533.61
16,2021-05,6,06_USR_005,0.0,1327242.79
16,2021-05,7,07_USR_006,0.0,3556019.4
16,2021-05,8,08_USR_007,0.0,1025208.8
16,2021-05,9,09_USR_008,0.0,1511744.28
16,2021-05,10,10_USR_009,0.0,19636.52
16,2021-05,11,11_USR_010,0.0,525794.8
17,2021-06,0,00_ACC_Input_From_Outside,0.0,1604596.62
17,2021-06,1,01_ACC_Output_To_Outside,0.0,1230916.25
17,2021-06,2,02_USR_001,0.0,10046457.82
17,2021-06,3,03_USR_002,0.0,84188.91
17,2021-06,4,04_USR_003,0.0,16087.74
17,2021-06,5,05_USR_004,0.0,86506.59
17,2021-06,6,06_USR_005,0.0,116874.42
17,2021-06,7,07_USR_006,0.0,1696590.09
17,2021-06,8,08_USR_007,0.0,81413.98
17,2021-06,9,09_USR_008,0.0,1577536.78
17,2021-06,10,10_USR_009,0.0,11642.92
17,2021-06,11,11_USR_010,0.0,109558.98
18,2021-07,0,00_ACC_Input_From_Outside,0.0,1685493.68
18,2021-07,1,01_ACC_Output_To_Outside,0.0,976553.85
18,2021-07,2,02_USR_001,0.0,9375981.18
18,2021-07,3,03_USR_002,0.0,27720.96
18,2021-07,4,04_USR_003,0.0,806213.02
18,2021-07,5,05_USR_004,0.0,5418566.19
18,2021-07,6,06_USR_005,0.0,3257083.0
18,2021-07,7,07_USR_006,0.0,1170648.67
18,2021-07,8,08_USR_007,0.0,80950.51
18,2021-07,9,09_USR_008,0.0,1230828.42
18,2021-07,10,10_USR_009,0.0,2710003.73
18,2021-07,11,11_USR_010,0.0,173762.27
19,2021-08,0,00_ACC_Input_From_Outside,0.0,770411.72
19,2021-08,1,01_ACC_Output_To_Outside,0.0,993086.0
19,2021-08,2,02_USR_001,0.0,10123439.1
19,2021-08,3,03_USR_002,0.0,55646.17
19,2021-08,4,04_USR_003,0.0,151441.43
19,2021-08,5,05_USR_004,0.0,2784918.3
19,2021-08,6,06_USR_005,0.0,1752926.35
19,2021-08,7,07_USR_006,0.0,82275.16
19,2021-08,8,08_USR_007,0.0,90407.0
19,2021-08,9,09_USR_008,0.0,1052269.68
19,2021-08,10,10_USR_009,0.0,64904.57
19,2021-08,11,11_USR_010,0.0,71357.42
20,2021-09,0,00_ACC_Input_From_Outside,0.0,973607.93
20,2021-09,1,01_ACC_Output_To_Outside,0.0,355673.22
20,2021-09,2,02_USR_001,0.0,9824295.83
20,2021-09,3,03_USR_002,0.0,56583.1
20,2021-09,4,04_USR_003,0.0,148862.93
20,2021-09,5,05_USR_004,0.0,2118072.31
20,2021-09,6,06_USR_005,0.0,2056066.58
20,2021-09,7,07_USR_006,0.0,23152.56
20,2021-09,8,08_USR_007,0.0,105751.45
20,2021-09,9,09_USR_008,0.0,132472.9
20,2021-09,10,10_USR_009,0.0,132382.2
20,2021-09,11,11_USR_010,0.0,78745.53
21,2021-10,0,00_ACC_Input_From_Outside,0.0,1482546.31
21,2021-10,1,01_ACC_Output_To_Outside,0.0,609991.01
21,2021-10,2,02_USR_001,0.0,9725570.95
21,2021-10,3,03_USR_002,0.0,93079.53
