t_idx,time_label,node_idx,node_label,account_category,local_internal_energy_u,local_entropy_s,local_temperature_t,local_grad_t
0,2020-01,0,00_ACC_Input_From_Outside,Unknown,676738389.81,2.8455,0.0,0.0
0,2020-01,1,01_ACC_Output_To_Outside,Unknown,667150.87,0.0,0.0,0.0
0,2020-01,2,02_USR_001,Unknown,367094213.85,0.286,0.0,0.0
0,2020-01,3,03_USR_002,Unknown,138001146.37,0.0,0.0,0.0
0,2020-01,4,04_USR_003,Unknown,93749317.47,0.2769,0.0,0.0
0,2020-01,5,05_USR_004,Unknown,79169974.89,0.3508,0.0,0.0
0,2020-01,6,06_USR_005,Unknown,157039.85,1.0473,0.0,0.0
0,2020-01,7,07_USR_006,Unknown,1270725.91,0.5672,0.0,0.0
0,2020-01,8,08_USR_007,Unknown,1113384.46,0.0,0.0,0.0
0,2020-01,9,09_USR_008,Unknown,42080.18,0.9641,0.0,0.0
0,2020-01,10,10_USR_009,Unknown,1224463.07,0.5532,0.0,0.0
0,2020-01,11,11_USR_010,Unknown,209389.33,0.4873,0.0,0.0
1,2020-02,0,00_ACC_Input_From_Outside,Unknown,675790496.53,2.8952,473946.64,-1086075.635
1,2020-02,1,01_ACC_Output_To_Outside,Unknown,890474.29,0.0,111661.71,1826538.155
1,2020-02,2,02_USR_001,Unknown,367244616.05,0.0,75201.1,398745.54
1,2020-02,3,03_USR_002,Unknown,135348554.94,0.1054,1326295.715,-2671116.81
1,2020-02,4,04_USR_003,Unknown,92304993.5,0.3668,722161.985,193601.03
1,2020-02,5,05_USR_004,Unknown,85169149.83,0.8738,2999587.47,-18970949.635
1,2020-02,6,06_USR_005,Unknown,46937.77,1.1215,55051.04,4087153.645
1,2020-02,7,07_USR_006,Unknown,508428.05,0.2392,381148.93,2441749.03
1,2020-02,8,08_USR_007,Unknown,1380960.4,0.0,133787.97,3794332.185
1,2020-02,9,09_USR_008,Unknown,414458.97,0.284,186189.395,3562600.225
1,2020-02,10,10_USR_009,Unknown,336619.67,1.0826,443921.7,2531671.005
1,2020-02,11,11_USR_010,Unknown,1586.06,0.9365,103901.635,3891751.265
2,2020-03,0,00_ACC_Input_From_Outside,Unknown,675172996.43,2.4322,643796.4204,22369491.0663
2,2020-03,1,01_ACC_Output_To_Outside,Unknown,1263483.91,0.0,245995.1718,26235092.8191
2,2020-03,2,02_USR_001,Unknown,363798711.64,0.0858,1590150.6861,-265636.15
2,2020-03,3,03_USR_002,Unknown,189245182.44,0.0,24805541.3386,-49261159.8829
2,2020-03,4,04_USR_003,Unknown,41567090.06,0.7795,24265672.5407,-116992095.9387
2,2020-03,5,05_USR_004,Unknown,84418011.67,1.1644,2668670.0504,6313824.9929
2,2020-03,6,06_USR_005,Unknown,260781.35,1.1106,87314.1477,27474877.5924
2,2020-03,7,07_USR_006,Unknown,462336.15,0.0,370692.5193,2446384.0847
2,2020-03,8,08_USR_007,Unknown,634143.22,0.3252,308941.7331,2631636.4433
2,2020-03,9,09_USR_008,Unknown,1372820.79,0.737,560554.6769,25581915.4756
2,2020-03,10,10_USR_009,Unknown,1027057.87,0.1552,380633.9192,26038436.0054
2,2020-03,11,11_USR_010,Unknown,214660.53,0.3658,99225.1728,27427233.4919
3,2020-04,0,00_ACC_Input_From_Outside,Unknown,675005202.33,2.9115,679109.9487,25554071.3173
3,2020-04,1,01_ACC_Output_To_Outside,Unknown,2750567.13,0.0,812273.3457,24488764.1415
3,2020-04,2,02_USR_001,Unknown,363607339.0,0.0,1735329.8837,-1979276.473
3,2020-04,3,03_USR_002,Unknown,189065447.97,0.0,26257063.013,-51022742.7315
3,2020-04,4,04_USR_003,Unknown,39502638.43,1.1736,26261257.8514,-152421367.9951
3,2020-04,5,05_USR_004,Unknown,84997044.11,2.0435,2480118.8628,15563801.573
3,2020-04,6,06_USR_005,Unknown,883052.02,0.0247,324231.3353,28935834.6676
3,2020-04,7,07_USR_006,Unknown,908012.29,0.624,328497.7598,2986008.8778
3,2020-04,8,08_USR_007,Unknown,454652.83,0.0,369390.9535,26644468.2853
3,2020-04,9,09_USR_008,Unknown,234.24,0.4656,552569.0545,28022483.7908
3,2020-04,10,10_USR_009,Unknown,1140.04,0.5906,497839.8861,28241400.4641
3,2020-04,11,11_USR_010,Unknown,2261945.67,0.771,922029.0212,24986554.0823
4,2020-05,0,00_ACC_Input_From_Outside,Unknown,673559226.49,2.95,817764.2445,36675967.252
4,2020-05,1,01_ACC_Output_To_Outside,Unknown,2801183.43,0.0,859810.6367,14874937.1227
4,2020-05,2,02_USR_001,Unknown,403161604.67,0.0,16637961.1449,-15690875.9651
4,2020-05,3,03_USR_002,Unknown,180413928.88,0.0,22324469.6291,-32208463.2655
4,2020-05,4,04_USR_003,Unknown,661015.21,1.2771,32545432.5883,-216018547.0125
4,2020-05,5,05_USR_004,Unknown,88034181.13,0.2659,1401748.7888,47911562.3411
4,2020-05,6,06_USR_005,Unknown,1719603.06,0.0555,649895.4002,33025174.6576
4,2020-05,7,07_USR_006,Unknown,1119109.24,0.0,274916.3031,2254574.7606
4,2020-05,8,08_USR_007,Unknown,2036761.4,1.0536,629904.6879,33105137.507
4,2020-05,9,09_USR_008,Unknown,490424.58,0.6411,499919.6033,33625077.845
4,2020-05,10,10_USR_009,Unknown,2030872.2,0.0538,776196.9132,32519968.6054
4,2020-05,11,11_USR_010,Unknown,3409365.77,0.0656,1424817.5267,29925486.1517
5,2020-06,0,00_ACC_Input_From_Outside,Unknown,671225183.96,2.8014,1582023.4495,13682963.1905
5,2020-06,1,01_ACC_Output_To_Outside,Unknown,3614707.12,0.0,848355.3069,3380142.0466
5,2020-06,2,02_USR_001,Unknown,389546458.32,0.0,17020521.592,-30206602.2109
5,2020-06,3,03_USR_002,Unknown,180582317.99,0.0,4329471.6487,-6228564.5411
5,2020-06,4,04_USR_003,Unknown,12277981.0,0.4426,17536084.9223,-98918362.4719
5,2020-06,5,05_USR_004,Unknown,89939219.06,1.3261,2252417.5235,21526423.8721
5,2020-06,6,06_USR_005,Unknown,2821491.15,1.1191,959952.3919,18379071.6347
5,2020-06,7,07_USR_006,Unknown,2515019.53,0.2545,767263.2738,19149828.1069
5,2020-06,8,08_USR_007,Unknown,1726344.71,0.2014,680490.8587,19496917.7674
5,2020-06,9,09_USR_008,Unknown,648298.24,0.0106,491982.4339,20250951.4665
