t_idx,time_label,node_idx,node_label,account_category,curvature,density
0,2020-01,0,00_ACC_Input_From_Outside,Unknown,0.0,2980248.22
0,2020-01,1,01_ACC_Output_To_Outside,Unknown,0.0,667150.87
0,2020-01,2,02_USR_001,Unknown,0.0,4505160.92
0,2020-01,3,03_USR_002,Unknown,0.0,595488.19
0,2020-01,4,04_USR_003,Unknown,0.0,73704186.76
0,2020-01,5,05_USR_004,Unknown,0.0,80501811.4
0,2020-01,6,06_USR_005,Unknown,0.0,2460817.4
0,2020-01,7,07_USR_006,Unknown,0.0,2401812.88
0,2020-01,8,08_USR_007,Unknown,0.0,483682.32
0,2020-01,9,09_USR_008,Unknown,0.0,1412389.05
0,2020-01,10,10_USR_009,Unknown,0.0,3333797.74
0,2020-01,11,11_USR_010,Unknown,0.0,2159562.35
1,2020-02,0,00_ACC_Input_From_Outside,Unknown,0.0,947893.28
1,2020-02,1,01_ACC_Output_To_Outside,Unknown,0.0,223323.42
1,2020-02,2,02_USR_001,Unknown,0.0,150402.2
1,2020-02,3,03_USR_002,Unknown,0.0,2720850.27
1,2020-02,4,04_USR_003,Unknown,0.0,73360037.07
1,2020-02,5,05_USR_004,Unknown,0.0,71252979.32
1,2020-02,6,06_USR_005,Unknown,0.0,3352764.04
1,2020-02,7,07_USR_006,Unknown,0.0,1130948.26
1,2020-02,8,08_USR_007,Unknown,0.0,2623977.46
1,2020-02,9,09_USR_008,Unknown,0.0,1877896.43
1,2020-02,10,10_USR_009,Unknown,0.0,1544950.58
1,2020-02,11,11_USR_010,Unknown,0.0,5565555.17
2,2020-03,0,00_ACC_Input_From_Outside,Unknown,1701961.76,617500.1
2,2020-03,1,01_ACC_Output_To_Outside,Unknown,593513.65,373009.62
2,2020-03,2,02_USR_001,Unknown,7332289.93,3445904.41
2,2020-03,3,03_USR_002,Unknown,59724860.79,53972646.22
2,2020-03,4,04_USR_003,Unknown,39900918.68,73698288.94
2,2020-03,5,05_USR_004,Unknown,13042797.34,27109874.58
2,2020-03,6,06_USR_005,Unknown,148401.38,2207124.32
2,2020-03,7,07_USR_006,Unknown,977988.18,103509.52
