t_idx,time_label,node_idx,node_label,state_X,velocity_v,acceleration_a,inertia_M,viscosity_C,external_force_F
0,E_000001,0,ACC_Sales_Revenue,-756.96,-756.96,0.0,756.96,75.696,-57298.8442
0,E_000001,1,ACC_Accounts_Receivable,756.96,756.96,0.0,756.96,75.696,57298.8442
0,E_000001,2,ACC_Inventory,500000.0,0.0,0.0,500000.0,50000.0,0.0
0,E_000001,3,ACC_COGS,0.0,0.0,0.0,0.0,0.0,0.0
0,E_000001,4,ACC_Accounts_Payable,0.0,0.0,0.0,0.0,0.0,0.0
0,E_000001,5,ACC_Cash,500000.0,0.0,0.0,500000.0,50000.0,0.0
0,E_000001,6,ACC_Travel_Exp,0.0,0.0,0.0,0.0,0.0,0.0
0,E_000001,7,ACC_Payroll_Exp,0.0,0.0,0.0,0.0,0.0,0.0
0,E_000001,8,ACC_Rent_Exp,0.0,0.0,0.0,0.0,0.0,0.0
0,E_000001,9,UNKNOWN_LEAK,0.0,0.0,0.0,0.0,0.0,0.0
0,E_000001,10,ACC_Equity_Capital,1000000.0,0.0,0.0,1000000.0,100000.0,0.0
1,E_000002,0,ACC_Sales_Revenue,-756.96,0.0,756.96,756.96,75.696,572988.4416
1,E_000002,1,ACC_Accounts_Receivable,756.96,0.0,-756.96,756.96,75.696,-572988.4416
1,E_000002,2,ACC_Inventory,499552.01,-447.99,-447.99,499776.005,49977.6005,-246284117.7279
1,E_000002,3,ACC_COGS,447.99,447.99,447.99,223.995,22.3995,110382.2721
1,E_000002,4,ACC_Accounts_Payable,0.0,0.0,0.0,0.0,0.0,0.0
1,E_000002,5,ACC_Cash,500000.0,0.0,0.0,500000.0,50000.0,0.0
1,E_000002,6,ACC_Travel_Exp,0.0,0.0,0.0,0.0,0.0,0.0
1,E_000002,7,ACC_Payroll_Exp,0.0,0.0,0.0,0.0,0.0,0.0
1,E_000002,8,ACC_Rent_Exp,0.0,0.0,0.0,0.0,0.0,0.0
1,E_000002,9,UNKNOWN_LEAK,0.0,0.0,0.0,0.0,0.0,0.0
1,E_000002,10,ACC_Equity_Capital,1000000.0,0.0,0.0,1000000.0,100000.0,0.0
2,E_000003,0,ACC_Sales_Revenue,-1793.55,-1036.59,-1036.59,1102.49,110.249,-1257113.12
2,E_000003,1,ACC_Accounts_Receivable,1793.55,1036.59,1036.59,1102.49,110.249,1257113.12
2,E_000003,2,ACC_Inventory,499552.01,0.0,447.99,499701.34,49970.134,223861203.3066
2,E_000003,3,ACC_COGS,447.99,0.0,-447.99,298.66,29.866,-133796.6934
2,E_000003,4,ACC_Accounts_Payable,0.0,0.0,0.0,0.0,0.0,0.0
2,E_000003,5,ACC_Cash,500000.0,0.0,0.0,500000.0,50000.0,0.0
2,E_000003,6,ACC_Travel_Exp,0.0,0.0,0.0,0.0,0.0,0.0
2,E_000003,7,ACC_Payroll_Exp,0.0,0.0,0.0,0.0,0.0,0.0
2,E_000003,8,ACC_Rent_Exp,0.0,0.0,0.0,0.0,0.0,0.0
2,E_000003,9,UNKNOWN_LEAK,0.0,0.0,0.0,0.0,0.0,0.0
2,E_000003,10,ACC_Equity_Capital,1000000.0,0.0,0.0,1000000.0,100000.0,0.0
3,E_000004,0,ACC_Sales_Revenue,-1793.55,0.0,1036.59,1275.255,127.5255,1321916.5805
3,E_000004,1,ACC_Accounts_Receivable,1793.55,0.0,-1036.59,1275.255,127.5255,-1321916.5805
3,E_000004,2,ACC_Inventory,499061.22,-490.79,-490.79,499541.31,49954.131,-269686867.4884
3,E_000004,3,ACC_COGS,938.78,490.79,490.79,458.69,45.869,247632.5116
3,E_000004,4,ACC_Accounts_Payable,0.0,0.0,0.0,0.0,0.0,0.0
3,E_000004,5,ACC_Cash,500000.0,0.0,0.0,500000.0,50000.0,0.0
3,E_000004,6,ACC_Travel_Exp,0.0,0.0,0.0,0.0,0.0,0.0
3,E_000004,7,ACC_Payroll_Exp,0.0,0.0,0.0,0.0,0.0,0.0
3,E_000004,8,ACC_Rent_Exp,0.0,0.0,0.0,0.0,0.0,0.0
3,E_000004,9,UNKNOWN_LEAK,0.0,0.0,0.0,0.0,0.0,0.0
3,E_000004,10,ACC_Equity_Capital,1000000.0,0.0,0.0,1000000.0,100000.0,0.0
4,E_000005,0,ACC_Sales_Revenue,-3264.74,-1471.19,-1471.19,1673.152,167.3152,-2707676.94
4,E_000005,1,ACC_Accounts_Receivable,3264.74,1471.19,1471.19,1673.152,167.3152,2707676.94
4,E_000005,2,ACC_Inventory,499061.22,0.0,490.79,499445.292,49944.5292,245122754.8607
4,E_000005,3,ACC_COGS,938.78,0.0,-490.79,554.708,55.4708,-272245.1393
4,E_000005,4,ACC_Accounts_Payable,0.0,0.0,0.0,0.0,0.0,0.0
4,E_000005,5,ACC_Cash,500000.0,0.0,0.0,500000.0,50000.0,0.0
4,E_000005,6,ACC_Travel_Exp,0.0,0.0,0.0,0.0,0.0,0.0
4,E_000005,7,ACC_Payroll_Exp,0.0,0.0,0.0,0.0,0.0,0.0
4,E_000005,8,ACC_Rent_Exp,0.0,0.0,0.0,0.0,0.0,0.0
4,E_000005,9,UNKNOWN_LEAK,0.0,0.0,0.0,0.0,0.0,0.0
4,E_000005,10,ACC_Equity_Capital,1000000.0,0.0,0.0,1000000.0,100000.0,0.0
5,E_000006,0,ACC_Sales_Revenue,-3264.74,0.0,1471.19,1938.4167,193.8417,2851779.2158
5,E_000006,1,ACC_Accounts_Receivable,3264.74,0.0,-1471.19,1938.4167,193.8417,-2851779.2158
5,E_000006,2,ACC_Inventory,498174.08,-887.14,-887.14,499233.4233,49923.3423,-487178933.0935
5,E_000006,3,ACC_COGS,1825.92,887.14,887.14,766.5767,76.6577,748066.9065
5,E_000006,4,ACC_Accounts_Payable,0.0,0.0,0.0,0.0,0.0,0.0
5,E_000006,5,ACC_Cash,500000.0,0.0,0.0,500000.0,50000.0,0.0
5,E_000006,6,ACC_Travel_Exp,0.0,0.0,0.0,0.0,0.0,0.0
5,E_000006,7,ACC_Payroll_Exp,0.0,0.0,0.0,0.0,0.0,0.0
5,E_000006,8,ACC_Rent_Exp,0.0,0.0,0.0,0.0,0.0,0.0
5,E_000006,9,UNKNOWN_LEAK,0.0,0.0,0.0,0.0,0.0,0.0
5,E_000006,10,ACC_Equity_Capital,1000000.0,0.0,0.0,1000000.0,100000.0,0.0
6,E_000007,0,ACC_Sales_Revenue,-3264.74,0.0,0.0,2127.8914,212.7891,0.0
6,E_000007,1,ACC_Accounts_Receivable,3264.74,0.0,0.0,2127.8914,212.7891,0.0
6,E_000007,2,ACC_Inventory,509822.85,11648.77,12535.91,500746.1986,50074.6199,6860617007.6868
6,E_000007,3,ACC_COGS,1825.92,0.0,-887.14,917.9114,91.7911,-814315.9447
6,E_000007,4,ACC_Accounts_Payable,-11648.77,-11648.77,-11648.77,1664.11,166.411,-21323318.1092
6,E_000007,5,ACC_Cash,500000.0,0.0,0.0,500000.0,50000.0,0.0
6,E_000007,6,ACC_Travel_Exp,0.0,0.0,0.0,0.0,0.0,0.0
6,E_000007,7,ACC_Payroll_Exp,0.0,0.0,0.0,0.0,0.0,0.0
6,E_000007,8,ACC_Rent_Exp,0.0,0.0,0.0,0.0,0.0,0.0
6,E_000007,9,UNKNOWN_LEAK,0.0,0.0,0.0,0.0,0.0,0.0
6,E_000007,10,ACC_Equity_Capital,1000000.0,0.0,0.0,1000000.0,100000.0,0.0
7,E_000008,0,ACC_Sales_Revenue,-3264.74,0.0,0.0,2269.9975,226.9998,0.0
7,E_000008,1,ACC_Accounts_Receivable,3264.74,0.0,0.0,2269.9975,226.9998,0.0
7,E_000008,2,ACC_Inventory,509822.85,0.0,-11648.77,501880.78,50188.078,-5846293773.6406
7,E_000008,3,ACC_COGS,1825.92,0.0,0.0,1031.4125,103.1412,0.0
7,E_000008,4,ACC_Accounts_Payable,-11648.77,0.0,11648.77,2912.1925,291.2193,33923460.6282
7,E_000008,5,ACC_Cash,499714.19,-285.81,-285.81,499964.2737,49996.4274,-157184267.9885
7,E_000008,6,ACC_Travel_Exp,285.81,285.81,285.81,35.7263,3.5726,11232.0115
7,E_000008,7,ACC_Payroll_Exp,0.0,0.0,0.0,0.0,0.0,0.0
7,E_000008,8,ACC_Rent_Exp,0.0,0.0,0.0,0.0,0.0,0.0
7,E_000008,9,UNKNOWN_LEAK,0.0,0.0,0.0,0.0,0.0,0.0
7,E_000008,10,ACC_Equity_Capital,1000000.0,0.0,0.0,1000000.0,100000.0,0.0
8,E_000009,0,ACC_Sales_Revenue,-4769.36,-1504.62,-1504.62,2547.7044,254.7704,-4216659.7673
8,E_000009,1,ACC_Accounts_Receivable,4769.36,1504.62,1504.62,2547.7044,254.7704,4216659.7673
8,E_000009,2,ACC_Inventory,509822.85,0.0,0.0,502763.2322,50276.3232,0.0
8,E_000009,3,ACC_COGS,1825.92,0.0,0.0,1119.6911,111.9691,0.0
8,E_000009,4,ACC_Accounts_Payable,-11648.77,0.0,0.0,3882.9233,388.2923,0.0
8,E_000009,5,ACC_Cash,499714.19,0.0,285.81,499936.4867,49993.6487,142886847.2542
8,E_000009,6,ACC_Travel_Exp,285.81,0.0,-285.81,63.5133,6.3513,-18152.7458
8,E_000009,7,ACC_Payroll_Exp,0.0,0.0,0.0,0.0,0.0,0.0
8,E_000009,8,ACC_Rent_Exp,0.0,0.0,0.0,0.0,0.0,0.0
8,E_000009,9,UNKNOWN_LEAK,0.0,0.0,0.0,0.0,0.0,0.0
8,E_000009,10,ACC_Equity_Capital,1000000.0,0.0,0.0,1000000.0,100000.0,0.0
9,E_000010,0,ACC_Sales_Revenue,-4769.36,0.0,1504.62,2769.87,276.987,4167601.7994
9,E_000010,1,ACC_Accounts_Receivable,4769.36,0.0,-1504.62,2769.87,276.987,-4167601.7994
9,E_000010,2,ACC_Inventory,509209.02,-613.83,-613.83,503407.811,50340.7811,-339907498.2887
9,E_000010,3,ACC_COGS,2439.75,613.83,613.83,1251.697,125.1697,845162.0865
9,E_000010,4,ACC_Accounts_Payable,-11648.77,0.0,0.0,4659.508,465.9508,0.0
9,E_000010,5,ACC_Cash,499714.19,0.0,0.0,499914.257,49991.4257,0.0
9,E_000010,6,ACC_Travel_Exp,285.81,0.0,0.0,85.743,8.5743,0.0
9,E_000010,7,ACC_Payroll_Exp,0.0,0.0,0.0,0.0,0.0,0.0
9,E_000010,8,ACC_Rent_Exp,0.0,0.0,0.0,0.0,0.0,0.0
9,E_000010,9,UNKNOWN_LEAK,0.0,0.0,0.0,0.0,0.0,0.0
9,E_000010,10,ACC_Equity_Capital,1000000.0,0.0,0.0,1000000.0,100000.0,0.0
10,E_000011,0,ACC_Sales_Revenue,-5856.8,-1087.44,-1087.44,3050.5,305.05,-3648959.292
10,E_000011,1,ACC_Accounts_Receivable,5856.8,1087.44,1087.44,3050.5,305.05,3648959.292
10,E_000011,2,ACC_Inventory,509209.02,0.0,613.83,503935.1936,50393.5194,309330539.9098
10,E_000011,3,ACC_COGS,2439.75,0.0,-613.83,1359.7018,135.9702,-834625.7671
10,E_000011,4,ACC_Accounts_Payable,-11648.77,0.0,0.0,5294.8955,529.4895,0.0
10,E_000011,5,ACC_Cash,499714.19,0.0,0.0,499896.0691,49989.6069,0.0
10,E_000011,6,ACC_Travel_Exp,285.81,0.0,0.0,103.9309,10.3931,0.0
10,E_000011,7,ACC_Payroll_Exp,0.0,0.0,0.0,0.0,0.0,0.0
10,E_000011,8,ACC_Rent_Exp,0.0,0.0,0.0,0.0,0.0,0.0
10,E_000011,9,UNKNOWN_LEAK,0.0,0.0,0.0,0.0,0.0,0.0
10,E_000011,10,ACC_Equity_Capital,1000000.0,0.0,0.0,1000000.0,100000.0,0.0
11,E_000012,0,ACC_Sales_Revenue,-5856.8,0.0,1087.44,3284.3583,328.4358,3571542.626
11,E_000012,1,ACC_Accounts_Receivable,5856.8,0.0,-1087.44,3284.3583,328.4358,-3571542.626
11,E_000012,2,ACC_Inventory,508545.25,-663.77,-663.77,504319.365,50431.9365,-368227271.3967
11,E_000012,3,ACC_COGS,3103.52,663.77,663.77,1505.02,150.502,1098885.8379
11,E_000012,4,ACC_Accounts_Payable,-11648.77,0.0,0.0,5824.385,582.4385,0.0
11,E_000012,5,ACC_Cash,499714.19,0.0,0.0,499880.9125,49988.0913,0.0
11,E_000012,6,ACC_Travel_Exp,285.81,0.0,0.0,119.0875,11.9087,0.0
11,E_000012,7,ACC_Payroll_Exp,0.0,0.0,0.0,0.0,0.0,0.0
11,E_000012,8,ACC_Rent_Exp,0.0,0.0,0.0,0.0,0.0,0.0
11,E_000012,9,UNKNOWN_LEAK,0.0,0.0,0.0,0.0,0.0,0.0
11,E_000012,10,ACC_Equity_Capital,1000000.0,0.0,0.0,1000000.0,100000.0,0.0
12,E_000013,0,ACC_Sales_Revenue,-6519.83,-663.03,-663.03,3533.2408,353.3241,-2576909.0899
12,E_000013,1,ACC_Accounts_Receivable,6519.83,663.03,663.03,3533.2408,353.3241,2576909.0899
