t_idx,time_label,src_idx,src_label,tgt_idx,tgt_label,weight,stress
0,2020-01,2,02_USR_003,3,03_USR_004,38581097.39,0.0
0,2020-01,2,02_USR_003,4,04_USR_005,774505.96,0.0
0,2020-01,2,02_USR_003,5,05_USR_006,1273697.37,0.0
0,2020-01,2,02_USR_003,7,07_USR_008,196961.07,0.0
0,2020-01,3,03_USR_004,0,00_USR_001,3843519.12,0.0
0,2020-01,3,03_USR_004,2,02_USR_003,31669245.81,0.0
0,2020-01,3,03_USR_004,4,04_USR_005,737803.08,0.0
0,2020-01,3,03_USR_004,5,05_USR_006,169828.56,0.0
0,2020-01,3,03_USR_004,6,06_USR_007,155032.64,0.0
0,2020-01,3,03_USR_004,7,07_USR_008,754180.14,0.0
0,2020-01,3,03_USR_004,8,08_USR_009,1369268.46,0.0
0,2020-01,3,03_USR_004,9,09_USR_010,1405373.24,0.0
0,2020-01,4,04_USR_005,2,02_USR_003,321761.4,0.0
0,2020-01,4,04_USR_005,3,03_USR_004,456996.06,0.0
0,2020-01,5,05_USR_006,3,03_USR_004,581449.5,0.0
0,2020-01,6,06_USR_007,2,02_USR_003,168223.0,0.0
0,2020-01,7,07_USR_008,3,03_USR_004,216635.4,0.0
0,2020-01,8,08_USR_009,2,02_USR_003,718694.76,0.0
0,2020-01,8,08_USR_009,3,03_USR_004,561382.0,0.0
1,2020-02,2,02_USR_003,1,01_USR_002,2649500.28,0.0
1,2020-02,2,02_USR_003,3,03_USR_004,27790963.82,0.0
1,2020-02,2,02_USR_003,4,04_USR_005,764481.12,0.0
1,2020-02,2,02_USR_003,6,06_USR_007,1178200.76,0.0
1,2020-02,2,02_USR_003,7,07_USR_008,715538.25,0.0
1,2020-02,2,02_USR_003,8,08_USR_009,792131.68,0.0
1,2020-02,2,02_USR_003,9,09_USR_010,2067040.64,0.0
1,2020-02,3,03_USR_004,2,02_USR_003,35617480.52,0.0
1,2020-02,3,03_USR_004,4,04_USR_005,929731.37,0.0
1,2020-02,3,03_USR_004,5,05_USR_006,909402.49,0.0
1,2020-02,3,03_USR_004,8,08_USR_009,387044.74,0.0
1,2020-02,3,03_USR_004,9,09_USR_010,782418.01,0.0
1,2020-02,4,04_USR_005,3,03_USR_004,1533202.66,0.0
1,2020-02,6,06_USR_007,2,02_USR_003,387470.85,0.0
1,2020-02,6,06_USR_007,3,03_USR_004,947835.0,0.0
1,2020-02,7,07_USR_008,2,02_USR_003,616225.06,0.0
