t_idx,time_label,gross_activity_U,entropy_S,temperature_T,work_W,heat_Q,grad_T,free_energy_F
0,2020-01,6091893621.8,3.5533,0.0,-0.0,0.0,0.0,6091893621.8
1,2020-02,6091893621.8,4.4713,6455408.54,0.0,0.0,0.0,6063029342.4713
2,2020-03,6091893621.8,4.712,55222997.7789,0.0,0.0,0.0,5831684165.9424
3,2020-04,6091893621.8,2.8778,59746858.6703,-0.0,0.0,0.0,5919954298.8051
4,2020-05,6091893621.8,1.8982,76964065.1897,-0.0,0.0,0.0,5945797813.4761
5,2020-06,6091893621.8,2.4091,45594602.5716,-0.0,0.0,0.0,5982052857.447
6,2020-07,6091893621.8,2.7024,43271126.6973,0.0,0.0,0.0,5974957780.9865
7,2020-08,6091893621.8,0.2097,28846964.7204,0.0,0.0,0.0,6085845770.0668
8,2020-09,6091893621.8,2.5036,21045709.8884,-0.0,0.0,0.0,6039203983.7971
9,2020-10,6091893621.8,1.6167,65495601.3772,-0.0,0.0,0.0,5986009718.2139
10,2020-11,6092222376.68,1.7899,78115115.7447,-0.0,0.0,0.0,5952403595.0023
11,2020-12,6092222327.88,0.6581,67957204.4314,0.0,0.0,0.0,6047496772.6973
12,2021-01,6091893621.8,2.1531,17094480.8168,0.0,0.0,0.0,6055087532.7703
13,2021-02,6091893621.8,0.5336,9486450.4704,0.0,0.0,0.0,6086831606.2909
14,2021-03,6091893621.8,0.4449,20253523.3416,-0.0,0.0,0.0,6082882144.1644
15,2021-04,6091893621.8,1.3904,21246601.8237,0.0,0.0,0.0,6062351307.4935
16,2021-05,6092971868.52,1.2482,19009804.2067,0.0,0.0,0.0,6069244653.1323
17,2021-06,6091893621.8,0.7727,6952798.8726,0.0,0.0,0.0,6086520925.0035
18,2021-07,6092095193.08,0.1665,9627834.9135,0.0,0.0,0.0,6090491786.1192
19,2021-08,6091893621.8,1.0101,6971208.7266,0.0,0.0,0.0,6084851757.4239
20,2021-09,6091893621.8,2.613,6470135.2133,-0.0,0.0,0.0,6074986867.2427
21,2021-10,6091893621.8,0.6668,4243811.4195,0.0,0.0,0.0,6089063923.5787
22,2021-11,6091893621.8,1.0754,1982982.7671,-0.0,0.0,0.0,6089761114.8488
23,2021-12,6091893621.8,0.2686,39581945.8301,0.0,0.0,0.0,6081262785.0634
