t_idx,time_label,node_idx,node_label,curvature,density
0,2020-01,0,00_USR_001,0.0,3843519.12
0,2020-01,1,01_USR_002,0.0,0.0
0,2020-01,2,02_USR_003,0.0,73704186.76
0,2020-01,3,03_USR_004,0.0,80501811.4
0,2020-01,4,04_USR_005,0.0,2291066.5
0,2020-01,5,05_USR_006,0.0,2024975.43
0,2020-01,6,06_USR_007,0.0,323255.64
0,2020-01,7,07_USR_008,0.0,1167776.61
0,2020-01,8,08_USR_009,0.0,2649345.22
0,2020-01,9,09_USR_010,0.0,1405373.24
0,2020-01,10,10_STK_001,0.0,0.0
0,2020-01,11,11_STK_002,0.0,0.0
0,2020-01,12,12_STK_003,0.0,0.0
0,2020-01,13,13_STK_004,0.0,0.0
0,2020-01,14,14_STK_005,0.0,0.0
1,2020-02,0,00_USR_001,0.0,0.0
1,2020-02,1,01_USR_002,0.0,2649500.28
1,2020-02,2,02_USR_003,0.0,73360037.07
1,2020-02,3,03_USR_004,0.0,71252979.32
1,2020-02,4,04_USR_005,0.0,3227415.15
1,2020-02,5,05_USR_006,0.0,909402.49
1,2020-02,6,06_USR_007,0.0,2513506.61
1,2020-02,7,07_USR_008,0.0,1730205.01
1,2020-02,8,08_USR_009,0.0,1379670.34
1,2020-02,9,09_USR_010,0.0,5386427.83
1,2020-02,10,10_STK_001,0.0,0.0
1,2020-02,11,11_STK_002,0.0,0.0
1,2020-02,12,12_STK_003,0.0,0.0
1,2020-02,13,13_STK_004,0.0,0.0
1,2020-02,14,14_STK_005,0.0,0.0
2,2020-03,0,00_USR_001,7252323.18,3408804.06
2,2020-03,1,01_USR_002,59151983.08,53852982.52
2,2020-03,2,02_USR_003,39900918.68,73698288.94
2,2020-03,3,03_USR_004,13042797.34,27109874.58
2,2020-03,4,04_USR_005,266810.3,2101417.2
2,2020-03,5,05_USR_006,956798.24,69.69
2,2020-03,6,06_USR_007,1113466.05,1554490.47
2,2020-03,7,07_USR_008,449861.41,1597125.02
2,2020-03,8,08_USR_009,2576904.08,2298280.22
2,2020-03,9,09_USR_010,659508.44,3858830.98
2,2020-03,10,10_STK_001,0.0,0.0
2,2020-03,11,11_STK_002,0.0,0.0
2,2020-03,12,12_STK_003,0.0,0.0
2,2020-03,13,13_STK_004,0.0,0.0
2,2020-03,14,14_STK_005,0.0,0.0
3,2020-04,0,00_USR_001,6817608.12,0.0
3,2020-04,1,01_USR_002,110355465.32,0.0
3,2020-04,2,02_USR_003,97967031.28,9330157.05
3,2020-04,3,03_USR_004,8080483.7,7297929.82
3,2020-04,4,04_USR_005,443299.26,895010.49
3,2020-04,5,05_USR_006,348674.3,1973370.85
3,2020-04,6,06_USR_007,1782241.63,244.08
3,2020-04,7,07_USR_008,2653914.98,2500103.05
3,2020-04,8,08_USR_009,3251791.73,2222258.71
3,2020-04,9,09_USR_010,1519182.34,2462501.29
3,2020-04,10,10_STK_001,0.0,0.0
3,2020-04,11,11_STK_002,0.0,0.0
3,2020-04,12,12_STK_003,0.0,0.0
3,2020-04,13,13_STK_004,0.0,0.0
3,2020-04,14,14_STK_005,0.0,0.0
4,2020-05,0,00_USR_001,35955409.62,39364213.68
4,2020-05,1,01_USR_002,45091314.58,33867246.18
4,2020-05,2,02_USR_003,85450623.4,334526165.76
4,2020-05,3,03_USR_004,1127933.98,302829312.76
4,2020-05,4,04_USR_005,1036025.6,3053331.16
4,2020-05,5,05_USR_006,1121373.61,291.84
4,2020-05,6,06_USR_007,558369.07,3292558.3
4,2020-05,7,07_USR_008,3644417.83,3328598.47
4,2020-05,8,08_USR_009,4259706.29,1839769.21
4,2020-05,9,09_USR_010,3029128.76,2956034.8
4,2020-05,10,10_STK_001,0.0,0.0
4,2020-05,11,11_STK_002,0.0,0.0
4,2020-05,12,12_STK_003,0.0,0.0
4,2020-05,13,13_STK_004,0.0,0.0
4,2020-05,14,14_STK_005,0.0,0.0
5,2020-06,0,00_USR_001,92454849.6,13780846.3
5,2020-06,1,01_USR_002,17523335.88,0.0
5,2020-06,2,02_USR_003,87235760.6,29643233.59
5,2020-06,3,03_USR_004,3590203.67,44039262.95
5,2020-06,4,04_USR_005,458233.18,4552994.53
5,2020-06,5,05_USR_006,1850030.61,1811399.12
5,2020-06,6,06_USR_007,3560715.44,2369328.72
5,2020-06,7,07_USR_008,1749186.75,212494.12
5,2020-06,8,08_USR_009,4215040.72,320732.49
5,2020-06,9,09_USR_010,1497364.09,3232586.46
5,2020-06,10,10_STK_001,0.0,0.0
5,2020-06,11,11_STK_002,0.0,0.0
5,2020-06,12,12_STK_003,0.0,0.0
5,2020-06,13,13_STK_004,0.0,0.0
5,2020-06,14,14_STK_005,0.0,0.0
6,2020-07,0,00_USR_001,66817058.16,0.0
6,2020-07,1,01_USR_002,19274114.62,10512446.68
6,2020-07,2,02_USR_003,49800783.32,409488626.12
6,2020-07,3,03_USR_004,3160821.03,395976395.41
6,2020-07,4,04_USR_005,1777647.02,828851.78
6,2020-07,5,05_USR_006,3728960.47,5616503.61
6,2020-07,6,06_USR_007,1350367.68,1660074.9
6,2020-07,7,07_USR_008,121602.17,7293981.58
6,2020-07,8,08_USR_009,1300665.35,3569934.44
6,2020-07,9,09_USR_010,1830991.04,2322246.68
6,2020-07,10,10_STK_001,0.0,0.0
6,2020-07,11,11_STK_002,0.0,0.0
6,2020-07,12,12_STK_003,0.0,0.0
6,2020-07,13,13_STK_004,0.0,0.0
6,2020-07,14,14_STK_005,0.0,0.0
7,2020-08,0,00_USR_001,13726422.24,0.0
7,2020-08,1,01_USR_002,21045839.61,20946.25
7,2020-08,2,02_USR_003,22299147.94,347284035.85
7,2020-08,3,03_USR_004,1326148.83,340365505.8
7,2020-08,4,04_USR_005,1828841.34,3677368.13
7,2020-08,5,05_USR_006,3311864.56,277399.9
7,2020-08,6,06_USR_007,2100781.86,398005.58
7,2020-08,7,07_USR_008,105506.48,0.0
7,2020-08,8,08_USR_009,346921.39,3050824.38
7,2020-08,9,09_USR_010,6170679.07,3109760.39
7,2020-08,10,10_STK_001,0.0,0.0
7,2020-08,11,11_STK_002,0.0,0.0
7,2020-08,12,12_STK_003,0.0,0.0
7,2020-08,13,13_STK_004,0.0,0.0
7,2020-08,14,14_STK_005,0.0,0.0
8,2020-09,0,00_USR_001,30517.76,30517.76
8,2020-09,1,01_USR_002,18543229.7,7988890.52
8,2020-09,2,02_USR_003,33855611.53,363902519.69
8,2020-09,3,03_USR_004,13047778.03,351953417.56
8,2020-09,4,04_USR_005,1815590.94,2145494.94
8,2020-09,5,05_USR_006,2592279.3,3191491.73
8,2020-09,6,06_USR_007,3609582.96,4475930.14
8,2020-09,7,07_USR_008,940888.9,783472.8
8,2020-09,8,08_USR_009,51098.14,6557757.22
8,2020-09,9,09_USR_010,11304561.8,2769445.14
8,2020-09,10,10_STK_001,0.0,0.0
8,2020-09,11,11_STK_002,0.0,0.0
8,2020-09,12,12_STK_003,0.0,0.0
8,2020-09,13,13_STK_004,0.0,0.0
8,2020-09,14,14_STK_005,0.0,0.0
9,2020-10,0,00_USR_001,84603.55,23568.03
9,2020-10,1,01_USR_002,83826377.57,67827650.28
9,2020-10,2,02_USR_003,10164894.47,95482671.32
9,2020-10,3,03_USR_004,53884280.16,162631345.26
9,2020-10,4,04_USR_005,6503500.31,4880629.52
9,2020-10,5,05_USR_006,9561472.92,3633889.94
9,2020-10,6,06_USR_007,10804746.68,1463174.0
9,2020-10,7,07_USR_008,1572469.63,9196.43
9,2020-10,8,08_USR_009,589163.6,4140.94
9,2020-10,9,09_USR_010,9338753.75,697226.06
9,2020-10,10,10_STK_001,0.0,0.0
9,2020-10,11,11_STK_002,0.0,0.0
9,2020-10,12,12_STK_003,0.0,0.0
9,2020-10,13,13_STK_004,0.0,0.0
9,2020-10,14,14_STK_005,0.0,0.0
10,2020-11,0,00_USR_001,77653.82,0.0
10,2020-11,1,01_USR_002,155916763.03,12272571.95
10,2020-11,2,02_USR_003,4994159.05,804630312.32
10,2020-11,3,03_USR_004,124284537.37,793657555.23
10,2020-11,4,04_USR_005,9113249.37,1614901.01
10,2020-11,5,05_USR_006,11175662.01,5400590.32
10,2020-11,6,06_USR_007,7250165.37,142246.17
10,2020-11,7,07_USR_008,1066401.45,273304.25
10,2020-11,8,08_USR_009,2106156.34,1693538.76
10,2020-11,9,09_USR_010,4151221.75,3533.19
10,2020-11,10,10_STK_001,0.0,0.0
10,2020-11,11,11_STK_002,0.0,0.0
10,2020-11,12,12_STK_003,0.0,0.0
10,2020-11,13,13_STK_004,0.0,0.0
10,2020-11,14,14_STK_005,0.0,0.0
11,2020-12,0,00_USR_001,3647.71,19920.32
11,2020-12,1,01_USR_002,92372794.18,0.0
11,2020-12,2,02_USR_003,18580147.66,843894983.3
11,2020-12,3,03_USR_004,50178135.21,849549764.67
11,2020-12,4,04_USR_005,6264872.27,3160.65
11,2020-12,5,05_USR_006,10964197.9,3717371.3
11,2020-12,6,06_USR_007,1175873.91,1624.95
11,2020-12,7,07_USR_008,543712.81,3395.94
11,2020-12,8,08_USR_009,5347170.8,1957667.3
11,2020-12,9,09_USR_010,684964.09,2265.31
11,2020-12,10,10_STK_001,0.0,0.0
11,2020-12,11,11_STK_002,0.0,0.0
11,2020-12,12,12_STK_003,0.0,0.0
11,2020-12,13,13_STK_004,0.0,0.0
11,2020-12,14,14_STK_005,0.0,0.0
12,2021-01,0,00_USR_001,61041.71,40440.47
12,2021-01,1,01_USR_002,12069151.79,203420.16
12,2021-01,2,02_USR_003,5695527.3,782881006.28
12,2021-01,3,03_USR_004,16830911.36,782349208.67
12,2021-01,4,04_USR_005,2204332.62,4594005.09
12,2021-01,5,05_USR_006,14260420.09,4659314.09
12,2021-01,6,06_USR_007,136481.87,4710.78
12,2021-01,7,07_USR_008,518773.34,790742.17
12,2021-01,8,08_USR_009,5600293.77,17436.79
12,2021-01,9,09_USR_010,1855786.29,1856556.56
12,2021-01,10,10_STK_001,0.0,0.0
12,2021-01,11,11_STK_002,0.0,0.0
12,2021-01,12,12_STK_003,0.0,0.0
12,2021-01,13,13_STK_004,0.0,0.0
12,2021-01,14,14_STK_005,0.0,0.0
13,2021-02,0,00_USR_001,62322.46,0.0
13,2021-02,1,01_USR_002,721453.15,1146433.01
13,2021-02,2,02_USR_003,16631489.97,877386357.11
13,2021-02,3,03_USR_004,4802514.14,885924042.81
13,2021-02,4,04_USR_005,1159267.01,13677.7
13,2021-02,5,05_USR_006,15678477.55,6103928.39
13,2021-02,6,06_USR_007,6402.52,12084.37
13,2021-02,7,07_USR_008,1582618.68,13387.06
13,2021-02,8,08_USR_009,3268745.03,1382448.83
13,2021-02,9,09_USR_010,3687506.29,20122.1
13,2021-02,10,10_STK_001,0.0,0.0
13,2021-02,11,11_STK_002,0.0,0.0
13,2021-02,12,12_STK_003,0.0,0.0
13,2021-02,13,13_STK_004,0.0,0.0
13,2021-02,14,14_STK_005,0.0,0.0
14,2021-03,0,00_USR_001,13059025.39,13037824.32
14,2021-03,1,01_USR_002,2064978.78,11812.0
14,2021-03,2,02_USR_003,16256601.46,529569207.42
14,2021-03,3,03_USR_004,21431742.83,546824463.54
14,2021-03,4,04_USR_005,553556.97,6302.58
14,2021-03,5,05_USR_006,8439438.42,1515234.39
14,2021-03,6,06_USR_007,1276628.6,1278640.54
14,2021-03,7,07_USR_008,807291.72,1520.95
14,2021-03,8,08_USR_009,1223315.32,1426922.83
14,2021-03,9,09_USR_010,1816472.41,5091.25
14,2021-03,10,10_STK_001,0.0,0.0
14,2021-03,11,11_STK_002,0.0,0.0
14,2021-03,12,12_STK_003,0.0,0.0
14,2021-03,13,13_STK_004,0.0,0.0
14,2021-03,14,14_STK_005,0.0,0.0
15,2021-04,0,00_USR_001,26142232.49,66583.85
15,2021-04,1,01_USR_002,1001701.01,172872.46
15,2021-04,2,02_USR_003,5710379.85,33434851.54
15,2021-04,3,03_USR_004,37411688.93,33280730.78
15,2021-04,4,04_USR_005,1118712.21,1164488.93
15,2021-04,5,05_USR_006,372716.99,491.92
15,2021-04,6,06_USR_007,3746353.8,1217619.71
15,2021-04,7,07_USR_008,12683.23,2442.91
15,2021-04,8,08_USR_009,1520920.91,222.0
15,2021-04,9,09_USR_010,23412.86,1136.74
15,2021-04,10,10_STK_001,0.0,0.0
15,2021-04,11,11_STK_002,0.0,0.0
15,2021-04,12,12_STK_003,0.0,0.0
15,2021-04,13,13_STK_004,0.0,0.0
15,2021-04,14,14_STK_005,0.0,0.0
16,2021-05,0,00_USR_001,13170992.02,0.0
16,2021-05,1,01_USR_002,2928563.12,3217184.04
16,2021-05,2,02_USR_003,34093.84,36264924.2
16,2021-05,3,03_USR_004,17017941.65,46197635.75
16,2021-05,4,04_USR_005,580901.81,1699515.59
16,2021-05,5,05_USR_006,1852736.48,3375154.83
16,2021-05,6,06_USR_007,3097414.49,2856522.21
16,2021-05,7,07_USR_008,1151617.1,1162245.29
16,2021-05,8,08_USR_009,1437161.41,12582.5
