t_idx,time_label,node_idx,node_label,fk_total_ripple,fk_max_impact,fk_max_impact_node,ik_strain_energy,ik_max_adjust,ik_max_adjust_node
0,2020-01,0,00_USR_001,10.0,0.0,0,45.8173,1.4549,3
0,2020-01,1,01_USR_002,10.0,0.0,0,49.99,0.0,0
0,2020-01,2,02_USR_003,39.0691,16.2783,3,3.7539,1.2138,6
0,2020-01,3,03_USR_004,37.4667,13.4999,2,2.8681,0.9502,5
0,2020-01,4,04_USR_005,39.5342,14.4821,3,45.9926,0.4772,2
0,2020-01,5,05_USR_006,38.9939,16.5652,3,46.7737,0.5175,2
0,2020-01,6,06_USR_007,40.3016,16.1677,2,49.6215,0.0636,3
0,2020-01,7,07_USR_008,38.9939,16.5652,3,47.3105,0.3384,3
0,2020-01,8,08_USR_009,39.7281,13.7345,3,46.1763,0.5224,3
0,2020-01,9,09_USR_010,10.0,0.0,0,49.3886,0.5735,3
0,2020-01,10,10_STK_001,10.0,0.0,0,49.99,0.0,0
0,2020-01,11,11_STK_002,10.0,0.0,0,49.99,0.0,0
0,2020-01,12,12_STK_003,10.0,0.0,0,49.99,0.0,0
0,2020-01,13,13_STK_004,10.0,0.0,0,49.99,0.0,0
0,2020-01,14,14_STK_005,10.0,0.0,0,49.99,0.0,0
1,2020-02,0,00_USR_001,10.0,0.0,0,49.99,0.0,0
1,2020-02,1,01_USR_002,10.0,0.0,0,47.6185,1.1586,2
1,2020-02,2,02_USR_003,38.8718,14.2074,3,3.186,1.0519,8
1,2020-02,3,03_USR_004,39.472,15.7532,2,3.2037,1.0471,4
1,2020-02,4,04_USR_005,40.4119,16.3423,3,44.9418,0.5659,3
1,2020-02,5,05_USR_006,10.0,0.0,0,49.7459,0.3828,3
1,2020-02,6,06_USR_007,40.2697,14.5408,3,46.5388,0.5035,2
1,2020-02,7,07_USR_008,40.1143,14.3889,2,47.7908,0.314,2
1,2020-02,8,08_USR_009,39.9219,16.5086,2,46.4297,0.432,2
1,2020-02,9,09_USR_010,40.2998,14.9217,3,41.3653,0.955,2
1,2020-02,10,10_STK_001,10.0,0.0,0,49.99,0.0,0
1,2020-02,11,11_STK_002,10.0,0.0,0,49.99,0.0,0
1,2020-02,12,12_STK_003,10.0,0.0,0,49.99,0.0,0
1,2020-02,13,13_STK_004,10.0,0.0,0,49.99,0.0,0
1,2020-02,14,14_STK_005,10.0,0.0,0,49.99,0.0,0
2,2020-03,0,00_USR_001,10.0,0.0,0,0.0,-59.3185,1
2,2020-03,1,01_USR_002,39.0945,12.5638,2,0.0,-6.7455,2
2,2020-03,2,02_USR_003,36.8748,14.2674,3,0.0,110.5409,1
2,2020-03,3,03_USR_004,33.9312,7.1079,2,0.0,-39.0391,1
2,2020-03,4,04_USR_005,36.7611,14.444,3,0.0,-996.3026,1
2,2020-03,5,05_USR_006,36.7611,14.444,3,0.0,618.1924,1
2,2020-03,6,06_USR_007,36.7611,14.444,3,0.0,-287.4689,1
2,2020-03,7,07_USR_008,38.7082,11.4229,3,0.0,-804.9601,1
2,2020-03,8,08_USR_009,38.8626,11.8563,2,0.0,304.4604,1
2,2020-03,9,09_USR_010,37.7421,12.922,3,0.0,-287.709,1
2,2020-03,10,10_STK_001,10.0,0.0,0,0.0,0.0,0
2,2020-03,11,11_STK_002,10.0,0.0,0,0.0,0.0,0
2,2020-03,12,12_STK_003,10.0,0.0,0,0.0,0.0,0
2,2020-03,13,13_STK_004,10.0,0.0,0,0.0,0.0,0
2,2020-03,14,14_STK_005,10.0,0.0,0,0.0,0.0,0
3,2020-04,0,00_USR_001,10.0,0.0,0,0.0,23.0938,3
3,2020-04,1,01_USR_002,10.0,0.0,0,0.0,-15.268,3
3,2020-04,2,02_USR_003,41.5234,11.3108,3,0.0,-25.7041,3
3,2020-04,3,03_USR_004,41.5234,11.6311,2,0.0,-9.0442,2
3,2020-04,4,04_USR_005,41.5234,12.2123,3,0.0,1710.6431,3
3,2020-04,5,05_USR_006,41.5234,13.8558,3,0.0,155.0197,3
3,2020-04,6,06_USR_007,41.5234,12.9125,2,0.0,361.6492,3
3,2020-04,7,07_USR_008,41.5234,13.8558,3,0.0,52.5614,3
3,2020-04,8,08_USR_009,41.5234,13.853,3,0.0,-62.1686,3
3,2020-04,9,09_USR_010,41.5234,12.9125,2,0.0,-501.8242,3
3,2020-04,10,10_STK_001,10.0,0.0,0,0.0,0.0,0
3,2020-04,11,11_STK_002,10.0,0.0,0,0.0,0.0,0
3,2020-04,12,12_STK_003,10.0,0.0,0,0.0,0.0,0
3,2020-04,13,13_STK_004,10.0,0.0,0,0.0,0.0,0
3,2020-04,14,14_STK_005,10.0,0.0,0,0.0,0.0,0
4,2020-05,0,00_USR_001,41.5234,17.694,2,0.0,-19.8218,3
4,2020-05,1,01_USR_002,41.5234,17.6316,2,0.0,-42.9879,3
4,2020-05,2,02_USR_003,41.5234,17.4455,3,0.0,-85.8452,3
4,2020-05,3,03_USR_004,41.5234,16.8623,2,0.0,-6.5843,0
4,2020-05,4,04_USR_005,41.5234,17.694,2,0.0,417.7007,3
4,2020-05,5,05_USR_006,41.5234,17.5953,3,0.0,-147.6378,3
4,2020-05,6,06_USR_007,41.5234,17.5935,3,0.0,-667.0314,3
4,2020-05,7,07_USR_008,41.5234,17.693,2,0.0,59.3582,3
4,2020-05,8,08_USR_009,41.5234,17.5953,3,0.0,-55.7571,3
4,2020-05,9,09_USR_010,41.5234,15.541,2,0.0,218.1961,3
4,2020-05,10,10_STK_001,10.0,0.0,0,0.0,0.0,0
4,2020-05,11,11_STK_002,10.0,0.0,0,0.0,0.0,0
4,2020-05,12,12_STK_003,10.0,0.0,0,0.0,0.0,0
4,2020-05,13,13_STK_004,10.0,0.0,0,0.0,0.0,0
4,2020-05,14,14_STK_005,10.0,0.0,0,0.0,0.0,0
5,2020-06,0,00_USR_001,41.5234,18.1691,3,0.0,-29.5265,9
5,2020-06,1,01_USR_002,10.0,0.0,0,0.0,-41.7493,9
5,2020-06,2,02_USR_003,41.5234,16.2845,3,0.0,14.9734,9
5,2020-06,3,03_USR_004,41.5234,10.878,0,0.0,-12.0143,9
5,2020-06,4,04_USR_005,41.5234,18.1691,3,0.0,41.7327,9
5,2020-06,5,05_USR_006,41.5234,18.1691,3,0.0,93.7143,9
5,2020-06,6,06_USR_007,41.5234,18.1683,3,0.0,138.3575,9
5,2020-06,7,07_USR_008,41.5234,18.1691,3,0.0,-27.0115,9
5,2020-06,8,08_USR_009,41.5234,18.1691,3,0.0,-20.8811,9
5,2020-06,9,09_USR_010,41.5234,12.5238,2,0.0,-4.4269,8
5,2020-06,10,10_STK_001,10.0,0.0,0,0.0,0.0,0
5,2020-06,11,11_STK_002,10.0,0.0,0,0.0,0.0,0
5,2020-06,12,12_STK_003,10.0,0.0,0,0.0,0.0,0
5,2020-06,13,13_STK_004,10.0,0.0,0,0.0,0.0,0
5,2020-06,14,14_STK_005,10.0,0.0,0,0.0,0.0,0
6,2020-07,0,00_USR_001,10.0,0.0,0,0.0,-11.6201,5
6,2020-07,1,01_USR_002,10.0,0.0,0,0.0,-14.9887,5
6,2020-07,2,02_USR_003,39.9337,16.7034,3,0.0,-5.1064,9
6,2020-07,3,03_USR_004,40.5519,17.7218,2,0.0,4.1605,9
6,2020-07,4,04_USR_005,40.976,16.9016,3,0.0,15.0231,5
6,2020-07,5,05_USR_006,40.6265,16.875,2,0.0,9.0657,8
6,2020-07,6,06_USR_007,40.5367,17.9099,2,0.0,19.5189,5
6,2020-07,7,07_USR_008,40.973,16.8629,3,0.0,-23.5461,9
6,2020-07,8,08_USR_009,40.5367,17.9099,2,0.0,-13.9003,9
6,2020-07,9,09_USR_010,41.0509,17.8545,3,0.0,-6.1964,8
6,2020-07,10,10_STK_001,10.0,0.0,0,0.0,0.0,0
6,2020-07,11,11_STK_002,10.0,0.0,0,0.0,0.0,0
