t_idx,time_label,src_idx,src_label,tgt_idx,tgt_label,stiffness_k,partial_corr
0,2020-W01,0,00_STK_001,0,00_STK_001,0.0,0.0
0,2020-W01,0,00_STK_001,1,01_STK_002,0.0,0.0
0,2020-W01,0,00_STK_001,2,02_STK_003,0.0,0.0
0,2020-W01,0,00_STK_001,3,03_STK_004,0.0,0.0
0,2020-W01,0,00_STK_001,4,04_STK_005,0.0,0.0
0,2020-W01,0,00_STK_001,5,05_USR_001,0.0,0.0
0,2020-W01,0,00_STK_001,6,06_USR_002,0.0,0.0
0,2020-W01,0,00_STK_001,7,07_USR_003,0.0,0.0
0,2020-W01,0,00_STK_001,8,08_USR_004,0.0,0.0
0,2020-W01,0,00_STK_001,9,09_USR_005,0.0,0.0
0,2020-W01,0,00_STK_001,10,10_USR_006,0.0,0.0
0,2020-W01,0,00_STK_001,11,11_USR_007,0.0,0.0
0,2020-W01,0,00_STK_001,12,12_USR_008,0.0,0.0
0,2020-W01,0,00_STK_001,13,13_USR_009,0.0,0.0
0,2020-W01,0,00_STK_001,14,14_USR_010,0.0,0.0
0,2020-W01,1,01_STK_002,0,00_STK_001,0.0,0.0
0,2020-W01,1,01_STK_002,1,01_STK_002,0.0,0.0
0,2020-W01,1,01_STK_002,2,02_STK_003,0.0,0.0
0,2020-W01,1,01_STK_002,3,03_STK_004,0.0,0.0
0,2020-W01,1,01_STK_002,4,04_STK_005,0.0,0.0
0,2020-W01,1,01_STK_002,5,05_USR_001,0.0,0.0
0,2020-W01,1,01_STK_002,6,06_USR_002,0.0,0.0
0,2020-W01,1,01_STK_002,7,07_USR_003,0.0,0.0
0,2020-W01,1,01_STK_002,8,08_USR_004,0.0,0.0
0,2020-W01,1,01_STK_002,9,09_USR_005,0.0,0.0
0,2020-W01,1,01_STK_002,10,10_USR_006,0.0,0.0
0,2020-W01,1,01_STK_002,11,11_USR_007,0.0,0.0
0,2020-W01,1,01_STK_002,12,12_USR_008,0.0,0.0
0,2020-W01,1,01_STK_002,13,13_USR_009,0.0,0.0
0,2020-W01,1,01_STK_002,14,14_USR_010,0.0,0.0
0,2020-W01,2,02_STK_003,0,00_STK_001,0.0,0.0
0,2020-W01,2,02_STK_003,1,01_STK_002,0.0,0.0
0,2020-W01,2,02_STK_003,2,02_STK_003,0.0,0.0
0,2020-W01,2,02_STK_003,3,03_STK_004,0.0,0.0
0,2020-W01,2,02_STK_003,4,04_STK_005,0.0,0.0
0,2020-W01,2,02_STK_003,5,05_USR_001,0.0,0.0
0,2020-W01,2,02_STK_003,6,06_USR_002,0.0,0.0
0,2020-W01,2,02_STK_003,7,07_USR_003,0.0,0.0
0,2020-W01,2,02_STK_003,8,08_USR_004,0.0,0.0
0,2020-W01,2,02_STK_003,9,09_USR_005,0.0,0.0
0,2020-W01,2,02_STK_003,10,10_USR_006,0.0,0.0
0,2020-W01,2,02_STK_003,11,11_USR_007,0.0,0.0
0,2020-W01,2,02_STK_003,12,12_USR_008,0.0,0.0
0,2020-W01,2,02_STK_003,13,13_USR_009,0.0,0.0
0,2020-W01,2,02_STK_003,14,14_USR_010,0.0,0.0
0,2020-W01,3,03_STK_004,0,00_STK_001,0.0,0.0
0,2020-W01,3,03_STK_004,1,01_STK_002,0.0,0.0
0,2020-W01,3,03_STK_004,2,02_STK_003,0.0,0.0
0,2020-W01,3,03_STK_004,3,03_STK_004,0.0,0.0
0,2020-W01,3,03_STK_004,4,04_STK_005,0.0,0.0
0,2020-W01,3,03_STK_004,5,05_USR_001,0.0,0.0
0,2020-W01,3,03_STK_004,6,06_USR_002,0.0,0.0
0,2020-W01,3,03_STK_004,7,07_USR_003,0.0,0.0
0,2020-W01,3,03_STK_004,8,08_USR_004,0.0,0.0
0,2020-W01,3,03_STK_004,9,09_USR_005,0.0,0.0
0,2020-W01,3,03_STK_004,10,10_USR_006,0.0,0.0
0,2020-W01,3,03_STK_004,11,11_USR_007,0.0,0.0
0,2020-W01,3,03_STK_004,12,12_USR_008,0.0,0.0
0,2020-W01,3,03_STK_004,13,13_USR_009,0.0,0.0
0,2020-W01,3,03_STK_004,14,14_USR_010,0.0,0.0
0,2020-W01,4,04_STK_005,0,00_STK_001,0.0,0.0
0,2020-W01,4,04_STK_005,1,01_STK_002,0.0,0.0
0,2020-W01,4,04_STK_005,2,02_STK_003,0.0,0.0
0,2020-W01,4,04_STK_005,3,03_STK_004,0.0,0.0
