t_idx,time_label,component_idx,node_idx,node_label,account_category,eigenvalue,explained_variance_ratio,vector_value
0,2020-01,0,0,00_USR_001,Unknown,0.0,0.0,0.0
0,2020-01,0,1,01_USR_002,Unknown,0.0,0.0,0.0
0,2020-01,0,2,02_USR_003,Unknown,0.0,0.0,0.0
0,2020-01,0,3,03_USR_004,Unknown,0.0,0.0,0.0
0,2020-01,0,4,04_USR_005,Unknown,0.0,0.0,0.0
0,2020-01,0,5,05_USR_006,Unknown,0.0,0.0,0.0
0,2020-01,0,6,06_USR_007,Unknown,0.0,0.0,0.0
0,2020-01,0,7,07_USR_008,Unknown,0.0,0.0,0.0
0,2020-01,0,8,08_USR_009,Unknown,0.0,0.0,0.0
0,2020-01,0,9,09_USR_010,Unknown,0.0,0.0,0.0
0,2020-01,0,10,10_STK_001,Unknown,0.0,0.0,0.0
0,2020-01,0,11,11_STK_002,Unknown,0.0,0.0,0.0
0,2020-01,0,12,12_STK_003,Unknown,0.0,0.0,0.0
0,2020-01,0,13,13_STK_004,Unknown,0.0,0.0,0.0
0,2020-01,0,14,14_STK_005,Unknown,0.0,0.0,0.0
0,2020-01,1,0,00_USR_001,Unknown,0.0,0.0,0.0
0,2020-01,1,1,01_USR_002,Unknown,0.0,0.0,0.0
0,2020-01,1,2,02_USR_003,Unknown,0.0,0.0,0.0
0,2020-01,1,3,03_USR_004,Unknown,0.0,0.0,0.0
0,2020-01,1,4,04_USR_005,Unknown,0.0,0.0,0.0
0,2020-01,1,5,05_USR_006,Unknown,0.0,0.0,0.0
0,2020-01,1,6,06_USR_007,Unknown,0.0,0.0,0.0
0,2020-01,1,7,07_USR_008,Unknown,0.0,0.0,0.0
0,2020-01,1,8,08_USR_009,Unknown,0.0,0.0,0.0
0,2020-01,1,9,09_USR_010,Unknown,0.0,0.0,0.0
0,2020-01,1,10,10_STK_001,Unknown,0.0,0.0,0.0
0,2020-01,1,11,11_STK_002,Unknown,0.0,0.0,0.0
0,2020-01,1,12,12_STK_003,Unknown,0.0,0.0,0.0
0,2020-01,1,13,13_STK_004,Unknown,0.0,0.0,0.0
0,2020-01,1,14,14_STK_005,Unknown,0.0,0.0,0.0
0,2020-01,2,0,00_USR_001,Unknown,0.0,0.0,0.0
0,2020-01,2,1,01_USR_002,Unknown,0.0,0.0,0.0
0,2020-01,2,2,02_USR_003,Unknown,0.0,0.0,0.0
0,2020-01,2,3,03_USR_004,Unknown,0.0,0.0,0.0
0,2020-01,2,4,04_USR_005,Unknown,0.0,0.0,0.0
0,2020-01,2,5,05_USR_006,Unknown,0.0,0.0,0.0
0,2020-01,2,6,06_USR_007,Unknown,0.0,0.0,0.0
0,2020-01,2,7,07_USR_008,Unknown,0.0,0.0,0.0
0,2020-01,2,8,08_USR_009,Unknown,0.0,0.0,0.0
0,2020-01,2,9,09_USR_010,Unknown,0.0,0.0,0.0
0,2020-01,2,10,10_STK_001,Unknown,0.0,0.0,0.0
0,2020-01,2,11,11_STK_002,Unknown,0.0,0.0,0.0
0,2020-01,2,12,12_STK_003,Unknown,0.0,0.0,0.0
0,2020-01,2,13,13_STK_004,Unknown,0.0,0.0,0.0
0,2020-01,2,14,14_STK_005,Unknown,0.0,0.0,0.0
1,2020-02,0,0,00_USR_001,Unknown,0.0,0.0,0.0
1,2020-02,0,1,01_USR_002,Unknown,0.0,0.0,0.0
1,2020-02,0,2,02_USR_003,Unknown,0.0,0.0,0.0
1,2020-02,0,3,03_USR_004,Unknown,0.0,0.0,0.0
1,2020-02,0,4,04_USR_005,Unknown,0.0,0.0,0.0
1,2020-02,0,5,05_USR_006,Unknown,0.0,0.0,0.0
1,2020-02,0,6,06_USR_007,Unknown,0.0,0.0,0.0
1,2020-02,0,7,07_USR_008,Unknown,0.0,0.0,0.0
1,2020-02,0,8,08_USR_009,Unknown,0.0,0.0,0.0
1,2020-02,0,9,09_USR_010,Unknown,0.0,0.0,0.0
1,2020-02,0,10,10_STK_001,Unknown,0.0,0.0,0.0
1,2020-02,0,11,11_STK_002,Unknown,0.0,0.0,0.0
1,2020-02,0,12,12_STK_003,Unknown,0.0,0.0,0.0
1,2020-02,0,13,13_STK_004,Unknown,0.0,0.0,0.0
1,2020-02,0,14,14_STK_005,Unknown,0.0,0.0,0.0
1,2020-02,1,0,00_USR_001,Unknown,0.0,0.0,0.0
1,2020-02,1,1,01_USR_002,Unknown,0.0,0.0,0.0
1,2020-02,1,2,02_USR_003,Unknown,0.0,0.0,0.0
1,2020-02,1,3,03_USR_004,Unknown,0.0,0.0,0.0
1,2020-02,1,4,04_USR_005,Unknown,0.0,0.0,0.0
1,2020-02,1,5,05_USR_006,Unknown,0.0,0.0,0.0
1,2020-02,1,6,06_USR_007,Unknown,0.0,0.0,0.0
1,2020-02,1,7,07_USR_008,Unknown,0.0,0.0,0.0
1,2020-02,1,8,08_USR_009,Unknown,0.0,0.0,0.0
1,2020-02,1,9,09_USR_010,Unknown,0.0,0.0,0.0
1,2020-02,1,10,10_STK_001,Unknown,0.0,0.0,0.0
1,2020-02,1,11,11_STK_002,Unknown,0.0,0.0,0.0
1,2020-02,1,12,12_STK_003,Unknown,0.0,0.0,0.0
1,2020-02,1,13,13_STK_004,Unknown,0.0,0.0,0.0
1,2020-02,1,14,14_STK_005,Unknown,0.0,0.0,0.0
1,2020-02,2,0,00_USR_001,Unknown,0.0,0.0,0.0
1,2020-02,2,1,01_USR_002,Unknown,0.0,0.0,0.0
1,2020-02,2,2,02_USR_003,Unknown,0.0,0.0,0.0
1,2020-02,2,3,03_USR_004,Unknown,0.0,0.0,0.0
1,2020-02,2,4,04_USR_005,Unknown,0.0,0.0,0.0
1,2020-02,2,5,05_USR_006,Unknown,0.0,0.0,0.0
1,2020-02,2,6,06_USR_007,Unknown,0.0,0.0,0.0
1,2020-02,2,7,07_USR_008,Unknown,0.0,0.0,0.0
1,2020-02,2,8,08_USR_009,Unknown,0.0,0.0,0.0
1,2020-02,2,9,09_USR_010,Unknown,0.0,0.0,0.0
1,2020-02,2,10,10_STK_001,Unknown,0.0,0.0,0.0
1,2020-02,2,11,11_STK_002,Unknown,0.0,0.0,0.0
1,2020-02,2,12,12_STK_003,Unknown,0.0,0.0,0.0
1,2020-02,2,13,13_STK_004,Unknown,0.0,0.0,0.0
1,2020-02,2,14,14_STK_005,Unknown,0.0,0.0,0.0
2,2020-03,0,0,00_USR_001,Unknown,2661627693162485.5,1.0,0.0994
2,2020-03,0,1,01_USR_002,Unknown,2661627693162485.5,1.0,-0.810738
2,2020-03,0,2,02_USR_003,Unknown,2661627693162485.5,1.0,0.546883
2,2020-03,0,3,03_USR_004,Unknown,2661627693162485.5,1.0,0.178765
2,2020-03,0,4,04_USR_005,Unknown,2661627693162485.5,1.0,0.003657
2,2020-03,0,5,05_USR_006,Unknown,2661627693162485.5,1.0,-0.013114
2,2020-03,0,6,06_USR_007,Unknown,2661627693162485.5,1.0,0.015261
2,2020-03,0,7,07_USR_008,Unknown,2661627693162485.5,1.0,0.006166
2,2020-03,0,8,08_USR_009,Unknown,2661627693162485.5,1.0,-0.035319
2,2020-03,0,9,09_USR_010,Unknown,2661627693162485.5,1.0,0.009039
2,2020-03,0,10,10_STK_001,Unknown,2661627693162485.5,1.0,0.0
2,2020-03,0,11,11_STK_002,Unknown,2661627693162485.5,1.0,0.0
2,2020-03,0,12,12_STK_003,Unknown,2661627693162485.5,1.0,0.0
2,2020-03,0,13,13_STK_004,Unknown,2661627693162485.5,1.0,0.0
2,2020-03,0,14,14_STK_005,Unknown,2661627693162485.5,1.0,0.0
2,2020-03,1,0,00_USR_001,Unknown,0.014749,0.0,-0.012844
2,2020-03,1,1,01_USR_002,Unknown,0.014749,0.0,-0.274723
2,2020-03,1,2,02_USR_003,Unknown,0.014749,0.0,-0.418085
2,2020-03,1,3,03_USR_004,Unknown,0.014749,0.0,-0.114853
2,2020-03,1,4,04_USR_005,Unknown,0.014749,0.0,0.04849
2,2020-03,1,5,05_USR_006,Unknown,0.014749,0.0,-0.096956
2,2020-03,1,6,06_USR_007,Unknown,0.014749,0.0,-0.135014
2,2020-03,1,7,07_USR_008,Unknown,0.014749,0.0,-0.01303
2,2020-03,1,8,08_USR_009,Unknown,0.014749,0.0,-0.832986
2,2020-03,1,9,09_USR_010,Unknown,0.014749,0.0,-0.111176
2,2020-03,1,10,10_STK_001,Unknown,0.014749,0.0,0.0
2,2020-03,1,11,11_STK_002,Unknown,0.014749,0.0,0.0
2,2020-03,1,12,12_STK_003,Unknown,0.014749,0.0,0.0
2,2020-03,1,13,13_STK_004,Unknown,0.014749,0.0,0.0
2,2020-03,1,14,14_STK_005,Unknown,0.014749,0.0,0.0
2,2020-03,2,0,00_USR_001,Unknown,0.00017,0.0,-0.001829
2,2020-03,2,1,01_USR_002,Unknown,0.00017,0.0,-0.003919
2,2020-03,2,2,02_USR_003,Unknown,0.00017,0.0,0.034928
2,2020-03,2,3,03_USR_004,Unknown,0.00017,0.0,-0.074172
2,2020-03,2,4,04_USR_005,Unknown,0.00017,0.0,-0.014975
2,2020-03,2,5,05_USR_006,Unknown,0.00017,0.0,0.96718
2,2020-03,2,6,06_USR_007,Unknown,0.00017,0.0,0.05559
2,2020-03,2,7,07_USR_008,Unknown,0.00017,0.0,-0.197595
2,2020-03,2,8,08_USR_009,Unknown,0.00017,0.0,-0.123831
2,2020-03,2,9,09_USR_010,Unknown,0.00017,0.0,-0.011376
2,2020-03,2,10,10_STK_001,Unknown,0.00017,0.0,0.0
2,2020-03,2,11,11_STK_002,Unknown,0.00017,0.0,0.0
2,2020-03,2,12,12_STK_003,Unknown,0.00017,0.0,0.0
2,2020-03,2,13,13_STK_004,Unknown,0.00017,0.0,0.0
2,2020-03,2,14,14_STK_005,Unknown,0.00017,0.0,0.0
3,2020-04,0,0,00_USR_001,Unknown,5479687481155138.0,0.988391,-0.045476
3,2020-04,0,1,01_USR_002,Unknown,5479687481155138.0,0.988391,0.744678
3,2020-04,0,2,02_USR_003,Unknown,5479687481155138.0,0.988391,-0.662934
3,2020-04,0,3,03_USR_004,Unknown,5479687481155138.0,0.988391,-0.053247
3,2020-04,0,4,04_USR_005,Unknown,5479687481155138.0,0.988391,-0.002987
3,2020-04,0,5,05_USR_006,Unknown,5479687481155138.0,0.988391,0.00224
3,2020-04,0,6,06_USR_007,Unknown,5479687481155138.0,0.988391,-0.012003
3,2020-04,0,7,07_USR_008,Unknown,5479687481155138.0,0.988391,0.018184
3,2020-04,0,8,08_USR_009,Unknown,5479687481155138.0,0.988391,0.021821
3,2020-04,0,9,09_USR_010,Unknown,5479687481155138.0,0.988391,-0.010274
3,2020-04,0,10,10_STK_001,Unknown,5479687481155138.0,0.988391,-0.0
3,2020-04,0,11,11_STK_002,Unknown,5479687481155138.0,0.988391,-0.0
3,2020-04,0,12,12_STK_003,Unknown,5479687481155138.0,0.988391,-0.0
3,2020-04,0,13,13_STK_004,Unknown,5479687481155138.0,0.988391,-0.0
3,2020-04,0,14,14_STK_005,Unknown,5479687481155138.0,0.988391,-0.0
3,2020-04,1,0,00_USR_001,Unknown,64358661168038.16,0.011609,0.284564
3,2020-04,1,1,01_USR_002,Unknown,64358661168038.16,0.011609,-0.415543
3,2020-04,1,2,02_USR_003,Unknown,64358661168038.16,0.011609,-0.538504
3,2020-04,1,3,03_USR_004,Unknown,64358661168038.16,0.011609,0.657264
3,2020-04,1,4,04_USR_005,Unknown,64358661168038.16,0.011609,0.00377
3,2020-04,1,5,05_USR_006,Unknown,64358661168038.16,0.011609,-0.056711
3,2020-04,1,6,06_USR_007,Unknown,64358661168038.16,0.011609,0.018091
3,2020-04,1,7,07_USR_008,Unknown,64358661168038.16,0.011609,0.124734
3,2020-04,1,8,08_USR_009,Unknown,64358661168038.16,0.011609,-0.072248
3,2020-04,1,9,09_USR_010,Unknown,64358661168038.16,0.011609,-0.005418
3,2020-04,1,10,10_STK_001,Unknown,64358661168038.16,0.011609,0.0
