t_idx,time_label,node_idx,node_label,account_category,ik_suggested_delta,ik_strain_energy
0,2020-01,0,00_USR_001,Unknown,9998999.7128,49989997627978.555
0,2020-01,1,01_USR_002,Unknown,0.0,49989997627978.555
0,2020-01,2,02_USR_003,Unknown,0.0,49989997627978.555
0,2020-01,3,03_USR_004,Unknown,0.0,49989997627978.555
0,2020-01,4,04_USR_005,Unknown,0.0,49989997627978.555
0,2020-01,5,05_USR_006,Unknown,0.0,49989997627978.555
0,2020-01,6,06_USR_007,Unknown,0.0,49989997627978.555
0,2020-01,7,07_USR_008,Unknown,0.0,49989997627978.555
0,2020-01,8,08_USR_009,Unknown,0.0,49989997627978.555
0,2020-01,9,09_USR_010,Unknown,0.0,49989997627978.555
0,2020-01,10,10_STK_001,Unknown,0.0,49989997627978.555
0,2020-01,11,11_STK_002,Unknown,0.0,49989997627978.555
0,2020-01,12,12_STK_003,Unknown,0.0,49989997627978.555
0,2020-01,13,13_STK_004,Unknown,0.0,49989997627978.555
0,2020-01,14,14_STK_005,Unknown,0.0,49989997627978.555
1,2020-02,0,00_USR_001,Unknown,9998999.7128,49989997627978.555
1,2020-02,1,01_USR_002,Unknown,0.0,49989997627978.555
1,2020-02,2,02_USR_003,Unknown,0.0,49989997627978.555
1,2020-02,3,03_USR_004,Unknown,0.0,49989997627978.555
1,2020-02,4,04_USR_005,Unknown,0.0,49989997627978.555
1,2020-02,5,05_USR_006,Unknown,0.0,49989997627978.555
1,2020-02,6,06_USR_007,Unknown,0.0,49989997627978.555
1,2020-02,7,07_USR_008,Unknown,0.0,49989997627978.555
1,2020-02,8,08_USR_009,Unknown,0.0,49989997627978.555
1,2020-02,9,09_USR_010,Unknown,0.0,49989997627978.555
1,2020-02,10,10_STK_001,Unknown,0.0,49989997627978.555
1,2020-02,11,11_STK_002,Unknown,0.0,49989997627978.555
1,2020-02,12,12_STK_003,Unknown,0.0,49989997627978.555
1,2020-02,13,13_STK_004,Unknown,0.0,49989997627978.555
1,2020-02,14,14_STK_005,Unknown,0.0,49989997627978.555
2,2020-03,0,00_USR_001,Unknown,9999989.879,1.9013
2,2020-03,1,01_USR_002,Unknown,-81562723.7566,1.9013
2,2020-03,2,02_USR_003,Unknown,55018064.2892,1.9013
2,2020-03,3,03_USR_004,Unknown,17984284.2296,1.9013
2,2020-03,4,04_USR_005,Unknown,367895.9464,1.9013
2,2020-03,5,05_USR_006,Unknown,-1319297.6207,1.9013
2,2020-03,6,06_USR_007,Unknown,1535321.7106,1.9013
2,2020-03,7,07_USR_008,Unknown,620299.1008,1.9013
2,2020-03,8,08_USR_009,Unknown,-3553208.2727,1.9013
2,2020-03,9,09_USR_010,Unknown,909374.4944,1.9013
2,2020-03,10,10_STK_001,Unknown,0.0,1.9013
2,2020-03,11,11_STK_002,Unknown,0.0,1.9013
2,2020-03,12,12_STK_003,Unknown,0.0,1.9013
2,2020-03,13,13_STK_004,Unknown,0.0,1.9013
2,2020-03,14,14_STK_005,Unknown,0.0,1.9013
3,2020-04,0,00_USR_001,Unknown,9999998.7654,9.5883
3,2020-04,1,01_USR_002,Unknown,-14647521.7387,9.5883
3,2020-04,2,02_USR_003,Unknown,-18874417.0055,9.5883
3,2020-04,3,03_USR_004,Unknown,23093785.0573,9.5883
3,2020-04,4,04_USR_005,Unknown,132641.736,9.5883
3,2020-04,5,05_USR_006,Unknown,-1992461.1703,9.5883
3,2020-04,6,06_USR_007,Unknown,636360.7346,9.5883
3,2020-04,7,07_USR_008,Unknown,4380827.2773,9.5883
3,2020-04,8,08_USR_009,Unknown,-2539565.2313,9.5883
3,2020-04,9,09_USR_010,Unknown,-189648.4247,9.5883
3,2020-04,10,10_STK_001,Unknown,0.0,9.5883
3,2020-04,11,11_STK_002,Unknown,0.0,9.5883
3,2020-04,12,12_STK_003,Unknown,0.0,9.5883
3,2020-04,13,13_STK_004,Unknown,0.0,9.5883
3,2020-04,14,14_STK_005,Unknown,0.0,9.5883
4,2020-05,0,00_USR_001,Unknown,12911441.1786,21.4234
4,2020-05,1,01_USR_002,Unknown,5019176.3545,21.4234
4,2020-05,2,02_USR_003,Unknown,7231811.4158,21.4234
4,2020-05,3,03_USR_004,Unknown,-25746112.8853,21.4234
4,2020-05,4,04_USR_005,Unknown,-663730.0981,21.4234
4,2020-05,5,05_USR_006,Unknown,1698553.4402,21.4234
4,2020-05,6,06_USR_007,Unknown,232742.658,21.4234
4,2020-05,7,07_USR_008,Unknown,-4301408.4576,21.4234
4,2020-05,8,08_USR_009,Unknown,4731709.9743,21.4234
4,2020-05,9,09_USR_010,Unknown,-1114183.5805,21.4234
4,2020-05,10,10_STK_001,Unknown,0.0,21.4234
4,2020-05,11,11_STK_002,Unknown,0.0,21.4234
4,2020-05,12,12_STK_003,Unknown,0.0,21.4234
4,2020-05,13,13_STK_004,Unknown,0.0,21.4234
4,2020-05,14,14_STK_005,Unknown,0.0,21.4234
5,2020-06,0,00_USR_001,Unknown,10008317.315,153.8852
5,2020-06,1,01_USR_002,Unknown,6177787.2808,153.8852
5,2020-06,2,02_USR_003,Unknown,8385976.7256,153.8852
5,2020-06,3,03_USR_004,Unknown,-11305805.8227,153.8852
5,2020-06,4,04_USR_005,Unknown,-6091183.8978,153.8852
5,2020-06,5,05_USR_006,Unknown,-1318690.4346,153.8852
5,2020-06,6,06_USR_007,Unknown,-812511.0085,153.8852
5,2020-06,7,07_USR_008,Unknown,6530183.8173,153.8852
5,2020-06,8,08_USR_009,Unknown,14209785.4846,153.8852
5,2020-06,9,09_USR_010,Unknown,-25783859.4597,153.8852
5,2020-06,10,10_STK_001,Unknown,0.0,153.8852
5,2020-06,11,11_STK_002,Unknown,0.0,153.8852
5,2020-06,12,12_STK_003,Unknown,0.0,153.8852
5,2020-06,13,13_STK_004,Unknown,0.0,153.8852
5,2020-06,14,14_STK_005,Unknown,0.0,153.8852
6,2020-07,0,00_USR_001,Unknown,9999998.6513,101.9119
6,2020-07,1,01_USR_002,Unknown,9003006.7612,101.9119
6,2020-07,2,02_USR_003,Unknown,8685022.2951,101.9119
6,2020-07,3,03_USR_004,Unknown,3307399.7284,101.9119
6,2020-07,4,04_USR_005,Unknown,-6625410.62,101.9119
6,2020-07,5,05_USR_006,Unknown,-11620116.5287,101.9119
6,2020-07,6,06_USR_007,Unknown,-5940219.5925,101.9119
6,2020-07,7,07_USR_008,Unknown,-4193932.63,101.9119
6,2020-07,8,08_USR_009,Unknown,-7867298.0438,101.9119
6,2020-07,9,09_USR_010,Unknown,5251549.9789,101.9119
6,2020-07,10,10_STK_001,Unknown,0.0,101.9119
6,2020-07,11,11_STK_002,Unknown,0.0,101.9119
6,2020-07,12,12_STK_003,Unknown,0.0,101.9119
6,2020-07,13,13_STK_004,Unknown,0.0,101.9119
6,2020-07,14,14_STK_005,Unknown,0.0,101.9119
7,2020-08,0,00_USR_001,Unknown,9999995.2187,2917.7799
7,2020-08,1,01_USR_002,Unknown,8145017.2783,2917.7799
7,2020-08,2,02_USR_003,Unknown,6819263.2292,2917.7799
7,2020-08,3,03_USR_004,Unknown,4130789.2724,2917.7799
7,2020-08,4,04_USR_005,Unknown,21709015.061,2917.7799
7,2020-08,5,05_USR_006,Unknown,-202087.9359,2917.7799
7,2020-08,6,06_USR_007,Unknown,-14425346.6963,2917.7799
7,2020-08,7,07_USR_008,Unknown,-3901857.5947,2917.7799
7,2020-08,8,08_USR_009,Unknown,-35371567.7183,2917.7799
7,2020-08,9,09_USR_010,Unknown,3096779.8857,2917.7799
7,2020-08,10,10_STK_001,Unknown,0.0,2917.7799
7,2020-08,11,11_STK_002,Unknown,0.0,2917.7799
