t_idx,time_label,node_idx,node_label,account_category,state_X,velocity_v,acceleration_a,jerk_j,snap_s,inertia_M,viscosity_C,external_force_F
0,2020-01,0,00_USR_001,Unknown,1446239267.87,3843519.12,0.0,0.0,0.0,1446239267.87,144623926.787,555864827815314.75
0,2020-01,1,01_USR_002,Unknown,1491314548.93,0.0,0.0,0.0,0.0,1491314548.93,149131454.893,0.0
0,2020-01,2,02_USR_003,Unknown,29893117.63,-7948336.82,0.0,0.0,0.0,29893117.63,2989311.763,-23760056752312.016
0,2020-01,3,03_USR_004,Unknown,47558836.07,293309.3,0.0,0.0,0.0,47558836.07,4755883.607,1394944891650.6309
0,2020-01,4,04_USR_005,Unknown,4874891.44,733551.58,0.0,0.0,0.0,4874891.44,487489.144,357598431814.0475
0,2020-01,5,05_USR_006,Unknown,5555054.43,862076.43,0.0,0.0,0.0,5555054.43,555505.443,478888149147.0085
0,2020-01,6,06_USR_007,Unknown,5799231.03,-13190.36,0.0,0.0,0.0,5799231.03,579923.103,-7649394500.8871
0,2020-01,7,07_USR_008,Unknown,1629820.53,734505.81,0.0,0.0,0.0,1629820.53,162982.053,119711264854.2279
0,2020-01,8,08_USR_009,Unknown,6115056.81,89191.7,0.0,0.0,0.0,6115056.81,611505.681,54541231248.0477
0,2020-01,9,09_USR_010,Unknown,6966986.16,1405373.24,0.0,0.0,0.0,6966986.16,696698.616,979121591271.436
0,2020-01,10,10_STK_001,Unknown,1121570750.56,0.0,0.0,0.0,0.0,1121570750.56,112157075.056,0.0
0,2020-01,11,11_STK_002,Unknown,291423397.09,0.0,0.0,0.0,0.0,291423397.09,29142339.709,0.0
0,2020-01,12,12_STK_003,Unknown,468162342.84,0.0,0.0,0.0,0.0,468162342.84,46816234.284,0.0
0,2020-01,13,13_STK_004,Unknown,501321348.84,0.0,0.0,0.0,0.0,501321348.84,50132134.884,0.0
0,2020-01,14,14_STK_005,Unknown,663468971.57,0.0,0.0,0.0,0.0,663468971.57,66346897.157,0.0
1,2020-02,0,00_USR_001,Unknown,1446239267.87,0.0,-3843519.12,0.0,0.0,1446239267.87,144623926.787,-5558648278153146.0
1,2020-02,1,01_USR_002,Unknown,1493964049.21,2649500.28,2649500.28,0.0,0.0,1492639299.07,149263929.907,4350223064907465.5
1,2020-02,2,02_USR_003,Unknown,31337441.6,1444323.97,9392660.79,0.0,0.0,30615279.615,3061527.9615,291980774634316.5
