t_idx,src_idx,tgt_idx,value
0,0,1,756.96
1,2,3,447.99
2,0,1,1036.59
3,2,3,490.79
4,0,1,1471.19
5,2,3,887.14
6,4,2,11648.77
7,5,6,285.81
8,0,1,1504.62
9,2,3,829.96
10,0,1,1087.44
11,2,3,668.56
12,0,1,663.03
13,2,3,309.06
14,0,1,664.64
15,2,3,417.16
16,0,1,664.03
17,2,3,333.39
18,0,1,881.3
19,2,3,554.38
20,5,6,1021.57
21,0,1,401.27
22,2,3,233.19
23,0,1,638.87
24,2,3,343.6
25,5,6,675.89
26,0,1,907.15
27,2,3,588.58
28,0,1,556.35
29,2,3,282.9
30,0,1,454.72
31,2,3,188.14
32,0,1,730.92
33,2,3,479.92
34,0,1,821.9
35,2,3,397.3
36,0,1,452.47
37,2,3,203.07
38,0,1,643.46
39,2,3,308.92
40,5,6,772.92
41,0,1,504.83
42,2,3,282.83
43,0,1,929.73
44,2,3,477.73
45,0,1,629.14
46,2,3,356.78
47,0,1,628.87
48,2,3,262.1
49,0,1,1678.28
50,2,3,830.14
51,0,1,795.69
52,2,3,536.25
53,4,2,10413.43
54,0,1,490.92
55,2,3,326.66
56,0,1,869.71
57,2,3,416.99
58,0,1,365.31
59,2,3,205.19
60,0,1,470.28
61,2,3,314.78
62,0,1,1074.92
63,2,3,474.58
64,0,1,856.76
65,2,3,354.81
66,0,1,763.84
67,2,3,342.2
68,0,1,709.22
69,2,3,297.2
70,0,1,599.85
71,2,3,285.18
72,0,1,665.38
73,2,3,268.44
74,0,1,1221.04
75,2,3,812.52
76,0,1,395.2
77,2,3,171.31
78,0,1,910.73
79,2,3,365.18
80,0,1,685.8
81,2,3,328.51
82,0,1,610.23
83,2,3,337.03
84,5,6,777.57
85,0,1,1208.35
86,2,3,704.09
87,0,1,1161.1
88,2,3,520.71
89,0,1,571.88
90,2,3,386.33
91,0,1,706.93
92,2,3,286.9
93,0,1,1181.84
94,2,3,758.78
95,0,1,660.46
96,2,3,438.15
97,0,1,742.74
98,2,3,460.18
99,0,1,513.93
100,2,3,322.84
101,0,1,1107.24
102,2,3,757.41
103,0,1,1376.24
104,2,3,910.7
105,0,1,777.29
106,2,3,527.53
107,4,2,13505.3
108,5,6,815.87
109,0,1,618.05
