t_idx,time_label,node_idx,node_label,account_category,state_X,velocity_v,acceleration_a,jerk_j,snap_s,inertia_M,viscosity_C,external_force_F
0,2020-01,0,00_ACC_Accounts_Payable,Liability,-55952.86,-55952.86,0.0,0.0,0.0,55952.86,5595.286,-313072254.218
0,2020-01,1,01_ACC_Accounts_Receivable,Asset,147433.66,147433.66,0.0,0.0,0.0,147433.66,14743.366,2173668410.0996
0,2020-01,2,02_ACC_COGS,Expense,51860.65,51860.65,0.0,0.0,0.0,51860.65,5186.065,268952701.8423
0,2020-01,3,03_ACC_Cash,Asset,468190.79,-31809.21,0.0,0.0,0.0,468190.79,46819.079,-1489277915.9176
0,2020-01,4,04_ACC_Inventory,Asset,504092.21,4092.21,0.0,0.0,0.0,504092.21,50409.221,206285118.2684
0,2020-01,5,05_ACC_Payroll_Exp,Expense,18973.66,18973.66,0.0,0.0,0.0,18973.66,1897.366,35999977.3796
0,2020-01,6,06_ACC_Rent_Exp,Expense,6683.35,6683.35,0.0,0.0,0.0,6683.35,668.335,4466716.7223
0,2020-01,7,07_ACC_Sales_Revenue,Revenue,-147433.66,-147433.66,0.0,0.0,0.0,147433.66,14743.366,-2173668410.0996
0,2020-01,8,08_ACC_Travel_Exp,Expense,6152.2,6152.2,0.0,0.0,0.0,6152.2,615.22,3784956.484
0,2020-01,9,09_UNKNOWN_LEAK,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2020-01,10,10_ACC_Equity_Capital,Equity,1000000.0,0.0,0.0,0.0,0.0,1000000.0,100000.0,0.0
1,2020-02,0,00_ACC_Accounts_Payable,Liability,-73445.52,-17492.66,38460.2,0.0,0.0,64699.19,6469.919,2375167693.9435
1,2020-02,1,01_ACC_Accounts_Receivable,Asset,296814.3,149380.64,1946.98,0.0,0.0,222123.98,22212.398,3750573175.7551
1,2020-02,2,02_ACC_COGS,Expense,116481.89,64621.24,12760.59,0.0,0.0,84171.27,8417.127,1618000250.2268
1,2020-02,3,03_ACC_Cash,Asset,436575.59,-31615.2,194.01,0.0,0.0,452383.19,45238.319,-1342451640.1569
1,2020-02,4,04_ACC_Inventory,Asset,480882.36,-23209.85,-27302.06,0.0,0.0,492487.285,49248.7285,-14588973005.4828
1,2020-02,5,05_ACC_Payroll_Exp,Expense,37218.87,18245.21,-728.45,0.0,0.0,28096.265,2809.6265,30795501.2748
1,2020-02,6,06_ACC_Rent_Exp,Expense,12052.11,5368.76,-1314.59,0.0,0.0,9367.73,936.773,-7285414.7692
1,2020-02,7,07_ACC_Sales_Revenue,Revenue,-317639.13,-170205.47,-22771.81,0.0,0.0,232536.395,23253.6395,-9253171245.333
1,2020-02,8,08_ACC_Travel_Exp,Expense,11059.53,4907.33,-1244.87,0.0,0.0,8605.865,860.5865,-6490001.2135
1,2020-02,9,09_UNKNOWN_LEAK,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2020-02,10,10_ACC_Equity_Capital,Equity,1000000.0,0.0,0.0,0.0,0.0,1000000.0,100000.0,0.0
2,2020-03,0,00_ACC_Accounts_Payable,Liability,-76885.41,-3439.89,14052.77,-24407.43,0.0,68761.2633,6876.1263,942633100.32
2,2020-03,1,01_ACC_Accounts_Receivable,Asset,312555.28,15740.98,-133639.66,-135586.64,0.0,252267.7467,25226.7747,-33315881738.007
2,2020-03,2,02_ACC_COGS,Expense,172637.09,56155.2,-8466.04,-21226.63,0.0,113659.8767,11365.9877,-323989751.6359
2,2020-03,3,03_ACC_Cash,Asset,452531.66,15956.07,47571.27,47377.26,0.0,452432.68,45243.268,22244701928.3404
2,2020-03,4,04_ACC_Inventory,Asset,470474.21,-10408.15,12801.7,40103.76,0.0,485149.5933,48514.9593,5705788574.9901
2,2020-03,5,05_ACC_Payroll_Exp,Expense,52000.91,14782.04,-3463.17,-2734.72,0.0,36064.48,3606.448,-71586766.6077
2,2020-03,6,06_ACC_Rent_Exp,Expense,17855.72,5803.61,434.85,1749.44,0.0,12197.06,1219.706,12382589.4797
2,2020-03,7,07_ACC_Sales_Revenue,Revenue,-418097.9,-100458.77,69746.7,92518.51,0.0,294390.23,29439.023,17575339014.1593
2,2020-03,8,08_ACC_Travel_Exp,Expense,16928.44,5868.91,961.58,2206.45,0.0,11380.0567,1138.0057,17621687.7267
