t_idx,time_label,src_idx,src_label,tgt_idx,tgt_label,weight,stress
0,2020-W01,0,ACC_Accounts_Payable,1,ACC_Inventory,11648.77,0.0
0,2020-W01,1,ACC_Inventory,4,ACC_COGS,5960.27,0.0
0,2020-W01,2,ACC_Cash,3,ACC_Travel_Exp,524.46,0.0
0,2020-W01,5,ACC_Sales_Revenue,6,ACC_Accounts_Receivable,11688.16,0.0
1,2020-W02,0,ACC_Accounts_Payable,1,ACC_Inventory,10413.43,0.0
1,2020-W02,1,ACC_Inventory,4,ACC_COGS,10227.22,0.0
1,2020-W02,2,ACC_Cash,3,ACC_Travel_Exp,2249.34,0.0
1,2020-W02,5,ACC_Sales_Revenue,6,ACC_Accounts_Receivable,18504.48,0.0
2,2020-W03,0,ACC_Accounts_Payable,1,ACC_Inventory,13505.3,4.0057
2,2020-W03,1,ACC_Inventory,4,ACC_COGS,12639.35,2.1306
2,2020-W03,2,ACC_Cash,3,ACC_Travel_Exp,534.33,0.9886
2,2020-W03,5,ACC_Sales_Revenue,6,ACC_Accounts_Receivable,23979.2,2.6064
3,2020-W04,0,ACC_Accounts_Payable,1,ACC_Inventory,10796.58,0.8336
3,2020-W04,1,ACC_Inventory,4,ACC_COGS,12380.59,1.0037
3,2020-W04,2,ACC_Cash,3,ACC_Travel_Exp,1063.23,0.0487
3,2020-W04,2,ACC_Cash,7,ACC_Payroll_Exp,18973.66,0.0
3,2020-W04,2,ACC_Cash,8,ACC_Rent_Exp,6683.35,0.0
3,2020-W04,5,ACC_Sales_Revenue,6,ACC_Accounts_Receivable,24510.13,1.2834
4,2020-W05,0,ACC_Accounts_Payable,1,ACC_Inventory,9588.78,1.6794
4,2020-W05,1,ACC_Inventory,4,ACC_COGS,15038.43,1.7701
4,2020-W05,2,ACC_Cash,3,ACC_Travel_Exp,2874.85,2.5371
4,2020-W05,2,ACC_Cash,6,ACC_Accounts_Receivable,103529.26,0.0
4,2020-W05,5,ACC_Sales_Revenue,6,ACC_Accounts_Receivable,129126.8,21.1567
4,2020-W05,6,ACC_Accounts_Receivable,2,ACC_Cash,104192.29,0.0
5,2020-W06,0,ACC_Accounts_Payable,1,ACC_Inventory,12723.71,1.1496
5,2020-W06,1,ACC_Inventory,4,ACC_COGS,15013.36,1.2332
5,2020-W06,2,ACC_Cash,0,ACC_Accounts_Payable,11648.77,0.0
5,2020-W06,2,ACC_Cash,3,ACC_Travel_Exp,422.94,1.0802
5,2020-W06,5,ACC_Sales_Revenue,6,ACC_Accounts_Receivable,27770.91,0.3132
5,2020-W06,6,ACC_Accounts_Receivable,2,ACC_Cash,3057.26,0.4266
6,2020-W07,0,ACC_Accounts_Payable,1,ACC_Inventory,9580.93,1.3869
6,2020-W07,1,ACC_Inventory,4,ACC_COGS,17692.63,1.8643
6,2020-W07,2,ACC_Cash,3,ACC_Travel_Exp,2635.87,1.4322
6,2020-W07,5,ACC_Sales_Revenue,6,ACC_Accounts_Receivable,31195.69,0.1991
6,2020-W07,6,ACC_Accounts_Receivable,2,ACC_Cash,3990.0,0.3595
7,2020-W08,0,ACC_Accounts_Payable,1,ACC_Inventory,7138.1,2.875
7,2020-W08,1,ACC_Inventory,4,ACC_COGS,15217.13,0.7103
7,2020-W08,2,ACC_Cash,0,ACC_Accounts_Payable,13505.3,2.9049
7,2020-W08,2,ACC_Cash,3,ACC_Travel_Exp,204.56,1.2702
7,2020-W08,5,ACC_Sales_Revenue,6,ACC_Accounts_Receivable,26802.38,0.3006
7,2020-W08,6,ACC_Accounts_Receivable,2,ACC_Cash,5896.79,0.277
7,2020-W08,6,ACC_Accounts_Receivable,9,UNKNOWN_LEAK,176.32,0.0
8,2020-W09,0,ACC_Accounts_Payable,1,ACC_Inventory,11968.65,0.6902
8,2020-W09,1,ACC_Inventory,4,ACC_COGS,14501.04,0.4343
8,2020-W09,2,ACC_Cash,3,ACC_Travel_Exp,1238.62,0.0734
8,2020-W09,2,ACC_Cash,7,ACC_Payroll_Exp,18245.21,2.5297
8,2020-W09,2,ACC_Cash,8,ACC_Rent_Exp,5368.76,2.051
8,2020-W09,5,ACC_Sales_Revenue,6,ACC_Accounts_Receivable,28035.54,0.2448
8,2020-W09,6,ACC_Accounts_Receivable,2,ACC_Cash,10511.07,0.1218
9,2020-W10,0,ACC_Accounts_Payable,1,ACC_Inventory,10766.67,0.0284
9,2020-W10,1,ACC_Inventory,4,ACC_COGS,12805.37,0.1171
9,2020-W10,2,ACC_Cash,3,ACC_Travel_Exp,1823.46,0.5369
9,2020-W10,5,ACC_Sales_Revenue,6,ACC_Accounts_Receivable,22433.93,0.3974
9,2020-W10,6,ACC_Accounts_Receivable,2,ACC_Cash,12275.78,0.0596
10,2020-W11,0,ACC_Accounts_Payable,1,ACC_Inventory,10848.98,0.0209
10,2020-W11,1,ACC_Inventory,4,ACC_COGS,14251.13,0.3581
10,2020-W11,2,ACC_Cash,0,ACC_Accounts_Payable,23137.14,4.0852
10,2020-W11,2,ACC_Cash,3,ACC_Travel_Exp,2065.44,0.7627
10,2020-W11,5,ACC_Sales_Revenue,6,ACC_Accounts_Receivable,27310.23,0.2217
10,2020-W11,6,ACC_Accounts_Receivable,2,ACC_Cash,20794.64,0.224
11,2020-W12,0,ACC_Accounts_Payable,1,ACC_Inventory,12180.44,0.8313
11,2020-W12,1,ACC_Inventory,4,ACC_COGS,14450.83,0.407
11,2020-W12,2,ACC_Cash,0,ACC_Accounts_Payable,10796.58,0.839
11,2020-W12,2,ACC_Cash,3,ACC_Travel_Exp,156.62,1.3923
11,2020-W12,5,ACC_Sales_Revenue,6,ACC_Accounts_Receivable,25087.29,0.2836
11,2020-W12,6,ACC_Accounts_Receivable,2,ACC_Cash,14728.64,0.0041
12,2020-W13,0,ACC_Accounts_Payable,1,ACC_Inventory,11950.96,0.6319
12,2020-W13,1,ACC_Inventory,4,ACC_COGS,8931.61,1.5501
12,2020-W13,2,ACC_Cash,3,ACC_Travel_Exp,1099.15,0.2315
12,2020-W13,2,ACC_Cash,7,ACC_Payroll_Exp,14782.04,1.6838
12,2020-W13,2,ACC_Cash,8,ACC_Rent_Exp,5803.61,2.1219
12,2020-W13,5,ACC_Sales_Revenue,6,ACC_Accounts_Receivable,16918.91,0.5486
12,2020-W13,6,ACC_Accounts_Receivable,2,ACC_Cash,13789.64,0.0299
13,2020-W14,0,ACC_Accounts_Payable,1,ACC_Inventory,14467.45,2.1561
13,2020-W14,1,ACC_Inventory,4,ACC_COGS,9246.08,1.9198
13,2020-W14,2,ACC_Cash,3,ACC_Travel_Exp,1365.17,0.0012
13,2020-W14,5,ACC_Sales_Revenue,6,ACC_Accounts_Receivable,17623.89,0.5447
13,2020-W14,6,ACC_Accounts_Receivable,2,ACC_Cash,29462.18,0.4991
