Timestamp,Seller_ID,Buyer_ID,Transaction_Amount
2020-W01,USR_009,USR_003,455153.6
2020-W01,USR_003,USR_005,296204.25
2020-W01,USR_007,USR_004,280984.44
2020-W01,USR_003,USR_008,151809.68
2020-W02,USR_003,USR_008,465896.56
2020-W02,USR_006,USR_003,380022.61
2020-W02,USR_003,USR_005,48535.52
2020-W02,USR_004,USR_007,1066982.73
2020-W02,USR_004,USR_005,393725.58999999997
2020-W02,USR_003,USR_007,153531.4
2020-W02,USR_003,USR_004,8553907.19
2020-W02,USR_004,USR_003,5080239.09
2020-W02,USR_003,USR_006,217433.37
2020-W03,USR_003,USR_006,207567.36
2020-W03,USR_004,USR_006,184441.95
2020-W04,USR_002,USR_004,75368779.32
2020-W04,USR_005,USR_003,968474.82
2020-W04,USR_006,USR_003,322292.33
2020-W04,USR_007,USR_003,21445.9
2020-W04,USR_010,USR_003,1076648.13
2020-W04,USR_004,USR_003,18057331.62
2020-W04,USR_003,USR_005,491903.65
2020-W04,USR_003,USR_008,1547.62
2020-W04,USR_003,USR_004,5742997.08
2020-W05,USR_006,USR_003,973454.41
2020-W05,USR_001,USR_004,14299314.12
2020-W05,USR_004,USR_003,22084462.869999997
2020-W05,USR_009,USR_003,395715.36
2020-W05,USR_008,USR_003,540282.96
2020-W05,USR_003,USR_004,16300912.5
2020-W05,USR_004,USR_005,477414.08
2020-W05,USR_003,USR_009,579953.22
2020-W05,USR_007,USR_003,350739.48
2020-W06,USR_003,USR_004,20953844.6
2020-W06,USR_004,USR_003,25414829.4
2020-W06,USR_004,USR_008,282261.21
2020-W06,USR_009,USR_003,156020.91
2020-W06,USR_006,USR_004,661341.52
2020-W06,USR_004,USR_010,300865.8
2020-W06,USR_003,USR_007,266878.3
2020-W07,USR_010,USR_004,528636.68
2020-W07,USR_006,USR_003,109541.76
2020-W07,USR_003,USR_004,22540209.38
2020-W07,USR_004,USR_003,20456150.73
2020-W07,USR_003,USR_007,104700.96
2020-W07,USR_004,USR_006,449074.55
2020-W07,USR_009,USR_003,76092.66
2020-W07,USR_007,USR_004,291467.55
2020-W08,USR_004,USR_003,21507717.509999998
2020-W08,USR_003,USR_004,22457627.13
2020-W08,USR_004,USR_009,1532625.6300000001
2020-W08,USR_004,USR_008,139356.82
2020-W08,USR_007,USR_004,174966.66
2020-W08,USR_010,USR_004,51726.72
2020-W09,USR_004,USR_003,22704431.77
2020-W09,USR_003,USR_004,19816543.69
2020-W09,USR_003,USR_006,217820.7
2020-W09,USR_005,USR_003,1316388.42
2020-W09,USR_003,USR_008,118539.2
2020-W09,USR_004,USR_005,237200.64
2020-W10,USR_007,USR_004,94749.84
2020-W10,USR_003,USR_004,25248975.01
2020-W10,USR_004,USR_003,21716445.09
2020-W10,USR_006,USR_004,249426.6
2020-W10,USR_004,USR_006,68705.82
2020-W10,USR_009,USR_003,705839.8
2020-W10,USR_004,USR_005,1029908.82
2020-W10,USR_004,USR_009,92297.24
2020-W10,USR_009,USR_004,670394.28
2020-W11,USR_004,USR_009,265341.96
2020-W11,USR_003,USR_004,22204713.71
2020-W11,USR_004,USR_003,19605962.009999998
2020-W11,USR_009,USR_003,84427.2
2020-W11,USR_005,USR_003,566714.14
2020-W12,USR_004,USR_003,27849949.79
2020-W12,USR_003,USR_004,20449144.31
2020-W12,USR_005,USR_004,627403.24
2020-W12,USR_003,USR_009,172652.23
2020-W13,USR_006,USR_003,229623.17
2020-W13,USR_003,USR_004,24789077.94
2020-W13,USR_004,USR_003,20614625.26
2020-W13,USR_008,USR_003,333017.72
2020-W13,USR_009,USR_004,653083.62
2020-W13,USR_004,USR_005,1131549.72
2020-W13,USR_003,USR_006,157136.65
2020-W13,USR_007,USR_004,855246.72
2020-W14,USR_006,USR_003,737767.45
2020-W14,USR_004,USR_003,22087705.04
2020-W14,USR_003,USR_004,20061927.54
2020-W14,USR_003,USR_007,280489.44
2020-W14,USR_004,USR_002,15532792.8
2020-W14,USR_004,USR_009,306978.77
2020-W14,USR_004,USR_006,323446.08
2020-W15,USR_004,USR_008,333131.15
2020-W15,USR_004,USR_003,20062553.44
2020-W15,USR_003,USR_004,19471160.28
2020-W15,USR_003,USR_009,429020.1
2020-W15,USR_003,USR_010,196988.96
2020-W15,USR_008,USR_004,90071.1
2020-W15,USR_010,USR_003,359138.97
2020-W15,USR_004,USR_005,111152.16
2020-W16,USR_004,USR_003,24368904.12
2020-W16,USR_003,USR_004,27532227.78
2020-W16,USR_003,USR_007,641983.1799999999
2020-W16,USR_004,USR_009,632891.39
2020-W16,USR_008,USR_004,78502.84
2020-W16,USR_009,USR_003,101528.72
2020-W16,USR_003,USR_008,168409.44
2020-W17,USR_003,USR_006,477044.91000000003
2020-W17,USR_003,USR_004,25773627.35
2020-W17,USR_004,USR_003,20802983.82
2020-W17,USR_005,USR_003,117548.28
2020-W17,USR_010,USR_003,290491.26
2020-W17,USR_007,USR_003,107448.99
2020-W17,USR_005,USR_004,70421.22
2020-W17,USR_009,USR_004,142869.87
2020-W18,USR_003,USR_004,19815224.08
2020-W18,USR_004,USR_003,22269678.23
2020-W18,USR_004,USR_009,341385.73
2020-W18,USR_008,USR_003,300355.8
2020-W18,USR_009,USR_003,409200.2
2020-W19,USR_003,USR_004,23538684.64
2020-W19,USR_004,USR_003,24498270.990000002
2020-W19,USR_004,USR_009,109352.12
2020-W19,USR_010,USR_004,150612.88
2020-W19,USR_008,USR_004,56639.52
2020-W19,USR_007,USR_004,246394.08
2020-W19,USR_004,USR_006,304793.23
2020-W19,USR_004,USR_007,738825.91
2020-W19,USR_005,USR_004,2952.3
2020-W20,USR_003,USR_004,21838900.830000002
2020-W20,USR_004,USR_003,23944204.209999997
2020-W20,USR_004,USR_006,238122.18
2020-W20,USR_004,USR_009,278659.98
2020-W21,USR_003,USR_010,1017608.35
2020-W21,USR_003,USR_002,20239045.61
2020-W21,USR_004,USR_003,33394094.0
2020-W21,USR_003,USR_004,26426748.080000002
2020-W21,USR_003,USR_009,141776.58
2020-W21,USR_003,USR_006,256712.0
2020-W21,USR_009,USR_003,202721.9
2020-W21,USR_008,USR_003,204858.99
2020-W21,USR_003,USR_007,109818.36
2020-W22,USR_004,USR_002,5462306.34
2020-W22,USR_004,USR_003,40385360.84
2020-W22,USR_003,USR_004,60109459.85
2020-W22,USR_001,USR_003,37014668.8
2020-W22,USR_003,USR_006,401761.68
2020-W23,USR_004,USR_003,53247691.11
2020-W23,USR_003,USR_004,44338766.4
2020-W23,USR_007,USR_004,80620.47
2020-W23,USR_003,USR_010,1587642.73
2020-W23,USR_003,USR_002,26667321.9
2020-W23,USR_004,USR_006,1190906.7
2020-W24,USR_003,USR_004,45311757.81
2020-W24,USR_004,USR_003,48051084.67
2020-W24,USR_008,USR_003,400505.68
2020-W24,USR_010,USR_003,296821.44
2020-W24,USR_004,USR_005,189008.16
2020-W24,USR_004,USR_009,201719.61
2020-W25,USR_004,USR_010,319701.6
2020-W25,USR_003,USR_004,45266430.43
2020-W25,USR_004,USR_003,41280662.8
2020-W25,USR_004,USR_008,760512.24
2020-W26,USR_003,USR_004,46501149.33
2020-W26,USR_004,USR_003,48611569.58
2020-W26,USR_010,USR_004,80389.82
2020-W26,USR_001,USR_004,12702634.36
2020-W26,USR_003,USR_006,400845.36
2020-W26,USR_003,USR_010,165904.7
2020-W27,USR_003,USR_004,41631068.8
2020-W27,USR_004,USR_003,44712478.5
2020-W27,USR_009,USR_004,65027.0
2020-W27,USR_007,USR_004,177190.99
2020-W28,USR_004,USR_009,65770.46
2020-W28,USR_004,USR_003,47711562.05
2020-W28,USR_003,USR_004,45664679.28
2020-W28,USR_004,USR_010,517255.43
2020-W28,USR_006,USR_004,1014122.7
2020-W28,USR_003,USR_007,257654.76
2020-W28,USR_010,USR_003,602271.6
2020-W29,USR_004,USR_003,47897615.93
2020-W29,USR_003,USR_004,49881450.839999996
2020-W29,USR_004,USR_005,2662.44
2020-W29,USR_010,USR_003,378886.6
2020-W29,USR_006,USR_004,517631.49
2020-W29,USR_003,USR_008,29828.4
2020-W30,USR_003,USR_004,48936938.55
2020-W30,USR_004,USR_003,46974387.53
2020-W30,USR_010,USR_003,375178.23
2020-W31,USR_004,USR_003,50652381.92
2020-W31,USR_003,USR_004,49154534.14
2020-W31,USR_003,USR_010,41768.9
2020-W31,USR_007,USR_003,263555.5
2020-W31,USR_004,USR_006,338141.79
2020-W31,USR_008,USR_004,377096.85
2020-W31,USR_009,USR_004,1229941.36
2020-W31,USR_004,USR_010,950895.33
2020-W32,USR_003,USR_010,284967.19
2020-W32,USR_004,USR_003,48466030.24
2020-W32,USR_003,USR_004,43773027.45
2020-W32,USR_004,USR_006,504492.56
2020-W32,USR_003,USR_009,145013.54
2020-W32,USR_003,USR_006,178043.46
2020-W32,USR_005,USR_004,28106.51
2020-W32,USR_006,USR_004,382276.8
2020-W33,USR_003,USR_004,49348657.58
2020-W33,USR_004,USR_003,44821695.67
2020-W33,USR_006,USR_004,425264.54
2020-W33,USR_004,USR_005,26066.4
2020-W33,USR_007,USR_003,496661.55
2020-W33,USR_003,USR_005,1461.3
2020-W34,USR_004,USR_003,48462057.71
2020-W34,USR_003,USR_004,45983674.5
2020-W34,USR_009,USR_004,786181.99
2020-W34,USR_004,USR_009,79523.84
2020-W34,USR_004,USR_007,257832.09
2020-W34,USR_009,USR_003,426718.8
2020-W35,USR_005,USR_003,249803.44
2020-W35,USR_004,USR_003,51681060.36
2020-W35,USR_003,USR_004,44237253.78
2020-W35,USR_010,USR_003,1116762.5
2020-W35,USR_003,USR_005,248422.96
2020-W35,USR_008,USR_004,127057.98
2020-W35,USR_007,USR_004,140785.68
